u,v,Xc_mm,Yc_mm,Zc_mm,Xg_mm,Yg_mm,Zg_mm
2133.173712,155.000000,6.132603,-131.944063,713.499480,6.129865,131.949106,0.198458
2133.200288,156.000000,6.135275,-131.849133,713.512825,6.133166,131.854289,0.184470
2133.255201,157.000000,6.140780,-131.755874,713.535235,6.139703,131.761217,0.161567
2133.314940,158.000000,6.146768,-131.662895,713.559190,6.146792,131.668436,0.137144
2133.330739,159.000000,6.148363,-131.567316,713.569086,6.148863,131.572941,0.126549
2133.313188,160.000000,6.146623,-131.469767,713.568310,6.147126,131.475390,0.126449
2133.281397,161.000000,6.143459,-131.371380,713.562976,6.143762,131.376962,0.130831
2133.251568,162.000000,6.140491,-131.273109,713.558270,6.140623,131.278656,0.134596
2133.231140,163.000000,6.138464,-131.175394,713.556570,6.138557,131.180930,0.135405
2133.246390,164.000000,6.140003,-131.079776,713.566284,6.140565,131.085395,0.124987
2133.306385,165.000000,6.146017,-130.986786,713.590315,6.147683,130.992604,0.100490
2133.351112,166.000000,6.150505,-130.892893,713.609460,6.153058,130.898871,0.080798
2133.318550,167.000000,6.147264,-130.794459,713.603873,6.149606,130.800395,0.085429
2133.223401,168.000000,6.137765,-130.692358,713.578259,6.139007,130.698088,0.109757
2133.117115,169.000000,6.127153,-130.589612,713.549082,6.127137,130.595106,0.137588
2133.044536,170.000000,6.119912,-130.488847,713.530691,6.119117,130.494194,0.154813
2133.039554,171.000000,6.119428,-130.392041,713.533924,6.118814,130.397418,0.150770
2133.100880,172.000000,6.125574,-130.299110,713.558370,6.126082,130.304690,0.125864
2133.177614,173.000000,6.133261,-130.207073,713.587747,6.135111,130.212897,0.096109
2133.219918,174.000000,6.137506,-130.113018,713.606108,6.140208,130.118996,0.077188
2133.204010,175.000000,6.135930,-130.015564,713.605841,6.138657,130.021542,0.076588
2133.137900,176.000000,6.129335,-129.915183,713.589510,6.131374,129.921031,0.091786
2133.061237,177.000000,6.121685,-129.814193,713.569802,6.122887,129.819884,0.110305
2133.007861,178.000000,6.116364,-129.714564,713.557545,6.117059,129.720157,0.121496
2132.982981,179.000000,6.113891,-129.616595,713.554404,6.114484,129.622166,0.123722
2132.975310,180.000000,6.113139,-129.519627,713.556768,6.113874,129.525220,0.120535
2132.971496,181.000000,6.112773,-129.422882,713.560364,6.113704,129.428508,0.116135
2132.973509,182.000000,6.112989,-129.326475,713.565823,6.114200,129.332148,0.109903
2132.991973,183.000000,6.114850,-129.231019,713.576545,6.116574,129.236784,0.098495
2133.006175,184.000000,6.116285,-129.135314,713.585903,6.118461,129.141159,0.088429
2132.984235,185.000000,6.114106,-129.037515,713.583695,6.116222,129.043344,0.089736
2132.941504,186.000000,6.109849,-128.938513,713.574835,6.111609,128.944274,0.097588
2132.908718,187.000000,6.106586,-128.840090,713.569156,6.108131,128.845807,0.102310
2132.883394,188.000000,6.104069,-128.742098,713.565863,6.105505,128.747792,0.104686
2132.850499,189.000000,6.100796,-128.643671,713.560147,6.102015,128.649321,0.109445
2132.819593,190.000000,6.097721,-128.545360,713.555066,6.098752,128.550972,0.113579
2132.809024,191.000000,6.096680,-128.448223,713.556490,6.097811,128.453850,0.111315
2132.817765,192.000000,6.097568,-128.352197,713.564091,6.099074,128.357889,0.102977
2132.818969,193.000000,6.097703,-128.255735,713.569280,6.099477,128.261473,0.097011
2132.800136,194.000000,6.095836,-128.158120,713.568057,6.097592,128.163852,0.097350
2132.777983,195.000000,6.093636,-128.060315,713.565771,6.095328,128.066031,0.098736
2132.762375,196.000000,6.092091,-127.962887,713.565578,6.093811,127.968604,0.098063
2132.752490,197.000000,6.091117,-127.865786,713.567214,6.092948,127.871521,0.095591
2132.753945,198.000000,6.091277,-127.769336,713.572478,6.093379,127.775116,0.089551
2132.743819,199.000000,6.090280,-127.672221,713.574035,6.092488,127.678017,0.087157
2132.709703,200.000000,6.086885,-127.573733,713.567917,6.088858,127.579482,0.092311
2132.647288,201.000000,6.080661,-127.473628,713.552744,6.081998,127.479257,0.106371
2132.598116,202.000000,6.075761,-127.374285,713.541807,6.076649,127.379827,0.116265
2132.593603,203.000000,6.075325,-127.277494,713.545156,6.076399,127.283067,0.112109
2132.605344,204.000000,6.076513,-127.181629,713.553703,6.078004,127.187276,0.102840
2132.604739,205.000000,6.076467,-127.085059,713.558300,6.078199,127.090746,0.097456
2132.573391,206.000000,6.073349,-126.986736,713.553061,6.074886,126.992384,0.101746
2132.510413,207.000000,6.067069,-126.886615,713.537703,6.067961,126.892141,0.115989
