record_type,dataset,nominal_height_mm,position,directory,region,v_median_px,policy,point_count,bias_mm,mae_mm,rmse_mm,p95_abs_mm,max_abs_mm,height_difference_mae_mm,height_difference_bias_mm,height_difference_rmse_mm,measured_height_mean_mm,measured_height_median_mm,measured_height_std_mm,valid_baseline_count,valid_height_count,baseline_inlier_count,height_inlier_count,s_min,s_max,s_domain_min,s_domain_max,s_extrapolated_count,s_inside_count,correction_mean_signed_mm,correction_mean_abs_mm,correction_max_abs_mm,raw_extrapolated_correction_mean_abs_mm,raw_extrapolated_correction_max_abs_mm,within_0_2mm,center_sha256,baseline_sha256,height_sha256,worst_position_rmse_mm,worst_position_p95_abs_mm,position_bias_range_mm,position_rmse_range_mm,all_positions_within_0_2mm
position,20mm,20.0,P06_v2516.5,frame_009614_measure,middle,2516.5,C0_baseline,68,-0.07865577663349017,0.07865577663349017,0.07959046720624074,0.09508904814902604,0.10550038395432182,0.07865577663349017,-0.07865577663349017,0.07959046720624074,19.921344223366503,19.920967188717498,0.012161877827465008,140,74,137,68,0.14116215867056753,0.1511235702580172,-0.1641225636200761,0.19495848459253196,0,74,0.0,0.0,0.0,0.0,0.0,true,a545ecf8625e7cbb43c279fe8a3c054ddb72a8bd752e531028b7c81c737407c2,4d7a65aee52b5590af66bb2b64ee6bab87994c6231a3a00413fb666a4a84f0b8,95a89d2673be848931e8203e47cf818de69ba738e021b7c8546282d8f774e012,,,,,
position,20mm,20.0,P06_v2516.5,frame_009614_measure,middle,2516.5,raw_extrapolation,68,-0.0719605236350243,0.0719605236350243,0.07297887473141829,0.08931483604090466,0.09805403394529577,0.0719605236350243,-0.0719605236350243,0.07297887473141829,19.928039476364976,19.927120151421356,0.012149040918408098,140,74,137,68,0.14116215867056753,0.1511235702580172,-0.1641225636200761,0.19495848459253196,0,74,-0.002669519394225316,0.002669519394225316,0.003684463827737766,0.0,0.0,true,a545ecf8625e7cbb43c279fe8a3c054ddb72a8bd752e531028b7c81c737407c2,4d7a65aee52b5590af66bb2b64ee6bab87994c6231a3a00413fb666a4a84f0b8,95a89d2673be848931e8203e47cf818de69ba738e021b7c8546282d8f774e012,,,,,
position,20mm,20.0,P06_v2516.5,frame_009614_measure,middle,2516.5,boundary_clamp,68,-0.0719605236350243,0.0719605236350243,0.07297887473141829,0.08931483604090466,0.09805403394529577,0.0719605236350243,-0.0719605236350243,0.07297887473141829,19.928039476364976,19.927120151421356,0.012149040918408098,140,74,137,68,0.14116215867056753,0.1511235702580172,-0.1641225636200761,0.19495848459253196,0,74,-0.002669519394225316,0.002669519394225316,0.003684463827737766,0.0,0.0,true,a545ecf8625e7cbb43c279fe8a3c054ddb72a8bd752e531028b7c81c737407c2,4d7a65aee52b5590af66bb2b64ee6bab87994c6231a3a00413fb666a4a84f0b8,95a89d2673be848931e8203e47cf818de69ba738e021b7c8546282d8f774e012,,,,,
position,20mm,20.0,P06_v2516.5,frame_009614_measure,middle,2516.5,fallback_c0,68,-0.0719605236350243,0.0719605236350243,0.07297887473141829,0.08931483604090466,0.09805403394529577,0.0719605236350243,-0.0719605236350243,0.07297887473141829,19.928039476364976,19.927120151421356,0.012149040918408098,140,74,137,68,0.14116215867056753,0.1511235702580172,-0.1641225636200761,0.19495848459253196,0,74,-0.002669519394225316,0.002669519394225316,0.003684463827737766,0.0,0.0,true,a545ecf8625e7cbb43c279fe8a3c054ddb72a8bd752e531028b7c81c737407c2,4d7a65aee52b5590af66bb2b64ee6bab87994c6231a3a00413fb666a4a84f0b8,95a89d2673be848931e8203e47cf818de69ba738e021b7c8546282d8f774e012,,,,,
position,20mm,20.0,P07_v2593.0,frame_011317_measure,middle,2593.0,C0_baseline,68,-0.09193339304742733,0.09193339304742733,0.09491168259987946,0.1242378650149151,0.13131485976763813,0.09193339304742733,-0.09193339304742733,0.09491168259987946,19.908066606952573,19.908943166414176,0.023589801540655264,138,73,128,68,0.15166953123178328,0.16149779467439798,-0.1641225636200761,0.19495848459253196,0,73,0.0,0.0,0.0,0.0,0.0,true,a6e238c2e8bcb3801670228d715dca02f85a29e80cae36e7c96f7f60c847286e,6c1c0413a0fce2ab8619e7fe76be4847e2a483d54f359fe8aecb3004396f5a91,cc994d55360e7077be8f56e956337c609cf6fc23f3a1fc430036e646674ad398,,,,,
position,20mm,20.0,P07_v2593.0,frame_011317_measure,middle,2593.0,raw_extrapolation,68,-0.08209785803862116,0.08209785803862116,0.08503403871027197,0.11189937475483144,0.11976377681948236,0.08209785803862116,-0.08209785803862116,0.08503403871027197,19.917902141961374,19.91813735291465,0.022152413973435033,138,73,130,68,0.15166953123178328,0.16149779467439798,-0.1641225636200761,0.19495848459253196,0,73,-0.005558880039101575,0.005558880039101575,0.007672318434037403,0.0,0.0,true,a6e238c2e8bcb3801670228d715dca02f85a29e80cae36e7c96f7f60c847286e,6c1c0413a0fce2ab8619e7fe76be4847e2a483d54f359fe8aecb3004396f5a91,cc994d55360e7077be8f56e956337c609cf6fc23f3a1fc430036e646674ad398,,,,,
position,20mm,20.0,P07_v2593.0,frame_011317_measure,middle,2593.0,boundary_clamp,68,-0.08209785803862116,0.08209785803862116,0.08503403871027197,0.11189937475483144,0.11976377681948236,0.08209785803862116,-0.08209785803862116,0.08503403871027197,19.917902141961374,19.91813735291465,0.022152413973435033,138,73,130,68,0.15166953123178328,0.16149779467439798,-0.1641225636200761,0.19495848459253196,0,73,-0.005558880039101575,0.005558880039101575,0.007672318434037403,0.0,0.0,true,a6e238c2e8bcb3801670228d715dca02f85a29e80cae36e7c96f7f60c847286e,6c1c0413a0fce2ab8619e7fe76be4847e2a483d54f359fe8aecb3004396f5a91,cc994d55360e7077be8f56e956337c609cf6fc23f3a1fc430036e646674ad398,,,,,
position,20mm,20.0,P07_v2593.0,frame_011317_measure,middle,2593.0,fallback_c0,68,-0.08209785803862116,0.08209785803862116,0.08503403871027197,0.11189937475483144,0.11976377681948236,0.08209785803862116,-0.08209785803862116,0.08503403871027197,19.917902141961374,19.91813735291465,0.022152413973435033,138,73,130,68,0.15166953123178328,0.16149779467439798,-0.1641225636200761,0.19495848459253196,0,73,-0.005558880039101575,0.005558880039101575,0.007672318434037403,0.0,0.0,true,a6e238c2e8bcb3801670228d715dca02f85a29e80cae36e7c96f7f60c847286e,6c1c0413a0fce2ab8619e7fe76be4847e2a483d54f359fe8aecb3004396f5a91,cc994d55360e7077be8f56e956337c609cf6fc23f3a1fc430036e646674ad398,,,,,
position,20mm,20.0,P08_v2905.0,frame_012686_measure,bottom,2905.0,C0_baseline,61,-0.07093257017151683,0.07093257017151683,0.0753838722859045,0.11294948222353796,0.1279786810011032,0.07093257017151683,-0.07093257017151683,0.0753838722859045,19.929067429828486,19.92797634194534,0.025520554258879273,169,67,161,61,0.1946902776541396,0.2037112277937999,-0.1641225636200761,0.19495848459253196,65,2,0.0,0.0,0.0,0.05409350752685758,0.06365442169385203,true,90576924b58de162a4e97798e46921c7c5572aa16e1ac9397bab7cf3168d01be,359deb9bc7d364659fbc4314a9c8f763fdde01ee55f2f2157784477358391398,19c212dccf90930bd2d53781b49d2df38518bcfcbeb97bea21bb5d90cef75f2c,,,,,
position,20mm,20.0,P08_v2905.0,frame_012686_measure,bottom,2905.0,raw_extrapolation,61,-0.03852390505003275,0.04079359116558549,0.04816744143115307,0.08502589827091356,0.10131741648532966,0.04079359116558549,-0.03852390505003275,0.04816744143115307,19.961476094949965,19.961790496534526,0.02891385746868831,169,67,160,61,0.1946902776541396,0.2037112277937999,-0.1641225636200761,0.19495848459253196,65,2,-0.05381768021771588,0.05381768021771588,0.06365442169385203,0.05409350752685758,0.06365442169385203,true,90576924b58de162a4e97798e46921c7c5572aa16e1ac9397bab7cf3168d01be,359deb9bc7d364659fbc4314a9c8f763fdde01ee55f2f2157784477358391398,19c212dccf90930bd2d53781b49d2df38518bcfcbeb97bea21bb5d90cef75f2c,,,,,
