row_type,scope,group_id,valid_point_count,used_point_count,uniform_subsample_cap,valid_fraction,bias_mm,mae_mm,rmse_mm,p95_abs_mm,max_abs_mm,a_frame_mm,k_frame_mm_per_normalized_stripe,remaining_rmse_after_a_k_mm,pnp_rmse_px,board_center_x_mm,board_center_y_mm,board_center_z_mm,plane_nx,plane_ny,plane_nz,u_mean_px,u_std_px,u_range_px,v_min_px,v_max_px,lambda_truth_min_mm,lambda_truth_max_mm,quality_warnings,region,v_center_px,plane_d_mm,plane_normal_angle_deg,plane_d_delta_mm,plane_consistent,group_ids,group_count,a_frame_mean_mm,a_frame_std_mm,a_frame_range_mm,k_frame_mean_mm_per_normalized_stripe,k_frame_std_mm_per_normalized_stripe,k_frame_range_mm_per_normalized_stripe,v_center_median_px,v_center_min_px,v_center_max_px,plane_normal_angle_max_deg,plane_d_delta_abs_max_mm,same_v_pair_count,same_v_overlap_v_start_median_px,same_v_overlap_v_end_median_px,same_v_e_delta_rmse_median_mm,same_v_e_delta_rmse_p95_mm,same_v_e_delta_p95_abs_median_mm,same_v_e_delta_p95_abs_p95_mm,same_v_e_delta_max_abs_mm,region_left,region_right,common_v_start_px,common_v_end_px,overlap_point_count,left_curve_bias_mm,right_curve_bias_mm,delta_bias_mm,delta_rmse_mm,delta_p95_abs_mm,delta_max_abs_mm,group_left,group_right,e_delta_bias_mm,e_delta_rmse_mm,e_delta_p95_abs_mm,e_delta_max_abs_mm
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,2281.0,2056,,,,,,,006,008,0.0012578523158438006,0.012479829685215051,0.02710157545443558,0.1075665733923045
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,2281.0,2056,,,,,,,006,009,-0.004794383600428618,0.014669270711296345,0.03025469064438658,0.09964778674629636
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,2281.0,2056,,,,,,,006,010,-0.008356104443050754,0.016368322798696214,0.0329941980750436,0.1081756376299132
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,2281.0,2056,,,,,,,007,008,-0.0018958029593020946,0.011766816936057354,0.022855364267129672,0.08808847414667889
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,2281.0,2056,,,,,,,007,009,-0.007948038875574513,0.01649891583845257,0.03233477199232475,0.12942777391183125
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,2281.0,2056,,,,,,,007,010,-0.01150975971819665,0.01891276414558276,0.037723575893374474,0.14501025104393978
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,2281.0,2056,,,,,,,008,009,-0.0060522359162724195,0.016228754451164104,0.033152146001025756,0.14774797190789898
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,2281.0,2056,,,,,,,008,010,-0.009613956758894553,0.017253827832192304,0.03390976160808527,0.1633304490400075
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,2281.0,2056,,,,,,,009,010,-0.003561720842622135,0.012697922028736756,0.0280324597461468,0.07474067755649921
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.0,2562.0,2057,,,,,,,001,002,0.0018924005700605311,0.011896008683664342,0.024918746047328508,0.12278063233972861
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.0,2562.0,2057,,,,,,,001,003,0.006517622852995395,0.01183476548088271,0.0239951693844355,0.09063632105371094
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.0,2562.0,2057,,,,,,,001,004,0.0012756695133442422,0.011586710401843241,0.02179487849837446,0.15842165898894778
same_region_repeat_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.0,2562.0,2057,,,,,,,001,005,-0.0019877004008689108,0.012660147881512198,0.024130248043767847,0.129443559045035
