record_type,frame_index,filename,u,before_valid,after_valid,before_v_px,after_v_px,center_difference_px,abs_center_difference_px,before_selected_response,after_selected_response,before_valid_column_count,after_valid_column_count,before_frame_center_median_px,after_frame_center_median_px,frame_center_difference_px,before_response_median,before_response_p95,after_response_median,after_response_p95,before_accepted_frame_count,after_accepted_frame_count,paired_frame_count,before_column_center_median_px,after_column_center_median_px,column_center_difference_px,column_difference_p95_abs_px,column_difference_max_abs_px,raw_peak_y_px,before_distance_to_raw_peak_px,after_distance_to_raw_peak_px
frame_summary,30,images/multiheight/0030.tif,,,,,,,,,,37,37,891.498724639416,891.446228384972,-0.0524962544441223,3.87632036209106,4.97437944412231,4.1896185874939,5.47952394485474,,,,,,,,,,,
frame_summary,31,images/multiheight/0031.tif,,,,,,,,,,37,37,891.504482924938,891.450026869774,-0.0544560551643372,3.69104743003845,5.02683925628662,4.06774520874023,5.67329530715942,,,,,,,,,,,
frame_summary,32,images/multiheight/0032.tif,,,,,,,,,,37,37,891.483235239983,891.430332928896,-0.0529023110866547,3.80823540687561,5.00227708816528,4.13683748245239,5.62971134185791,,,,,,,,,,,
frame_summary,33,images/multiheight/0033.tif,,,,,,,,,,37,37,891.512275636196,891.455147117376,-0.057128518819809,3.81659173965454,5.06528491973877,4.14915752410889,5.69756574630737,,,,,,,,,,,
frame_summary,34,images/multiheight/0034.tif,,,,,,,,,,37,37,891.523816049099,891.453978300095,-0.069837749004364,3.77438044548035,4.9433913230896,4.18922662734985,5.61125974655151,,,,,,,,,,,
frame_summary,35,images/multiheight/0035.tif,,,,,,,,,,37,37,891.466212123632,891.400206565857,-0.0660055577754974,3.88000822067261,5.01933546066284,4.14225721359253,5.60586986541748,,,,,,,,,,,
frame_summary,36,images/multiheight/0036.tif,,,,,,,,,,37,37,891.47240832448,891.420830339193,-0.0515779852867126,3.81412768363953,4.97289915084839,4.19429636001587,5.57955598831177,,,,,,,,,,,
frame_summary,37,images/multiheight/0037.tif,,,,,,,,,,37,37,891.508389830589,891.451170176268,-0.0572196543216705,3.78866791725159,4.99372119903564,4.07983350753784,5.62070789337158,,,,,,,,,,,
frame_summary,38,images/multiheight/0038.tif,,,,,,,,,,37,37,891.523726165295,891.466896116734,-0.0568300485610962,3.7863712310791,5.05946846008301,4.17270278930664,5.51422815322876,,,,,,,,,,,
frame_summary,39,images/multiheight/0039.tif,,,,,,,,,,37,37,891.492007613182,891.439039409161,-0.0529682040214539,3.88694667816162,4.96226406097412,4.20401573181152,5.63724489212036,,,,,,,,,,,
frame_summary,40,images/multiheight/0040.tif,,,,,,,,,,37,37,891.44564267993,891.394312262535,-0.0513304173946381,3.83170390129089,4.9710431098938,4.10219383239746,5.66083383560181,,,,,,,,,,,
frame_summary,41,images/multiheight/0041.tif,,,,,,,,,,37,37,891.482450962067,891.432548463345,-0.0499024987220764,3.74769353866577,5.00154981613159,4.13493967056274,5.59975166320801,,,,,,,,,,,
frame_summary,42,images/multiheight/0042.tif,,,,,,,,,,37,37,891.509961545467,891.454710841179,-0.0552507042884827,3.79302787780762,4.99562196731567,4.14888381958008,5.6599645614624,,,,,,,,,,,
frame_summary,43,images/multiheight/0043.tif,,,,,,,,,,37,37,891.47412493825,891.41675105691,-0.0573738813400269,3.86045670509338,4.91455450057983,4.20305156707764,5.63318538665771,,,,,,,,,,,
frame_summary,44,images/multiheight/0044.tif,,,,,,,,,,37,37,891.47601634264,891.420141965151,-0.05587437748909,3.812007188797,4.96204710006714,4.11149597167969,5.64349098205566,,,,,,,,,,,
frame_summary,45,images/multiheight/0045.tif,,,,,,,,,,37,37,891.514419794083,891.457634776831,-0.0567850172519684,3.80900835990906,4.93241233825684,4.16769886016846,5.61291942596436,,,,,,,,,,,
frame_summary,46,images/multiheight/0046.tif,,,,,,,,,,37,37,891.497420936823,891.444871455431,-0.0525494813919067,3.75483322143555,4.95110454559326,4.2049765586853,5.59484262466431,,,,,,,,,,,
frame_summary,47,images/multiheight/0047.tif,,,,,,,,,,37,37,891.527623832226,891.468541055918,-0.0590827763080597,3.70873641967773,4.92622270584106,4.14246559143066,5.6535135269165,,,,,,,,,,,
frame_summary,48,images/multiheight/0048.tif,,,,,,,,,,37,37,891.474213838577,891.422511160374,-0.0517026782035828,3.71928381919861,4.96850166320801,4.20389127731323,5.55979709625244,,,,,,,,,,,
frame_summary,49,images/multiheight/0049.tif,,,,,,,,,,37,37,891.509748160839,891.453743427992,-0.0560047328472137,3.66023397445679,4.95244722366333,4.16446876525879,5.58205347061157,,,,,,,,,,,
frame_summary,50,images/multiheight/0050.tif,,,,,,,,,,37,37,891.499844133854,891.446856915951,-0.0529872179031372,3.89608836174011,4.93463850021362,4.13835620880127,5.63764705657959,,,,,,,,,,,
column_summary,,,1860,,,,,,,,,,,,,,,,,,50,50,50,891.969328962266,891.81901358813,-0.150315374135971,0.179174020700157,0.193985477089882,,,
column_summary,,,1861,,,,,,,,,,,,,,,,,,50,50,50,891.936639979482,891.783572226763,-0.153067752718925,0.175954226183239,0.186250952072442,,,
column_summary,,,1862,,,,,,,,,,,,,,,,,,50,50,50,891.91882795468,891.774965666234,-0.143862288445234,0.158876526542008,0.160904482007027,,,
column_summary,,,1863,,,,,,,,,,,,,,,,,,50,50,50,891.904056336731,891.782063491642,-0.121992845088243,0.136209115386009,0.143062479794025,,,
column_summary,,,1864,,,,,,,,,,,,,,,,,,50,50,50,891.877690881491,891.760820508003,-0.116870373487473,0.124380576238036,0.125373639166355,,,
column_summary,,,1865,,,,,,,,,,,,,,,,,,50,50,50,891.761205263436,891.671479523182,-0.0897257402539253,0.0982862271368504,0.106718868017197,,,
column_summary,,,1866,,,,,,,,,,,,,,,,,,50,50,50,891.580284506083,891.537975549698,-0.0423089563846588,0.0512618839740753,0.0521180033683777,,,
column_summary,,,1867,,,,,,,,,,,,,,,,,,50,50,50,891.441333547235,891.398672550917,-0.0426609963178635,0.0472762152552605,0.0486776232719421,,,
column_summary,,,1868,,,,,,,,,,,,,,,,,,50,50,50,891.400565952063,891.353702157736,-0.0468637943267822,0.0511053532361984,0.0515981614589691,,,
column_summary,,,1869,,,,,,,,,,,,,,,,,,50,50,50,891.453685685992,891.400679916143,-0.0530057698488235,0.0595371320843697,0.0608158111572266,,,
column_summary,,,1870,,,,,,,,,,,,,,,,,,50,50,50,891.572582900524,891.507709771395,-0.0648731291294098,0.0713579714298248,0.0746859312057495,,,
column_summary,,,1871,,,,,,,,,,,,,,,,,,50,50,50,891.646083250642,891.55831989646,-0.0877633541822433,0.0980758175253868,0.104915767908096,,,
column_summary,,,1872,,,,,,,,,,,,,,,,,,50,50,50,891.634258925915,891.556255921721,-0.078003004193306,0.0893517166376114,0.094778299331665,,,
column_summary,,,1873,,,,,,,,,,,,,,,,,,50,50,50,891.576075077057,891.500649154186,-0.075425922870636,0.106551903486252,0.108026802539825,,,
column_summary,,,1874,,,,,,,,,,,,,,,,,,50,50,50,891.497700124979,891.443684771657,-0.0540153533220291,0.0571786433458328,0.0596973896026611,,,
column_summary,,,1875,,,,,,,,,,,,,,,,,,50,50,50,891.403199478984,891.359497770667,-0.043701708316803,0.0492361754179001,0.0503910183906555,,,
column_summary,,,1876,,,,,,,,,,,,,,,,,,50,50,50,891.36485645175,891.323077812791,-0.041778638958931,0.0450992077589035,0.0455832779407501,,,
column_summary,,,1877,,,,,,,,,,,,,,,,,,50,50,50,891.441622167826,891.394981324673,-0.0466408431529999,0.0492885410785675,0.0500626862049103,,,
column_summary,,,1878,,,,,,,,,,,,,,,,,,50,50,50,891.585141658783,891.516204029322,-0.0689376294612885,0.0915715992450714,0.0948585867881775,,,
column_summary,,,1879,,,,,,,,,,,,,,,,,,50,50,50,891.695014506578,891.605214208364,-0.0898002982139587,0.10323978215456,0.108579933643341,,,
column_summary,,,1880,,,,,,,,,,,,,,,,,,50,50,50,891.725099906325,891.624427586794,-0.100672319531441,0.114620174467564,0.119618803262711,,,
column_summary,,,1881,,,,,,,,,,,,,,,,,,50,50,50,891.668077692389,891.576563149691,-0.0915145426988602,0.103005927801132,0.105538368225098,,,
column_summary,,,1882,,,,,,,,,,,,,,,,,,50,50,50,891.568594589829,891.48180103302,-0.0867935568094254,0.122690862417221,0.124784708023071,,,
column_summary,,,1883,,,,,,,,,,,,,,,,,,50,50,50,891.422424092889,891.358991742134,-0.0634323507547379,0.0705623269081116,0.0766070783138275,,,
column_summary,,,1884,,,,,,,,,,,,,,,,,,50,50,50,891.195070117712,891.147157363594,-0.0479127541184425,0.0522935457527638,0.0569160580635071,,,
column_summary,,,1885,,,,,,,,,,,,,,,,,,50,50,50,891.01898511406,890.988743739203,-0.0302413748577237,0.0340930840931833,0.0363617949187756,,,
column_summary,,,1886,,,,,,,,,,,,,,,,,,50,50,50,891.007655466441,890.984089903533,-0.0235655629076064,0.0274855091993231,0.0298878848552704,,,
column_summary,,,1887,,,,,,,,,,,,,,,,,,50,50,50,891.071321256459,891.040896229446,-0.030425027012825,0.0340139731764793,0.0371289923787117,,,
column_summary,,,1888,,,,,,,,,,,,,,,,,,50,50,50,891.099988918751,891.063216846436,-0.0367720723152161,0.042943025007844,0.0454432442784309,,,
column_summary,,,1889,,,,,,,,,,,,,,,,,,50,50,50,891.080785088241,891.038829671219,-0.041955417022109,0.0455233745276928,0.0493181124329567,,,
column_summary,,,1890,,,,,,,,,,,,,,,,,,50,50,50,890.999738459956,890.967093164101,-0.0326452958543086,0.0384915969279973,0.0425240099430084,,,
column_summary,,,1891,,,,,,,,,,,,,,,,,,50,50,50,890.90678839013,890.885329898447,-0.0214584916830063,0.025890040397644,0.0305968821048737,,,
column_summary,,,1892,,,,,,,,,,,,,,,,,,50,50,50,891.085825063288,891.048104334623,-0.0377207286655903,0.0452114589512348,0.0547733083367348,,,
column_summary,,,1893,,,,,,,,,,,,,,,,,,50,50,50,891.365683034062,891.298007637262,-0.0676753968000412,0.0769582256674766,0.0909563601016998,,,
column_summary,,,1894,,,,,,,,,,,,,,,,,,50,50,50,891.562802150846,891.487485975027,-0.0753161758184433,0.088516753911972,0.100596934556961,,,
column_summary,,,1895,,,,,,,,,,,,,,,,,,50,50,50,891.601379975677,891.506845369935,-0.0945346057415009,0.10571615844965,0.108741879463196,,,
column_summary,,,1896,,,,,,,,,,,,,,,,,,50,50,50,891.402959406376,891.338814750314,-0.0641446560621262,0.0674930676817894,0.0694054961204529,,,
frame_column,1,images/multiheight/0001.tif,1860,true,true,892.057767342776,891.87831017375,-0.179457169026136,0.179457169026136,2.63254690170288,3.43088603019714,,,,,,,,,,,,,,,,,,891,1.05776734277606,0.878310173749924
frame_column,1,images/multiheight/0001.tif,1861,true,true,892.003439735854,891.831167578697,-0.17227215715684,0.17227215715684,2.46963620185852,3.22828054428101,,,,,,,,,,,,,,,,,,893,-0.996560264145955,-1.1688324213028
frame_column,1,images/multiheight/0001.tif,1862,true,true,891.962351053953,891.811941891909,-0.150409162044525,0.150409162044525,2.69191312789917,3.44682288169861,,,,,,,,,,,,,,,,,,892,-0.0376489460468292,-0.188058108091354
frame_column,1,images/multiheight/0001.tif,1863,true,true,891.934472963214,891.805508047342,-0.12896491587162,0.12896491587162,3.22058916091919,4.0257773399353,,,,,,,,,,,,,,,,,,891,0.934472963213921,0.8055080473423
frame_column,1,images/multiheight/0001.tif,1864,true,true,891.8983714059,891.778569951653,-0.119801454246044,0.119801454246044,3.78804278373718,4.65183782577515,,,,,,,,,,,,,,,,,,892,-0.101628594100475,-0.221430048346519
frame_column,1,images/multiheight/0001.tif,1865,true,true,891.781579762697,891.68515458703,-0.0964251756668091,0.0964251756668091,4.16731691360474,5.03191900253296,,,,,,,,,,,,,,,,,,892,-0.21842023730278,-0.314845412969589
frame_column,1,images/multiheight/0001.tif,1866,true,true,891.578395098448,891.556302905083,-0.022092193365097,0.022092193365097,4.11963987350464,5.09657192230225,,,,,,,,,,,,,,,,,,892,-0.4216049015522,-0.443697094917297
frame_column,1,images/multiheight/0001.tif,1867,true,true,891.456395685673,891.411861121655,-0.0445345640182495,0.0445345640182495,5.05505800247192,5.28592967987061,,,,,,,,,,,,,,,,,,891,0.45639568567276,0.41186112165451
frame_column,1,images/multiheight/0001.tif,1868,true,true,891.408153086901,891.362499207258,-0.0456538796424866,0.0456538796424866,4.92054843902588,5.15975332260132,,,,,,,,,,,,,,,,,,891,0.408153086900711,0.362499207258224
frame_column,1,images/multiheight/0001.tif,1869,true,true,891.456044822931,891.403788000345,-0.0522568225860596,0.0522568225860596,4.68683004379272,4.93786478042603,,,,,,,,,,,,,,,,,,891,0.45604482293129,0.40378800034523
frame_column,1,images/multiheight/0001.tif,1870,true,true,891.576276302338,891.510819017887,-0.065457284450531,0.065457284450531,4.39038753509521,4.65692520141602,,,,,,,,,,,,,,,,,,891,0.576276302337646,0.510819017887115
frame_column,1,images/multiheight/0001.tif,1871,true,true,891.653389304876,891.563493698835,-0.0898956060409546,0.0898956060409546,3.56266283988953,4.54959964752197,,,,,,,,,,,,,,,,,,891,0.653389304876328,0.563493698835373
frame_column,1,images/multiheight/0001.tif,1872,true,true,891.655293643475,891.568215668201,-0.0870779752731323,0.0870779752731323,3.38227224349976,4.3414421081543,,,,,,,,,,,,,,,,,,892,-0.344706356525421,-0.431784331798553
frame_column,1,images/multiheight/0001.tif,1873,true,true,891.56066429615,891.499740898609,-0.0609233975410461,0.0609233975410461,3.22646737098694,4.09711170196533,,,,,,,,,,,,,,,,,,892,-0.439335703849792,-0.500259101390839
frame_column,1,images/multiheight/0001.tif,1874,true,true,891.494096904993,891.438908994198,-0.0551879107952118,0.0551879107952118,3.8268883228302,4.04013347625732,,,,,,,,,,,,,,,,,,892,-0.505903095006943,-0.561091005802155
frame_column,1,images/multiheight/0001.tif,1875,true,true,891.401276707649,891.355752974749,-0.0455237329006195,0.0455237329006195,3.88120651245117,4.07312154769897,,,,,,,,,,,,,,,,,,892,-0.598723292350769,-0.644247025251389
frame_column,1,images/multiheight/0001.tif,1876,true,true,891.369796782732,891.328974723816,-0.0408220589160919,0.0408220589160919,3.89549136161804,4.07498216629028,,,,,,,,,,,,,,,,,,890,1.36979678273201,1.32897472381592
frame_column,1,images/multiheight/0001.tif,1877,true,true,891.452288031578,891.407477468252,-0.044810563325882,0.044810563325882,3.73672795295715,3.91086578369141,,,,,,,,,,,,,,,,,,891,0.452288031578064,0.407477468252182
frame_column,1,images/multiheight/0001.tif,1878,true,true,891.597899854183,891.532999068499,-0.0649007856845856,0.0649007856845856,2.91364502906799,3.63454294204712,,,,,,,,,,,,,,,,,,892,-0.402100145816803,-0.467000931501389
frame_column,1,images/multiheight/0001.tif,1879,true,true,891.732690423727,891.63807374239,-0.0946166813373566,0.0946166813373566,2.97008538246155,3.77803921699524,,,,,,,,,,,,,,,,,,893,-1.26730957627296,-1.36192625761032
frame_column,1,images/multiheight/0001.tif,1880,true,true,891.771473124623,891.661691129208,-0.109781995415688,0.109781995415688,3.11717700958252,3.99599099159241,,,,,,,,,,,,,,,,,,892,-0.228526875376701,-0.338308870792389
frame_column,1,images/multiheight/0001.tif,1881,true,true,891.724872171879,891.619333803654,-0.105538368225098,0.105538368225098,3.23329758644104,4.13927268981934,,,,,,,,,,,,,,,,,,891,0.724872171878815,0.619333803653717
frame_column,1,images/multiheight/0001.tif,1882,true,true,891.628491938114,891.537023872137,-0.0914680659770966,0.0914680659770966,3.23146343231201,4.11711835861206,,,,,,,,,,,,,,,,,,892,-0.371508061885834,-0.46297612786293
frame_column,1,images/multiheight/0001.tif,1883,true,true,891.487532109022,891.416222304106,-0.0713098049163818,0.0713098049163818,3.1037483215332,3.31033825874329,,,,,,,,,,,,,,,,,,892,-0.512467890977859,-0.583777695894241
frame_column,1,images/multiheight/0001.tif,1884,true,true,891.244686633348,891.192406192422,-0.0522804409265518,0.0522804409265518,3.04338479042053,3.22678470611572,,,,,,,,,,,,,,,,,,892,-0.755313366651535,-0.807593807578087
frame_column,1,images/multiheight/0001.tif,1885,true,true,891.049616843462,891.016383424401,-0.0332334190607071,0.0332334190607071,3.1444787979126,3.32099628448486,,,,,,,,,,,,,,,,,,890,1.04961684346199,1.01638342440128
frame_column,1,images/multiheight/0001.tif,1886,true,true,891.010940023698,890.985524750315,-0.0254152733832598,0.0254152733832598,3.38064026832581,3.5643994808197,,,,,,,,,,,,,,,,,,891,0.0109400236979127,-0.0144752496853471
frame_column,1,images/multiheight/0001.tif,1887,true,true,891.06266617775,891.030239984393,-0.032426193356514,0.032426193356514,3.4362678527832,3.64977598190308,,,,,,,,,,,,,,,,,,891,0.0626661777496338,0.0302399843931198
frame_column,1,images/multiheight/0001.tif,1888,true,true,891.092945158482,891.050863966346,-0.0420811921358109,0.0420811921358109,3.42925262451172,3.67407202720642,,,,,,,,,,,,,,,,,,892,-0.907054841518402,-0.949136033654213
frame_column,1,images/multiheight/0001.tif,1889,true,true,891.083098649979,891.038656681776,-0.0444419682025909,0.0444419682025909,3.66038846969604,3.91351699829102,,,,,,,,,,,,,,,,,,891,0.0830986499786377,0.0386566817760468
frame_column,1,images/multiheight/0001.tif,1890,true,true,891.024182599038,890.987753505819,-0.0364290932193398,0.0364290932193398,4.13846445083618,4.38102674484253,,,,,,,,,,,,,,,,,,892,-0.975817400962114,-1.01224649418145
frame_column,1,images/multiheight/0001.tif,1891,true,true,890.949548833072,890.925672285259,-0.0238765478134155,0.0238765478134155,4.49627161026001,4.74165439605713,,,,,,,,,,,,,,,,,,892,-1.05045116692781,-1.07432771474123
frame_column,1,images/multiheight/0001.tif,1892,true,true,891.137145996094,891.097152322531,-0.0399936735630035,0.0399936735630035,4.62975215911865,4.88563346862793,,,,,,,,,,,,,,,,,,890,1.13714599609375,1.09715232253075
frame_column,1,images/multiheight/0001.tif,1893,true,true,891.42334279418,891.352791398764,-0.0705513954162598,0.0705513954162598,4.21325063705444,4.53180503845215,,,,,,,,,,,,,,,,,,893,-1.57665720582008,-1.64720860123634
frame_column,1,images/multiheight/0001.tif,1894,true,true,891.610355317593,891.526874989271,-0.0834803283214569,0.0834803283214569,4.27283048629761,5.65848922729492,,,,,,,,,,,,,,,,,,892,-0.389644682407379,-0.473125010728836
frame_column,1,images/multiheight/0001.tif,1895,true,true,891.640873998404,891.541870385408,-0.0990036129951477,0.0990036129951477,4.74018430709839,6.07324266433716,,,,,,,,,,,,,,,,,,892,-0.359126001596451,-0.458129614591599
frame_column,1,images/multiheight/0001.tif,1896,true,true,891.428618252277,891.364514678717,-0.0641035735607147,0.0641035735607147,5.37222051620483,5.72350072860718,,,,,,,,,,,,,,,,,,892,-0.571381747722626,-0.63548532128334
frame_column,2,images/multiheight/0002.tif,1860,true,true,891.960806578398,891.814959049225,-0.145847529172897,0.145847529172897,2.6662871837616,3.407794713974,,,,,,,,,,,,,,,,,,892,-0.0391934216022491,-0.185040950775146
frame_column,2,images/multiheight/0002.tif,1861,true,true,891.924584314227,891.77751621604,-0.147068098187447,0.147068098187447,2.44282221794128,3.1626148223877,,,,,,,,,,,,,,,,,,893,-1.0754156857729,-1.22248378396034
frame_column,2,images/multiheight/0002.tif,1862,true,true,891.908352136612,891.773699834943,-0.134652301669121,0.134652301669121,2.62508463859558,3.35083317756653,,,,,,,,,,,,,,,,,,892,-0.0916478633880615,-0.226300165057182
frame_column,2,images/multiheight/0002.tif,1863,true,true,891.904238380492,891.784514859319,-0.119723521173,0.119723521173,3.15587615966797,3.93815398216248,,,,,,,,,,,,,,,,,,891,0.904238380491734,0.784514859318733
frame_column,2,images/multiheight/0002.tif,1864,true,true,891.885385833681,891.769722655416,-0.115663178265095,0.115663178265095,3.76377153396606,4.61671686172485,,,,,,,,,,,,,,,,,,892,-0.11461416631937,-0.230277344584465
frame_column,2,images/multiheight/0002.tif,1865,true,true,891.779579535127,891.683115303516,-0.0964642316102982,0.0964642316102982,4.20027589797974,5.06606006622314,,,,,,,,,,,,,,,,,,891,0.779579535126686,0.683115303516388
frame_column,2,images/multiheight/0002.tif,1866,true,true,891.578634619713,891.557065546513,-0.0215690732002258,0.0215690732002258,4.1859917640686,5.19527959823608,,,,,,,,,,,,,,,,,,892,-0.42136538028717,-0.442934453487396
frame_column,2,images/multiheight/0002.tif,1867,true,true,891.455660492182,891.410766839981,-0.0448936522006989,0.0448936522006989,5.15756750106812,5.3953971862793,,,,,,,,,,,,,,,,,,891,0.455660492181778,0.410766839981079
frame_column,2,images/multiheight/0002.tif,1868,true,true,891.402288973331,891.355802714825,-0.0464862585067749,0.0464862585067749,4.98691177368164,5.23529100418091,,,,,,,,,,,,,,,,,,891,0.402288973331451,0.355802714824677
frame_column,2,images/multiheight/0002.tif,1869,true,true,891.445758134127,891.39322283864,-0.0525352954864502,0.0525352954864502,4.72114324569702,4.97732973098755,,,,,,,,,,,,,,,,,,891,0.445758134126663,0.393222838640213
