row_type,frame_id,is_frame027,source_dataset,valid_point_count,used_point_count,uniform_subsample_cap,bias_mm,mae_mm,rmse_mm,p95_abs_mm,max_abs_mm,a_frame_mm,k_frame_mm_per_normalized_stripe,remaining_rmse_after_a_k_mm,pnp_rmse_px,rvec_x,rvec_y,rvec_z,board_origin_x_mm,board_origin_y_mm,board_origin_z_mm,board_center_xc_mm,board_center_yc_mm,board_center_zc_mm,plane_nx,plane_ny,plane_nz,board_x_min_mm,board_x_max_mm,board_y_min_mm,board_y_max_mm,board_z_mean_mm,board_z_rmse_mm,board_z_p95_abs_mm,board_z_max_abs_mm,stripe_angle_board_deg,stripe_angle_to_x_deg,stripe_angle_to_y_deg,laser_intensity_mean_dn,stripe_contrast_mean_dn,fwhm_median_px,fwhm_p95_px,spearman_e_sensor_u_px_rho,spearman_e_sensor_u_px_p_value,spearman_e_sensor_u_px_n,spearman_e_sensor_v_px_rho,spearman_e_sensor_v_px_p_value,spearman_e_sensor_v_px_n,spearman_e_board_Xb_mm_rho,spearman_e_board_Xb_mm_p_value,spearman_e_board_Xb_mm_n,spearman_e_board_Yb_mm_rho,spearman_e_board_Yb_mm_p_value,spearman_e_board_Yb_mm_n,spearman_e_grid_x_mod_20_mm_rho,spearman_e_grid_x_mod_20_mm_p_value,spearman_e_grid_x_mod_20_mm_n,spearman_e_grid_y_mod_20_mm_rho,spearman_e_grid_y_mod_20_mm_p_value,spearman_e_grid_y_mod_20_mm_n,spearman_e_distance_to_grid_intersection_mm_rho,spearman_e_distance_to_grid_intersection_mm_p_value,spearman_e_distance_to_grid_intersection_mm_n,scope,predictor,outcome,frame_count,spearman_rho,spearman_p_value,loo_spearman_mean,loo_spearman_std,loo_spearman_min,loo_spearman_max,loo_spearman_sign_consistency,bootstrap_reps,bootstrap_seed,bootstrap_spearman_mean,bootstrap_spearman_ci_low,bootstrap_spearman_ci_high
frame,011,False,laser_plane,900,900,900,-0.03362207632661555,0.059477660318471334,0.07387182171606227,0.14610363490142503,0.19171800624633306,-0.03362207632661556,0.04713127028589482,0.060652006372014615,0.11763441654918086,-0.05107223746282758,-0.3380613375968714,3.10967523236445,106.74567449886938,33.2916614039648,697.109034524875,6.137670713621716,-33.40475879006875,678.9536742241676,0.033877650627587165,0.21460413654015353,-0.9761133998505555,108.87745186744768,115.31949871917475,0.9004876166233242,139.8908347562221,8.952528847529308e-14,9.881393485138159e-14,1.57548106042043e-13,2.0851229654724912e-13,87.37507553086954,87.37507553086954,2.6249244691304625,79.93,82.38666666666667,2.0,3.0,0.36926131184524097,1.860460319873472e-30,900,0.36963581436520293,1.609526626326426e-30,900,-0.3689478299767448,2.100034806726161e-30,900,-0.36963581436520293,1.609526626326426e-30,900,-0.3689478299767448,2.100034806726161e-30,900,0.04778121125252418,0.15206877356278167,900,0.2422389163443412,1.7442893751991268e-13,900,,,,,,,,,,,,,,,,
frame,012,False,laser_plane,900,900,900,0.022781598412735395,0.03774972763582784,0.04943361314472403,0.08572345680923944,0.5740926697898203,0.022781598412735412,0.007661968061658665,0.043631360096029165,0.08831906971658644,-0.06935516472603354,0.10195144278872276,3.132988177621755,92.48233111863766,108.42291478130689,705.0602139594693,-7.950785582427244,39.04583379635342,705.1587214083471,0.04400432155340552,-0.06511795896458698,-0.9969068517694675,87.75162054963316,92.87445049890512,0.12480195573440182,139.8701213991163,-7.497598101391932e-14,8.96194607298397e-14,1.5528773514394404e-13,1.9682709726637772e-13,92.10231619714166,87.89768380285834,2.1023161971416613,87.25777777777778,90.18222222222222,2.0,3.0,-0.12250587963688846,0.0002296446925998576,900,0.11974999146089482,0.00031764209003734084,900,0.12148293187193238,0.00025923426904482993,900,-0.11974999146089482,0.00031764209003734084,900,0.12148293187193238,0.00025923426904482993,900,0.1191199495308019,0.00034177006461362985,900,-0.18360672873258696,2.8932763228688188e-08,900,,,,,,,,,,,,,,,,
frame,013,False,laser_plane,900,900,900,0.007591564569078679,0.04778673697418842,0.059482001635960756,0.11591904631285382,0.18127931708056622,0.0075915645690786794,0.04811421889716477,0.05328230581995172,0.10716464123154426,0.0287306949161215,-0.042482412574171714,-1.57979863478375,-68.97314449987209,111.8298885106105,708.2523022749037,0.0020084161243687504,11.200696145249097,712.2764697801146,0.04522139053291282,-0.00895105101016771,-0.9989368871575838,1.764216665914946,199.87433084532364,72.05720148061852,76.46003379529259,-1.0171979853601525e-13,1.0840758685957149e-13,1.659473114680368e-13,1.9632109323643953e-13,1.2901941537093162,1.2901941537093162,88.70980584629068,77.06444444444445,81.04777777777778,2.0,3.0,-0.4236536094489006,1.6651887416102065e-40,900,0.41817116646646063,2.0931771587929393e-39,900,-0.41817116646646063,2.0931771587929393e-39,900,-0.42067650289280195,6.621462778074067e-40,900,-0.07298336582308539,0.02856935265342699,900,-0.42067650289280195,6.621462778074067e-40,900,0.17662992999579835,9.632616838012816e-08,900,,,,,,,,,,,,,,,,
frame,014,False,laser_plane,900,900,900,0.010155902104869483,0.06562146564938087,0.07584500328055205,0.12482485337846468,0.40637300302205404,0.010155902104869476,-0.025028774342092344,0.0736975710908493,0.0958597242250322,-0.007284994459793573,-0.045785478885149625,-0.04117536248282037,-167.0564814302227,-113.73195036188552,705.7254233533891,-64.35390754794662,-47.89135385232062,709.8723703292127,0.045606212157208406,-0.008222642012450172,-0.9989256536754909,165.38521324392462,173.36370218850448,0.15555056500547465,139.93981299895017,-1.5277359679173543e-14,4.149497839544316e-14,7.529492355992723e-14,1.0423400964263775e-13,93.22553917149011,86.77446082850989,3.2255391714901123,80.72444444444444,84.42222222222222,2.0,3.0,0.2039425563076827,6.62545411075693e-10,900,-0.20851599405266755,2.678287232301035e-10,900,0.20810025691389747,2.9106528431845745e-10,900,-0.20851599405266755,2.678287232301035e-10,900,0.20810025691389747,2.9106528431845745e-10,900,-0.15193419580353393,4.687808985147439e-06,900,-0.17256018011544869,1.901357260475688e-07,900,,,,,,,,,,,,,,,,
frame,015,False,laser_plane,900,900,900,-0.029272088628765056,0.06601772681491398,0.08508707839182719,0.16880434413339457,0.22255834551788212,-0.02927208862876507,-0.10908959124121662,0.05328753372364464,0.11069834610060661,-0.13423878500844172,-0.20947845675547408,-0.10545561427481391,-155.1467194397288,-105.86607100478098,659.7569257057896,-49.6095204364713,-45.900026702688,672.6399826918565,0.19990317067843788,-0.14358929538195447,-0.9692372447468273,133.3217928566524,159.27581862548453,0.17104631851042282,139.93571530225503,1.4064509848895796e-14,4.0736705722353606e-14,7.67410958209454e-14,1.0940037743380005e-13,100.48069667379566,79.51930332620434,10.480696673795663,102.83222222222223,105.27444444444444,2.0,2.0,0.728381853969367,1.2885842411212798e-149,900,-0.7286187431507117,9.258837038943701e-150,900,0.7286187431507117,9.258837038943701e-150,900,-0.7286187431507117,9.258837038943701e-150,900,-0.0051289116817839694,0.8778821468214981,900,-0.12092370484408006,0.0002768830864795726,900,-0.1712928699088929,2.3421873105053284e-07,900,,,,,,,,,,,,,,,,
frame,016,False,laser_plane,900,900,900,0.03367075323931229,0.045065090246971015,0.06073679555688011,0.115434129679727,0.3589189137409221,0.03367075323931231,-0.03516252656231748,0.04603095774901507,0.12452317961002471,-0.20968669317193883,-0.27872467071995244,-1.5822600320085418,-100.90913446436537,97.10742071178703,634.6628658336283,-34.1839261945329,0.6214248651160119,668.4000735844731,0.0391862392604388,-0.3055550253849624,-0.9513677339045185,0.13397812188863642,199.90658484938237,81.436426751955,109.07564803196415,-4.1739389529757253e-14,5.6308060085544794e-14,1.0743790820534969e-13,1.304502255359841e-13,7.8578088194141085,7.8578088194141085,82.1421911805859,97.44444444444444,101.7311111111111,2.0,4.0,0.46929922958752623,1.7460842947989952e-50,900,-0.46943638202022475,1.6208385039241176e-50,900,0.46943638202022475,1.6208385039241176e-50,900,0.469380777013305,1.6705022364819558e-50,900,0.09905215520842207,0.0029322446557232605,900,0.41935414735079923,1.2170542132094457e-39,900,-0.01480372197990368,0.657390562925386,900,,,,,,,,,,,,,,,,
frame,017,False,laser_plane,890,890,900,-0.02424413605343997,0.06041920832904572,0.07154121930788769,0.12952581805874389,0.2417577576641179,-0.024244136053439974,-0.03980369395270841,0.06381823717522685,0.11832308699666845,-0.06644556374727788,0.44871866786085524,3.0160164648337995,119.49778570280037,19.102541197343367,656.5153085408866,13.228836439696778,-39.16844623627388,671.0549937516171,0.029530937461793097,-0.2923585149774675,-0.9558527200635031,107.84108575363852,136.0970387978026,0.12566863613928625,139.8207004892006,-2.2129841682778223e-14,4.3810066147985995e-14,8.726128670997985e-14,1.0839074971005502e-13,101.42819767106653,78.57180232893347,11.428197671066528,88.60112359550561,91.85730337078651,2.0,3.0,0.3731984046767733,8.551624593107652e-31,890,-0.37361399794382194,7.2782737984793555e-31,890,-0.3733987030987828,7.912515178530957e-31,890,0.37361399794382194,7.2782737984793555e-31,890,-0.7211131890774464,1.0928690276983312e-143,890,0.14649826075111397,1.1438940818294936e-05,890,0.09436116195383648,0.0048414750836260605,890,,,,,,,,,,,,,,,,
frame,018,False,laser_plane,900,900,900,-0.05771264217906706,0.07788530102423982,0.09321866164623305,0.1637206703087088,0.2959276302267426,-0.05771264217906709,0.025062850729743028,0.07198209591151952,0.12157909084589343,-0.0101309249955187,-0.05769082639699986,1.5357842418608474,118.17271529847532,-120.65782339221225,709.0432860288237,51.673583480422735,-18.296445394606877,709.1605970539333,0.04387932874840212,0.029650672282158893,-0.998596736496673,0.3164948752484535,199.85203832269005,115.37685229168844,122.50801657525139,5.776829089331184e-15,4.6319205647063444e-14,8.750176948755644e-14,1.3585712195624933e-13,2.05260193112287,2.05260193112287,87.94739806887713,77.08111111111111,79.91111111111111,2.0,3.0,-0.41666958436574203,4.153123123129158e-39,900,0.19358799208394084,4.768898399410156e-09,900,0.19358799208394084,4.768898399410156e-09,900,0.1943520424099289,4.137502119825874e-09,900,-0.14238868607656718,1.8062363088054046e-05,900,0.06072224780524421,0.06863481441059664,900,-0.0961868347985615,0.0038733765905123465,900,,,,,,,,,,,,,,,,
frame,025,False,laser_plane/fit_edge_extension,828,900,900,0.035826650436040226,0.06156687840200942,0.07287017830653213,0.11699240678089491,0.3657877678950854,0.03582665043604021,0.04572800317605427,0.058612946086707175,0.15619495732179384,0.3272359775452618,0.26021285996416416,-1.5357285474790414,-81.42145626544497,78.50188992854991,692.1554858788566,-9.259487759807428,-14.081850001291869,658.6756202579376,0.03905632647355373,0.36658749095226634,-0.9295634539071086,0.4771107500479861,176.5700432096177,57.1147881372485,79.6816722310688,-3.403037023898726e-14,5.088947730422896e-14,1.0085726943716307e-13,1.2248661497216732e-13,172.72592295216452,7.274077047835476,82.72592295216452,104.57246376811594,109.6292270531401,2.0,5.0,0.31892228315488264,4.964503741717153e-21,828,0.31905275499470703,4.7761850240814154e-21,828,-0.31905275499470703,4.7761850240814154e-21,828,0.3189563808667486,4.914592209390502e-21,828,0.2112372064085011,8.327114259704102e-10,828,0.31113348214141323,4.825786592216932e-20,828,0.17842561034534302,2.3665927077296553e-07,828,,,,,,,,,,,,,,,,
frame,026,False,laser_plane/fit_edge_extension,743,900,900,-0.012705297979392719,0.04767153083755195,0.06336535809402832,0.12432110916514601,0.28500728087669813,-0.01270529797939273,0.015229380083427418,0.06158860317483472,0.16533904087018206,0.24786587924109338,0.2975770313801304,-2.184118599689309,-4.21856886554078,129.6395199239747,692.7335767914661,-5.867055230833623,13.303933037779245,655.8104984183414,0.0693754097989482,0.30089113812227714,-0.9511317340488167,0.21442660480100295,175.28833096793574,1.6697643808868765,106.0126829512901,3.154395210010343e-14,4.8175112757614395e-14,9.437691690440584e-14,1.1897582797372428e-13,30.759857242353817,30.759857242353817,59.24014275764618,103.96231493943472,107.64333781965007,2.0,4.0,0.10046405350906931,0.006129388763024543,743,0.10075093827056762,0.005984222190554813,743,-0.10075093827056762,0.005984222190554813,743,-0.10075093827056762,0.005984222190554813,743,0.1851622885387812,3.721571136258379e-07,743,-0.030303731561524938,0.40947458564535666,743,0.03243210871826583,0.37735564499838814,743,,,,,,,,,,,,,,,,
frame,027,True,laser_plane/fit_edge_extension,890,900,900,0.29787841099236456,0.3104007896035357,0.36880019482421467,0.5768683497675624,0.6275241126674018,0.2978784109923647,0.3746029459454789,0.06337370385162613,0.17413744869654185,0.4618869202240853,-0.0547878622027744,-0.035321981129950275,-139.37540525626898,-92.25383621972449,624.2437071400437,-38.06996414442578,-34.277189559816755,659.963674150206,0.06083303127161542,0.4443677798020002,-0.8937766044041138,119.35268195223959,134.1582558964561,0.9972039472609887,139.862564184903,-2.055406624056905e-14,4.1854495817728555e-14,8.273857285857729e-14,1.0983920799620434e-13,83.92769091310032,83.92769091310032,6.072309086899679,113.59662921348314,117.95168539325843,2.0,5.0,0.97874198309481,0.0,890,0.9787991090831046,0.0,890,0.9786977427957699,0.0,890,0.9787991090831046,0.0,890,0.9303022770774697,0.0,890,0.10479067202061099,0.001745475784515869,890,0.5245901037991634,4.413456719972134e-64,890,,,,,,,,,,,,,,,,
frame,028,False,laser_plane/fit_edge_extension,900,900,900,-0.04942114590765641,0.07025068184902593,0.08587768398221941,0.1611378886465558,0.25410538188918963,-0.049421145907656436,-0.002454794408232892,0.0702183781449915,0.18364022678947783,-0.2906648897800636,0.29050914378527526,-1.5885075118620116,-133.92518570227273,95.18961027277722,688.3275896283086,-72.30875689096803,-7.29054472339638,663.8075257519307,-0.36011755845144333,0.006686096139211369,-0.9328829724104672,0.13896305570334413,199.8121379586767,124.35503763298635,133.77579328839715,-3.929264950273815e-14,5.368317773821484e-14,9.979958572642724e-14,1.274437832522061e-13,2.6934271895147526,2.6934271895147526,87.30657281048525,84.79555555555555,91.02444444444444,3.0,4.0,-0.0824323816037633,0.013370484774998375,900,0.04847518741792686,0.1461990922174963,900,-0.04847518741792686,0.1461990922174963,900,-0.05157349576974787,0.12208438495597401,900,0.15017549404381983,6.048503687971442e-06,900,-0.05157349576974787,0.12208438495597401,900,-0.13103420292288429,8.061196316290461e-05,900,,,,,,,,,,,,,,,,
frame,029,False,laser_plane/fit_edge_extension,900,900,900,0.01681427427277261,0.03973812073463857,0.05752252717101566,0.1332657900650019,0.2529079534730272,0.01681427427277262,-0.021930773577157763,0.05356186866710421,0.10516999125379041,0.01576761607523818,-0.0561487144664543,-1.5971379012563034,-93.78675633009848,89.49713170978326,663.8626612922118,-26.61483493324569,-12.263763017290643,669.5769661668579,0.04524866912689464,-0.026208958057133643,-0.9986318883651795,0.1385241439907537,199.83521842939024,83.40983864828031,92.65807563094955,-2.7715195984666767e-15,4.606712875145129e-14,8.535064147104859e-14,1.2050067409457118e-13,2.65710808808786,2.65710808808786,87.34289191191213,87.28111111111112,88.86222222222223,2.0,3.0,0.11376285649735371,0.0006279432917064919,900,-0.11613685119775868,0.0004810669995493419,900,0.11613685119775868,0.0004810669995493419,900,0.11578305652229201,0.0005007113421291983,900,0.050425066368394694,0.13063277675468815,900,0.11578305652229201,0.0005007113421291983,900,-0.1253951506936017,0.00016225476121884815,900,,,,,,,,,,,,,,,,
