segment_id,segment_role,u_start,u_end,width_px,point_count,rmse_px,mae_px,p95_abs_error_px,max_abs_error_px
S001,boundary,1051,1155,105,105,0.6343259388746513,0.5540108414807102,1.0467060914012563,1.1256665733767477
S002,interior,1269,1375,107,107,0.2204525442860872,0.20186065503524026,0.3516515353715703,0.40161435877439544
S003,interior,1489,1595,107,107,0.27367682148653966,0.2623677610150888,0.38663398569901797,0.4843984011190514
S004,interior,1709,1729,21,21,0.09397301935944788,0.07698793855294232,0.155959636049829,0.19299817835485555
S005,interior,1735,1814,80,80,0.13406772351488258,0.11048096248830178,0.2623312184266751,0.2973496603260628
S006,interior,1928,2033,106,106,0.11174450730048456,0.09370403161967329,0.20556159559203024,0.23297739434860887
S007,boundary,2147,2206,60,60,0.6679570135017824,0.6292249108185501,0.9842064198022625,1.0421595111474744
