roi_id,height_mm,u,valid_fraction,formal_column_valid,sigma_pixel_px,sensitivity_px_per_mm,sigma_z_pred_mm,repeatability_valid
h001,1.0,1826,1.0,true,0.014937681757156507,1.4177804941189152,0.010535962244592443,true
h001,1.0,1827,1.0,true,0.015250752305618164,1.4546042625929658,0.010484468317473713,true
h001,1.0,1828,1.0,true,0.016324584489874613,1.4733919046923347,0.01107959425994228,true
h001,1.0,1829,1.0,true,0.01803357397036773,1.4508680032279244,0.012429506978061562,true
h001,1.0,1830,1.0,true,0.0183946452409346,1.343449950293234,0.013692095665282962,true
h001,1.0,1831,1.0,true,0.01819640699652547,1.2518992517511833,0.01453504103550821,true
h001,1.0,1832,1.0,true,0.018471541805217866,1.2276685248491503,0.015046033543531267,true
h001,1.0,1833,1.0,true,0.01843506021792087,1.253405780039202,0.014707974473633182,true
h001,1.0,1834,1.0,true,0.017171741229796155,1.279913458163719,0.013416329924706243,true
h001,1.0,1835,1.0,true,0.01776627363821702,1.2747329140172496,0.013937251829661792,true
h001,1.0,1836,1.0,true,0.0199498363831729,1.2688982252041114,0.0157221721860032,true
h001,1.0,1837,1.0,true,0.020594486096068745,1.2854035776092587,0.0160218054895823,true
h001,1.0,1838,1.0,true,0.019497717764297453,1.3102616862336163,0.01488078142645244,true
h001,1.0,1839,1.0,true,0.017195414815456053,1.3211687492034798,0.013015305445139394,true
h001,1.0,1840,1.0,true,0.014540759127041787,1.2940355671144061,0.011236753839360455,true
h001,1.0,1841,1.0,true,0.014308232610279904,1.2397643166636954,0.011541090849254719,true
h001,1.0,1842,1.0,true,0.014664263994810656,1.2304940180163157,0.011917379345290092,true
h001,1.0,1843,1.0,true,0.014766528910984341,1.2635324291059078,0.011686703539087897,true
h001,1.0,1844,1.0,true,0.01535388105925339,1.3062158423979326,0.011754474690084107,true
h001,1.0,1845,1.0,true,0.017319376944621715,1.331399471076793,0.013008400048870654,true
h001,1.0,1846,1.0,true,0.018383750628324674,1.3025979142478263,0.014113142994659414,true
h001,1.0,1847,1.0,true,0.018049344571698177,1.2390049134894525,0.014567613392964827,true
h001,1.0,1848,1.0,true,0.01759051420970607,1.185905033496283,0.014832987223138557,true
h010,10.0,1882,1.0,true,0.024102158258918434,1.1838229010624672,0.02035959790715911,true
h010,10.0,1883,1.0,true,0.024238321590252496,1.1802272295076137,0.020536995744764024,true
h010,10.0,1884,1.0,true,0.022357639096184653,1.1768048210163897,0.01899859577128064,true
h010,10.0,1885,1.0,true,0.01991117316157433,1.1757151417263003,0.01693537188977493,true
h010,10.0,1886,1.0,true,0.016502187983212506,1.1768567865432034,0.01402225671968515,true
h010,10.0,1887,1.0,true,0.014422078229489705,1.1793504635650833,0.012228831611167473,true
h010,10.0,1888,1.0,true,0.013894609772445506,1.1812099235437246,0.011763031697837892,true
h010,10.0,1889,1.0,true,0.013910609111933515,1.1816831073969525,0.01177186085242111,true
h010,10.0,1890,1.0,true,0.014892173719542965,1.178375925565024,0.012637880150515007,true
h010,10.0,1891,1.0,true,0.014827788674571308,1.1712244143564932,0.012660074783975668,true
h010,10.0,1892,1.0,true,0.014303455610833517,1.1664261469314852,0.012262632870895074,true
h010,10.0,1893,1.0,true,0.013947834184345923,1.1676728173459197,0.011944984911140497,true
h010,10.0,1894,1.0,true,0.015185252968084557,1.1744572510831404,0.012929591906457212,true
h010,10.0,1895,1.0,true,0.018550999431899143,1.182804052945403,0.015683916017791528,true
h010,10.0,1896,1.0,true,0.022180126738464034,1.1881669392902268,0.018667517168684845,true
h010,10.0,1897,1.0,true,0.023426934036058975,1.189106097626268,0.019701298381048234,true
h010,10.0,1898,1.0,true,0.023777040615350367,1.1878534986709837,0.020016812377917848,true
h010,10.0,1899,1.0,true,0.02387418160091397,1.185506599823384,0.020138379326163792,true
h010,10.0,1900,1.0,true,0.021828960950323658,1.1853220039567531,0.018416059836446008,true
h010,10.0,1901,1.0,true,0.0197140257933102,1.1894617059356734,0.016573905401857755,true
h010,10.0,1902,1.0,true,0.019816222456306133,1.1948389305068985,0.01658484834261242,true
h010,10.0,1903,1.0,true,0.022725079886994633,1.1954264890613786,0.019010018679473835,true
h010,10.0,1904,1.0,true,0.023394647539129385,1.1936458265415695,0.019599320852913528,true
h010,10.0,1905,1.0,true,0.021891594172563648,1.193812310576618,0.018337551035966352,true
h010,10.0,1906,1.0,true,0.017386839869796784,1.1994513043634925,0.014495661313256383,true
h010,10.0,1907,1.0,true,0.01922986012097392,1.204537183914931,0.015964521791244267,true
h010,10.0,1908,1.0,true,0.02086912140775392,1.2060244367832866,0.017304061817699255,true
h010,10.0,1909,1.0,true,0.023201173738766002,1.2033135865614213,0.019281070203042816,true
h010,10.0,1910,1.0,true,0.02162488250223062,1.201564960793212,0.017997264573989386,true
h010,10.0,1911,1.0,true,0.02002456868601707,1.2016038248166523,0.01666486763145293,true
h010,10.0,1912,1.0,true,0.021894095031387655,1.2010146559867736,0.018229665160413137,true
