row_v_px,yg_mm,raw_mean_z_mm,retained_trend_z_mm,bias_mm,sample_count,repeatability_sigma_mm
948.0,54.788441,-0.135181,-0.03914095802616212,-0.09604004197383788,11,0.024365163132487485
949.0,54.690473,-0.125933,-0.039182503321454405,-0.08675049667854559,11,0.02681024236911911
950.0,54.592777,-0.1198195,-0.03922393326969134,-0.08059556673030865,12,0.036171275691828216
951.0,54.495133,-0.1142775,-0.03926534116628533,-0.07501215883371468,12,0.03432062656859001
952.0,54.398524,-0.120772,-0.03930631015037088,-0.08146568984962912,13,0.04508976127055784
953.0,54.301663,-0.124334,-0.03934738600011066,-0.08498661399988934,13,0.04852681725404719
954.0,54.204247,-0.121425,-0.03938869720873178,-0.08203630279126822,14,0.04875451585807149
955.0,54.107145,-0.122174,-0.039429875259355165,-0.08274412474064484,13,0.0560134937260428
956.0,54.011113,-0.135474,-0.03947059955501813,-0.09600340044498187,13,0.06042710213692748
957.0,53.914201,-0.138466,-0.03951169703233079,-0.09895430296766922,13,0.06323934557015137
958.0,53.816728,-0.134864,-0.03955303241294513,-0.09531096758705487,13,0.06438803795886552
959.0,53.71849,-0.122236,-0.03959469220715267,-0.08264130779284733,13,0.06369355438286575
960.0,53.620134,-0.108167,-0.03963640204162687,-0.06853059795837313,13,0.06281432013298585
961.0,53.5213735,-0.0892625,-0.03967828341243891,-0.049584216587561084,12,0.03476526588159771
962.0,53.424170000000004,-0.088723,-0.03971950450617304,-0.04900349549382696,12,0.03198961632702087
963.0,53.326722000000004,-0.08527850000000001,-0.039760829285035965,-0.04551767071496404,8,0.010304303826903732
964.0,53.2301255,-0.09193599999999999,-0.039801792968245805,-0.052134207031754184,12,0.030908590092032225
965.0,53.132506500000005,-0.08644750000000001,-0.039843190263088385,-0.046604309736911625,12,0.035090622571378946
966.0,53.036075999999994,-0.0950945,-0.03988408355066886,-0.05521041644933114,12,0.039485023931597
967.0,52.940725,-0.116658,-0.03992451905462337,-0.07673348094537663,13,0.055754112407942036
968.0,52.844554,-0.128479,-0.03996530229602418,-0.08851369770397582,13,0.055779850137932935
969.0,52.746743,-0.120685,-0.04000678101231761,-0.08067821898768239,13,0.05577060564111639
970.0,52.648282,-0.105058,-0.04004853537414774,-0.06500946462585226,13,0.056818262195557134
971.0,52.551651,-0.111379,-0.040089513687774525,-0.07128948631222548,13,0.05733203672300237
972.0,52.454889,-0.11613,-0.04013054755457872,-0.07599945244542128,13,0.057210335657901394
973.0,52.356977,-0.10702,-0.040172069101947844,-0.06684793089805216,13,0.05740114090675756
974.0,52.260563,-0.11598,-0.040212955392372386,-0.07576704460762762,13,0.0564387994680737
975.0,52.1623295,-0.10294149999999999,-0.04025461327826467,-0.06268688672173532,12,0.03535322316881789
976.0,52.064942,-0.10011,-0.04029591240088918,-0.059814087599110825,12,0.02696574385805409
977.0,51.9682185,-0.105325,-0.04033692994099619,-0.06498807005900381,12,0.02093293969640512
978.0,51.870853,-0.102742,-0.040378219734079464,-0.062363780265920536,13,0.032002279935806816
979.0,51.775985,-0.130572,-0.040418450412196695,-0.0901535495878033,15,0.049865462976750895
980.0,51.6769005,-0.1070295,-0.04046046918170704,-0.06656903081829296,14,0.04776420919590201
981.0,51.579046000000005,-0.0984505,-0.040501966345047914,-0.05794853365495208,14,0.0526420022808011
982.0,51.482352,-0.10403950000000001,-0.04054297137508826,-0.06349652862491174,14,0.0539830867023375
983.0,51.384998,-0.101543,-0.04058425629136589,-0.060958743708634106,15,0.05254052664354396
984.0,51.287437499999996,-0.0965015,-0.04062562877811017,-0.05587587122188983,14,0.05188405147538114
985.0,51.1910225,-0.10553,-0.040666515492604756,-0.06486348450739524,14,0.05485654466694656
986.0,51.0924835,-0.088403,-0.040708302931899296,-0.0476946970681007,10,0.017899746237803982
987.0,50.996168999999995,-0.09868299999999999,-0.040749147027353216,-0.05793385297264678,12,0.03334679314916703
988.0,50.899797,-0.108281,-0.04079001550683538,-0.06749098449316462,13,0.04197266431857763
989.0,50.802906,-0.111461,-0.04083110407867685,-0.07062989592132315,13,0.03714104499396308
990.0,50.70589,-0.113118,-0.040872245659275386,-0.07224575434072461,13,0.034655529919110445
991.0,50.60943,-0.12167,-0.040913151456922515,-0.08075684854307749,13,0.03638899387723486
992.0,50.5123345,-0.122341,-0.040954326751090536,-0.08138667324890947,12,0.03346898158086986
993.0,50.414738,-0.116748,-0.04099571450435685,-0.07575228549564315,11,0.02073321663944555
994.0,50.317187,-0.111715,-0.04103708296243559,-0.0706779170375644,11,0.019774862649793088
995.0,50.2202135,-0.1138795,-0.041078206520056726,-0.07280129347994327,12,0.024718291072359327
996.0,50.123366000000004,-0.1176195,-0.04111927664485074,-0.07650022335514926,12,0.02289539487969075
997.0,50.025799500000005,-0.112345,-0.04116065167601536,-0.07118434832398464,12,0.024457406631765256
998.0,49.928081500000005,-0.105134,-0.041202090953793534,-0.06393190904620646,12,0.02626215761520863
999.0,49.8305705,-0.100503,-0.04124344244907002,-0.05925955755092997,12,0.02565449682877991
1000.0,49.733341499999995,-0.09941649999999999,-0.041284674356590584,-0.05813182564340941,12,0.027435749338916893
1001.0,49.6365885,-0.10433400000000001,-0.04132570440676426,-0.06300829559323576,10,0.02109929751331915
1002.0,49.539784,-0.108609,-0.04136675629654585,-0.06724224370345415,9,0.020440784048074086
1003.0,49.442236,-0.10346,-0.04140812348241442,-0.06205187651758558,13,0.051871159188922746
1004.0,49.344937,-0.101456,-0.04144938507483893,-0.06000661492516107,13,0.0502809301444624
1005.0,49.247565,-0.0985095,-0.04149067762437757,-0.05701882237562243,12,0.0323720057311963
1006.0,49.149707,-0.089337,-0.04153217627196365,-0.04780482372803635,10,0.017338419351255754
1007.0,49.052941000000004,-0.0940955,-0.041573211835048064,-0.052522288164951934,12,0.03465582146252522
1008.0,48.957196,-0.111941,-0.041613814422604825,-0.07032718557739517,13,0.061346401996556214
1009.0,48.860087,-0.112339,-0.041654995441718606,-0.07068400455828139,13,0.06509921244590386
1010.0,48.762371,-0.104937,-0.04169643387135667,-0.06324056612864333,13,0.06345423190621484
1011.0,48.6641505,-0.090998,-0.041738086244338224,-0.04925991375566177,12,0.03847050367400742
1012.0,48.567221,-0.093655,-0.04177919114287686,-0.05187580885712314,12,0.03252329045608561
1013.0,48.470417,-0.097943,-0.041820242820623424,-0.05612275717937658,12,0.02937752697512577
1014.0,48.373997,-0.10721349999999999,-0.0418611316554683,-0.06535236834453169,12,0.03196250551996255
1015.0,48.277152,-0.11100199999999999,-0.04190220072008718,-0.0690997992799128,12,0.033896187592903915
1016.0,48.179922,-0.109799,-0.041943433051677796,-0.0678555669483222,13,0.04888409347092732
1017.0,48.082719,-0.108926,-0.041984653933376886,-0.06694134606662311,13,0.0494130580556421
1018.0,47.98577,-0.111357,-0.042025767101281634,-0.06933123289871837,13,0.047684206996629765
1019.0,47.888078,-0.104097,-0.04206719535323834,-0.06202980464676165,11,0.026699362421056222
1020.0,47.790753,-0.101601,-0.04210846797148432,-0.05949253202851568,11,0.024480534801422055
1021.0,47.6936715,-0.10227900000000001,-0.04214963732867155,-0.06012936267132846,12,0.02223458003501153
1022.0,47.5960495,-0.095854,-0.0421910358957243,-0.05366296410427569,12,0.04496853432721461
1023.0,47.498576,-0.09136549999999999,-0.04223237148837367,-0.049133128511626316,12,0.046815125289819695
1024.0,47.401613499999996,-0.0935755,-0.04227349038122419,-0.05130200961877582,12,0.053188061622074886
1025.0,47.304534000000004,-0.0942475,-0.0423146588902713,-0.0519328411097287,12,0.0580297527780127
1026.0,47.207021,-0.08919250000000001,-0.0423560112336879,-0.04683648876631211,12,0.05913497193471641
1027.0,47.1101765,-0.0929575,-0.04239708008627174,-0.050560419913728255,12,0.059191488484921596
1028.0,47.013490000000004,-0.0988405,-0.04243808193578667,-0.056402418064213325,12,0.06088857846994713
1029.0,46.915156,-0.082811,-0.04247978244071963,-0.04033121755928037,11,0.038456297912872944
1030.0,46.817183,-0.07154,-0.0425213298563622,-0.029018670143637806,11,0.03459147216715283
1031.0,46.720167,-0.072993,-0.042562471436960736,-0.030430528563039266,11,0.030779118429398025
