row_type,dataset,frame_count,frame_ids,global_reprojection_rmse_px,status,fx,delta_fx,delta_fx_pct,fy,delta_fy,delta_fy_pct,cx,delta_cx,delta_cx_pct,cy,delta_cy,delta_cy_pct,k1,delta_k1,delta_k1_pct,k2,delta_k2,delta_k2_pct,p1,delta_p1,delta_p1_pct,p2,delta_p2,delta_p2_pct,k3,delta_k3,delta_k3_pct,frame_id,pnp_reprojection_rmse_px,corner_count,detection_method,validation_opened
per_frame_rmse,M1-core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027,0.16761293237145183,88,SB,False
per_frame_rmse,M1-core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,028,0.18476171536247876,88,SB,False
per_frame_rmse,M1-core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,035,0.130969315917371,88,SB,False
dataset_summary,M1-full,26,001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;026;027;028;035;031;033;032;030,0.12772393998154216,ok,7349.2472707552515,1.382156315236898,0.018810311481095188,7350.238516637564,1.3973699936896082,0.01901483466311923,2071.5010994178638,1.2845692700266227,0.062049995800917,1509.774966158705,-2.6614879463086254,-0.17597353853015693,-0.0489650724815122,0.00017209266990136918,-0.35022913790625637,0.2199066718388057,-0.00736930018401552,-3.2424457888912053,-0.0006449934287504201,-0.0001318392024481285,25.69192568053877,-0.0004408383374808855,3.753956206373134e-05,-7.84726094149969,0.0,0.0,nan,,,,,
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,0.1675779671133544,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,0.15150503949457497,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,0.14932798984255818,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,0.10326296927734177,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,0.1001876127159465,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,0.09307805848331695,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,0.11286663978182612,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,0.09527912359455983,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,0.10960178705759233,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,0.12289943052780815,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,0.1160451159352548,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012,0.09164156579890732,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,013,0.10701161991328101,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,014,0.09385116152965692,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,0.11474191209324952,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,0.13298670622941317,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,017,0.1281097132867217,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,018,0.12227610727756806,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,026,0.16248636805394995,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027,0.1689952558735265,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,028,0.1853743508735854,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,035,0.1311577143393522,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,031,0.11521378410547319,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,033,0.12173450026198276,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,032,0.1272387450709551,88,SB,False
per_frame_rmse,M1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,0.13178045008250036,88,SB,False
