row_type,dataset,rep,candidate_id,frame_count,status,global_reprojection_rmse_px,fx,delta_fx,delta_fx_pct,fy,delta_fy,delta_fy_pct,cx,delta_cx,delta_cx_pct,cy,delta_cy,delta_cy_pct,k1,delta_k1,delta_k1_pct,k2,delta_k2,delta_k2_pct,p1,delta_p1,delta_p1_pct,p2,delta_p2,delta_p2_pct,k3,delta_k3,delta_k3_pct,candidate_global_p95_abs_delta_lambda_mm,candidate_frame_p95_median_mm,candidate_frame_p95_p90_mm,candidate_frame_p95_p95_mm,candidate_frame_p95_max_mm,candidate_frame_count,mc_centered_global_p95_abs_delta_lambda_mm,mc_centered_frame_p95_median_mm,mc_centered_frame_p95_p90_mm,mc_centered_frame_p95_p95_mm,mc_centered_frame_p95_max_mm
corner_noise_mc,M0,1,M0_mc_0001,18,ok,0.1655121659399779,7347.394479714668,-0.4706347253468266,-0.006405053958080094,7348.3250492001025,-0.5160974437721961,-0.007022841200042696,2070.7071992812666,0.4906691334294919,0.023701343617155472,1511.203720101578,-1.232734003435553,-0.081506499006269,-0.048920827687140366,0.00021633746427320022,-0.44027257902764194,0.22381797480083093,-0.0034579972219902777,-1.5214970554137828,-0.0005478432574677776,-3.4689031165485956e-05,6.759962090822021,-0.0004561137812729639,2.226411827165297e-05,-4.65408587914427,0.0,0.0,nan,0.056352849709111294,0.05304562437258084,0.05909682535202592,0.060850187298565575,0.0626080982887629,30,0.05635285896547088,0.05304560269420335,0.059096828409972206,0.060850825395868925,0.06260809914950301
corner_noise_mc,M0,2,M0_mc_0002,18,ok,0.16565876678534364,7348.175411943296,0.31029750328161754,0.004222961342496901,7349.149380315144,0.30823367126959056,0.004194316697270795,2069.305474337417,-0.9110558104202937,-0.044007754606965384,1512.617415226991,0.18096112197736147,0.011964874391000148,-0.04887926489030863,0.0002579002611049347,-0.5248578348185711,0.22403118472880762,-0.0032447872940135902,-1.4276860264347588,-0.0005105618952069835,2.592331095308117e-06,-0.5051758248174327,-0.0004777410057502053,6.36893794411569e-07,-0.13313612418505297,0.0,0.0,nan,0.03249058420102528,0.03010055486144836,0.03225640247623687,0.03307255910970639,0.040668764876238585,30,0.032490313383988216,0.03009989009968024,0.03225624835920883,0.033071842991410846,0.04066878006864272
corner_noise_mc,M0,3,M0_mc_0003,18,ok,0.16515805552235333,7348.065499118819,0.20038467880476674,0.002727114279914734,7349.138643428684,0.29749678480948205,0.004048213573718969,2069.48133108602,-0.735199061817184,-0.035513148074645236,1511.5425793743218,-0.8938747306917776,-0.059101638833528994,-0.048660687376625475,0.0004764777747880908,-0.9696891819457835,0.22626399558137641,-0.0010119764414447951,-0.44526327725624276,-0.0005254443539168557,-1.2290127614564077e-05,2.39501634881287,-0.0005064201785897052,-2.80422790450884e-05,5.861951204640252,0.0,0.0,nan,0.03897378664982511,0.035979937497546646,0.04088767852713886,0.04160088093326095,0.04284074336496815,30,0.038973781146614775,0.03597984993654109,0.04088767899900233,0.041600878197690455,0.042840741237068866
corner_noise_mc,M0,4,M0_mc_0004,18,ok,0.1669289120875012,7347.280528202585,-0.5845862374299031,-0.00795586511626452,7348.278908971658,-0.5622376722167246,-0.007650698402611297,2071.215759034574,0.9992288867370007,0.04826687799008369,1513.3153351604838,0.878881055470174,0.05811027981273125,-0.049442344569778925,-0.0003051794183653589,0.6210765668409334,0.2316103772745978,0.004334405251776585,1.9071110831466862,-0.0004763047806773558,3.684944562493581e-05,-7.180968943872314,-0.0004336859560813434,4.469194346327346e-05,-9.342393013100553,0.0,0.0,nan,0.06637627257575786,0.06520676412687579,0.06783299673179215,0.06914121908272307,0.07054581646559654,30,0.0663762843310053,0.06520723511013955,0.06783291924030949,0.06914134862885532,0.07054579598682835
corner_noise_mc,M0,5,M0_mc_0005,18,ok,0.16632342604849956,7348.322362185545,0.45724774553036696,0.006222865259621932,7349.32962856237,0.48848191849538125,0.006647060519446184,2071.9532062783796,1.7366761305424916,0.08388862253063321,1512.9018425294732,0.4653884244596611,0.03077077540656446,-0.04853397441192638,0.0006031907394871833,-1.2275651996375514,0.2179277031672582,-0.009348268855563002,-4.113179572992575,-0.0005181451519810347,-4.99092567874304e-06,0.9725975979398753,-0.00043489875258705964,4.34791469575572e-05,-9.088870325938213,0.0,0.0,nan,0.05672610368191613,0.053537827708927926,0.05791009939527896,0.058585967731575005,0.06281147696112158,30,0.056726105125051156,0.05353703475330747,0.057910091044481644,0.05858533211503413,0.06281147363046671
corner_noise_mc,M0,6,M0_mc_0006,18,ok,0.16516813173872472,7347.796847533467,-0.06826690654725098,-0.0009290713082510585,7348.738373485643,-0.10277315823168465,-0.0013984947583010401,2069.272457216261,-0.9440729315761018,-0.045602617785526246,1512.1195873707943,-0.3168667342192748,-0.02095074694604483,-0.04987272659418357,-0.0007355614427700038,1.4969553911044935,0.23551205485685708,0.008236082834035874,3.623824709991285,-0.0005380004220018745,-2.4846195699582867e-05,4.841857364913592,-0.0005022659729569675,-2.3888073412350647e-05,4.9935570675590295,0.0,0.0,nan,0.024153422693177617,0.020073175256140986,0.025192045374966485,0.026390376308247025,0.02678196337050167,30,0.02415385181693068,0.020073781811274213,0.025192046311783543,0.02639038348274283,0.026781916077698042
corner_noise_mc,M0,7,M0_mc_0007,18,ok,0.1650741505397913,7346.762235590602,-1.1028788494122637,-0.015009514086545868,7347.813604393174,-1.0275422507011172,-0.013982371236455193,2070.9469762681647,0.7304461203275423,0.03528356139033341,1512.8923867762044,0.4559326711907943,0.03014557536968342,-0.049300595604826726,-0.00016343045341316031,0.33260049274222075,0.23264269133341187,0.005366719310590656,2.3613227842896536,-0.0005128036938164215,3.5053248587015723e-07,-0.06830938300869877,-0.00040336977934698657,7.500812019763028e-05,-15.679679238742612,0.0,0.0,nan,0.11048787455778211,0.10638966290062796,0.11205069942877856,0.11316126627335875,0.11520077909265751,30,0.110487850650793,0.10638966420935674,0.11205065726140788,0.11316127309826526,0.1152019866045066
corner_noise_mc,M0,8,M0_mc_0008,18,ok,0.16694957458974516,7349.774142791485,1.9090283514706243,0.02598072122634647,7350.781618839851,1.9404721959763265,0.026405145481509233,2071.0742341591567,0.8577040113195835,0.041430642583958774,1511.9933718685077,-0.4430822365059157,-0.02929592415623903,-0.04855744785647615,0.0005797172949374152,-1.17979393632304,0.22349376205524796,-0.0037822099675732523,-1.6641486268480126,-0.0005197247911764241,-6.570564874132509e-06,1.2804269237883827,-0.000450787795635422,2.759010390919486e-05,-5.76742862399345,0.0,0.0,nan,0.19463291196947238,0.18824275020878362,0.19573144190488903,0.1959127441160561,0.19925431889118386,30,0.19463222307179534,0.1882433335369626,0.19573145819582294,0.19591280139826553,0.19925402501456801
corner_noise_mc,M0,9,M0_mc_0009,18,ok,0.16750944645360616,7346.489527750154,-1.3755866898609383,-0.018720902853233346,7347.455146482986,-1.3860001608891253,-0.0188601186667655,2069.154782031076,-1.0617481167610094,-0.05128681475097624,1511.4818307706728,-0.9546233343407948,-0.06311824419133659,-0.048574497340830594,0.0005626678105829716,-1.1450961992804034,0.21594258925773835,-0.011333382765082861,-4.986617223198964,-0.0005815696523616906,-6.841542605939897e-05,13.332332182546704,-0.0005216495606620782,-4.327166111746134e-05,9.045497536289409,0.0,0.0,nan,0.14072302815609986,0.13438386599220847,0.14459054556729542,0.14768391802481404,0.15091724737000048,30,0.14072302912820192,0.13438386672953015,0.1445905465041125,0.1476847917152554,0.15091257690263546
corner_noise_mc,M0,10,M0_mc_0010,18,ok,0.16571657920280747,7347.257764138,-0.6073503020143107,-0.00826567026687448,7348.2945826592695,-0.5465639846052,-0.007437417324700358,2070.9641265510418,0.747596403204625,0.036111990814373315,1512.5926286200338,0.1561745150202114,0.010326021605491379,-0.04933147347386334,-0.00019430832244977242,0.3954406442679826,0.2317092975756996,0.004433325552878398,1.9506353942392287,-0.0004999576184167407,1.3196607885550965e-05,-2.5716650490523363,-0.0004621564027701924,1.622149677442446e-05,-3.390937748141421,0.0,0.0,nan,0.05928874998991205,0.05621041797562611,0.059145662303371295,0.05957939819344602,0.06037985047926213,30,0.05928910559118776,0.056210417173718955,0.05914564511227979,0.05958006790406244,0.0603798279850821
