frame_a,frame_b,normal_angle_diff_deg,translation_difference_mm,tvec_difference_mm,depth_difference_mm,camera_board_distance_difference_mm,v_overlap_100px_jaccard,v_overlap_10px_jaccard,v_interval_overlap_px,v_interval_union_px,v_interval_iou,lambda_interval_overlap_mm,lambda_interval_iou,lambda_span_difference_mm,geometric_distance,geometric_similarity,near_duplicate_strict,near_duplicate_candidate,similarity_rank
009,033,13.14264172812496,55.56637332986706,109.23810034189555,19.35987951085633,21.462455523465565,0.6206896551724138,0.5939849624060151,1689.9626332028397,2768.98997908002,0.6103173525258908,0.0,0.0,0.10628267393451551,1.4412471614874298,0.23663245568972643,False,False,100
034,050,14.399742423972802,36.24709093435032,180.97879508141315,4.850833464557809,6.042595238436206,0.7142857142857143,0.7100371747211895,1910.9548741216856,2685.986711706334,0.7114535845591389,1.0226950327213444,0.16063657079738472,5.3438193148197115,1.4417358358374264,0.23651684772787762,False,False,101
018,029,3.201899832776489,87.93368835994217,301.8827779429898,39.5836308870754,41.05816475270569,0.9629629629629629,0.946969696969697,2492.9936334677896,2625.998608534685,0.9493507061905442,0.0,0.0,0.6101511923708358,1.4482567128572639,0.23497956810373716,False,False,102
029,032,14.45748529546033,32.78552814439161,213.29148988926502,12.850373192305938,13.525807225972358,0.8,0.8137931034482758,2347.9985890711605,2889.008951025581,0.8127349651296978,0.0,0.0,4.657982747165875,1.4527562852170222,0.2339246356862228,False,False,103
032,034,15.56352577784127,15.328376376031967,13.384772737168618,13.081557692793695,13.456707526669447,0.9642857142857143,0.9625468164794008,2574.9980606320314,2658.9922110160196,0.9684112837803712,0.0,0.0,0.8208802255261389,1.4543409481663419,0.2335542375387388,False,False,104
012,014,3.2636452021226146,103.73815715476728,341.6337539377517,4.71364892086558,8.106837664643308,0.3793103448275862,0.33214285714285713,930.9323396465724,2795.0006791902115,0.3330705235879546,0.0,0.0,10.337351076171217,1.4591025879301978,0.2324447799092863,False,False,105
010,013,9.931768090244475,69.39878406728864,226.26672981534355,31.800742664212635,29.729625455423843,0.6785714285714286,0.6564885496183206,1722.9879343540467,2671.024760186522,0.6450662532359781,0.0,0.0,0.3007536497182173,1.4685755365827917,0.23025323901030162,False,False,106
006,032,14.259894314906715,36.04534946121818,129.5089860271525,20.55337577601904,19.35369045349114,0.7407407407407407,0.7251908396946565,1887.0095400267464,2611.008931562057,0.7227127863166013,0.0,0.0,0.2827692461902416,1.4699025005976598,0.229947903876999,False,False,107
006,033,13.635313075156795,22.77796718600379,161.18113122331334,18.394887174623364,18.01441264454286,0.7407407407407407,0.712,1887.0095400267464,2587.003416753799,0.7294190366376042,0.0,0.0,6.705778481908169,1.4977209268908684,0.22363927002520811,False,False,108
007,012,3.2985097800124934,112.63741957864202,254.7474276340682,1.828615103780976,5.334858847642067,0.39285714285714285,0.36594202898550726,1005.9907837673323,2741.0351455128693,0.3670112677738408,1.4820499158295206,0.12411310679761503,10.459073419727815,1.50831839710687,0.22128177333591315,False,False,109
