frame_id,fit_group,source_chess_path,rvec_x,rvec_y,rvec_z,tvec_x_mm,tvec_y_mm,tvec_z_mm,translation_norm_mm,board_center_x_mm,board_center_y_mm,board_center_z_mm,camera_board_distance_mm,board_normal_x,board_normal_y,board_normal_z,board_plane_distance_mm,board_tilt_deg,normal_tilt_deg,point_count,v_min_px,v_max_px,v_span_px,v_support_10px_bin_count,v_support_100px_bin_count,edge_low_100px_bin_count,edge_high_100px_bin_count,edge_low_bin_ids,edge_high_bin_ids,lambda_truth_min_mm,lambda_truth_max_mm,lambda_truth_span_mm,lambda_truth_median_mm,Z_min_mm,Z_max_mm,Z_span_mm,Z_median_mm,lambda_bin_ids,depth_bin_id,translation_x_bin_id,translation_y_bin_id,nearest_normal_angle_to_other_deg,max_normal_angle_to_other_deg,loo_selected_pose_count,loo_v_grid_10px_occupied_count,loo_v_grid_10px_missing_count,loo_v_bin_100px_occupied_count,loo_v_bin_100px_missing_count,loo_v_continuous_ok,loo_edge_min_frame_count,loo_edge_frame_count_0_100,loo_edge_frame_count_100_200,loo_edge_frame_count_2800_2900,loo_edge_frame_count_2900_3000,loo_edge_multiframe_ok,loo_depth_center_min_mm,loo_depth_center_max_mm,loo_depth_center_span_mm,loo_depth_span_ratio,loo_lambda_truth_min_mm,loo_lambda_truth_max_mm,loo_lambda_truth_span_mm,loo_lambda_span_ratio,loo_depth_bin_occupied_count,loo_depth_bin_missing_count,loo_lambda_bin_occupied_count,loo_lambda_bin_missing_count,loo_depth_lambda_excitation_ok,loo_translation_x_bin_occupied_count,loo_translation_y_bin_occupied_count,loo_translation_coverage_ok,loo_full_normal_pairwise_diameter_deg,loo_normal_cover_max_angle_deg,loo_normal_cover_p95_angle_deg,loo_normal_pairwise_diameter_deg,loo_normal_cover_missing_pose_count,loo_normal_angle_diversity_ok,loo_overall_geometry_ok,loo_v_coverage_loss,loo_edge_multiframe_loss,loo_depth_lambda_loss,loo_normal_diversity_loss,loo_translation_coverage_loss,loo_overall_geometry_loss,curated_selected,loo_normal_missing_pose_ids,loo_v_missing_grid_count,near_duplicate_strict_pair_count,pair_count
033,fit_025_036,existing geometry table,-0.2187039132586344,-0.2317653330391587,1.73418634215298,58.49372126508098,-79.10179050704878,705.5189520627313,712.3451413525277,-25.014600131865507,7.432391021335533,684.5858279605595,685.0830070148404,0.2743424290048581,0.0322559230365039,-0.9610909359039744,664.5720616292112,16.035457036381366,16.035457036381366,900,332.9987765567695,2920.002193310568,2587.003416753799,238,27,0,2,,28;29,687.0882282379417,695.3548127319071,8.26658449396541,690.8761836171277,687.0882282379417,695.3548127319071,8.26658449396541,690.8761836171277,6,4,1,1,2.9154330506053734,37.05993758560582,35,300,0,30,0,True,10,11,18,14,10,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,2.9154330506053734,8.537736462515939e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,False,,0,0,9
034,fit_025_036,existing geometry table,-0.0483733585311456,-0.0561973832074342,1.5643919515514757,34.92642238411956,-91.44059478621315,673.4877997579825,680.5637764223561,-34.357340300361216,8.97157536466699,669.3457816663702,670.2870216792227,0.066590949225398,0.0047892086207652,-0.9977688655004462,670.0973023581462,3.8280824803661697,3.8280824803661697,900,296.01275520646686,2918.994095292461,2622.9813400859944,262,28,0,2,,28;29,670.5595719876424,671.5822670203637,1.0226950327213444,671.0498301252187,670.5595719876424,671.5822670203637,1.0226950327213444,671.0498301252187,4;5,2,0,1,1.4163033645880483,26.108595264885924,35,300,0,30,0,True,10,11,18,14,10,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,1.4163033645880483,8.537736462515939e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,False,,0,1,8
035,fit_025_036,existing geometry table,0.1299810708714251,-0.195022831508228,1.5880714183948237,8.9321519307187,-74.78720168780697,661.3095873126372,665.5849150529305,-63.75765459180239,21.720781138343145,678.6992761697147,682.0333850520824,0.038551903298624304,0.20525312514983082,-0.9779493368105945,661.7332277490328,12.05451506731769,12.05451506731769,900,451.99097243448784,2971.0038048937413,2519.0128324592533,236,26,0,2,,28;29,656.2856754990569,706.1750491210967,49.889373622039784,677.4034209483025,656.2856754990569,706.1750491210967,49.889373622039784,677.4034209483025,3;4;5;6;7,3,0,2,0.6081503005488907,36.4673003842429,35,300,0,30,0,True,10,11,18,14,10,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,0.6081503005488907,8.537736462515939e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,False,,0,0,7
036,fit_025_036,existing geometry table,-0.0449807424904084,-0.0260112229772229,1.7190144584812117,43.97613193067639,-78.42822918398403,715.0324222225527,720.6637580328087,-39.95152062285717,10.090724822003068,710.4998822570045,711.6937750287896,0.044980631029066506,-0.008502920230179702,-0.9989516720941941,711.6378906397758,2.623760267332197,2.623760267332197,900,438.2555116381724,2933.971049989443,2495.715538351271,249,26,0,2,,28;29,711.3398794429545,713.5292846188916,2.189405175937054,712.3862612138674,711.3398794429545,713.5292846188916,2.189405175937054,712.3862612138674,7,7,0,1,0.029159270282779256,26.900001495295438,35,300,0,30,0,True,10,11,18,14,10,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,0.029159270282779256,8.537736462515939e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,False,,0,2,6
049,fit_049_054,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane_0817\fit\chess 049.tif,-0.017023349223371852,-0.42889319994202113,0.034313981195163365,-114.35228446315092,-33.91348873595184,607.7925898567321,619.3855035153298,-25.54330173530191,39.72173749037956,647.6776502859406,649.3971168497072,0.4160491307674507,-0.009256618465926424,-0.9092950213226866,599.9250202796371,24.591890217673836,24.591890217673836,900,952.9944963661034,2977.0046438180725,2024.0101474519693,149,21,0,2,,28;29,651.2202478607951,654.1533972386743,2.9331493778792037,652.5471415734253,651.2202478607951,654.1533972386743,2.9331493778792037,652.5471415734253,3,0,0,2,3.805453726788851,45.70303653658081,35,300,0,30,0,True,10,11,18,14,10,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,3.805453726788851,8.537736462515939e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,True,,0,0,5
050,fit_049_054,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane_0817\fit\chess 050.tif,-0.04173684062382972,0.18021497420925348,-0.036927698052035614,-130.4661148458237,-21.23755310198691,695.171107532507,707.6265325245344,-29.845998331853295,44.60819711175977,674.196615130928,676.3296169176589,-0.17991644786134403,-0.03817215290824445,-0.9829409740830352,659.0284825186479,10.598247844979076,10.598247844979076,900,1008.0392211707756,2981.999466912801,1973.9602457420253,198,20,0,2,,28;29,667.2540384052105,673.6205527527516,6.366514347541056,670.4717816324022,667.2540384052105,673.6205527527516,6.366514347541056,670.4717816324022,4;5,3,0,2,2.885633340463031,34.98695665953354,35,300,0,30,0,True,10,11,18,14,10,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,2.885633340463031,8.537736462515939e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,False,,0,0,4
051,fit_049_054,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane_0817\fit\chess 051.tif,-0.3399763821809551,0.2946159609617138,1.580233352971885,21.284693997581567,-77.85745874693738,686.770224615288,691.4970451847462,-51.27504348194327,11.453929505717483,646.044797358033,648.1776012626316,0.034529232847636177,-0.39128820328981856,-0.9196201792290007,600.3681077489186,23.12938225129666,23.12938225129666,900,485.9279681221355,2999.0274420803694,2513.099473958234,209,26,0,2,,28;29,599.9158940171042,694.1079490923382,94.19205507523407,644.3962559603204,599.9158940171042,694.1079490923382,94.19205507523407,644.3962559603204,0;1;2;3;4;5;6,0,0,1,1.6851616774943454,49.44636020433504,35,300,0,30,0,True,10,11,18,14,10,True,647.6776502859406,712.2764697801146,64.598819494174,0.9753463430984839,613.9723422627321,713.8641567975121,99.89181453478,0.8766418381233557,7,0,8,0,False,3,3,True,51.01376980299323,1.6851616774943454,8.537736462515939e-07,51.01376980299323,0,True,False,False,False,True,False,False,True,True,,0,0,3
052,fit_049_054,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane_0817\fit\chess 052.tif,0.0030814889496931543,0.2862270922551412,0.016236254863451986,-114.12880956756025,-120.47829863107646,683.7248823963592,703.5766627896796,-19.300587196997014,-48.84251990022631,655.8694799102402,657.9687523690482,-0.2823467556854238,0.0007316913134170714,-0.9593121359504098,623.7698311470175,16.40037310235231,16.40037310235231,900,0.0273284755403917,1974.999109503259,1974.9717810277186,198,20,2,0,0;1,,653.7748417556055,654.4527779290513,0.6779361734458007,654.1458464151418,653.7748417556055,654.4527779290513,0.6779361734458007,654.1458464151418,3,1,1,0,4.665194337593403,40.99028116222759,35,300,0,30,0,True,10,10,17,15,11,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,4.665194337593403,8.537736462515939e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,True,,0,0,2
053,fit_049_054,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane_0817\fit\chess 053.tif,-0.00981769974809589,-0.28874698912340324,-0.05505270876730934,-113.59847723728768,-110.08664166160067,639.8854263413199,659.1487249073406,-13.990828670733606,-45.48082772140755,668.2474635066402,669.9394908946454,0.2843337879682284,-0.017567791510971823,-0.9585643795390405,643.7372828483883,16.551436120518602,16.551436120518602,900,27.994859114441017,2000.9917218006303,1972.9968626861894,175,21,2,0,0;1,,667.7272768283715,672.0628369970088,4.3355601686373575,670.0545400839424,667.7272768283715,672.0628369970088,4.3355601686373575,670.0545400839424,4;5,2,1,0,1.062533830489295,37.65370972800388,35,300,0,30,0,True,10,10,17,15,11,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,1.062533830489295,8.537736462515939e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,True,,0,0,1
054,fit_049_054,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane_0817\fit\chess 054.tif,-0.0755305690555208,-0.3631211870143488,3.116569034382075,96.98272430304095,20.944938313767032,697.0960556242381,704.1216159308548,-2.721926208978701,-46.32283458715933,676.2626834721976,677.8528092023329,0.048144106454049894,0.2296985732786494,-0.972070321760465,668.1462180374733,13.573336666124558,13.573336666124558,900,13.982304552604315,1946.983633916023,1933.0013293634188,194,20,2,0,0;1,,655.1431446163351,697.0331822882304,41.89003767189524,674.0597635748343,655.1431446163351,697.0331822882304,41.89003767189524,674.0597635748343,3;4;5;6,3,1,0,1.2123670080959406,37.89883229962347,35,300,0,30,0,True,10,10,17,15,11,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,1.2123670080959406,8.537736462515939e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,True,,0,1,0
