frame_id,fit_group,source_chess_path,rvec_x,rvec_y,rvec_z,tvec_x_mm,tvec_y_mm,tvec_z_mm,translation_norm_mm,board_center_x_mm,board_center_y_mm,board_center_z_mm,camera_board_distance_mm,board_normal_x,board_normal_y,board_normal_z,board_plane_distance_mm,board_tilt_deg,normal_tilt_deg,point_count,v_min_px,v_max_px,v_span_px,v_support_10px_bin_count,v_support_100px_bin_count,edge_low_100px_bin_count,edge_high_100px_bin_count,edge_low_bin_ids,edge_high_bin_ids,lambda_truth_min_mm,lambda_truth_max_mm,lambda_truth_span_mm,lambda_truth_median_mm,Z_min_mm,Z_max_mm,Z_span_mm,Z_median_mm,lambda_bin_ids,depth_bin_id,translation_x_bin_id,translation_y_bin_id,nearest_normal_angle_to_other_deg,max_normal_angle_to_other_deg,loo_selected_pose_count,loo_v_grid_10px_occupied_count,loo_v_grid_10px_missing_count,loo_v_bin_100px_occupied_count,loo_v_bin_100px_missing_count,loo_v_continuous_ok,loo_edge_min_frame_count,loo_edge_frame_count_0_100,loo_edge_frame_count_100_200,loo_edge_frame_count_2800_2900,loo_edge_frame_count_2900_3000,loo_edge_multiframe_ok,loo_depth_center_min_mm,loo_depth_center_max_mm,loo_depth_center_span_mm,loo_depth_span_ratio,loo_lambda_truth_min_mm,loo_lambda_truth_max_mm,loo_lambda_truth_span_mm,loo_lambda_span_ratio,loo_depth_bin_occupied_count,loo_depth_bin_missing_count,loo_lambda_bin_occupied_count,loo_lambda_bin_missing_count,loo_depth_lambda_excitation_ok,loo_translation_x_bin_occupied_count,loo_translation_y_bin_occupied_count,loo_translation_coverage_ok,loo_full_normal_pairwise_diameter_deg,loo_normal_cover_max_angle_deg,loo_normal_cover_p95_angle_deg,loo_normal_pairwise_diameter_deg,loo_normal_cover_missing_pose_count,loo_normal_angle_diversity_ok,loo_overall_geometry_ok,loo_v_coverage_loss,loo_edge_multiframe_loss,loo_depth_lambda_loss,loo_normal_diversity_loss,loo_translation_coverage_loss,loo_overall_geometry_loss,curated_selected,loo_normal_missing_pose_ids,loo_v_missing_grid_count,near_duplicate_strict_pair_count,pair_count
011,fit_001_018,existing geometry table,-0.0510722374628275,-0.3380613375968714,3.10967523236445,106.74567449886938,33.2916614039648,697.109034524875,706.019815415586,6.137670713621716,-33.40475879006875,678.9536742241676,679.8026483135444,0.0338776506275871,0.2146041365401535,-0.9761133998505556,669.6966488403502,12.548248071925876,12.548248071925876,900,165.01812493611814,2086.0225858169365,1921.0044608808184,193,20,1,0,1,,659.1079085891894,698.0396930630409,38.93178447385151,677.8396418901868,659.1079085891894,698.0396930630409,38.93178447385151,677.8396418901868,4;5;6,3,1,0,0.6081503005488907,37.01977599873538,35,300,0,30,0,True,11,11,17,15,11,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,0.6081503005488907,8.537736462515939e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,False,,0,1,25
012,fit_001_018,existing geometry table,-0.0693551647260335,0.1019514427887227,3.132988177621755,92.48233111863766,108.42291478130689,705.0602139594693,719.3180209944586,-7.950785582427244,39.04583379635342,705.1587214083471,706.2836643350072,0.0440043215534055,-0.0651179589645869,-0.9969068517694676,705.8700148852387,4.507648104994704,4.507648104994704,900,988.0087981158596,2860.0151409554487,1872.0063428395893,188,20,0,1,,28,699.6325872461373,711.5737105816946,11.941123335557336,705.0665554670824,699.6325872461373,711.5737105816946,11.941123335557336,705.0665554670824,7,7,1,2,2.0460651372882595,30.145530963507017,35,300,0,30,0,True,11,11,18,14,11,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,2.0460651372882595,8.537736462515939e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,False,,0,0,24
013,fit_001_018,existing geometry table,0.0287306949161215,-0.0424824125741717,-1.57979863478375,-68.97314449987209,111.8298885106105,708.2523022749037,720.3364091202092,0.0020084161243687,11.200696145249095,712.2764697801146,712.3645309815715,0.0452213905329128,-0.0089510510101677,-0.9989368871575838,711.6194066969159,2.6422006515017515,2.6422006515017515,900,392.99970986632326,2865.015841222405,2472.0161313560816,241,26,0,1,,28,711.3306826524665,713.6150335313896,2.284350878923078,712.5172547472353,711.3306826524665,713.6150335313896,2.284350878923078,712.5172547472353,7,7,1,1,0.029159270282779256,26.925027611050485,35,300,0,30,0,True,11,11,18,14,11,True,646.044797358033,710.4998822570045,64.45508489897156,0.9731761639387846,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,0.029159270282779256,8.537736462515939e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,True,,0,2,23
014,fit_001_018,existing geometry table,-0.0072849944597935,-0.0457854788851496,-0.0411753624828203,-167.0564814302227,-113.73195036188552,705.7254233533891,734.0920907408587,-64.35390754794662,-47.89135385232062,709.8723703292127,714.3905019996505,0.045606212157208406,-0.008222642012450102,-0.9989256536754909,711.6508660598367,2.6561259874741343,2.6561259874741343,900,65.01446176523719,1918.941137762432,1853.9266759971947,185,20,2,0,0;1,,712.260384538126,713.8641567975121,1.603772259386119,713.0413550151859,712.260384538126,713.8641567975121,1.603772259386119,713.0413550151859,7,7,0,0,0.03930442881776186,26.88234928145869,35,300,0,30,0,True,10,10,17,15,11,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.6150335313896,113.69913951428543,0.9978137159791316,7,0,8,0,True,3,3,True,51.01376980299323,0.03930442881776186,8.537736462515939e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,False,,0,0,22
015,fit_001_018,existing geometry table,-0.1342387850084417,-0.209478456755474,-0.1054556142748139,-155.1467194397288,-105.86607100478098,659.7569257057896,685.9718146976988,-49.6095204364713,-45.900026702688,672.6399826918565,676.026969347337,0.19990317067843785,-0.14358929538195442,-0.9692372447468274,655.2740714696442,14.248525352036737,14.248525352036737,900,36.00082319824006,1952.9916742657845,1916.9908510675443,178,20,2,0,0;1,,668.0729003814997,697.0783419778945,29.005441596394803,681.9490182727702,668.0729003814997,697.0783419778945,29.005441596394803,681.9490182727702,4;5;6,3,0,0,7.862434062665372,35.44863022559504,35,300,0,30,0,True,10,10,17,15,11,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,7.862434062665372,8.537736462515939e-07,51.01376980299323,1,False,False,False,False,False,True,False,True,True,015,0,0,21
016,fit_001_018,existing geometry table,-0.2096866931719388,-0.2787246707199524,-1.5822600320085418,-100.90913446436537,97.10742071178704,634.6628658336283,649.9303484557383,-34.1839261945329,0.6214248651160119,668.4000735844731,669.2739240002297,0.0391862392604388,-0.3055550253849624,-0.9513677339045185,637.4236823488291,17.942206480305572,17.942206480305572,900,325.00679677088664,2842.945174958788,2517.9383781879014,228,26,0,1,,28,632.2908116760494,706.8783965758063,74.58758489975685,665.864972149655,632.2908116760494,706.8783965758063,74.58758489975685,665.864972149655,2;3;4;5;6;7,2,0,1,0.9714883013597161,44.19961993254881,35,300,0,30,0,True,11,11,18,14,11,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,0.9714883013597161,8.537736462515939e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,False,,0,0,20
017,fit_001_018,existing geometry table,-0.0664455637472778,0.4487186678608552,3.0160164648337995,119.49778570280036,19.102541197343367,656.5153085408866,667.57544758372,13.228836439696778,-39.16844623627388,671.0549937516171,672.3272818598803,0.029530937461793,-0.2923585149774675,-0.9558527200635032,629.5878523724755,17.088362176486594,17.088362176486594,900,201.0328943250704,2082.986326448683,1881.9534321236126,180,19,0,0,,,642.8414387873526,696.7604128415371,53.91897405418456,668.9383514251549,642.8414387873526,696.7604128415371,53.91897405418456,668.9383514251549,3;4;5;6,3,1,0,0.9714883013597161,43.4311886717685,35,300,0,30,0,True,11,11,18,15,11,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,0.9714883013597161,8.537736462515939e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,True,,0,0,19
018,fit_001_018,existing geometry table,-0.0101309249955187,-0.0576908263969998,1.5357842418608474,118.17271529847532,-120.65782339221224,709.0432860288237,728.8796076508884,51.673583480422735,-18.29644539460688,709.1605970539333,711.2760867326255,0.0438793287484021,0.0296506722821588,-0.998596736496673,706.4405576192682,3.0356943626297084,3.0356943626297084,900,88.00166796783536,2580.9953014356247,2492.9936334677896,250,26,2,0,0;1,,703.5149565997232,710.6266657975074,7.111709197784194,707.0165518645797,703.5149565997232,710.6266657975074,7.111709197784194,707.0165518645797,7,7,2,0,0.9363307434870415,26.319784777947344,35,300,0,30,0,True,10,10,17,15,11,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,0.9363307434870415,8.537736462515939e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,False,,0,0,18
025,fit_025_036,existing geometry table,0.3272359775452618,0.2602128599641641,-1.5357285474790414,-81.42145626544497,78.50188992854991,692.1554858788566,701.3353098874575,-9.259487759807428,-14.081850001291867,658.6756202579376,658.8911968870215,0.0390563264735537,0.3665874909522663,-0.9295634539071086,617.8046562082401,21.633132609313314,21.633132609313314,900,9.06713542161734,2530.992297101552,2521.9251616799347,233,26,2,0,0;1,,613.9723422627321,703.1102628858475,89.1379206231154,653.0254900204784,613.9723422627321,703.1102628858475,89.1379206231154,653.0254900204784,0;1;2;3;4;5;6;7,1,1,1,2.790347193822988,46.126182123810054,35,300,0,30,0,True,10,10,17,15,11,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,2.790347193822988,2.1344341156289847e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,True,,0,0,17
026,fit_025_036,existing geometry table,0.2478658792410933,0.2975770313801304,-2.184118599689309,-4.21856886554078,129.6395199239747,692.7335767914661,704.7723106533698,-5.867055230833623,13.303933037779244,655.8104984183414,655.9716661617853,0.06937540979894818,0.300891138122277,-0.9511317340488166,620.1661703757678,17.98604841990458,17.98604841990458,900,149.07772209990313,2999.064716731013,2849.98699463111,246,29,1,2,1,28;29,614.1304186630957,696.565372889299,82.43495422620333,653.0470258576332,614.1304186630957,696.565372889299,82.43495422620333,653.0470258576332,0;1;2;3;4;5;6,1,1,1,3.0366539453212824,42.152544006938925,35,300,0,30,0,True,10,11,17,14,10,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,3.0366539453212824,2.1344341156289847e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,False,,0,0,16
027,fit_025_036,existing geometry table,0.4618869202240853,-0.0547878622027744,-0.0353219811299502,-139.37540525626898,-92.25383621972448,624.2437071400437,646.232527648949,-38.06996414442578,-34.277189559816755,659.963674150206,661.9488644086617,0.0608330312716154,0.4443677798020002,-0.8937766044041138,607.4076816538893,26.64828167253497,26.64828167253497,900,145.95335962554094,1933.9973773537088,1788.0440177281678,153,19,1,0,1,,620.5984338405221,699.5185928385928,78.92015899807063,654.8775676113212,620.5984338405221,699.5185928385928,78.92015899807063,654.8775676113212,1;2;3;4;5;6,1,0,0,5.063397028201452,51.01376980299323,35,300,0,30,0,True,11,11,17,15,11,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,5.063397028201452,8.537736462515939e-07,46.126182123810054,1,False,False,False,False,False,True,False,True,True,027,0,0,15
028,fit_025_036,existing geometry table,-0.2906648897800636,0.2905091437852752,-1.5885075118620116,-133.92518570227273,95.18961027277722,688.3275896283086,707.6665089664684,-72.30875689096803,-7.29054472339638,663.8075257519307,667.7740183702725,-0.3601175584514433,0.0066860961392113,-0.9328829724104672,593.2638300285923,21.11122760588503,21.11122760588503,900,30.039777984908785,2773.9544690458315,2743.914691060923,273,28,2,0,0;1,,641.3125574108844,643.7085527859042,2.3959953750197656,642.6155029693435,641.3125574108844,643.7085527859042,2.3959953750197656,642.6155029693435,2;3,2,0,1,4.719896151272118,45.70303653658081,35,300,0,30,0,True,10,10,17,15,11,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,4.719896151272118,8.537736462515939e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,False,,0,0,14
029,fit_025_036,existing geometry table,0.0157676160752381,-0.0561487144664543,-1.5971379012563034,-93.78675633009848,89.49713170978326,663.8626612922118,676.4017484492315,-26.61483493324569,-12.263763017290644,669.5769661668579,670.2179219799198,0.0452486691268946,-0.0262089580571336,-0.9986318883651796,669.5437755382559,2.9974222337358074,2.9974222337358074,900,65.99601519690545,2691.9946237315903,2625.998608534685,264,27,2,0,0;1,,667.1598925415265,673.6614505469398,6.501558005413358,670.3738111875338,667.1598925415265,673.6614505469398,6.501558005413358,670.3738111875338,4;5,2,0,1,0.3325236657240922,27.912929256923917,35,300,0,30,0,True,10,10,17,15,11,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,0.3325236657240922,8.537736462515939e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,False,,0,1,13
030,fit_025_036,existing geometry table,0.203756931356176,-0.2274686054781759,-1.6331232856276952,-81.04855512193963,85.75799958554362,666.8651241019113,677.2240371721354,-21.216158675847183,-18.87062608764741,686.1766498121419,686.7638754807313,0.26781031475056083,-0.024623256442074495,-0.963156960497817,666.1130662650353,15.60119442786909,15.60119442786909,900,27.010582096981388,2581.000731086345,2553.990148989363,219,26,2,0,0;1,,687.8364360943516,695.3496629083372,7.513226813985625,690.9910719394709,687.8364360943516,695.3496629083372,7.513226813985625,690.9910719394709,6,4,1,0,1.062533830489295,36.687606322086275,35,300,0,30,0,True,10,10,17,15,11,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,1.062533830489295,8.537736462515939e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,False,,0,0,12
031,fit_025_036,existing geometry table,-0.1125192256554347,-0.1860994443443769,-1.5649024918151964,-124.9643792615076,111.00247017469428,661.7810183997505,682.5626423877216,-55.443610949274415,13.144941949323282,683.9342787218231,686.3037819396642,0.0465993994927115,-0.1889489544207643,-0.9808806189288372,675.9252406324997,11.22196569267515,11.22196569267515,900,432.03072659625377,2962.9942220386897,2530.963495442436,244,26,0,2,,28;29,663.2616921657724,709.4178857622745,46.156193596502135,683.5242786331787,663.2616921657724,709.4178857622745,46.156193596502135,683.5242786331787,4;5;6;7,4,0,1,6.176930913226464,37.2918090483938,35,300,0,30,0,True,10,11,18,14,10,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,6.176930913226464,8.537736462515939e-07,51.01376980299323,1,False,False,False,False,False,True,False,True,True,031,0,0,11
032,fit_025_036,existing geometry table,0.1595594643159799,0.1598399691892527,1.5031919183443838,22.58426304279517,-89.18247543059432,668.8268834323239,675.1244054712511,-39.69919556961469,14.912665579244944,682.4273393591639,683.7437292058921,-0.2035580237390529,0.0061207817900065,-0.9790437513215282,659.9538553644664,11.750484249300037,11.750484249300037,900,343.9960346604296,2955.0049662224865,2611.008931562057,262,27,0,2,,28;29,674.7142939336663,676.5578691919138,1.8435752582474834,675.7007230785741,674.7142939336663,676.5578691919138,1.8435752582474834,675.7007230785741,5,4,0,2,2.885633340463031,36.342124266485,35,300,0,30,0,True,10,11,18,14,10,True,646.044797358033,712.2764697801146,66.2316724220816,1.0,599.9158940171042,713.8641567975121,113.94826278040796,1.0,7,0,8,0,True,3,3,True,51.01376980299323,2.885633340463031,8.537736462515939e-07,51.01376980299323,0,True,True,False,False,False,False,False,False,False,,0,0,10
