segment_id,segment_role,u_start,u_end,width_px,point_count,rmse_px,mae_px,p95_abs_error_px,max_abs_error_px
S001,boundary,1083,1189,107,107,0.12665599027106614,0.10448018422010127,0.24070128448507822,0.2756940757026882
S002,interior,1302,1408,107,107,0.19703616131759424,0.1765027311831523,0.3000036063621848,0.3392545403033296
S003,interior,1522,1628,107,107,0.22788643938895556,0.2055699868679904,0.3520363925884396,0.4140369735556533
S004,interior,1741,1847,107,107,0.18967735797266988,0.16912938603050492,0.3114176081868492,0.3721253766432824
S005,interior,1961,2065,105,105,0.1654276095944485,0.14504334430236906,0.2687209399499693,0.34157711924984824
S006,boundary,2179,2249,71,71,0.26839821287200394,0.2121719221583708,0.46571427435910095,0.5902632315552978
