row_type,scope,weighting,model,region,count,bias,mae,rmse,p95,max_abs,frame_count,invalid_count,v_start_px,v_end_px,v_center_px
v_bin_summary,main_fit_29,frame_equal,Elliptical,top_formal_edge,0,nan,nan,nan,nan,nan,0,,60,120,90.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,top_formal_edge,0,nan,nan,nan,nan,nan,0,,120,180,150.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,top_formal_edge,1,0.036684574542277915,0.036684574542277915,0.036684574542277915,0.036684574542277915,0.036684574542277915,1,,180,240,210.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,top_formal_edge,93,-0.09806842965834706,0.11817944315640233,0.16476808395562004,0.39655886629770976,0.4612390349997213,8,,240,300,270.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,224,-0.09162573087273405,0.10334964656688697,0.1252598250370398,0.2576477064321807,0.3756147573275257,9,,300,360,330.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,310,-0.06784637749493957,0.08117310437875838,0.09807195582319923,0.20053563276758268,0.3161683719491748,14,,360,420,390.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,416,-0.03464328046745588,0.06413796911969169,0.08176566595773513,0.12959029924752485,0.37545926266659535,16,,420,480,450.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,535,-0.021131642678406733,0.04977978350286404,0.06224133167688637,0.11022234617530557,0.26584080832276413,18,,480,540,510.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,643,0.0011634783025706965,0.043323965630977956,0.05565488855865649,0.10106077707928307,0.4645930072296096,22,,540,600,570.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,748,0.02654908233210085,0.049237400862828906,0.06571064908049738,0.12576437309542143,0.2983243283219963,24,,600,660,630.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,754,0.05267066531654171,0.0633515927050191,0.0807742135925253,0.1536271314506621,0.3417576509327773,25,,660,720,690.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,613,0.07871793234839286,0.08522913855180807,0.10539281535564608,0.20416796835672812,0.3460532966306573,25,,720,780,750.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,653,0.06103246512368588,0.0721274754233,0.08836606300938107,0.178877444048112,0.2392143305156651,25,,780,840,810.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,704,0.05104762500603694,0.06591632314479867,0.08185449726930946,0.1620207357630079,0.27434828734317307,26,,840,900,870.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,778,0.03094844438251123,0.05251852072717795,0.06386798120144974,0.1241444852097402,0.19018657946844542,26,,900,960,930.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,754,0.00946287886581844,0.04867246485194946,0.06379421585647213,0.1322071090243071,0.2611629295942066,26,,960,1020,990.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,746,-0.015380102469288889,0.045487722867311474,0.05822961500252394,0.11300913840091198,0.2185060605545459,26,,1020,1080,1050.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,762,-0.015143502018395988,0.05264662774055578,0.07174026313288927,0.14631949483555218,0.3663581840843335,28,,1080,1140,1110.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,774,-0.051474865842688344,0.06422569675253641,0.08769098017714505,0.14008390090896228,0.575596046306714,29,,1140,1200,1170.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,884,-0.0630154198189122,0.06980238675055468,0.08313978895083103,0.15956814737364766,0.19904098943959525,29,,1200,1260,1230.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,953,-0.05403120676974338,0.06242080947944905,0.07618833099956221,0.14506316030053767,0.21910962691299574,29,,1260,1320,1290.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,901,-0.03844338373609045,0.05895642817756604,0.07371732932174536,0.13919650642571924,0.23517453885324358,29,,1320,1380,1350.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,904,-0.012003148850989511,0.042296524519034435,0.05334048390032867,0.10078602429587136,0.2011265077247799,29,,1380,1440,1410.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,855,-0.019933540931988097,0.04610470096051783,0.05792818855658061,0.11602104694884474,0.17466979343259936,29,,1440,1500,1470.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,910,0.007372207786578053,0.039477072583018434,0.051117202183457014,0.10027622060283647,0.24353848440000547,29,,1500,1560,1530.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,938,0.0320262642849353,0.05497762117609354,0.07232966665870127,0.1437409666801841,0.27601922929920875,29,,1560,1620,1590.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,920,0.05695050029360734,0.06833691308299751,0.08346924677854711,0.15342048083766713,0.2259024124833786,29,,1620,1680,1650.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,915,0.06873937160329469,0.07577712726491329,0.09127052254162633,0.1645460073787035,0.3920415126356147,29,,1680,1740,1710.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,770,0.03370358534828095,0.05465185404715944,0.0675743889162438,0.13148354675274732,0.1796473266878138,27,,1740,1800,1770.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,695,0.01643792482265816,0.05131334734566533,0.06413835640492965,0.12338738613470923,0.2038484309607611,26,,1800,1860,1830.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,622,-0.0027241444626394853,0.04140951074631066,0.05255211919421312,0.10263686923178739,0.17244911437342125,23,,1860,1920,1890.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,593,-0.007329933031363366,0.03904838578173393,0.052265962741310575,0.10586025372742824,0.1741856694058015,21,,1920,1980,1950.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,664,-0.02095780798210097,0.044930200463338066,0.0587366735292281,0.10911974281214043,0.22769350220528395,21,,1980,2040,2010.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,624,-0.010106154337748688,0.0427011610856635,0.05602610475976697,0.11020776791997378,0.25514616511907207,21,,2040,2100,2070.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,566,-0.013681309780127115,0.053659956791944116,0.0679981687800612,0.13540048929007753,0.2688279799551765,21,,2100,2160,2130.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,464,-0.017469062447393338,0.04723529602139884,0.06087464459877297,0.11371427817061885,0.3067691699880015,21,,2160,2220,2190.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,451,-0.019504342324290967,0.051620447312298146,0.0675882351848356,0.13482691931358204,0.2947131762820163,20,,2220,2280,2250.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,500,-0.02275027376245714,0.04673931349239773,0.0583315891047033,0.11386098973207481,0.18351809168416366,21,,2280,2340,2310.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,454,-0.033437591290806624,0.050574614422084274,0.06183618876405283,0.14604558052292305,0.14876626434033824,19,,2340,2400,2370.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,532,-0.034514873223781495,0.053966729034208995,0.07279917937203374,0.20008966982436505,0.21039359883729958,16,,2400,2460,2430.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,489,-0.02681373944956881,0.053248254914245945,0.06777179828416302,0.13648880819573606,0.202043490808137,16,,2460,2520,2490.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,346,-0.0057304621057647324,0.03997184489917993,0.04997902126861169,0.09960565145001965,0.13999343388456964,13,,2520,2580,2550.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,221,0.021051474626948206,0.043391552668090874,0.05714483643801366,0.11477666214284454,0.16767070945536489,12,,2580,2640,2610.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,middle_formal,167,0.062487412920642055,0.07327818553549358,0.08503599635266758,0.15623494635553925,0.1897164165486629,10,,2640,2700,2670.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,bottom_formal_edge,86,0.12183156769995966,0.12183156769995966,0.12893584372164374,0.19601714289558458,0.2216465121434794,7,,2700,2760,2730.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,bottom_formal_edge,38,0.1729376194062303,0.1729376194062303,0.1742528475840391,0.20240445112597172,0.21395961073028502,2,,2760,2820,2790.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,bottom_formal_edge,32,0.2139764348999016,0.2139764348999016,0.21449620736241443,0.2506319971208768,0.2519363999056168,1,,2820,2880,2850.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,bottom_formal_edge,0,nan,nan,nan,nan,nan,0,,2880,2940,2910.0
v_bin_summary,main_fit_29,frame_equal,Elliptical,bottom_formal_edge,0,nan,nan,nan,nan,nan,0,,2940,3000,2970.0
