s,delta_lambda_mm
-0.13425260177295764,-0.0074079990519530133
-0.13405290141067067,-0.0078441295959342724
-0.13385320104838369,-0.0082778754662119064
-0.13365350068609672,-0.0087092392175429668
-0.13345380032380974,-0.0091382234046844674
-0.13325409996152277,-0.0095648305823934458
-0.13305439959923579,-0.0099890633054269401
-0.13285469923694881,-0.010410924128542012
-0.13265499887466184,-0.010830415606495676
-0.13245529851237486,-0.011247540294044966
-0.13225559815008792,-0.011662300745946878
-0.13205589778780091,-0.012074699516958606
-0.13185619742551397,-0.012484739161836973
-0.13165649706322696,-0.012892422235339242
-0.13145679670094002,-0.013297751292222212
-0.13125709633865301,-0.013700728887243146
-0.13105739597636606,-0.014101357575158881
-0.13085769561407906,-0.014499639910726649
-0.13065799525179211,-0.014895578448703289
-0.13045829488950514,-0.015289175743845994
-0.13025859452721816,-0.015680434350911741
-0.13005889416493119,-0.016069356824657578
-0.12985919380264421,-0.016455945719840531
-0.12965949344035724,-0.016840203591217642
-0.12945979307807026,-0.017222132993545955
-0.12926009271578329,-0.01760173648158251
-0.12906039235349631,-0.01797901661008432
-0.12886069199120934,-0.018353975933808442
-0.12866099162892236,-0.018726617007511923
-0.12846129126663539,-0.01909694238595179
-0.12826159090434841,-0.019464954623885072
-0.12806189054206144,-0.019830656276068805
-0.12786219017977446,-0.020194049897260053
-0.12766248981748748,-0.020555138042215822
-0.12746278945520051,-0.02091392326569317
-0.12726308909291353,-0.021270408122449125
-0.12706338873062656,-0.021624595167240725
-0.12686368836833958,-0.021976486954825014
-0.12666398800605261,-0.022326086039959017
-0.12646428764376566,-0.022673394977399744
-0.12626458728147866,-0.02301841632190435
-0.12606488691919171,-0.023361152628229725
-0.12586518655690471,-0.023701606451133044
-0.12566548619461776,-0.024039780345371176
-0.12546578583233076,-0.024375676865701353
-0.12526608547004381,-0.024709298566880422
-0.12506638510775681,-0.025040648003665615
-0.12486668474546984,-0.025369727730813793
-0.12466698438318287,-0.025696540303082074
-0.12446728402089589,-0.026021088275227526
-0.12426758365860892,-0.026343374202007122
-0.12406788329632194,-0.026663400638177941
