frame_id,is_frame027,valid_point_count,bias_mm,mae_mm,rmse_mm,p95_abs_mm,a_frame_mm,k_frame_mm_per_s,k_peak_to_peak_mm,offset_explained_fraction,offset_tilt_explained_fraction,tilt_incremental_fraction,remaining_rmse_mm,u_min_px,u_max_px,u_center_px,u_span_px,v_min_px,v_max_px,v_center_px,v_span_px,lambda_min_mm,lambda_max_mm,lambda_span_mm,triplet_complete,sha256_verified,board_center_z_mm,board_tilt_deg,board_roll_deg,board_pitch_deg,board_nx,board_ny,board_nz,pnp_rmse_px,chess_to_laser_s,nolaser_to_laser_s,chess_focus_laplacian,chess_mean_dn,laser_mean_dn,laser_p99_dn,laser_dynamic_range_u8,laser_coverage,quality_warning_count,quality_warnings,acquisition_order,acquisition_time_from_first_s
011,False,900,-0.03362207632661555,0.059477660318471334,0.07387182171606227,0.14610363490142503,-0.03362207632661556,0.04713127028589482,0.09426254057178964,0.20715310214914662,0.32588696383976257,0.11873386169061598,0.060652006372014615,1961.2441617791715,2048.2496006347988,2003.0336952978469,87.00543885562729,390.1019193826764,1874.9960425852667,1114.448402951548,1484.8941232025902,663.4505836866055,693.5369845110062,30.086400824400698,True,True,678.9559276,12.553365827963466,-12.404193473898477,1.9448030484876326,0.0339366989738,0.214683077077,-0.976093989777,0.105061537341,15.2849891,11.509427500000001,24.953119698412372,29.020551681518555,0.06290853023529053,1.0,8.0,0.79,3,;image_too_dark;dynamic_range_low;dynamic_range_low,11,354.85370800000004
012,False,900,0.022781598412735395,0.03774972763582784,0.04943361314472403,0.08572345680923944,0.022781598412735412,0.007661968061658665,0.01532393612331733,0.21238491881775734,0.22097249180868017,0.008587572990922823,0.043631360096029165,2066.984991261028,2109.044639702906,2087.1335067818973,42.059648441877926,1194.4521786255893,2651.000066648598,1927.671232766093,1456.5478880230087,700.9441099955097,710.2298378893554,9.28572789384566,True,True,705.163788199,4.507168817834227,3.742514725293434,2.5133925740366974,0.0438529082109,-0.0652099732007,-0.996907509169,0.0873102734066,13.1609786,8.5789287,23.142361734944444,32.01679611206055,0.05394034832715988,1.0,7.0,0.7196666666666667,3,;image_too_dark;dynamic_range_low;dynamic_range_low,12,412.2608784
013,False,900,0.007591564569078679,0.04778673697418842,0.059482001635960756,0.11591904631285382,0.0075915645690786794,0.04811421889716477,0.09622843779432955,0.016288887778083905,0.19759269718560468,0.18130380940752078,0.05328230581995172,2100.9769528527204,2126.8402452484547,2113.2261927095215,25.863292395734334,598.9795871335915,2640.999855262591,1545.3475621904886,2042.0202681289998,711.5317397005402,713.4210304110471,1.8892907105068844,True,True,712.278142209,2.6494590662449635,0.5183350888069268,2.5982968039746672,0.045333292332,-0.00903722995274,-0.998931039202,0.0890163528644,10.1602677,6.7093414000000005,22.43961213933178,32.74833679199219,0.05922957509756088,1.0,6.0,0.6583333333333333,3,;image_too_dark;dynamic_range_low;dynamic_range_low,13,471.0956401
014,False,900,0.010155902104869483,0.06562146564938087,0.07584500328055205,0.12482485337846468,0.010155902104869476,-0.025028774342092344,-0.05005754868418469,0.017930114502747063,0.05582520964240778,0.037895095139660696,0.0736975710908493,2109.3725488611417,2131.671273972811,2120.491297137949,22.298725111669228,270.976584612727,1711.5817330504447,1004.5861718082261,1440.6051484377176,712.430669658116,713.6828851676036,1.2522155094875416,True,True,709.875449161,2.651648904993317,0.4693463273619385,2.6098100142482097,0.0455340282558,-0.00818305076198,-0.998929271746,0.0928017326066,8.716663800000001,5.436251700000001,20.85374731258578,30.737945556640625,0.052350178360939026,1.0,7.0,0.7176666666666667,3,;image_too_dark;dynamic_range_low;dynamic_range_low,14,507.1565352
015,False,900,-0.029272088628765056,0.06601772681491398,0.08508707839182719,0.16880434413339457,-0.02927208862876507,-0.10908959124121662,-0.21817918248243323,0.11835325306558586,0.6077851637371008,0.48943191067151487,0.05328753372364464,1972.4084104109097,2067.9494090199873,2016.375125594866,95.54099860907763,241.99769349665084,1731.5606681236077,1047.6799878278052,1489.562974626957,671.2634914187117,693.8169205374309,22.553429118719123,True,True,672.63948412,14.245638418346882,8.424088226875702,11.529736129819737,0.199876481971,-0.143542737546,-0.969249645062,0.106364933994,10.2890102,6.9663155,26.278779130546535,32.057533264160156,0.045882973819971085,1.0,6.0,0.619,3,;image_too_dark;dynamic_range_low;dynamic_range_low,15,549.4824378000001
016,False,900,0.03367075323931229,0.045065090246971015,0.06073679555688011,0.115434129679727,0.03367075323931231,-0.03516252656231748,-0.07032505312463495,0.307327847293432,0.4256240165509173,0.11829616925748532,0.04603095774901507,1845.0678416040084,2087.5415478992895,1963.7529791951647,242.4737062952811,514.4719480838388,2610.0009484489638,1567.885881132426,2095.529000365125,638.5343073865034,700.6542044425619,62.11989705605845,True,True,668.36222953,17.941668043225434,17.805582519046617,2.2422307944138344,0.0391243217221,-0.305553946207,-0.951370628833,0.113312421635,9.6943938,6.2862445000000005,29.018994545742142,39.18889236450195,0.06217195466160774,1.0,6.0,0.6376666666666667,3,;image_too_dark;dynamic_range_low;dynamic_range_low,16,580.7718995
017,False,890,-0.02424413605343997,0.06041920832904572,0.07154121930788769,0.12952581805874389,-0.024244136053439974,-0.03980369395270841,-0.07960738790541683,0.11484200061514072,0.20424947854920494,0.08940747793406427,0.06381823717522685,1890.0542151303487,2055.914930382905,1964.355888002538,165.86071525255625,395.9971276140632,1857.0124698255736,1197.5657531553381,1461.0153422115104,648.8671662022426,690.7464985996813,41.8793323974387,True,True,671.02612091,17.082956285378906,17.00150725697811,1.6913329375399868,0.0295150415493,-0.292269475035,-0.955880440372,0.113693609873,10.799727200000001,7.4762642,29.235321600233227,37.06025695800781,0.059215251356363297,1.0,8.0,0.6756666666666666,3,;image_too_dark;dynamic_range_low;dynamic_range_low,17,648.4971095000001
018,False,900,-0.05771264217906706,0.07788530102423982,0.09321866164623305,0.1637206703087088,-0.05771264217906709,0.025062850729743028,0.050125701459486055,0.3832976778218049,0.4037296023156314,0.020431924493826466,0.07198209591151952,2096.120955658458,2101.2682313918212,2098.297386858778,5.147275733363131,299.9925775380884,2373.9044044102875,1296.625824499896,2073.911826872199,704.1119382763536,710.0224223248963,5.910484048542685,True,True,709.153325183,3.034407891452279,-1.7015866702910305,2.512785451135704,0.0438423221085,0.0296653727023,-0.998597925321,0.0885718717681,11.7478081,6.244007900000001,21.74374478995755,29.88466453552246,0.06216178461909294,1.0,7.0,0.726,3,;image_too_dark;dynamic_range_low;dynamic_range_low,18,723.2393476000001
025,False,828,0.035826650436040226,0.06156687840200942,0.07287017830653213,0.11699240678089491,0.03219030239727106,0.04936434543817787,0.09872869087635575,0.24172009049975318,0.3530251388990153,0.11130504839926218,0.05861294394912114,1832.1578322748571,2051.065507093268,1933.0834100846942,218.9076748184109,516.9753617799008,2341.993045647618,1368.6317462995614,1825.0176838677173,630.0800738345737,695.5284528950085,65.44837906043483,True,True,658.6756202579376,21.633132609313314,-21.52255138557008,2.2383319737012846,0.03905632647355373,0.36658749095226634,-0.9295634539071086,0.15619495732179384,16.859096100000002,10.5337808,20.023593339141655,28.66974449157715,0.07536157220602036,1.0,10.0,0.619,3,;image_too_dark;dynamic_range_low;dynamic_range_low,19,233785.8868679
026,False,743,-0.012705297979392719,0.04767153083755195,0.06336535809402832,0.12432110916514601,-0.015805455270543455,0.016560827356207362,0.033121654712414725,0.04020369069644636,0.05529376713560996,0.015090076439163574,0.061588593168319807,1829.6387703102318,2038.3977213395085,1939.5822855827673,208.75895102927666,758.0604980858462,2874.0060377373225,1895.7599679182626,2115.9455396514763,630.0582600014183,692.4680526737894,62.40979267237117,True,True,655.8104984183414,17.98604841990456,-17.554800825695615,3.978113621161693,0.0693754097989482,0.30089113812227714,-0.9511317340488167,0.16533904087018206,41.200747500000006,37.081349,26.10853930617558,35.744773864746094,0.08007007092237473,1.0,11.0,0.618,3,;image_too_dark;dynamic_range_low;dynamic_range_low,20,233845.9547009
027,True,890,0.29787841099236456,0.3104007896035357,0.36880019482421467,0.5768683497675624,0.29368606348818593,0.375330218405764,0.750660436811528,0.6523726919033035,0.9704718758977335,0.31809918399443,0.06337370100568414,1834.169519719812,2043.9925805232933,1945.8426938910825,209.82306080348144,382.9823778778662,1795.0011746036323,1138.9139973448896,1412.0187967257662,630.0371549731619,692.671810409704,62.63465543654206,True,True,659.963674150206,26.64828167253497,-26.435642429313987,3.487629293638019,0.06083303127161542,0.4443677798020002,-0.8937766044041138,0.17413744869654185,14.525636800000001,9.982925600000002,22.7484213053322,33.08307647705078,0.07567179203033447,1.0,13.0,0.7323333333333333,3,;image_too_dark;dynamic_range_low;dynamic_range_low,21,233926.0812791
028,False,900,-0.04942114590765641,0.07025068184902593,0.08587768398221941,0.1611378886465558,-0.049421145907656436,-0.002454794408232892,-0.004909588816465784,0.3311806658192138,0.33143914989487455,0.00025848407566074374,0.0702183781449915,1864.7592194506612,1881.544467255242,1871.2620208196142,16.78524780458065,260.99984585720074,2544.9995906163717,1440.4867091052777,2283.999744759171,641.5263058431607,643.5465651010536,2.020259257892917,True,True,663.8075257519307,21.11122760588503,-0.4106394288621811,-21.10741586466543,-0.36011755845144333,0.006686096139211369,-0.9328829724104672,0.18364022678947783,26.9673923,20.983577200000003,27.409947347004646,38.56827163696289,0.10366642475128174,1.0,11.0,0.667,3,;image_too_dark;dynamic_range_low;dynamic_range_low,22,233989.56592690002
029,False,900,0.01681427427277261,0.03973812073463857,0.05752252717101566,0.1332657900650019,0.01681427427277262,-0.021930773577157763,-0.043861547154315526,0.08544375750586541,0.13296720496929215,0.04752344746342676,0.05356186866710421,1954.7251274515122,1996.898828446727,1974.0249396960814,42.17370099521486,284.0032842570737,2471.018448683147,1394.9729304338439,2187.0151644260736,667.6974069143924,673.112585327036,5.415178412643513,True,True,669.5769661668579,2.997422233735929,1.503374830935212,2.5934432709560142,0.04524866912689464,-0.026208958057133643,-0.9986318883651795,0.10516999125379041,40.641392200000006,34.3192077,44.70318438374454,47.73825454711914,0.0564781092107296,1.0,5.0,0.679,3,;image_too_dark;dynamic_range_low;dynamic_range_low,23,234054.0590144
030,False,900,-0.004974403309395383,0.037054830050501926,0.04980465265449555,0.10795034921867452,-0.0049744033093953866,-0.008160444944435864,-0.016320889888871728,0.009975671883702297,0.01790893207959454,0.007933260195892206,0.04935666377152015,2027.4656420803228,2071.423531377006,2046.5291192643062,43.957889296683106,238.98377882459297,2364.9939337789183,1366.7550624333414,2126.010154954325,688.4379968622725,694.7087404922958,6.270743630023276,True,True,686.1766498121419,15.601194427869066,1.4644564623396688,15.534009273213515,0.26781031475056094,-0.024623256442074554,-0.9631569604978171,0.13097439600221755,42.899367700000006,33.3012705,46.29837393807957,47.702327728271484,0.05089135840535164,1.0,4.0,0.589,3,;image_too_dark;dynamic_range_low;dynamic_range_low,24,234125.7098872
031,False,900,-0.008343921554837708,0.03552229265334454,0.04727016027487855,0.10221260412117203,-0.008343921554837718,0.037579586283713905,0.07515917256742781,0.03115776340508003,0.18691878240612858,0.15576101900104847,0.04262398391434486,1951.8388697550579,2100.9071803065094,2018.9602813792305,149.06831055145153,637.9898733283417,2737.987649188146,1764.3580503108333,2099.9977758598043,667.1274049270302,705.4175489756597,38.290144048629486,True,True,683.9342787218231,11.221965692675118,10.903442454284988,2.6709161650530335,0.04659939949271159,-0.18894895442076434,-0.9808806189288373,0.11366432285426602,56.7035081,51.607267500000006,58.89119230016757,59.74482727050781,0.054157715290784836,1.0,5.0,0.7093333333333334,3,;image_too_dark;dynamic_range_low;dynamic_range_low,25,234205.4140101
032,False,900,-0.038611208492630514,0.047561011299442145,0.0628222871463383,0.13226837298909117,-0.03861120849263053,0.024083001487032463,0.048166002974064925,0.3777455027701109,0.4267162425393993,0.04897073976928851,0.047566211455959205,1984.2654904749845,1999.8733240979088,1990.416598782526,15.607833622924318,563.0044222141157,2737.9601861984247,1651.0330105403436,2174.9557639843088,674.877646171722,676.4304696481845,1.5528234764625495,True,True,682.4273393591639,11.750484249300037,-0.3581968574502274,-11.745100141731134,-0.20355802373905296,0.006120781790006509,-0.9790437513215282,0.12936397098229507,11.2542682,7.8149182,54.98095393193875,51.04317855834961,0.11242708563804626,1.0,9.0,0.9356666666666666,5,;image_too_dark;dynamic_range_low;dynamic_range_low;laser_peak_saturated;laser_peak_near_saturation,26,234291.27564880002
033,False,900,-0.01805334789815068,0.03602476094949566,0.04963451106374957,0.11106563712359047,-0.018053347898150687,0.021936620613911856,0.04387324122782371,0.13229639388818726,0.18656213065859573,0.05426573677040842,0.044765757895807286,2041.9090125247383,2046.2222000158579,2043.3123451088045,4.313187491119606,555.0004462844868,2706.0041983635133,1711.8060672493248,2151.0037520790265,687.7701654552691,694.6223344774747,6.852169022205658,True,True,684.5858279605595,16.03545703638134,-1.9222268648611573,15.922831067070828,0.2743424290048581,0.03225592303650399,-0.9610909359039745,0.12213124401352428,47.2246369,44.004220700000005,58.12504938541059,58.371192932128906,0.06306014209985733,1.0,5.0,0.595,3,;image_too_dark;dynamic_range_low;dynamic_range_low,27,234379.95695440003
034,False,900,0.024590308596557534,0.03969054104463832,0.04920492869684565,0.09382398019129139,0.024590308596557538,0.02423703104509997,0.04847406209019994,0.24975301765109448,0.327486152472965,0.07773313482187043,0.040351457154797696,1966.8053628312327,1985.1809110462732,1974.472107714421,18.375548215040453,516.0002670487477,2698.000142418685,1589.4814711209335,2181.9998753699374,670.6410460117194,671.4867732223361,0.8457272106167011,True,True,669.3457816663702,3.8280824803661697,-0.2750129246998068,3.818205777573761,0.06659094922539804,0.004789208620765251,-0.9977688655004462,0.10025242603529741,27.437725800000003,24.253101400000002,76.16249484845733,65.97123718261719,0.057060711085796356,1.0,5.0,0.6973333333333334,3,;image_too_dark;dynamic_range_low;dynamic_range_low,28,234452.21846190002
035,False,900,-0.09407392427100376,0.0942587098894425,0.11067932451594452,0.20617711149517956,-0.09407392427100378,0.0632513327541284,0.1265026655082568,0.7224462180124409,0.8002357296219487,0.07778951160950764,0.04946812011518279,1947.5029607967087,2070.0100205834947,1999.3999461875048,122.50705978678593,677.8724955805271,2773.9985473632214,1600.8037337055816,2096.126051782694,660.470199470205,701.9844103387285,41.51421086852349,True,True,678.6992761697147,12.05451506731769,-11.853256627538364,2.2094088705613673,0.038551903298624374,0.20525312514983082,-0.9779493368105945,0.13316052201322937,24.5419288,21.322401900000003,53.49691007322064,56.434417724609375,0.05669010430574417,1.0,6.0,0.6876666666666666,3,;image_too_dark;dynamic_range_low;dynamic_range_low,29,234512.6741004
036,False,900,-0.0508804878444721,0.06295005319686778,0.08148477524107368,0.16585598952730718,-0.05088048784447214,0.03136612822581807,0.06273225645163615,0.38989672694567024,0.43453811727393976,0.0446413903282695,0.0612742690793571,2100.508084862827,2126.666852291123,2111.874331783551,26.15876742829596,647.0605421593717,2723.990192145788,1670.9244981261813,2076.9296499864163,711.5185050812963,713.347156003066,1.828650921769622,True,True,710.4998822570045,2.623760267332197,0.4876809270901802,2.578070166503724,0.04498063102906658,-0.008502920230179763,-0.9989516720941941,0.09079797262944811,20.974571,17.3727808,55.880656483205044,66.65242767333984,0.05753808468580246,1.0,6.0,0.6343333333333333,3,;image_too_dark;dynamic_range_low;dynamic_range_low,30,234568.09857560002
