scope,u_start_px,u_end_px,v_start_px,v_end_px,lambda_start_mm,lambda_end_mm,point_count,unique_frame_count,frame_ids,frame_median_residual_mean_mm,frame_median_residual_std_mm,frame_median_residual_range_mm,between_frame_variance_mm2,within_frame_variance_mm2,between_fraction,contains_frame027,frame_median_residuals
all30,2080,2112,2190,2220,710.0,715.0,17,2,013;036,-0.014860484539184426,0.06782890273335898,0.09592455416640178,0.0027122551224035476,0.0014349780162222908,0.6539914761826574,False,013:0.0331017925;036:-0.0628227616
all30,2080,2112,2220,2250,705.0,710.0,16,2,008;018,-0.03590228334701351,0.0038820090718722227,0.005489989878697088,2.1711566137583126e-05,0.0018526456209592413,0.011583473143244368,False,008:-0.0386472783;018:-0.0331572884
all30,2080,2112,2220,2250,710.0,715.0,21,2,013;036,0.005222690519815387,0.057580779735251865,0.08143151963361106,0.0017570201755816503,0.0018193488339938674,0.49128604203798104,False,013:0.0459384503;036:-0.0354930693
all30,2080,2112,2250,2280,705.0,710.0,12,2,008;018,-0.02942005068135245,0.03420452069238483,0.048372497057641795,0.0008048430736753328,0.0007931051097261125,0.5036728237095381,False,008:-0.00523380215;018:-0.0536062992
all30,2080,2112,2250,2280,710.0,715.0,26,2,013;036,-0.03593840601820375,0.06256294452398503,0.0884773646478152,0.0017842369933228621,0.002988346797626435,0.3738513709715227,False,013:0.00830027631;036:-0.0801770883
all30,2080,2112,2280,2310,710.0,715.0,31,2,013;036,0.007132625265683146,0.04920245369280193,0.06958277731439466,0.0016112197509075036,0.0010414173875611527,0.6074029981490973,False,013:0.0419240139;036:-0.0276587634
all30,2080,2112,2310,2340,710.0,715.0,37,2,013;036,-0.00559583461486568,0.04976099524507501,0.07037267435276817,0.00095331978974088,0.0003560698580529337,0.7280642483672645,False,013:0.0295905026;036:-0.0407821718
all30,2080,2112,2340,2370,710.0,715.0,35,3,013;018;036,-0.018609994001129355,0.053880238883338816,0.10728959766765911,0.0016230386902259147,0.00028028990357192743,0.8527369869368453,False,013:0.037939726;018:-0.0693498717;036:-0.0244198362
all30,2080,2112,2370,2400,710.0,715.0,38,3,013;018;036,0.044286375845274506,0.06576279957643477,0.13135730614857266,0.0028039916147569177,0.00013966269299926296,0.9525546554052667,False,013:0.0404461782;018:0.111885128;036:-0.0194721784
all30,2080,2112,2400,2430,710.0,715.0,36,2,013;036,0.0015455067094478636,0.01885821774495738,0.02666954729710369,0.0003136682824671719,0.0003313625504329083,0.4862841688619888,False,013:0.0148802804;036:-0.0117892669
all30,2080,2112,2430,2460,710.0,715.0,35,2,013;036,0.010714930891111862,0.06410182479057536,0.09065366999169555,0.0012471825817861686,0.0012460074264768243,0.5002356730344357,False,013:0.0560417659;036:-0.0346119041
all30,2080,2112,2460,2490,710.0,715.0,24,2,013;036,-0.015446165861874306,0.010533348499185148,0.014896404304749922,1.7861151854724163e-05,0.0016000244141395306,0.011039811609758553,False,013:-0.022894368;036:-0.00799796371
all30,2080,2112,2490,2520,710.0,715.0,27,2,013;036,0.01210435261202747,0.046761275520974956,0.0661304300356278,0.0012110367958808258,0.0005804517479017869,0.6759947196334283,False,013:0.0451695676;036:-0.0209608624
all30,2080,2112,2520,2550,710.0,715.0,16,2,013;036,0.0034737264374484766,0.0499762639621197,0.07067711029196744,0.0011777044191619165,0.001642267943271506,0.4176297735576553,False,013:0.0388122816;036:-0.0318648287
all30,2080,2112,2550,2580,710.0,715.0,14,2,013;036,-0.011290258003015197,0.0429789602693735,0.06078142850964241,0.0006576578984723662,0.0021162335573905607,0.23708854832164877,False,013:0.0191004563;036:-0.0416809723
