row_type,dataset,omitted_frame_id,remaining_frame_count,status,global_reprojection_rmse_px,fx,delta_fx,delta_fx_pct,fy,delta_fy,delta_fy_pct,cx,delta_cx,delta_cx_pct,cy,delta_cy,delta_cy_pct,k1,delta_k1,delta_k1_pct,k2,delta_k2,delta_k2_pct,p1,delta_p1,delta_p1_pct,p2,delta_p2,delta_p2_pct,k3,delta_k3,delta_k3_pct,candidate_global_p95_abs_delta_lambda_mm,candidate_frame_p95_median_mm,candidate_frame_p95_p90_mm,candidate_frame_p95_p95_mm,candidate_frame_p95_max_mm,candidate_frame_count
loo,M1-core,026,21,ok,0.12631778776309371,7347.570819342859,-0.2942950971555547,-0.004005178273852719,7348.558436609543,-0.2827100343320126,-0.00384700157059624,2072.997873900622,2.781343752784778,0.13435037892322105,1510.8560455845598,-1.5804085204538296,-0.10449420973451996,-0.048715035267558826,0.00042212988385473965,-0.8590847326132243,0.21884144699909938,-0.008434525023721828,-3.7111380268895746,-0.0006209894165779162,-0.0001078351902756246,21.014187304403197,-0.00037433263955037637,0.00010404525999424048,-21.749595893389824,0.0,0.0,nan,0.04939605073947177,0.04225182730909864,0.05433226041702028,0.058729351503065436,0.0629971046129981,30
loo,M1-core,027,21,ok,0.1259385731013857,7349.392792239465,1.52767779945043,0.020790770865516294,7350.349316768553,1.508170124678145,0.02052255715674175,2072.0585356731167,1.8420055252795464,0.08897646687943343,1511.3832429093407,-1.0532111956729295,-0.06963672376544036,-0.04917283486682527,-3.566971541170416e-05,0.07259213123465676,0.22145840122032384,-0.005817570802497368,-2.559694608593827,-0.0005659417942487963,-5.278756794650471e-05,10.286881650938275,-0.00040518130949901453,7.319659004560231e-05,-15.300997415491075,0.0,0.0,nan,0.155811652454463,0.1475371730957704,0.15896629071907284,0.15967380945801352,0.16540901644412997,30
loo,M1-core,028,21,ok,0.12484997985321902,7348.355033987365,0.4899195473499276,0.006667508721507944,7349.30023040807,0.459083764195384,0.00624702255817629,2070.249423626352,0.03289347851477942,0.0015888907288567754,1509.0027280880872,-3.4337260169263573,-0.22703274624243763,-0.048690134943405766,0.0004470302080077995,-0.9097598663461753,0.2223727456293347,-0.004903226393486504,-2.1573888123088354,-0.0006674068378545857,-0.00015425261155229406,30.059698165951794,-0.00047434063637979794,4.037263164818905e-06,-0.8439485119739236,0.0,0.0,nan,0.08868304697980989,0.08518283141202687,0.0956107451965914,0.09999488707684434,0.10114488361113558,30
loo,M1-core,035,21,ok,0.12814565456830598,7349.248589713371,1.3834752733564528,0.018828261703357198,7350.195761044717,1.3546144008423653,0.0184330341860907,2071.621219205269,1.404689057431824,0.06785227713989479,1509.7760648960725,-2.6603892089410692,-0.17590089168508957,-0.04909760499139017,3.9560160023398294e-05,-0.08050965069208971,0.22698467632993272,-0.00029129569288849355,-0.12816827502523848,-0.0006385208479215604,-0.00012536662161926877,24.430593220022928,-0.00042247490816881684,5.590299137580001e-05,-11.685947747380439,0.0,0.0,nan,0.16073725486730833,0.15545296729144126,0.16761483006402503,0.17145885979659992,0.17585574192485182,30
loo,M1-full,026,25,ok,0.12606139528691407,7348.123636022991,0.25852158297675487,0.0035183223827654187,7349.1476623117405,0.30651566786582407,0.0041709388153777964,2072.149324253611,1.9327941057740645,0.09336192990575923,1510.812331487512,-1.6241226175015981,-0.10738451940201844,-0.04885661731691106,0.0002805478345025078,-0.5709483516967545,0.21815575107788698,-0.009120220944934226,-4.0128399248550775,-0.0006141796922939461,-0.00010102546599165447,19.68715462398664,-0.0004193257309070538,5.905216863756304e-05,-12.344250997752338,0.0,0.0,nan,0.05356965192372057,0.049610638709401654,0.057757381617879563,0.06264877217400083,0.06475924786095107,30
loo,M1-full,027,25,ok,0.12562807133317505,7349.957261455045,2.092147015030605,0.028472855481779604,7350.9465389947045,2.1053923508297885,0.028649310943281107,2071.427265179414,1.21073503157686,0.058483497447989155,1511.341380033323,-1.095074071690533,-0.07240463351159733,-0.049233950291040454,-9.678513962688845e-05,0.19696931910632243,0.2197141446450993,-0.0075618273777219025,-3.3271565447149887,-0.0005639369582287607,-5.078273192646906e-05,9.896192864356086,-0.00044546629929746,3.2911600247156826e-05,-6.879832926748168,0.0,0.0,nan,0.21221371592178,0.1996370671051551,0.21465484038507326,0.21598494498662577,0.2194351011569154,30
loo,M1-full,028,25,ok,0.12476198616804329,7348.8661945398835,1.0010800998688865,0.013624094676174243,7349.850231456093,1.0090848122181342,0.013731210024576062,2069.9588357672465,-0.25769438059069216,-0.012447701814664277,1509.2258371172072,-3.210616987806361,-0.2122811162804356,-0.04886759369389618,0.00026957145751738826,-0.5486101135194066,0.22159652782915346,-0.005679444193667754,-2.4989197683851376,-0.0006563645825102698,-0.0001432103562079782,27.90785866462203,-0.0005001830009499127,-2.1805101405295902e-05,4.558133104822123,0.0,0.0,nan,0.13289769557941325,0.12890805422460686,0.1391822243365175,0.14649981945724136,0.14702220772910551,30
loo,M1-full,035,25,ok,0.127550152162563,7349.6624151005335,1.7973006605188857,0.024460174928726344,7350.643881888749,1.802735244874384,0.024530877847287136,2071.0461367467283,0.8296065988911323,0.04007342163536338,1509.9138707984525,-2.522583306561046,-0.16678937483385298,-0.04922133714534591,-8.417199393234709e-05,0.171300061110517,0.22563372964785924,-0.0016422423749619663,-0.7225763288329774,-0.0006299970539551494,-0.00011684282765285774,22.76953431618574,-0.0004587932930531949,1.9584606491421924e-05,-4.093961387025851,0.0,0.0,nan,0.1984328755685567,0.19040007021065436,0.20323191197637644,0.2099205828317878,0.21251291797734098,30
loo,M1-full,031,25,ok,0.12819400478871112,7349.356633534434,1.4915190944193455,0.020298672759904293,7350.345724171693,1.504577527818583,0.020473670580098264,2071.58672971801,1.3701995701726446,0.06618629260364357,1509.5531405490299,-2.8833135559837046,-0.19064031074878512,-0.04902052974002349,0.0001166354113900786,-0.23736699305031694,0.22156530645298164,-0.005710665569839568,-2.5126569777759653,-0.0006559206321317641,-0.00014276640582947247,27.821344639061955,-0.0004371081076487899,4.1269791895826935e-05,-8.62702728012999,0.0,0.0,nan,0.1773673837546255,0.16941419979396244,0.18284444939536115,0.1909524185724027,0.19399005635064553,30
loo,M1-full,033,25,ok,0.1279365860086586,7349.440760341373,1.575645901358257,0.021443587719946026,7350.435481598791,1.5943349549161212,0.02169505263621373,2072.116406104649,1.8998759568116839,0.09177184749249447,1510.0961669933995,-2.3402871116140886,-0.15473622744692153,-0.04899057990048321,0.0001465852509303575,-0.2983184937076912,0.22086899739504298,-0.006406974627778228,-2.8190285892319897,-0.0006388376347554143,-0.0001256834084531227,24.492326480243083,-0.0004096242343004895,6.875366524412732e-05,-14.372249493460322,0.0,0.0,nan,0.18142827645020246,0.17137525218599875,0.1863435085539743,0.1935637441156183,0.19793876440138547,30
