roi_id,height_mm,u,valid_fraction,formal_column_valid,sigma_pixel_px,sensitivity_px_per_mm,sigma_z_pred_mm,repeatability_valid
h001,1.0,1791,1.0,true,0.005552885385059351,1.061185665743551,0.005232718047664692,true
h001,1.0,1792,1.0,true,0.005744968499712268,1.0938815149899028,0.0052519111265586175,true
h001,1.0,1793,1.0,true,0.007716638477353199,1.1130899081348389,0.006932628191988253,true
h001,1.0,1794,1.0,true,0.009935185642848779,1.165248410448612,0.008526238314303991,true
h001,1.0,1795,1.0,true,0.011780513098556206,1.1715919314091252,0.010055133346972835,true
h001,1.0,1796,1.0,true,0.010670044278109676,1.238749518591817,0.008613560786880584,true
h001,1.0,1797,1.0,true,0.00950603253329711,1.3128584103238836,0.007240714199295842,true
h001,1.0,1798,1.0,true,0.009309840775016547,1.3850713960813437,0.0067215602035794195,true
h001,1.0,1799,1.0,true,0.009640131806241589,1.4388311959232851,0.006699974141202577,true
h001,1.0,1800,1.0,true,0.00993494295743342,1.4481545508006093,0.006860416211750953,true
h001,1.0,1801,1.0,true,0.009136865473527211,1.4128366964395127,0.006467035784498669,true
h001,1.0,1802,1.0,true,0.007515505024986768,1.3599988414812287,0.005526111343448891,true
h001,1.0,1803,1.0,true,0.006192109442121481,1.2993290802168076,0.004765620608666942,true
h001,1.0,1804,1.0,true,0.005623547954505003,1.271047289594435,0.004424342037108125,true
h001,1.0,1805,1.0,true,0.005802496559502165,1.3168755475230682,0.004406260386880272,true
h001,1.0,1806,1.0,true,0.0071231220403379335,1.409879755583347,0.005052290461033462,true
h001,1.0,1807,1.0,true,0.009086660892605928,1.5161229755375416,0.005993353467507642,true
h001,1.0,1808,1.0,true,0.009378109927799147,1.5532631285088883,0.006037682705313431,true
h001,1.0,1809,1.0,true,0.008315153555454338,1.4675683241349589,0.005665939649082852,true
h001,1.0,1810,1.0,true,0.008555527831510156,1.3522746381628394,0.00632676794348036,true
h001,1.0,1811,1.0,true,0.009402092203466564,1.2477197002418734,0.00753542017621742,true
h001,1.0,1812,1.0,true,0.009336275413723637,1.1896856166255247,0.007847682852723267,true
h001,1.0,1813,1.0,true,0.007456276556359665,1.2281404809803007,0.006071191913166214,true
h001,1.0,1814,1.0,true,0.00584742312468563,1.3207497926388214,0.004427351158619257,true
h001,1.0,1815,1.0,true,0.0057753220128766896,1.3307510555500812,0.00433989662363213,true
h001,1.0,1816,1.0,true,0.006097056336706327,1.3454620866600635,0.00453157052670394,true
h001,1.0,1817,1.0,true,0.0065225469702105045,1.3804352596043827,0.004724993022910609,true
h010,10.0,1854,1.0,true,0.01117934293608226,1.245336861383737,0.008976963007150134,true
h010,10.0,1855,1.0,true,0.011566545970127032,1.254256678374793,0.009221833273484675,true
h010,10.0,1856,1.0,true,0.012070041191726132,1.2568840658467593,0.00960314600185068,true
h010,10.0,1857,1.0,true,0.012605107662896593,1.2541852825224964,0.010050435002350215,true
h010,10.0,1858,1.0,true,0.012765562966976628,1.250603346916239,0.010207523431353508,true
h010,10.0,1859,1.0,true,0.011559681035075315,1.2433536168265846,0.0092971789188816,true
h010,10.0,1860,1.0,true,0.01085779543450896,1.2426900316619593,0.008737332044088154,true
h010,10.0,1861,1.0,true,0.011339281184446937,1.245534630293696,0.009103946938651672,true
h010,10.0,1862,1.0,true,0.012669776942972161,1.24767896605847,0.010154677034427474,true
h010,10.0,1863,1.0,true,0.012551669116875998,1.2482441152007255,0.010055460277381408,true
h010,10.0,1864,1.0,true,0.013810503821996072,1.2471857173394028,0.01107333385075781,true
h010,10.0,1865,1.0,true,0.016406368909550113,1.243227343852766,0.013196595932894075,true
h010,10.0,1866,1.0,true,0.01586734315961397,1.237237880335772,0.012824811955569738,true
h010,10.0,1867,1.0,true,0.014154085539032456,1.2294559931026015,0.011512478379412201,true
h010,10.0,1868,0.0,false,NaN,NaN,NaN,false
h010,10.0,1869,1.0,true,0.010136875819277873,1.2283862881929053,0.008252189003338975,true
h010,10.0,1870,1.0,true,0.008887829836451528,1.2451477577527157,0.007137972004617813,true
h010,10.0,1871,1.0,true,0.006644585600913359,1.2338382720581422,0.005385297045316686,true
h010,10.0,1872,1.0,true,0.007411155440535497,1.1931873955482388,0.0062112250499681675,true
h010,10.0,1873,1.0,true,0.008755480167314712,1.1628576899781933,0.00752927915666009,true
h030,30.0,1916,1.0,true,0.02177928081096279,1.2688505600450868,0.017164575164934234,true
h030,30.0,1917,1.0,true,0.020525088415873423,1.2664927311096676,0.01620624257187002,true
h030,30.0,1918,1.0,true,0.01657361257218814,1.2635073343467031,0.013117147895906381,true
h030,30.0,1919,1.0,true,0.014773707169201606,1.2625462118598914,0.011701517956667943,true
h030,30.0,1920,1.0,true,0.015152112996006028,1.2634083481433587,0.011993044860177481,true
h030,30.0,1921,1.0,true,0.01624181057488178,1.2645639985981536,0.01284380275959684,true
h030,30.0,1922,1.0,true,0.0175655299449557,1.2650931046026281,0.013884772497019592,true
h030,30.0,1923,1.0,true,0.018776705333635183,1.2639207136897956,0.014855920256912219,true
h030,30.0,1924,1.0,true,0.016862798934694716,1.2600198014875672,0.013382963438183001,true
h030,30.0,1925,1.0,true,0.016218650373429247,1.2583700198308065,0.012888617908753036,true
h030,30.0,1926,1.0,true,0.015926644632184097,1.2580144868450285,0.012660144059331534,true
h030,30.0,1927,1.0,true,0.015323176166041431,1.257202804392375,0.012188308928762971,true
h030,30.0,1928,1.0,true,0.013843667611318618,1.2549071479704783,0.011031627028109246,true
h030,30.0,1929,1.0,true,0.012697971204599666,1.2509744597843755,0.010150463988520082,true
h030,30.0,1930,1.0,true,0.012283130882734443,1.2475699280808423,0.009845645206942259,true
h030,30.0,1931,1.0,true,0.011495736263450395,1.2463075221946611,0.009223836058701789,true
h030,30.0,1932,1.0,true,0.010833142989682555,1.2469654131746968,0.008687605025148246,true
h030,30.0,1933,1.0,true,0.010581166272749694,1.2487293412646598,0.008473546607012165,true
h030,30.0,1934,1.0,true,0.01065130650857118,1.2514731260803047,0.008511014968361139,true
h030,30.0,1935,1.0,true,0.010999489292742415,1.2550572290914261,0.008764133648873747,true
h030,30.0,1936,1.0,true,0.012318778721446494,1.2581383882676542,0.009791274820259134,true
h030,30.0,1937,1.0,true,0.014691162303018016,1.2587932787372513,0.011670829953711971,true
h030,30.0,1938,1.0,true,0.01643679903742466,1.256648155204122,0.013079873606112739,true
h030,30.0,1939,1.0,true,0.01700199675134101,1.2537074317610821,0.013561375102848607,true
h030,30.0,1940,1.0,true,0.016229230268594932,1.2518790911263902,0.01296389594141438,true
h030,30.0,1941,1.0,true,0.014217856964702569,1.2517744706774883,0.011358161791722391,true
h030,30.0,1942,1.0,true,0.014328436234398133,1.2530725967735103,0.011434641752833704,true
h030,30.0,1943,1.0,true,0.016214780215088608,1.2548884560266629,0.012921292037723622,true
h030,30.0,1944,1.0,true,0.0168682632518255,1.256140875418157,0.013428639718622497,true
h030,30.0,1945,1.0,true,0.01700507444272005,1.2576119152396623,0.013521718613392275,true
h030,30.0,1946,1.0,true,0.017923110996145984,1.2594464561697503,0.01423094321187266,true
