segment_id,segment_role,u_start,u_end,width_px,point_count,rmse_px,mae_px,p95_abs_error_px,max_abs_error_px
S001,boundary,1080,1186,107,107,0.40872738918762375,0.3056916870857379,0.7762467348095469,0.8321248473473588
S002,interior,1300,1406,107,107,0.21112138887248,0.19680109823538702,0.3279678779899086,0.39506099139248363
S003,interior,1520,1626,107,107,0.2531813693148324,0.23717851300404413,0.3706485452821425,0.4051242394100427
S004,interior,1741,1846,106,106,0.2225463005742085,0.1942329632283465,0.39344471527641645,0.5053950619010266
S005,interior,1960,2065,106,106,0.1189617070143617,0.10124747062394483,0.20056857562326513,0.23991592692891572
S006,boundary,2179,2249,71,71,0.5395036438185887,0.49468997606494747,0.7878864449694447,0.963622261637056
