u,v,Xc_mm,Yc_mm,Zc_mm,Xg_mm,Yg_mm,Zg_mm
2115.082215,1316.000000,4.351250,-19.047250,712.571930,4.350141,19.048483,0.122206
2114.280613,1317.000000,4.271999,-18.943591,712.320377,4.259744,18.942768,0.369103
2114.283946,1318.000000,4.272346,-18.846778,712.324907,4.260329,18.845996,0.363801
2114.319824,1319.000000,4.275910,-18.750237,712.339786,4.264592,18.749580,0.348307
2114.248690,1320.000000,4.268895,-18.652800,712.320630,4.256762,18.651989,0.366333
2114.204072,1321.000000,4.264502,-18.555588,712.309907,4.251929,18.554693,0.376054
2114.169239,1322.000000,4.261077,-18.458460,712.302294,4.248202,18.457506,0.382711
2114.135030,1323.000000,4.257713,-18.361339,712.294879,4.244545,18.360328,0.389174
2114.097996,1324.000000,4.254070,-18.264197,712.286564,4.240569,18.263121,0.396523
2114.051689,1325.000000,4.249510,-18.166982,712.275300,4.235545,18.165817,0.406776
2114.049970,1326.000000,4.249358,-18.070130,712.278213,4.235559,18.068992,0.403068
2114.132701,1327.000000,4.257553,-17.973956,712.307980,4.245113,17.973064,0.372911
2114.229377,1328.000000,4.267126,-17.877884,712.342184,4.256244,17.877276,0.338386
2114.228337,1329.000000,4.267041,-17.781028,712.345310,4.256334,17.780448,0.334468
2114.147354,1330.000000,4.259054,-17.683539,712.323010,4.247392,17.682780,0.355590
2114.098974,1331.000000,4.254289,-17.586312,712.311077,4.242133,17.585459,0.366502
2114.109129,1332.000000,4.255310,-17.489546,712.317759,4.243488,17.488750,0.359081
2114.133261,1333.000000,4.257713,-17.392886,712.328886,4.246422,17.392185,0.347283
2114.132585,1334.000000,4.257664,-17.296032,712.332121,4.246554,17.295361,0.343257
2114.082229,1335.000000,4.252704,-17.198795,712.319555,4.241072,17.198025,0.354793
2114.007555,1336.000000,4.245341,-17.101377,712.299255,4.232843,17.100443,0.373946
2113.971190,1337.000000,4.241764,-17.004254,712.291138,4.228942,17.003257,0.381101
2114.025627,1338.000000,4.247162,-16.907820,712.311895,4.235299,16.906996,0.359819
2114.090166,1339.000000,4.253559,-16.811455,712.335864,4.242798,16.810831,0.335373
2114.076420,1340.000000,4.252218,-16.714500,712.334935,4.241452,16.713872,0.335448
2113.979109,1341.000000,4.242617,-16.616925,712.307429,4.230665,16.616075,0.361698
2113.907720,1342.000000,4.235579,-16.519549,712.288167,4.222807,16.518544,0.379828
2113.938027,1343.000000,4.238592,-16.422924,712.301244,4.226438,16.422029,0.366110
2114.006589,1344.000000,4.245386,-16.326574,712.326486,4.234391,16.325889,0.340410
2114.076970,1345.000000,4.252361,-16.230231,712.352308,4.242550,16.229761,0.314140
2114.136183,1346.000000,4.258232,-16.133800,712.374577,4.249447,16.133516,0.291368
2114.162839,1347.000000,4.260884,-16.037130,712.386491,4.252666,16.036946,0.278795
2114.129333,1348.000000,4.257590,-15.940029,712.379267,4.249087,15.939789,0.285070
2114.073338,1349.000000,4.252072,-15.842770,712.364889,4.242967,15.842416,0.298391
2114.043812,1350.000000,4.249172,-15.745701,712.358929,4.239838,15.745302,0.303421
2113.997377,1351.000000,4.244600,-15.648516,712.347590,4.234799,15.648027,0.313750
2113.892703,1352.000000,4.234271,-15.550930,712.317728,4.223179,15.550199,0.342320
2113.787532,1353.000000,4.223895,-15.453348,712.287709,4.211505,15.452375,0.371045
2113.716834,1354.000000,4.216926,-15.356011,712.268653,4.203726,15.354885,0.388973
2113.693042,1355.000000,4.214593,-15.258999,712.264512,4.201245,15.257842,0.392213
2113.716534,1356.000000,4.216932,-15.162308,712.275405,4.204105,15.161244,0.380645
2113.777996,1357.000000,4.223023,-15.065869,712.298371,4.211254,15.064997,0.357187
2113.869844,1358.000000,4.232119,-14.969628,712.331001,4.221836,14.969026,0.324211
2113.976862,1359.000000,4.242714,-14.873479,712.368459,4.234133,14.873186,0.286481
2114.063007,1360.000000,4.251247,-14.777181,712.399279,4.244073,14.777144,0.255287
2114.005139,1361.000000,4.245545,-14.679931,712.384290,4.237741,14.679775,0.269211
2113.876084,1362.000000,4.232807,-14.582222,712.346658,4.223366,14.581760,0.305434
2113.767977,1363.000000,4.222140,-14.484658,712.315691,4.211360,14.483946,0.335093
2113.702743,1364.000000,4.215711,-14.387378,712.298359,4.204197,14.386528,0.351324
2113.667721,1365.000000,4.212267,-14.290296,712.290634,4.200447,14.289386,0.358093
2113.616022,1366.000000,4.207176,-14.193110,712.277605,4.194813,14.192097,0.370086
2113.589871,1367.000000,4.204610,-14.096089,712.272699,4.192065,14.095039,0.374079
2113.492705,1368.000000,4.195027,-13.998625,712.245211,4.181296,13.997353,0.400312
2113.481326,1369.000000,4.193920,-13.901701,712.245000,4.180217,13.900431,0.399681
2113.542688,1370.000000,4.200001,-13.805226,712.267916,4.187353,13.804146,0.376272
2113.546270,1371.000000,4.200373,-13.708390,712.272460,4.187963,13.707351,0.370958
2113.596835,1372.000000,4.205387,-13.611839,712.291942,4.193880,13.610963,0.350931
2113.622296,1373.000000,4.207921,-13.515132,712.303441,4.196962,13.514353,0.338767
2113.649466,1374.000000,4.210624,-13.418431,712.315483,4.200237,13.417754,0.326068
2113.654756,1375.000000,4.211165,-13.321597,712.320565,4.201040,13.320965,0.320223
2113.608254,1376.000000,4.206587,-13.224456,712.309175,4.195993,13.223733,0.330602
2113.528422,1377.000000,4.198716,-13.127122,712.287186,4.187181,13.126223,0.351421
2113.484332,1378.000000,4.194377,-13.030003,712.276562,4.182406,13.029020,0.361045
2113.445145,1379.000000,4.190523,-12.932914,712.267496,4.178186,12.931860,0.369136
2113.468759,1380.000000,4.192874,-12.836188,712.278398,4.181058,12.835227,0.357559
2113.491634,1381.000000,4.195153,-12.739455,712.289064,4.183847,12.738584,0.346215
2113.445123,1382.000000,4.190575,-12.642328,712.277665,4.178799,12.641367,0.356603
2113.476493,1383.000000,4.193692,-12.545639,712.291030,4.182547,12.544791,0.342601
2113.542490,1384.000000,4.200232,-12.449140,712.315407,4.190207,12.448495,0.317754
2113.620932,1385.000000,4.208002,-12.352703,712.343741,4.199273,12.352292,0.289007
2113.614345,1386.000000,4.207369,-12.255792,712.345033,4.198734,12.255396,0.286896
2113.471782,1387.000000,4.193299,-12.158143,712.303080,4.182835,12.157407,0.327378
2113.423010,1388.000000,4.188497,-12.061011,712.290954,4.177531,12.060178,0.338482
2113.421209,1389.000000,4.188337,-11.964133,712.293764,4.177533,11.963326,0.334876
2113.440415,1390.000000,4.190253,-11.867365,712.303253,4.179907,11.866640,0.324691
2113.442032,1391.000000,4.190431,-11.770503,712.307147,4.180295,11.769812,0.320017
2113.425005,1392.000000,4.188766,-11.673542,712.305112,4.178576,11.672838,0.321183
2113.391568,1393.000000,4.185480,-11.576497,712.297856,4.175004,11.575737,0.327490
2113.355522,1394.000000,4.181937,-11.479440,712.289770,4.171138,11.478617,0.334616
2113.317406,1395.000000,4.178189,-11.382375,712.281025,4.167037,11.381484,0.342391
2113.269024,1396.000000,4.173426,-11.285261,712.269014,4.161778,11.284275,0.353382
2113.232708,1397.000000,4.169856,-11.188210,712.260839,4.157881,11.187160,0.360595
2113.216582,1398.000000,4.168281,-11.091262,712.259083,4.156264,11.090201,0.361486
2113.218297,1399.000000,4.168469,-10.994401,712.262998,4.156662,10.993376,0.356791
2113.254898,1400.000000,4.172103,-10.897710,712.278005,4.161000,10.896810,0.341172
2113.353320,1401.000000,4.181846,-10.801312,712.312671,4.172320,10.800700,0.306190
2113.421974,1402.000000,4.188648,-10.704763,712.337871,4.180279,10.704360,0.280531
2113.493153,1403.000000,4.195700,-10.608219,712.363876,4.188524,10.608032,0.254080
2113.502193,1404.000000,4.196611,-10.511376,712.370116,4.189750,10.511243,0.247095
2113.454630,1405.000000,4.191929,-10.414268,712.358351,4.184581,10.414042,0.257844
