omitted_frame,train_frame_count,train_point_count,status,fit_success,optimizer_cost,objective_mse,train_rmse_mm,heldout_rmse_mm,heldout_p95_abs_mm,grid_valid_count,grid_invalid_count,grid_median_abs_delta_lambda_mm,grid_p95_abs_delta_lambda_mm,grid_max_abs_delta_lambda_mm,normalized_delta_l2,normalized_delta_max_abs,theta_theta_axis,delta_theta_axis,normalized_delta_theta_axis,theta_phi_axis,delta_phi_axis,normalized_delta_phi_axis,theta_A_x,delta_A_x,normalized_delta_A_x,theta_A_y,delta_A_y,normalized_delta_A_y,theta_A_z,delta_A_z,normalized_delta_A_z,theta_alpha,delta_alpha,normalized_delta_alpha,train_top_formal_edge_rmse_mm,train_middle_formal_rmse_mm,train_bottom_formal_edge_rmse_mm
011,29,26002,success,True,1.429134855746659,0.00047845157540899196,0.03040514318022942,0.02473118634182112,0.04921312234311434,3120,1021,0.0025916048342050036,0.007121378750326809,0.009218464661330472,0.4584969952592794,0.32554243378345404,1.8526125077370654,0.00015390786405045098,0.008818271043964088,0.009546827798856159,0.00012771498881702752,0.007317529839776183,-133.21865696384464,1.035175537326893,0.1035175537326893,11.656648535342207,-2.938221712441708,-0.29382217124417076,270.64609072067833,3.2554243378345404,0.32554243378345404,1.5514905945185173,0.0001466799258600382,0.0840414069107201,0.07221193450566718,0.03018538294701199,0.023183644082696818
012,29,26002,success,True,1.4403121030454153,0.00048219353968711597,0.0306447139259211,0.014358255861935098,0.025012605281334286,3120,1021,0.001802097356662248,0.004339461970533876,0.007236021925223213,0.44773700013650913,0.42394682594745065,1.8525789711960696,0.0001203713230546466,0.006896768785437034,0.009419217323966443,1.0451392731120057e-07,5.988206935268861e-06,-132.94470525033861,1.3091272508329155,0.13091272508329155,14.445773408244838,-0.1490968395390766,-0.01490968395390766,271.6301346423183,4.239468259474506,0.42394682594745065,1.5514446233321666,0.00010070873950929204,0.057701857339648395,0.07398084287891947,0.030420878411195153,0.02152698561497252
013,29,26002,success,True,1.4502253230908315,0.0004855123277840079,0.030595856706200415,0.01710349394638714,0.03356966200069182,3120,1021,0.0013719962278664081,0.0030767988105480978,0.005042247773303643,2.555670054096897,2.3692037617203767,1.8535435739934516,0.0010849741204366214,0.06216443798193709,0.009434746023346168,1.5633213307036237e-05,0.0008957171427209327,-126.90083790620173,7.3529945949698,0.7352994594969801,14.215347173060605,-0.37952307472330915,-0.037952307472330915,291.08270400004756,23.692037617203766,2.3692037617203767,1.5524089259838372,0.0010650113911798709,0.6102065784796294,0.07332300332329149,0.030371556465131386,0.022760831187049028
014,29,26002,success,True,1.4306038911771024,0.000478943385060965,0.030453506619841537,0.023223021882234934,0.03984286549435971,3120,1021,0.0025257351292993146,0.009440366659822522,0.026263764602504125,6.7409090884909775,6.21549488553882,1.8494125448744743,-0.003046054998540715,-0.1745260955811111,0.009516136549905154,9.702373986602252e-05,0.005559050806898281,-153.52701836818903,-19.273185867017503,-1.9273185867017504,12.316289949229414,-2.2785802985545,-0.22785802985545,205.2357175274556,-62.1549488553882,-6.21549488553882,1.548315623894186,-0.0030282906984713254,-1.7350827616113111,0.0814524821993453,0.030236282127662696,0.02171389777055628
015,29,26002,success,True,1.418868890290965,0.0004750146937699916,0.03028566956804339,0.0282220332868289,0.05531879884074077,3120,1021,0.003639264078286066,0.007476738923116951,0.016429631985488413,0.2967780638806765,0.25949766694040816,1.8522194967372512,-0.00023910313576380737,-0.013699600547609695,0.009534656413245657,0.0001155436032065256,0.0066201608134681626,-134.27394703935178,-0.020114538180251884,-0.0020114538180251882,11.999893578379833,-2.5949766694040814,-0.25949766694040816,267.26565655291154,-0.12500982993225307,-0.012500982993225307,1.5510949597003316,-0.00024895489232568124,-0.14264064619395384,0.07953456013614668,0.030080743726227866,0.021559943431058316
016,29,26002,success,True,1.4462466963070184,0.00048418034693907547,0.030589368511305632,0.017634961450443312,0.03324844725925686,3120,1021,0.0010838764641567294,0.0031982340981187452,0.006870329120943097,0.4779584406095346,0.406523647220763,1.8522561020418882,-0.0002024978311268022,-0.011602271084118636,0.009506247163594515,8.713435355538375e-05,0.004992430709324228,-135.49729925633875,-1.2434667551672192,-0.12434667551672192,12.73763769284904,-1.8572325549348747,-0.18572325549348748,263.32542991063616,-4.06523647220763,-0.406523647220763,1.5511443963969467,-0.000199518195710624,-0.1143155055028392,0.07395336265445693,0.0303568778176615,0.023304461037293184
017,29,26012,success,True,1.435174644212851,0.00048047360033908636,0.03042068869785822,0.02392609065331553,0.04488941626584357,3120,1021,0.0028345636845678074,0.008480642446920683,0.010827095830222788,5.016066693714246,4.6540663234819935,1.8545441086901822,0.002085508817167181,0.11949085336099992,0.009506597978213122,8.748516817399035e-05,0.005012530906361878,-119.80219700871721,14.451635492454315,1.4451635492454316,12.773323306887047,-1.8215469408968676,-0.18215469408968676,313.9313296176637,46.54066323481993,4.6540663234819935,1.5533827479294613,0.0020388333368039913,1.1681654532944339,0.07410754941776385,0.030184691083257036,0.02314669819605189
018,29,26002,success,True,1.4154840754227054,0.00047388151169156526,0.030272022751651792,0.02925622468728862,0.05011898345876754,3120,1021,0.0022476850016996783,0.005527048371737916,0.0065648136570644056,0.6950779659079356,0.639355838041638,1.8521047476947003,-0.0003538521783146287,-0.020274236388938854,0.00940749669452472,-1.1616115514411288e-05,-0.0006655543933122039,-136.22824443830828,-1.9744119371367503,-0.19744119371367502,14.680951481084996,0.08608123330108164,0.008608123330108164,260.9971080024274,-6.39355838041638,-0.639355838041638,1.5510179121356316,-0.0003260024570257425,-0.18678564898470035,0.07334037517804112,0.030043740897485755,0.023003061123849113
025,29,26002,success,True,1.4229959152947602,0.00047639635597414136,0.03029772622083805,0.028860937624611335,0.05520049132814695,3120,1021,0.0023207185761204385,0.007837941437838931,0.014195897840068028,5.485918872001819,5.084672265837696,1.8547462584550047,0.00228765858198976,0.13107318171489585,0.009514915751157177,9.580294111804534e-05,0.005489104191004335,-118.45164098832683,15.8021915128447,1.58021915128447,12.610730209980188,-1.9841400378037264,-0.19841400378037263,318.23738904122075,50.84672265837696,5.084672265837696,1.5536113269178038,0.0022674123251464895,1.2991315664683858,0.07275298360072666,0.030108828071912924,0.02304097249924717
026,29,26002,success,True,1.4390680067067447,0.00048177703605850174,0.030455545543634378,0.02313212254723437,0.047392936261958146,3120,1021,0.003477848808719586,0.008713380881147254,0.013279902675321864,3.7859694634512766,3.4482403114991995,1.854092277660508,0.0016336777874930153,0.09360284230761996,0.009725343204690332,0.00030623039465119996,0.017545709172139337,-123.49373434724393,10.7600981539276,1.07600981539276,8.040016433438447,-6.554853814345467,-0.6554853814345467,301.8730694978358,34.482403114991996,3.4482403114991995,1.5529498792638037,0.001605964671146376,0.9201499770380251,0.07270514261794198,0.03020721170752195,0.023657190097709606
027,29,26002,success,True,0.8231953705936403,0.0002755926918626181,0.02276049084734447,0.11287341988891968,0.17418555025184598,3120,1021,0.007075907151160157,0.01610328136441126,0.018737408654487808,8.039351617851315,7.466261652360567,1.8493528705764977,-0.0031057292965173122,-0.17794518100057619,0.009145682932959871,-0.0002734298770792603,-0.0156663779494225,-157.47233383045898,-23.21850132928745,-2.321850132928745,20.83125919790615,6.236388950122235,0.6236388950122235,192.72804985923813,-74.66261652360566,-7.466261652360567,1.5482837158083498,-0.003060198784307522,-1.7533647481188632,0.0728103875534433,0.022361249452858348,0.02468927273395703
028,29,26002,success,True,1.4112040305387352,0.00047244862087001516,0.0301938546969217,0.031573586173620466,0.05795970927841744,3120,1021,0.004776301586536154,0.014206881028297844,0.017532479674741808,6.301705015733704,5.839129867352807,1.8551002573550472,0.002641657482032267,0.15135582463960498,0.009599145068397725,0.0001800322583585933,0.010315088580156234,-116.11484552872682,18.138986972444712,1.8138986972444713,10.768099594725387,-3.826770653058528,-0.38267706530585277,325.78196505637186,58.39129867352807,5.839129867352807,1.5539068539632135,0.002562939370556183,1.4684560908078506,0.07817942912407828,0.029962459195044984,0.023322179810439173
029,29,26002,success,True,1.4471430178568798,0.0004844804211104385,0.030574437066485716,0.017626267825324407,0.04238873025956918,3120,1021,0.0017456660669596183,0.004974696077755422,0.008920555464328572,0.49360523212235996,0.4235921775250063,1.852543417266546,8.481739353105588e-05,0.004859678678629712,0.009514899675777488,9.578686573835649e-05,0.005488183139594092,-132.91990752011225,1.3339249810592833,0.13339249810592832,12.4939568692499,-2.100913378534015,-0.2100913378534015,271.62658815809385,4.235921775250063,0.4235921775250063,1.5514263364041279,8.24218114705566e-05,0.04722421937085851,0.07587684269503717,0.030346800805691746,0.02245468593430855
030,29,26002,success,True,1.4508230693457536,0.00048571244370463793,0.03061310818135331,0.015406330589755601,0.03340701990067049,3120,1021,0.0013736901577465742,0.0029171080905996396,0.007457136161519884,0.5639826208372859,0.48610868192216117,1.8521579557774586,-0.0003006440955564127,-0.017225637810910275,0.00949642911198416,7.731630194502889e-05,0.004429897789009273,-135.74681549139254,-1.4929829902210088,-0.14929829902210087,12.866720515579287,-1.7281497322046278,-0.17281497322046277,262.5295795636222,-4.861086819221612,-0.48610868192216117,1.5510451450024405,-0.0002987695902167964,-0.17118236566275521,0.07517154437416819,0.03038463456728157,0.02277520001000344
031,29,26002,success,True,1.4511637000869484,0.00048582648144859336,0.03062898018919195,0.014616273711602389,0.03175302499643874,3120,1021,0.0011169925940639777,0.0024235499355256705,0.004995916036250492,1.0202265403775652,0.9417171723612057,1.852843220339892,0.0003846204668769282,0.02203712946639926,0.009480980104804393,6.186729476526098e-05,0.0035447348799412656,-131.31775887942493,2.9360736217466012,0.2936073621746601,13.195107433898187,-1.3997628138857277,-0.13997628138857277,276.80783810645585,9.417171723612057,0.9417171723612057,1.5517252365556355,0.0003813219629782427,0.21848139114297135,0.07363351175060764,0.03039883617478243,0.022833243515107498
032,29,26002,success,True,1.438377943783955,0.0004815460139886023,0.030497580035263462,0.020911624253426884,0.04359014949333203,3120,1021,0.0021409896778361933,0.004517689770892729,0.005305040523126081,1.6250042007074776,1.4953848302743722,1.8531373127732134,0.000678712900198386,0.03888738468245137,0.009514192661474517,9.507985143538539e-05,0.005447674203978465,-129.59742999188992,4.656402509281605,0.4656402509281605,12.563187759983691,-2.0316824878002233,-0.20316824878002232,282.3445146855875,14.953848302743722,1.4953848302743722,1.552008109896218,0.0006641953035606551,0.3805558766643608,0.07317910324009896,0.03026316517319146,0.024094496638156153
033,29,26002,success,True,1.447418219126637,0.0004845725541100224,0.030607416178205945,0.015740838597720495,0.03561493605272679,3120,1021,0.0013956559062812163,0.0029591314920708097,0.005438130372567684,1.4865318137481904,1.3657171252335332,1.8530565425043564,0.000597942631341386,0.034259589166808324,0.009518396934621127,9.928412458199559e-05,0.005688561311199416,-129.9943054645281,4.259527036643419,0.4259527036643419,12.444292986656945,-2.150577261126969,-0.2150577261126969,281.0478376351791,13.657171252335331,1.3657171252335332,1.5519375881687316,0.0005936735760743161,0.34014990317497124,0.07352516539692373,0.030376807581549717,0.02358022179272509
034,29,26002,success,True,1.4533622370296215,0.000486562516581728,0.030632532845001864,0.014971884829452772,0.029675883338380428,3120,1021,0.0016272335067425523,0.005516798470375754,0.009725424507450953,1.0649903147362736,0.9629355856367908,1.8528360404973663,0.00037744062435129955,0.02162575479211219,0.009534582002787138,0.00011546919274800678,0.006615897408243401,-131.2386138115687,3.0152186896028184,0.3015218689602818,11.969937488947034,-2.6249327588368807,-0.2624932758836881,277.0200222392117,9.629355856367908,0.9629355856367908,1.5517207999571068,0.0003768853644494641,0.21593940743204168,0.07385362884769428,0.03040630115221691,0.02228682405174949
035,29,26002,success,True,1.3902617298657238,0.00046543747233536117,0.02993116804196327,0.037714292534847225,0.06949256257437798,3120,1021,0.004581663856372204,0.009763048944938646,0.013086580991966912,4.124124689302479,3.786586794640539,1.8541631632285447,0.001704563355529709,0.09766428618450997,0.009692110190404495,0.000272997380365363,0.015641597713062907,-122.44979390949601,11.804038591675521,1.180403859167552,8.756378530690075,-5.83849171709384,-0.583849171709384,305.2565343292492,37.86586794640539,3.786586794640539,1.5530235605617377,0.0016796459690804344,0.9623662510447005,0.07310091773883634,0.029688163902486825,0.024420868871608586
036,29,26002,success,True,1.4225486143786643,0.00047624660675549523,0.03037672283010207,0.025938713469040885,0.05027435348648345,3120,1021,0.0028116015795749496,0.007789047032582629,0.012582657862708402,0.33267997964738744,0.3268532106222679,1.8524369603818398,-2.163949117517383e-05,-0.0012398515151480504,0.009571692343833808,0.00015257953379467677,0.008742163326508692,-134.03090708209876,0.22292541907276586,0.022292541907276586,11.326338141561235,-3.268532106222679,-0.3268532106222679,267.95144050254834,0.560774119704547,0.0560774119704547,1.5513632988572543,1.938426459702214e-05,0.011106365503742279,0.07349390315513699,0.030137570691117357,0.024479447300082103
