model,direction,parameter,unit,step,v_px,region,valid_count,invalid_count,median_dlambda_dtheta,p05_dlambda_dtheta,p95_dlambda_dtheta,rmse_dlambda_dtheta
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,1984.9838202548638,middle_formal,31,10,84.683061419355,73.92650667270573,97.53192272512477,85.49940451930317
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2009.8836220656954,middle_formal,31,10,91.74578685815503,80.26789439838922,105.44688897198283,92.60882919094381
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2034.783423876527,middle_formal,31,10,98.8111622746146,86.61151037756554,113.36503335144242,99.72109978557941
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2059.6832256873586,middle_formal,31,10,105.87917190605366,92.95733981957709,121.28633859731507,106.8361692374874
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2084.5830274981904,middle_formal,31,10,112.94979959188821,99.30536787692289,129.21078750594006,113.95399781001915
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2109.4828293090222,middle_formal,31,10,120.02302852920364,105.65557907682431,137.1383614809929,121.07455080058871
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2134.3826311198536,middle_formal,31,10,127.09884168202733,112.00795763386394,145.06904190625391,128.19779698990058
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2159.2824329306854,middle_formal,31,10,134.17722116173536,118.36248748977594,153.00280912811104,135.32370747860534
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2184.182234741517,middle_formal,31,10,141.25814892622657,124.71915175353841,160.93964312346998,142.45225502966647
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2209.0820365523487,middle_formal,31,10,148.3416057794784,131.07793346591734,168.87952275510543,149.5834135567713
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2233.98183836318,middle_formal,31,10,155.42757254820572,137.43881474397313,176.82242664136535,156.7171576128166
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2258.881640174012,middle_formal,31,10,162.51602902457307,143.80177799182547,184.76833205909313,163.85346216187142
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2283.7814419848432,middle_formal,31,10,169.60695471652798,150.16680417545558,192.71721597249322,170.99230228225602
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2308.6812437956746,middle_formal,31,10,176.70032806904598,156.53387429779286,200.6690543822742,178.13365309344422
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2333.5810456065064,middle_formal,31,10,183.79612685635036,162.90296860859144,208.62382219775097,185.27748940274176
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2358.480847417338,middle_formal,31,10,190.8943288242426,169.27406690285807,216.58149352390407,192.42378586987965
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2383.3806492281697,middle_formal,31,10,197.99491004164335,175.64714824800373,224.5420418631738,199.572516611765
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2408.2804510390015,middle_formal,31,10,205.09784623072844,182.0221910946884,232.50543937081144,206.72365534169248
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2433.180252849833,middle_formal,31,10,212.20311246565868,188.3991732995582,240.47165733236395,213.87717518653352
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2458.0800546606647,middle_formal,31,10,219.3106828428881,194.77807224177465,248.4406661210414,221.03304862111142
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2482.979856471496,middle_formal,31,10,226.42053071422194,201.15886432279237,256.4124348396035,228.19124749327844
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2507.879658282328,middle_formal,31,10,233.53262840259956,207.5415254665813,264.38693187174067,235.35174290858905
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2532.7794600931593,middle_formal,31,10,240.64694766821046,213.9260307359336,272.36412407205535,242.51450512520194
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2557.679261903991,middle_formal,31,10,247.76345888426474,220.31235462520723,280.34397769260977,249.67950367490127
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2582.5790637148225,middle_formal,31,10,254.8821319123817,226.7004707903197,288.32645712668636,256.84670718022215
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2607.4788655256543,middle_formal,31,10,262.00293568194866,233.09035216811932,296.3115262843985,264.016083412006
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2632.3786673364857,middle_formal,31,10,269.12583767852993,239.48197085701392,304.29914726539664,271.18759916473465
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2657.2784691473175,middle_formal,31,10,276.2508048590462,245.87529808854921,312.289281333733,278.3612202447687
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2682.178270958149,middle_formal,31,10,283.3778029128098,252.27030448604634,320.2818881248959,285.53691157181106
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2707.0780727689807,bottom_formal_edge,31,10,290.506796795853,258.6669595928015,328.27692628245586,292.71463694029916
M_diag_fullfit,single_parameter,phi_axis,rad,1e-05,2731.977874579812,bottom_formal_edge,30,11,296.33571136287173,264.95422481957576,333.3270336656824,298.4266999153857
M_diag_fullfit,single_parameter,A_x,mm,0.01,241.99769349665084,top_formal_edge,31,10,-3.0867675236379455,-3.2673082018305877,-2.9252056646754454,3.0930008346316935
M_diag_fullfit,single_parameter,A_x,mm,0.01,266.8974953074825,top_formal_edge,31,10,-3.087128464505895,-3.267714417353318,-2.9255271391207316,3.0933638316348038
M_diag_fullfit,single_parameter,A_x,mm,0.01,291.7972971183141,top_formal_edge,31,10,-3.0874879266377775,-3.268118966840916,-2.925847297453288,3.09372534144136
M_diag_fullfit,single_parameter,A_x,mm,0.01,316.6970989291457,middle_formal,31,10,-3.087845915649723,-3.268521859504858,-2.9261661415574736,3.0940853694596133
M_diag_fullfit,single_parameter,A_x,mm,0.01,341.5969007399773,middle_formal,31,10,-3.0882024362028915,-3.268923105352428,-2.926483673880398,3.0944439213480965
M_diag_fullfit,single_parameter,A_x,mm,0.01,366.4967025508089,middle_formal,31,10,-3.0885574938338323,-3.2693227137173153,-2.9267998966417963,3.0948010028317547
M_diag_fullfit,single_parameter,A_x,mm,0.01,391.3965043616405,middle_formal,31,10,-3.0889110944201548,-3.2697206943367974,-2.927114812888476,3.0951566198911307
M_diag_fullfit,single_parameter,A_x,mm,0.01,416.29630617247216,middle_formal,31,10,-3.089263243367668,-3.270117056803201,-2.9274284255308203,3.0955107785922564
M_diag_fullfit,single_parameter,A_x,mm,0.01,441.19610798330376,middle_formal,31,10,-3.0896139466960904,-3.270511810947596,-2.9277407377747977,3.0958634851380427
M_diag_fullfit,single_parameter,A_x,mm,0.01,466.09590979413537,middle_formal,31,10,-3.089963210419455,-3.270904966595367,-2.928051753252703,3.0962147458690716
M_diag_fullfit,single_parameter,A_x,mm,0.01,490.995711604967,middle_formal,31,10,-3.090311040432425,-3.271296533273471,-2.928361475545671,3.0965645672217312
M_diag_fullfit,single_parameter,A_x,mm,0.01,515.8955134157986,middle_formal,31,10,-3.0906574432719935,-3.271686520838557,-2.9286699085503187,3.09691295574217
M_diag_fullfit,single_parameter,A_x,mm,0.01,540.7953152266302,middle_formal,31,10,-3.0910024248157697,-3.2720749390136916,-2.9289770564872697,3.097259918045826
M_diag_fullfit,single_parameter,A_x,mm,0.01,565.6951170374618,middle_formal,31,10,-3.091345992032757,-3.272461797345727,-2.9292829235572526,3.097605460867563
M_diag_fullfit,single_parameter,A_x,mm,0.01,590.5949188482934,middle_formal,31,10,-3.0916881509824634,-3.2728471055918362,-2.9295875143617423,3.0979495910687262
M_diag_fullfit,single_parameter,A_x,mm,0.01,615.494720659125,middle_formal,31,10,-3.092028908406519,-3.2732308733045556,-2.9298908333089457,3.0982923154050814
M_diag_fullfit,single_parameter,A_x,mm,0.01,640.3945224699567,middle_formal,31,10,-3.092368270671386,-3.2736131100989496,-2.930192885156657,3.0986336408206934
M_diag_fullfit,single_parameter,A_x,mm,0.01,665.2943242807883,middle_formal,30,11,-3.086390770494063,-3.260543719524378,-2.929924403252926,3.092209625943342
M_diag_fullfit,single_parameter,A_x,mm,0.01,690.1941260916199,middle_formal,30,11,-3.0867259037819395,-3.2609197118236466,-2.9302238073626086,3.092546571236132
M_diag_fullfit,single_parameter,A_x,mm,0.01,715.0939279024516,middle_formal,30,11,-3.0870596668137296,-3.261294210761889,-2.9305219599933707,3.0928821433715727
M_diag_fullfit,single_parameter,A_x,mm,0.01,739.9937297132832,middle_formal,30,11,-3.087392066237271,-3.2616672253692514,-2.930818866276752,3.0932163493226894
M_diag_fullfit,single_parameter,A_x,mm,0.01,764.8935315241148,middle_formal,30,11,-3.087723108782825,-3.2620387645931714,-2.93111453174987,3.093549196009131
M_diag_fullfit,single_parameter,A_x,mm,0.01,789.7933333349464,middle_formal,31,10,-3.0817300762464583,-3.261703336147548,-2.920624757248902,3.0879300811359514
M_diag_fullfit,single_parameter,A_x,mm,0.01,814.693135145778,middle_formal,31,10,-3.0820569884610904,-3.262071785383114,-2.9209155671622966,3.0882589039561457
M_diag_fullfit,single_parameter,A_x,mm,0.01,839.5929369566096,middle_formal,31,10,-3.082382568192088,-3.262438786146049,-2.921205160811269,3.088586392482063
M_diag_fullfit,single_parameter,A_x,mm,0.01,864.4927387674412,middle_formal,31,10,-3.0827068220105502,-3.2628043466019108,-2.921493543792053,3.088912553490452
M_diag_fullfit,single_parameter,A_x,mm,0.01,889.3925405782728,middle_formal,31,10,-3.083029756561473,-3.2631684755386914,-2.921780721686673,3.0892373938294218
M_diag_fullfit,single_parameter,A_x,mm,0.01,914.2923423891045,middle_formal,31,10,-3.0833513783079525,-3.263531181067947,-2.92206670023063,3.0895609202288514
M_diag_fullfit,single_parameter,A_x,mm,0.01,939.1921441999361,middle_formal,31,10,-3.08367169384951,-3.2638924713126016,-2.922351484951946,3.0898831394119157
M_diag_fullfit,single_parameter,A_x,mm,0.01,964.0919460107677,middle_formal,31,10,-3.083990709455975,-3.2642523542023127,-2.922635081577596,3.0902040579341783
M_diag_fullfit,single_parameter,A_x,mm,0.01,988.9917478215993,middle_formal,31,10,-3.0843084317439207,-3.2646108375558924,-2.9229174956327597,3.09052368244248
M_diag_fullfit,single_parameter,A_x,mm,0.01,1013.891549632431,middle_formal,31,10,-3.0846248667614873,-3.264967929277418,-2.923198733046206,3.0908420194151405
M_diag_fullfit,single_parameter,A_x,mm,0.01,1038.7913514432626,middle_formal,31,10,-3.084940021062721,-3.2653236365973726,-2.9234787993914324,3.091159075165031
M_diag_fullfit,single_parameter,A_x,mm,0.01,1063.6911532540942,middle_formal,31,10,-3.0852539004683877,-3.265677966862768,-2.9237577001538284,3.0914748560490537
M_diag_fullfit,single_parameter,A_x,mm,0.01,1088.5909550649258,middle_formal,31,10,-3.0855665111971575,-3.2660309272898758,-2.9240354411882663,3.09178936826287
M_diag_fullfit,single_parameter,A_x,mm,0.01,1113.4907568757574,middle_formal,31,10,-3.085877859177799,-3.266382524785172,-2.924312027897713,3.0921026178976816
M_diag_fullfit,single_parameter,A_x,mm,0.01,1138.390558686589,middle_formal,31,10,-3.0861879500491796,-3.266732766016389,-2.9245874658187176,3.092414610914381
M_diag_fullfit,single_parameter,A_x,mm,0.01,1163.2903604974206,middle_formal,31,10,-3.086496789751436,-3.267081657537574,-2.92486176020077,3.0927253531048158
M_diag_fullfit,single_parameter,A_x,mm,0.01,1188.1901623082522,middle_formal,31,10,-3.086804383752906,-3.2674292056725562,-2.9251349168447405,3.0930348502205436
M_diag_fullfit,single_parameter,A_x,mm,0.01,1213.0899641190838,middle_formal,31,10,-3.087110737430976,-3.267775416537688,-2.925406940727271,3.0933431078189724
M_diag_fullfit,single_parameter,A_x,mm,0.01,1237.9897659299154,middle_formal,31,10,-3.087415856134612,-3.2681202958940503,-2.9256778371916425,3.0936501313081344
M_diag_fullfit,single_parameter,A_x,mm,0.01,1262.889567740747,middle_formal,31,10,-3.0877197452298333,-3.2684638495823037,-2.925947611288393,3.093955925948654
M_diag_fullfit,single_parameter,A_x,mm,0.01,1287.7893695515786,middle_formal,31,10,-3.0880224093095876,-3.268806082832043,-2.9262162681845894,3.0942604968524856
M_diag_fullfit,single_parameter,A_x,mm,0.01,1312.6891713624102,middle_formal,31,10,-3.088323853779684,-3.269147000844441,-2.9264838126522363,3.094563848912613
M_diag_fullfit,single_parameter,A_x,mm,0.01,1337.5889731732418,middle_formal,31,10,-3.0886240829374856,-3.269486608621719,-2.926750249659449,3.094865986990472
M_diag_fullfit,single_parameter,A_x,mm,0.01,1362.4887749840734,middle_formal,31,10,-3.088923101324781,-3.269824910682928,-2.9270155838389655,3.0951669156003687
M_diag_fullfit,single_parameter,A_x,mm,0.01,1387.388576794905,middle_formal,31,10,-3.0892209133696724,-3.2701619115869107,-2.9272798197126804,3.0954666391319634
M_diag_fullfit,single_parameter,A_x,mm,0.01,1412.2883786057366,middle_formal,31,10,-3.0895175233354166,-3.270497615588397,-2.9275429618365933,3.095765161878882
M_diag_fullfit,single_parameter,A_x,mm,0.01,1437.1881804165682,middle_formal,31,10,-3.0898129349964165,-3.2708320262770485,-2.9278050143688006,3.096062487778282
M_diag_fullfit,single_parameter,A_x,mm,0.01,1462.0879822273998,middle_formal,31,10,-3.0901071521213908,-3.271165147532429,-2.9280659816549814,3.096358620736636
M_diag_fullfit,single_parameter,A_x,mm,0.01,1486.9877840382314,middle_formal,30,11,-3.0840906767707565,-3.258062195039315,-2.9277570201477943,3.089896616302147
M_diag_fullfit,single_parameter,A_x,mm,0.01,1511.887585849063,middle_formal,30,11,-3.084381203035491,-3.258389807810431,-2.928015715423271,3.090188920126254
M_diag_fullfit,single_parameter,A_x,mm,0.01,1536.7873876598946,middle_formal,30,11,-3.0846705489182114,-3.2587161467887427,-2.928273337394671,3.0904800449877214
M_diag_fullfit,single_parameter,A_x,mm,0.01,1561.6871894707263,middle_formal,30,11,-3.0849587174628823,-3.2590412143213143,-2.928529889722995,3.0907699939242415
M_diag_fullfit,single_parameter,A_x,mm,0.01,1586.586991281558,middle_formal,30,11,-3.0852457116338883,-3.2593650126338503,-2.9287853757793414,3.0910587697055725
M_diag_fullfit,single_parameter,A_x,mm,0.01,1611.4867930923897,middle_formal,31,10,-3.0792155066080795,-3.2589829104466617,-2.9182649825514773,3.0854016475243093
M_diag_fullfit,single_parameter,A_x,mm,0.01,1636.3865949032213,middle_formal,31,10,-3.079498866054564,-3.2593040243597216,-2.918516246592162,3.085686901549367
M_diag_fullfit,single_parameter,A_x,mm,0.01,1661.286396714053,middle_formal,31,10,-3.079781061990161,-3.259623874444628,-2.9187664621133536,3.0859709936754887
M_diag_fullfit,single_parameter,A_x,mm,0.01,1686.1861985248845,middle_formal,31,10,-3.08006209666587,-3.25994246233563,-2.9190156321277527,3.0862539259171338
M_diag_fullfit,single_parameter,A_x,mm,0.01,1711.086000335716,middle_formal,31,10,-3.08034197194047,-3.2602597884789475,-2.919263759301316,3.0865356999726443
M_diag_fullfit,single_parameter,A_x,mm,0.01,1735.9858021465477,middle_formal,31,10,-3.0806206892236787,-3.260575853559544,-2.9195108460442043,3.0868163174393453
M_diag_fullfit,single_parameter,A_x,mm,0.01,1760.8856039573793,middle_formal,31,10,-3.080898249999109,-3.2608906578730057,-2.9197568945960484,3.0870957795948653
M_diag_fullfit,single_parameter,A_x,mm,0.01,1785.785405768211,middle_formal,31,10,-3.081174655267205,-3.2612042014733333,-2.920001907196479,3.0873740875665647
M_diag_fullfit,single_parameter,A_x,mm,0.01,1810.6852075790425,middle_formal,31,10,-3.0814499062728373,-3.2615164839995714,-2.920245885741224,3.0876512422244113
M_diag_fullfit,single_parameter,A_x,mm,0.01,1835.5850093898741,middle_formal,31,10,-3.081724003476438,-3.261827504792336,-2.9204888319782185,3.0879272441757886
M_diag_fullfit,single_parameter,A_x,mm,0.01,1860.4848112007057,middle_formal,31,10,-3.0819969475601283,-3.2621372633343526,-2.9207307477491895,3.088202093870496
M_diag_fullfit,single_parameter,A_x,mm,0.01,1885.3846130115373,middle_formal,31,10,-3.0822687387683345,-3.262445757965793,-2.9209716343586933,3.088475791564248
M_diag_fullfit,single_parameter,A_x,mm,0.01,1910.284414822369,middle_formal,31,10,-3.0825393772602183,-3.2627529876123162,-2.9212114930459165,3.088748337175774
M_diag_fullfit,single_parameter,A_x,mm,0.01,1935.1842166332005,middle_formal,31,10,-3.0828088630357797,-3.2630589502588236,-2.9214503252433133,3.0890197305428964
M_diag_fullfit,single_parameter,A_x,mm,0.01,1960.0840184440322,middle_formal,31,10,-3.083077195697115,-3.2633636440465352,-2.921688131337419,3.089289971148835
M_diag_fullfit,single_parameter,A_x,mm,0.01,1984.9838202548638,middle_formal,31,10,-3.0833443742608324,-3.2636670666050804,-2.9219249127493185,3.0895590583505226
M_diag_fullfit,single_parameter,A_x,mm,0.01,2009.8836220656954,middle_formal,31,10,-3.0836103985791397,-3.2639692153310307,-2.9221606698939695,3.0898269912741867
M_diag_fullfit,single_parameter,A_x,mm,0.01,2034.783423876527,middle_formal,31,10,-3.083875267532221,-3.2642700874077946,-2.9223954030470622,3.0900937688169803
M_diag_fullfit,single_parameter,A_x,mm,0.01,2059.6832256873586,middle_formal,31,10,-3.08413898010258,-3.264569679410556,-2.9226291129816673,3.090359389714889
M_diag_fullfit,single_parameter,A_x,mm,0.01,2084.5830274981904,middle_formal,31,10,-3.0844015346758624,-3.264867988207243,-2.922861799572729,3.0906238524352228
M_diag_fullfit,single_parameter,A_x,mm,0.01,2109.4828293090222,middle_formal,31,10,-3.084662930086779,-3.265165009707971,-2.923093463090254,3.0908871552673847
M_diag_fullfit,single_parameter,A_x,mm,0.01,2134.3826311198536,middle_formal,31,10,-3.0849231642264385,-3.265460740036019,-2.923324103304026,3.0911492962726905
M_diag_fullfit,single_parameter,A_x,mm,0.01,2159.2824329306854,middle_formal,31,10,-3.085182235281536,-3.2657551750332914,-2.923553720114569,3.0914102734073032
M_diag_fullfit,single_parameter,A_x,mm,0.01,2184.182234741517,middle_formal,31,10,-3.0854401414728727,-3.2660483100613646,-2.923782312987555,3.091670084358291
M_diag_fullfit,single_parameter,A_x,mm,0.01,2209.0820365523487,middle_formal,31,10,-3.085696880151545,-3.266340140402235,-2.9240098818632987,3.091928726631768
M_diag_fullfit,single_parameter,A_x,mm,0.01,2233.98183836318,middle_formal,31,10,-3.085952449259821,-3.266630660598935,-2.9242364257896725,3.092186197550736
M_diag_fullfit,single_parameter,A_x,mm,0.01,2258.881640174012,middle_formal,31,10,-3.0862068457793157,-3.266919865637874,-2.924461944263612,3.092442494294102
M_diag_fullfit,single_parameter,A_x,mm,0.01,2283.7814419848432,middle_formal,31,10,-3.0864600672941833,-3.267207749752288,-2.9246864364125713,3.0926976138307603
M_diag_fullfit,single_parameter,A_x,mm,0.01,2308.6812437956746,middle_formal,31,10,-3.086712110660983,-3.267494307183938,-2.924909901457795,3.092951552986081
M_diag_fullfit,single_parameter,A_x,mm,0.01,2333.5810456065064,middle_formal,31,10,-3.0869629728044856,-3.267779531702786,-2.9251323384073658,3.093204308403366
M_diag_fullfit,single_parameter,A_x,mm,0.01,2358.480847417338,middle_formal,31,10,-3.0872126505983033,-3.2680634171072143,-2.9253537462125223,3.0934558765954354
M_diag_fullfit,single_parameter,A_x,mm,0.01,2383.3806492281697,middle_formal,31,10,-3.0874611406716213,-3.2683459566641204,-2.925574123514707,3.093706253885311
M_diag_fullfit,single_parameter,A_x,mm,0.01,2408.2804510390015,middle_formal,31,10,-3.087708439295511,-3.2686271434243963,-2.9257934694953747,3.0939554364767505
M_diag_fullfit,single_parameter,A_x,mm,0.01,2433.180252849833,middle_formal,31,10,-3.0879545430650523,-3.268906970620833,-2.9260117825657517,3.0942034204612097
M_diag_fullfit,single_parameter,A_x,mm,0.01,2458.0800546606647,middle_formal,31,10,-3.0881994480182584,-3.269185430735888,-2.9262290616514974,3.094450201708588
M_diag_fullfit,single_parameter,A_x,mm,0.01,2482.979856471496,middle_formal,31,10,-3.0884431505114662,-3.2694625163287583,-2.9264453052462613,3.0946957760704876
M_diag_fullfit,single_parameter,A_x,mm,0.01,2507.879658282328,middle_formal,31,10,-3.088685646139311,-3.2697382196658964,-2.9266605118891675,3.0949401391745472
M_diag_fullfit,single_parameter,A_x,mm,0.01,2532.7794600931593,middle_formal,31,10,-3.088926931320657,-3.270012532712485,-2.926874680383662,3.095183286609352
M_diag_fullfit,single_parameter,A_x,mm,0.01,2557.679261903991,middle_formal,31,10,-3.0891670015648742,-3.2702854475047616,-2.9270878091466557,3.0954252138711458
M_diag_fullfit,single_parameter,A_x,mm,0.01,2582.5790637148225,middle_formal,31,10,-3.0894058526712342,-3.2705569554309477,-2.9272998967627473,3.0956659162631084
M_diag_fullfit,single_parameter,A_x,mm,0.01,2607.4788655256543,middle_formal,31,10,-3.0896434800638417,-3.270827048220326,-2.9275109417767453,3.0959053891081965
M_diag_fullfit,single_parameter,A_x,mm,0.01,2632.3786673364857,middle_formal,31,10,-3.089879879490809,-3.2710957169939547,-2.927720942625456,3.096143627554421
M_diag_fullfit,single_parameter,A_x,mm,0.01,2657.2784691473175,middle_formal,31,10,-3.0901150465069804,-3.271362952830259,-2.9279298981208512,3.0963806267461544
M_diag_fullfit,single_parameter,A_x,mm,0.01,2682.178270958149,middle_formal,31,10,-3.0903489764398273,-3.271628746853139,-2.9281378066173147,3.0966163816976437
M_diag_fullfit,single_parameter,A_x,mm,0.01,2707.0780727689807,bottom_formal_edge,31,10,-3.090581664457659,-3.271893089421951,-2.9283446667562885,3.0968508873729412
M_diag_fullfit,single_parameter,A_x,mm,0.01,2731.977874579812,bottom_formal_edge,30,11,-3.084495697623879,-3.258701772606969,-2.9279810279982144,3.0903179946826236
M_diag_fullfit,single_parameter,A_y,mm,0.01,241.99769349665084,top_formal_edge,31,10,-0.047836632160169756,-0.04988741751787984,-0.04604497497382454,0.047910305369451324
M_diag_fullfit,single_parameter,A_y,mm,0.01,266.8974953074825,top_formal_edge,31,10,-0.04754433916218659,-0.0495863523525486,-0.04576030476357573,0.047617719585504883
M_diag_fullfit,single_parameter,A_y,mm,0.01,291.7972971183141,top_formal_edge,31,10,-0.04725067363438029,-0.04928395889294279,-0.045474207220763674,0.047323760476120226
M_diag_fullfit,single_parameter,A_y,mm,0.01,316.6970989291457,middle_formal,31,10,-0.046955650799418436,-0.048980252461205964,-0.045186697332155745,0.04702844320993643
M_diag_fullfit,single_parameter,A_y,mm,0.01,341.5969007399773,middle_formal,31,10,-0.04665928629492555,-0.04867524915539434,-0.044897790709796936,0.04673178350373182
M_diag_fullfit,single_parameter,A_y,mm,0.01,366.4967025508089,middle_formal,31,10,-0.046361596179167464,-0.04836896466997587,-0.04460750293731053,0.046433797321833316
M_diag_fullfit,single_parameter,A_y,mm,0.01,391.3965043616405,middle_formal,31,10,-0.046062596851470516,-0.04806141596702673,-0.044315850394127665,0.04613450101538934
M_diag_fullfit,single_parameter,A_y,mm,0.01,416.29630617247216,middle_formal,31,10,-0.04576230497832512,-0.04775261962208788,-0.04402284966147363,0.045833911385870583
M_diag_fullfit,single_parameter,A_y,mm,0.01,441.19610798330376,middle_formal,31,10,-0.04546073755591351,-0.04744259297240205,-0.043728517843533155,0.04553204552503131
M_diag_fullfit,single_parameter,A_y,mm,0.01,466.09590979413537,middle_formal,31,10,-0.04515791197263752,-0.047131353213103466,-0.0434328723258659,0.04522892083568967
M_diag_fullfit,single_parameter,A_y,mm,0.01,490.995711604967,middle_formal,31,10,-0.04485384625922961,-0.04681891844597885,-0.0431359310539392,0.04492455521285926
M_diag_fullfit,single_parameter,A_y,mm,0.01,515.8955134157986,middle_formal,31,10,-0.04454855849189698,-0.046505306522703904,-0.04283771217217236,0.044618966779733565
M_diag_fullfit,single_parameter,A_y,mm,0.01,540.7953152266302,middle_formal,31,10,-0.04424206713338208,-0.04619053579233423,-0.04253823456963346,0.044312174108444624
M_diag_fullfit,single_parameter,A_y,mm,0.01,565.6951170374618,middle_formal,31,10,-0.04393439127170495,-0.04587462517804397,-0.04223751720076052,0.04400419611938741
M_diag_fullfit,single_parameter,A_y,mm,0.01,590.5949188482934,middle_formal,31,10,-0.04362554988119882,-0.04555759365132417,-0.041935579469054574,0.04369505197565213
M_diag_fullfit,single_parameter,A_y,mm,0.01,615.494720659125,middle_formal,31,10,-0.043315562675161345,-0.0452394605133577,-0.0416324411929736,0.043384761298953516
M_diag_fullfit,single_parameter,A_y,mm,0.01,640.3945224699567,middle_formal,31,10,-0.0430044493555215,-0.04492024530975414,-0.0413281227281459,0.04307334401002947
M_diag_fullfit,single_parameter,A_y,mm,0.01,665.2943242807883,middle_formal,30,11,-0.0426265295942585,-0.04445715277398676,-0.041016859137243955,0.04269018792025804
M_diag_fullfit,single_parameter,A_y,mm,0.01,690.1941260916199,middle_formal,30,11,-0.04231349454641986,-0.04413644509384085,-0.040710264933920826,0.04237686995763997
M_diag_fullfit,single_parameter,A_y,mm,0.01,715.0939279024516,middle_formal,30,11,-0.04199939346278825,-0.04381471326155406,-0.040402553485989756,0.04206248537898208
M_diag_fullfit,single_parameter,A_y,mm,0.01,739.9937297132832,middle_formal,30,11,-0.04168424758290712,-0.043491978221652516,-0.040093746126785845,0.04174705551020947
M_diag_fullfit,single_parameter,A_y,mm,0.01,764.8935315241148,middle_formal,30,11,-0.04136807832253453,-0.04316826098488491,-0.03978386520003596,0.04143060181379243
M_diag_fullfit,single_parameter,A_y,mm,0.01,789.7933333349464,middle_formal,31,10,-0.040986535827869375,-0.04283626451524469,-0.039365652551737185,0.04105276539767894
M_diag_fullfit,single_parameter,A_y,mm,0.01,814.693135145778,middle_formal,31,10,-0.04066864639753476,-0.04251067860252533,-0.03905409707556373,0.04073457228400219
M_diag_fullfit,single_parameter,A_y,mm,0.01,839.5929369566096,middle_formal,31,10,-0.040349798490524336,-0.042184175174497796,-0.038741532648600696,0.04041542030110797
M_diag_fullfit,single_parameter,A_y,mm,0.01,864.4927387674412,middle_formal,31,10,-0.0400300149181021,-0.04185677657631004,-0.03842798262496672,0.040095332274624175
M_diag_fullfit,single_parameter,A_y,mm,0.01,889.3925405782728,middle_formal,31,10,-0.039709318684799655,-0.04152850504226535,-0.03811347120006303,0.039774331350208206
M_diag_fullfit,single_parameter,A_y,mm,0.01,914.2923423891045,middle_formal,31,10,-0.03938773339200452,-0.04119938350584107,-0.03779802240160279,0.03945244098874194
M_diag_fullfit,single_parameter,A_y,mm,0.01,939.1921441999361,middle_formal,31,10,-0.039065282521733025,-0.04086943461629744,-0.037481660820049,0.03912968481622861
M_diag_fullfit,single_parameter,A_y,mm,0.01,964.0919460107677,middle_formal,31,10,-0.03874199000506451,-0.04053868177891218,-0.03716441146082161,0.038806086886092266
M_diag_fullfit,single_parameter,A_y,mm,0.01,988.9917478215993,middle_formal,31,10,-0.03841788006297975,-0.04020714802948078,-0.03684629933218275,0.03848167137992356
M_diag_fullfit,single_parameter,A_y,mm,0.01,1013.891549632431,middle_formal,31,10,-0.03809297716657056,-0.039874857355926,-0.03652735013019992,0.03815646283244219
M_diag_fullfit,single_parameter,A_y,mm,0.01,1038.7913514432626,middle_formal,31,10,-0.037767306150726654,-0.039541833291423245,-0.03620758955378278,0.03783048602256752
M_diag_fullfit,single_parameter,A_y,mm,0.01,1063.6911532540942,middle_formal,31,10,-0.03744089183896904,-0.03920810013084974,-0.03588704362300632,0.03750376597120731
M_diag_fullfit,single_parameter,A_y,mm,0.01,1088.5909550649258,middle_formal,31,10,-0.03711375944703832,-0.03887368189339213,-0.03556573868195301,0.037176327909349174
M_diag_fullfit,single_parameter,A_y,mm,0.01,1113.4907568757574,middle_formal,31,10,-0.0367859346511068,-0.038538603038773545,-0.03524370146124056,0.036848197324089005
