model,direction,parameter,unit,step,v_px,region,valid_count,invalid_count,median_dlambda_dtheta,p05_dlambda_dtheta,p95_dlambda_dtheta,rmse_dlambda_dtheta
M0,single_parameter,A_y,mm,0.01,1711.086000335716,middle_formal,31,10,-0.028673703616277635,-0.030460762269512998,-0.027062504847208402,0.02873427434710864
M0,single_parameter,A_y,mm,0.01,1735.9858021465477,middle_formal,31,10,-0.028347205358159044,-0.030132761634149574,-0.02673564395934136,0.02840760590858925
M0,single_parameter,A_y,mm,0.01,1760.8856039573793,middle_formal,31,10,-0.028020991277344365,-0.029805010188965753,-0.026409109483438442,0.028081227616899095
M0,single_parameter,A_y,mm,0.01,1785.785405768211,middle_formal,31,10,-0.02769509866311637,-0.02947754131525926,-0.02608294250308063,0.02775517674923702
M0,single_parameter,A_y,mm,0.01,1810.6852075790425,middle_formal,31,10,-0.02736956462285889,-0.029150388681387085,-0.025757184425856394,0.02742949036863115
M0,single_parameter,A_y,mm,0.01,1835.5850093898741,middle_formal,31,10,-0.027044425536359995,-0.02882358580222899,-0.02543187545143155,0.02710420535759726
M0,single_parameter,A_y,mm,0.01,1860.4848112007057,middle_formal,31,10,-0.02671971806194051,-0.028497165828866855,-0.02510705641327604,0.026779358334284988
M0,single_parameter,A_y,mm,0.01,1885.3846130115373,middle_formal,31,10,-0.02639547812464116,-0.028171161659429345,-0.024782767189890365,0.02645498565197309
M0,single_parameter,A_y,mm,0.01,1910.284414822369,middle_formal,31,10,-0.02607174178024252,-0.027845606018672697,-0.02445904767967022,0.026131123404922428
M0,single_parameter,A_y,mm,0.01,1935.1842166332005,middle_formal,31,10,-0.025748544715042954,-0.027520531497771117,-0.024135937226787973,0.02580780736686815
M0,single_parameter,A_y,mm,0.01,1960.0840184440322,middle_formal,31,10,-0.025425922223121233,-0.027195970557158944,-0.023813474930989287,0.02548507304829843
M0,single_parameter,A_y,mm,0.01,1984.9838202548638,middle_formal,31,10,-0.025103909104018385,-0.026871954929674757,-0.023491699499800234,0.025162955566747053
M0,single_parameter,A_y,mm,0.01,2009.8836220656954,middle_formal,31,10,-0.02478254035054306,-0.026548516260049837,-0.02317064868861962,0.024841489683462652
M0,single_parameter,A_y,mm,0.01,2034.783423876527,middle_formal,31,10,-0.024461849869794605,-0.026225686320913155,-0.022850360903703404,0.024520709973789183
M0,single_parameter,A_y,mm,0.01,2059.6832256873586,middle_formal,31,10,-0.024141871688243555,-0.025903495890133854,-0.022530872905690558,0.024200650369937286
M0,single_parameter,A_y,mm,0.01,2084.5830274981904,middle_formal,31,10,-0.02382263924118888,-0.025581976166222375,-0.022212221705331103,0.023881344613443815
M0,single_parameter,A_y,mm,0.01,2109.4828293090222,middle_formal,31,10,-0.02350418584455838,-0.02526115714260868,-0.021894443548831077,0.023562825967509294
M0,single_parameter,A_y,mm,0.01,2134.3826311198536,middle_formal,31,10,-0.023186544285636046,-0.02494106946357988,-0.021577574295861268,0.023245127268761958
M0,single_parameter,A_y,mm,0.01,2159.2824329306854,middle_formal,31,10,-0.02286974641378947,-0.02462174260529082,-0.021261649081338874,0.022928280939284174
M0,single_parameter,A_y,mm,0.01,2184.182234741517,middle_formal,31,10,-0.022553824351234653,-0.02430320582504919,-0.02094670246037822,0.022612319006749537
M0,single_parameter,A_y,mm,0.01,2209.0820365523487,middle_formal,31,10,-0.02223880928795552,-0.02398548877806661,-0.020632769172834742,0.02229727293650047
M0,single_parameter,A_y,mm,0.01,2233.98183836318,middle_formal,31,10,-0.021924732408251657,-0.023668619587624562,-0.020319882230523945,0.021983173789375556
M0,single_parameter,A_y,mm,0.01,2258.881640174012,middle_formal,31,10,-0.021611624032402688,-0.02335262666406379,-0.020008074770316853,0.02167005214458134
M0,single_parameter,A_y,mm,0.01,2283.7814419848432,middle_formal,31,10,-0.021299513974781803,-0.023037537960135523,-0.01969737914748748,0.021357938054266924
M0,single_parameter,A_y,mm,0.01,2308.6812437956746,middle_formal,31,10,-0.02098843167459563,-0.022723380860156794,-0.0193878270664527,0.02104686111962608
M0,single_parameter,A_y,mm,0.01,2333.5810456065064,middle_formal,31,10,-0.02067840602535398,-0.022410182486964914,-0.019079449856462816,0.02073685048454439
M0,single_parameter,A_y,mm,0.01,2358.480847417338,middle_formal,31,10,-0.020369465840985868,-0.022097969340961754,-0.018772277744005805,0.020427934590918784
M0,single_parameter,A_y,mm,0.01,2383.3806492281697,middle_formal,31,10,-0.020061638178958674,-0.0217867675985417,-0.018466340762302025,0.02012014149089116
M0,single_parameter,A_y,mm,0.01,2408.2804510390015,middle_formal,31,10,-0.01975495127908289,-0.021476603214409806,-0.018161667961180683,0.019813498708350693
M0,single_parameter,A_y,mm,0.01,2433.180252849833,middle_formal,31,10,-0.019449431243856452,-0.021167500986507548,-0.017858288111938236,0.019508033161747707
M0,single_parameter,A_y,mm,0.01,2458.0800546606647,middle_formal,31,10,-0.019145104624840315,-0.020859486232893687,-0.01755622883763408,0.019203771271181516
M0,single_parameter,A_y,mm,0.01,2482.979856471496,middle_formal,31,10,-0.018841997103891117,-0.02055258293864881,-0.01725551730942243,0.01890073888086775
M0,single_parameter,A_y,mm,0.01,2507.879658282328,middle_formal,31,10,-0.018540133743272236,-0.020246815174118638,-0.01695618011865463,0.01859896130204164
M0,single_parameter,A_y,mm,0.01,2532.7794600931593,middle_formal,31,10,-0.018239539184605746,-0.019942206441214694,-0.01665824313761277,0.018298463174365655
M0,single_parameter,A_y,mm,0.01,2557.679261903991,middle_formal,31,10,-0.01794023726802152,-0.019638779338038148,-0.016361731252345635,0.01799926874946664
M0,single_parameter,A_y,mm,0.01,2582.5790637148225,middle_formal,31,10,-0.017642251447114177,-0.01933655658206135,-0.016066669050474047,0.01770140153642762
M0,single_parameter,A_y,mm,0.01,2607.4788655256543,middle_formal,31,10,-0.017345604430829553,-0.01903556007505358,-0.01577308013338552,0.01740488462564849
M0,single_parameter,A_y,mm,0.01,2632.3786673364857,middle_formal,31,10,-0.017050318814426646,-0.01873581115887646,-0.015480987786986589,0.017109740371714668
M0,single_parameter,A_y,mm,0.01,2657.2784691473175,middle_formal,31,10,-0.01675641573797293,-0.01843733096507094,-0.015190413918730883,0.016815990642851997
M0,single_parameter,A_y,mm,0.01,2682.178270958149,middle_formal,31,10,-0.016463916455222716,-0.018140139752631512,-0.014901380120591057,0.016523656725286204
M0,single_parameter,A_y,mm,0.01,2707.0780727689807,bottom_formal_edge,30,11,-0.016113344270252128,-0.01772236348813294,-0.014608308837296136,0.016169111693535246
M0,single_parameter,A_y,mm,0.01,2731.977874579812,bottom_formal_edge,30,11,-0.01582387135101726,-0.017428198687241547,-0.014322429530295722,0.015879821426191702
M0,single_parameter,A_z,mm,0.01,241.99769349665084,top_formal_edge,31,10,0.9557988342294266,0.9055262202423364,1.011941874460831,0.9577334724520836
M0,single_parameter,A_z,mm,0.01,266.8974953074825,top_formal_edge,31,10,0.9560032597278223,0.9057212882510157,1.0121580778616135,0.9579385467777536
M0,single_parameter,A_z,mm,0.01,291.7972971183141,top_formal_edge,31,10,0.9562060568725883,0.9059147723945671,1.012372601664424,0.9581419911900573
M0,single_parameter,A_z,mm,0.01,316.6970989291457,middle_formal,31,10,0.9564072050523009,0.9061066485372749,1.0125854284098068,0.9583437851446928
M0,single_parameter,A_z,mm,0.01,341.5969007399773,middle_formal,31,10,0.9566066837692233,0.906296893418812,1.0127965415364315,0.958543908446558
M0,single_parameter,A_z,mm,0.01,366.4967025508089,middle_formal,31,10,0.9568044732077396,0.9064854828750413,1.0130059242669631,0.9587423409463328
M0,single_parameter,A_z,mm,0.01,391.3965043616405,middle_formal,31,10,0.9570005528814818,0.9066723939639587,1.0132135594574265,0.9589390628217502
M0,single_parameter,A_z,mm,0.01,416.29630617247216,middle_formal,31,10,0.9571949035716898,0.9068576035048181,1.0134194314105116,0.9591340545363671
M0,single_parameter,A_z,mm,0.01,441.19610798330376,middle_formal,31,10,0.957387505582119,0.9070410886835134,1.013623523542151,0.9593272966204596
M0,single_parameter,A_z,mm,0.01,466.09590979413537,middle_formal,31,10,0.9575783397224313,0.9072228272088978,1.0138258201749295,0.9595187701348814
M0,single_parameter,A_z,mm,0.01,490.995711604967,middle_formal,31,10,0.9577673875014625,0.9074027968949849,1.0140263057678567,0.9597084562528416
M0,single_parameter,A_z,mm,0.01,515.8955134157986,middle_formal,31,10,0.9579546301665687,0.9075809756865283,1.0142249646634127,0.9598963363730432
M0,single_parameter,A_z,mm,0.01,540.7953152266302,middle_formal,31,10,0.9581400490560554,0.9077573423098784,1.0144217815422962,0.9600823923159069
M0,single_parameter,A_z,mm,0.01,565.6951170374618,middle_formal,31,10,0.9583236264177231,0.907931875246959,1.0146167420259644,0.960266606122713
M0,single_parameter,A_z,mm,0.01,590.5949188482934,middle_formal,31,10,0.9585053447267455,0.9081045540597188,1.0148098308263798,0.9604489601733925
M0,single_parameter,A_z,mm,0.01,615.494720659125,middle_formal,31,10,0.9586851864412438,0.9082753579889413,1.0150010338833226,0.9606294371253108
M0,single_parameter,A_z,mm,0.01,640.3945224699567,middle_formal,31,10,0.9588631342126064,0.9084442672047999,1.0151903370370974,0.9608080200411441
M0,single_parameter,A_z,mm,0.01,665.2943242807883,middle_formal,30,11,0.9570761759221114,0.9084342532824508,1.0111984144589314,0.9588824823153849
M0,single_parameter,A_z,mm,0.01,690.1941260916199,middle_formal,30,11,0.957249914566205,0.9085992839487744,1.0113829938913454,0.9590568084640246
M0,single_parameter,A_z,mm,0.01,715.0939279024516,middle_formal,30,11,0.9574217101629756,0.9087623619916485,1.011565633035616,0.9592291914175767
M0,single_parameter,A_z,mm,0.01,739.9937297132832,middle_formal,30,11,0.9575915471316421,0.9089234685097836,1.0117463186097098,0.9593996154920864
M0,single_parameter,A_z,mm,0.01,764.8935315241148,middle_formal,30,11,0.9577594100647957,0.909082585506269,1.0119250380503786,0.9595680653433337
M0,single_parameter,A_z,mm,0.01,789.7933333349464,middle_formal,31,10,0.9559604233402297,0.9058873647802557,1.0118825872467596,0.9578851766920096
M0,single_parameter,A_z,mm,0.01,814.693135145778,middle_formal,31,10,0.9561239190475135,0.9060418840618922,1.012057291001156,0.9580492958992783
M0,single_parameter,A_z,mm,0.01,839.5929369566096,middle_formal,31,10,0.9562853961938345,0.9061943601608391,1.012229992045377,0.9582113965155763
M0,single_parameter,A_z,mm,0.01,864.4927387674412,middle_formal,31,10,0.9564448408013959,0.9063447768937749,1.0124006791045304,0.9583714647114572
M0,single_parameter,A_z,mm,0.01,889.3925405782728,middle_formal,31,10,0.9566022395404161,0.9064931181342217,1.0125693409150927,0.9585294870206258
M0,single_parameter,A_z,mm,0.01,914.2923423891045,middle_formal,31,10,0.9567575794562799,0.9066393684548757,1.0127359667507108,0.9586854505423391
M0,single_parameter,A_z,mm,0.01,939.1921441999361,middle_formal,31,10,0.9569108479638544,0.9067835128973911,1.0129005461379847,0.9588393427032483
M0,single_parameter,A_z,mm,0.01,964.0919460107677,middle_formal,31,10,0.957062032750855,0.9069255369752227,1.013063069308373,0.9589911512876362
