u,y_ref_observed_px,y_ref_short_gap_px,y_ref_smooth_px,sigma_ref_px,valid_fraction,valid_frame_count,fwhm_p50_px,source
0,NaN,NaN,NaN,NaN,0.28,14,NaN,outside_reference_surface
1,NaN,NaN,NaN,NaN,0.52,26,NaN,outside_reference_surface
2,NaN,NaN,NaN,NaN,1.0,50,NaN,outside_reference_surface
3,NaN,NaN,NaN,NaN,1.0,50,NaN,outside_reference_surface
4,NaN,NaN,NaN,NaN,1.0,50,NaN,outside_reference_surface
5,NaN,NaN,NaN,NaN,1.0,50,NaN,outside_reference_surface
6,NaN,NaN,NaN,NaN,0.0,0,NaN,outside_reference_surface
7,NaN,NaN,NaN,NaN,0.0,0,NaN,outside_reference_surface
8,NaN,NaN,NaN,NaN,0.0,0,NaN,outside_reference_surface
9,NaN,NaN,NaN,NaN,0.0,0,NaN,outside_reference_surface
10,NaN,NaN,NaN,NaN,0.0,0,NaN,outside_reference_surface
11,NaN,NaN,NaN,NaN,0.0,0,NaN,outside_reference_surface
12,NaN,NaN,NaN,NaN,0.0,0,NaN,outside_reference_surface
13,NaN,NaN,NaN,NaN,1.0,50,NaN,outside_reference_surface
14,NaN,NaN,NaN,NaN,0.74,37,NaN,outside_reference_surface
15,NaN,NaN,NaN,NaN,0.0,0,NaN,outside_reference_surface
16,NaN,NaN,NaN,NaN,1.0,50,NaN,outside_reference_surface
17,NaN,NaN,NaN,NaN,0.06,3,NaN,outside_reference_surface
18,NaN,NaN,NaN,NaN,1.0,50,NaN,outside_reference_surface
19,NaN,NaN,NaN,NaN,0.0,0,NaN,outside_reference_surface
20,NaN,NaN,NaN,NaN,0.0,0,NaN,outside_reference_surface
21,NaN,NaN,NaN,NaN,0.02,1,NaN,outside_reference_surface
22,NaN,NaN,NaN,NaN,0.0,0,NaN,outside_reference_surface
23,NaN,NaN,NaN,NaN,0.0,0,NaN,outside_reference_surface
24,NaN,NaN,NaN,NaN,0.0,0,NaN,outside_reference_surface
25,NaN,NaN,NaN,NaN,0.0,0,NaN,outside_reference_surface
26,NaN,NaN,NaN,NaN,0.1,5,NaN,outside_reference_surface
27,NaN,NaN,NaN,NaN,0.0,0,NaN,outside_reference_surface
