segment_id,segment_role,u_start,u_end,width_px,point_count,rmse_px,mae_px,p95_abs_error_px,max_abs_error_px
S001,boundary,1088,1193,106,106,0.20595727901264102,0.17083143356391042,0.42039549631806494,0.4492657832677196
S002,interior,1307,1412,106,106,0.2634941576946586,0.2542450151157988,0.3695287975234578,0.38061381976262965
S003,interior,1526,1631,106,106,0.31338719517800007,0.3005489772416746,0.4420807849672883,0.5121017269350432
S004,interior,1744,1849,106,106,0.29279871494869,0.26934210611945353,0.4911856234531342,0.606672679027497
S005,interior,1962,2066,105,105,0.10857895206806381,0.08663314935232674,0.21136438730341064,0.2939871320425027
S006,boundary,2179,2252,74,74,1.0532948047751003,1.010763275162027,1.4071122117776098,1.4654663296519175
