u,v,Xc_mm,Yc_mm,Zc_mm,Xg_mm,Yg_mm,Zg_mm
2136.315434,0.000000,6.444620,-147.093917,713.741235,6.446841,147.100432,0.094794
2136.285386,1.000000,6.441626,-146.995494,713.736623,6.443679,147.001974,0.098462
2136.239992,2.000000,6.437095,-146.896061,713.727094,6.438763,146.902466,0.106965
2136.182491,3.000000,6.431351,-146.795832,713.713688,6.432461,146.802131,0.119281
2136.136266,4.000000,6.426737,-146.696349,713.703892,6.427450,146.702571,0.128046
2136.127339,5.000000,6.425859,-146.599324,713.706041,6.426704,146.605567,0.125067
2136.153438,6.000000,6.428489,-146.504602,713.719406,6.429965,146.510957,0.111060
2136.184611,7.000000,6.431628,-146.410210,713.734395,6.433806,146.416691,0.095455
2136.162342,8.000000,6.429413,-146.312303,713.732267,6.431534,146.318771,0.096681
2136.093942,9.000000,6.422578,-146.211370,713.715364,6.423986,146.217702,0.112435
2136.025485,10.000000,6.415737,-146.110437,713.698442,6.416432,146.116634,0.128208
2135.997449,11.000000,6.412946,-146.012158,713.694465,6.413501,146.018326,0.131252
2136.024560,12.000000,6.415677,-145.917493,713.708147,6.416876,145.923776,0.116933
2136.078405,13.000000,6.421086,-145.824575,713.730391,6.423310,145.831043,0.094195
2136.132150,14.000000,6.426485,-145.731644,713.752602,6.429732,145.738297,0.071488
2136.144934,15.000000,6.427781,-145.636029,713.761694,6.431470,145.642759,0.061682
2136.029005,16.000000,6.416186,-145.532002,713.729560,6.418485,145.538473,0.092412
2135.880503,17.000000,6.401329,-145.425858,713.686997,6.401776,145.431984,0.133398
2135.805554,18.000000,6.393840,-145.324525,713.667991,6.393481,145.330499,0.151221
2132.924099,179.000000,6.108005,-129.613172,713.535566,6.107761,129.618588,0.142249
2132.876484,180.000000,6.103260,-129.513886,713.525151,6.102591,129.519220,0.151629
2132.877765,181.000000,6.103403,-129.417441,713.530377,6.103003,129.422822,0.145626
2132.938219,182.000000,6.109461,-129.324427,713.554533,6.110171,129.330009,0.121007
2133.032648,183.000000,6.118916,-129.233377,713.589559,6.121218,129.239248,0.085695
2133.082083,184.000000,6.123874,-129.139711,713.610190,6.127129,129.145755,0.064542
2133.048329,185.000000,6.120514,-129.041225,713.604203,6.123540,129.047222,0.069567
2133.010490,186.000000,6.116746,-128.942504,713.596907,6.119485,128.948445,0.075880
2133.007422,187.000000,6.116454,-128.845794,713.600736,6.119401,128.851770,0.071251
2133.011833,188.000000,6.116910,-128.749516,713.606957,6.120170,128.755546,0.064270
2132.997814,189.000000,6.115523,-128.652172,713.607279,6.118835,128.658208,0.063090
2132.962205,190.000000,6.111978,-128.553584,713.600693,6.115034,128.559569,0.068705
2132.924325,191.000000,6.108206,-128.454866,713.593379,6.110975,128.460795,0.075035
2132.910398,192.000000,6.106828,-128.357530,713.593728,6.109650,128.363465,0.073829
2132.909117,193.000000,6.106715,-128.260921,713.598122,6.109769,128.266895,0.068644
2132.895595,194.000000,6.105378,-128.163608,713.598598,6.108490,128.169589,0.067313
2132.863347,195.000000,6.102169,-128.065219,713.593082,6.105074,128.071158,0.071875
2132.827066,196.000000,6.098557,-127.966600,713.586274,6.101197,127.972487,0.077708
2132.805352,197.000000,6.096401,-127.868818,713.584127,6.098983,127.874691,0.078957
2132.795712,198.000000,6.095453,-127.771730,713.585841,6.098147,127.777619,0.076409
2132.795448,199.000000,6.095441,-127.675177,713.590553,6.098382,127.681109,0.070911
2132.810603,200.000000,6.096971,-127.579507,713.600198,6.100377,127.585520,0.060562
2132.814358,201.000000,6.097361,-127.483181,713.606195,6.101071,127.489247,0.053802
2132.773432,202.000000,6.093285,-127.384301,713.597894,6.096663,127.390303,0.061103
2132.725726,203.000000,6.088531,-127.285037,713.587424,6.091482,127.290956,0.070538
2132.709184,204.000000,6.086892,-127.187553,713.586923,6.089858,127.193471,0.070167
2132.724283,205.000000,6.088416,-127.091873,713.596545,6.091846,127.097874,0.059842
2132.751841,206.000000,6.091186,-126.996901,713.610152,6.095257,127.003016,0.045597
2132.759328,207.000000,6.091949,-126.900783,713.617336,6.096376,126.906959,0.037668
2132.724816,208.000000,6.088514,-126.802273,713.611081,6.092701,126.808402,0.042957
2132.654221,209.000000,6.081472,-126.701716,713.593281,6.084906,126.707702,0.059601
2132.584415,210.000000,6.074510,-126.601208,713.575734,6.077202,126.607054,0.075997
2132.555321,211.000000,6.071617,-126.503015,713.571210,6.074145,126.508827,0.079584
2132.589597,212.000000,6.075057,-126.408416,713.586958,6.078322,126.414361,0.063232
2132.657817,213.000000,6.081891,-126.315737,713.613566,6.086374,126.321902,0.036200
2132.697234,214.000000,6.085846,-126.221419,713.630959,6.091138,126.227730,0.018232
2132.686234,215.000000,6.084761,-126.124246,713.632219,6.090147,126.130570,0.016129
2132.654071,216.000000,6.081561,-126.025875,713.626707,6.086739,126.032158,0.020688
2132.643437,217.000000,6.080513,-125.928722,713.628083,6.085789,125.935019,0.018473
2132.620391,218.000000,6.078224,-125.830869,713.625486,6.083422,125.837148,0.020164
2132.558534,219.000000,6.072056,-125.730827,713.610470,6.076625,125.736987,0.034070
2132.476058,220.000000,6.063827,-125.629628,713.588858,6.067474,125.635614,0.054464
2132.461711,221.000000,6.062408,-125.532271,713.589041,6.066100,125.538262,0.053421
2132.385466,222.000000,6.054803,-125.431432,713.569422,6.057661,125.437266,0.071855
2132.328496,223.000000,6.049124,-125.331682,713.555968,6.051422,125.337409,0.084225
2132.306231,224.000000,6.046914,-125.233885,713.553615,6.049144,125.239596,0.085677
2132.326854,225.000000,6.048990,-125.138496,713.564981,6.051762,125.144303,0.073637
2132.383714,226.000000,6.054687,-125.045136,713.587937,6.058515,125.051135,0.050195
2132.417881,227.000000,6.058116,-124.950499,713.603635,6.062679,124.956629,0.033894
2132.388552,228.000000,6.055200,-124.852302,713.599017,6.059595,124.858397,0.037573
2132.347788,229.000000,6.051141,-124.753466,713.590740,6.055205,124.759497,0.044852
2132.310788,230.000000,6.047458,-124.654844,713.583667,6.051245,124.660820,0.050947
2132.294896,231.000000,6.045884,-124.557402,713.583345,6.049695,124.563379,0.050401
2132.277870,232.000000,6.044197,-124.459898,713.582659,6.048015,124.465872,0.050213
2132.234203,233.000000,6.039848,-124.360907,713.573450,6.043294,124.366810,0.058409
2132.193244,234.000000,6.035770,-124.262071,713.565106,6.038882,124.267908,0.065753
2132.177333,235.000000,6.034195,-124.164632,713.564774,6.037330,124.170470,0.065218
2132.171669,236.000000,6.033644,-124.067763,713.567719,6.036946,124.073628,0.061460
2132.167403,237.000000,6.033232,-123.970971,713.571109,6.036722,123.976867,0.057263
2132.170716,238.000000,6.033578,-123.874599,713.576923,6.037363,123.880547,0.050683
2132.166181,239.000000,6.033139,-123.777791,713.580225,6.037109,123.783768,0.046572
2132.126859,240.000000,6.029225,-123.679052,713.572399,6.032884,123.684969,0.053408
2132.063794,241.000000,6.022938,-123.578999,713.556976,6.025949,123.584793,0.067715
2132.019150,242.000000,6.018492,-123.479971,713.547446,6.021117,123.485690,0.076227
2132.028033,243.000000,6.019394,-123.383908,713.555036,6.022393,123.389692,0.067900
2132.069874,244.000000,6.023589,-123.289665,713.573167,6.027431,123.295601,0.049205
2132.092238,245.000000,6.025839,-123.194341,713.585067,6.030246,123.200378,0.036638
2132.058134,246.000000,6.022446,-123.095897,713.578903,6.026616,123.101886,0.041839
2131.992944,247.000000,6.015947,-122.995739,713.562795,6.019439,123.001600,0.056821
2131.953967,248.000000,6.012067,-122.897031,713.555071,6.015254,122.902833,0.063556
2131.950783,249.000000,6.011763,-122.800297,713.558794,6.015153,122.806132,0.059032
2131.951983,250.000000,6.011898,-122.703803,713.563919,6.015552,122.709683,0.053130
2131.955960,251.000000,6.012310,-122.607460,713.569931,6.016268,122.613393,0.046355
2131.978086,252.000000,6.014535,-122.512113,713.581746,6.019055,122.518146,0.033871
2132.027081,253.000000,6.019446,-122.418239,713.602157,6.024909,122.424441,0.012934
2132.059103,254.000000,6.022660,-122.323427,713.617138,6.028826,122.329756,-0.002662
2132.041379,255.000000,6.020904,-122.225885,713.616204,6.027065,122.232209,-0.002605
2132.000401,256.000000,6.016824,-122.127070,713.607829,6.022650,122.133329,0.004770
2131.949794,257.000000,6.011782,-122.027730,713.596374,6.017137,122.033898,0.015175
2131.896890,258.000000,6.006511,-121.928268,713.584183,6.011362,121.934340,0.026304
2131.857468,259.000000,6.002587,-121.829546,713.576305,6.007125,121.835557,0.033192
2131.831612,260.000000,6.000018,-121.731567,713.572764,6.004436,121.737552,0.035812
2131.797242,261.000000,5.996599,-121.633125,713.566499,6.000776,121.639062,0.041113
2131.756042,262.000000,5.992498,-121.534312,713.558049,5.996337,121.540183,0.048563
2131.739464,263.000000,5.990856,-121.436842,713.557473,5.994707,121.442712,0.048268
2131.751681,264.000000,5.992091,-121.340940,713.566106,5.996362,121.346884,0.038915
2131.758308,265.000000,5.992768,-121.244732,713.572949,5.997380,121.250735,0.031322
2131.739042,266.000000,5.990858,-121.147115,713.571510,5.995443,121.153109,0.031876
2131.678628,267.000000,5.984837,-121.047265,713.556909,5.988811,121.053143,0.045376
2131.592028,268.000000,5.976201,-120.945999,713.533932,5.979192,120.951693,0.067114
2131.519779,269.000000,5.968999,-120.845518,713.515546,5.971211,120.851064,0.084337
2131.558760,270.000000,5.972907,-120.751064,713.532731,5.975919,120.756754,0.066574
2131.562657,271.000000,5.973311,-120.654708,713.538694,5.976625,120.660450,0.059846
2131.517343,272.000000,5.968799,-120.555690,713.528918,5.971716,120.561355,0.068600
2131.558282,273.000000,5.972903,-120.461333,713.546726,5.976648,120.467148,0.050223
2131.598762,274.000000,5.976961,-120.366948,713.564387,5.981527,120.372910,0.031990
2131.627612,275.000000,5.979858,-120.271930,713.578328,5.985080,120.278010,0.017417
2131.638949,276.000000,5.981005,-120.175965,713.586666,5.986635,120.182116,0.008354
2131.635969,277.000000,5.980722,-120.079227,713.590424,5.986556,120.085412,0.003796
2131.630241,278.000000,5.980164,-119.982341,713.593302,5.986163,119.988552,0.000104
2131.582779,279.000000,5.975438,-119.883210,713.582830,5.981008,119.889339,0.009543
2131.543640,280.000000,5.971542,-119.784529,713.575019,5.976804,119.790598,0.016365
2131.463519,281.000000,5.963554,-119.683651,713.554100,5.967923,119.689552,0.036080
2131.453655,282.000000,5.962583,-119.586546,713.555651,5.967059,119.592463,0.033693
2131.481189,283.000000,5.965348,-119.491445,713.569161,5.970461,119.497476,0.019543
2131.501890,284.000000,5.967430,-119.395975,713.580485,5.973083,119.402102,0.007543
2131.491388,285.000000,5.966396,-119.298833,713.581829,5.972145,119.304973,0.005361
