column_u_px,bias_mm
629,4.6695143395000001
630,4.6645656399999993
631,4.6586451609999999
632,4.6508609490000001
633,4.6408057034999999
634,4.6284446304999998
635,4.6148644509999999
636,4.6012769060000007
637,4.5885257700000004
638,4.5768915120000004
639,4.5686477200000004
640,4.5622362765000002
641,4.5560668890000002
642,4.5495850605000001
643,4.5399377224999995
644,4.5278764744999993
645,4.5137145284999995
646,4.4988434065000007
647,4.4857947344999998
648,4.4771218644999999
649,4.4747639100000001
650,4.4780741905000001
651,4.4843210950000003
652,4.4905017340000004
653,4.4941954940000004
654,4.4937057735000003
655,4.489649386
656,4.4830565025000002
657,4.4735539769999999
658,4.4632472759999997
659,4.4524507035000003
660,4.4428939999999999
661,4.4334967484999996
662,4.4255841344999993
663,4.4190801875000005
664,4.4135285435
665,4.4080864305
666,4.4015253725000001
667,4.3925831649999996
668,4.3805527299999998
669,4.3668448294999997
670,4.3545409020000001
671,4.3448883609999998
672,4.3387896724999999
673,4.3353616445000007
674,4.3340632965000001
675,4.3342031799999994
676,4.3350728995000001
677,4.3360842129999995
678,4.3370732074999996
679,4.3372261124999998
680,4.3356784350000002
681,4.3321425634999997
682,4.326448289
683,4.3187737454999997
684,4.3088333834999997
685,4.2976710375000007
686,4.2837312110000001
687,4.2695805150000004
688,4.2534282000000001
689,4.2365297599999998
690,4.2208739765000001
691,4.2071061009999999
692,4.1963994595000003
693,4.1885150820000003
694,4.1824772320000001
695,4.1774823899999998
696,4.1716453124999999
697,4.1642158624999999
698,4.1561900139999999
699,4.1493125334999998
700,4.1435681750000004
701,4.139322237
702,4.1371612044999999
703,4.1360486190000003
704,4.1348310389999998
705,4.1321368350000007
706,4.1268883064999997
707,4.1174347485
708,4.1057816210000002
709,4.0939922255000001
710,4.0837277949999997
711,4.0751178249999995
712,4.0675512435000005
713,4.0614691599999997
714,4.055690588
715,4.0511053475000001
716,4.0471574424999996
717,4.0445318930000003
718,4.0430410230000007
719,4.0417690840000002
720,4.0394596079999996
721,4.0362485289999999
722,4.0304024350000001
723,4.023187311
724,4.0147170589999996
725,4.0061784029999998
726,3.997653251
727,3.9895648059999997
728,3.9822489184999998
729,3.9749555879999998
730,3.9671424875000003
731,3.9583659674999998
732,3.9484926565
733,3.9380744610000002
734,3.9279057544999998
735,3.9187871425000003
736,3.9107319504999998
737,3.9034748380000002
738,3.8964162240000002
739,3.8903132390000001
740,3.8840404005
741,3.8784115970000004
742,3.871574721
743,3.864110487
744,3.8557577030000001
745,3.8469676535000001
746,3.8380198860000001
747,3.8299859110000001
748,3.82353655
749,3.8185799275000001
750,3.8130481764999997
751,3.805437736
752,3.7939325285000001
753,3.7791046105000001
754,3.7633147564999998
755,3.7478550715000001
756,3.7346845200000001
757,3.7250322310000001
758,3.7189946374999998
759,3.7155521389999997
760,3.7142241379999996
761,3.7134113610000004
762,3.7120285155000001
763,3.7093588144999998
764,3.7054006854999999
765,3.7017080460000003
766,3.6986301355000002
767,3.6966044384999996
768,3.6959656894999999
769,3.6957285445000001
770,3.6944919199999999
771,3.6911065384999997
772,3.6856543589999999
773,3.6782428409999999
