u,y_ref_median_px,sigma_ref_px,valid_fraction,valid_frame_count,fwhm_p50_px,source
1111,NaN,NaN,0.0,0,NaN,invalid
1112,NaN,NaN,0.0,0,NaN,invalid
1113,NaN,NaN,0.0,0,NaN,invalid
1114,NaN,NaN,0.0,0,NaN,invalid
1115,NaN,NaN,0.0,0,NaN,invalid
1116,NaN,NaN,0.0,0,NaN,invalid
1117,NaN,NaN,0.0,0,NaN,invalid
1118,NaN,NaN,0.0,0,NaN,invalid
1119,NaN,NaN,0.0,0,NaN,invalid
1120,NaN,NaN,0.0,0,NaN,invalid
1121,NaN,NaN,0.0,0,NaN,invalid
1122,NaN,NaN,0.0,0,NaN,invalid
1123,NaN,NaN,0.0,0,NaN,invalid
1124,NaN,NaN,0.0,0,NaN,invalid
1125,NaN,NaN,0.0,0,NaN,invalid
1126,NaN,NaN,0.0,0,NaN,invalid
1127,NaN,NaN,0.0,0,NaN,invalid
1128,NaN,NaN,0.0,0,NaN,invalid
1129,NaN,NaN,0.0,0,NaN,invalid
1130,NaN,NaN,0.0,0,NaN,invalid
1131,NaN,NaN,0.0,0,NaN,invalid
1132,NaN,NaN,0.0,0,NaN,invalid
1133,NaN,NaN,0.0,0,NaN,invalid
1134,NaN,NaN,0.0,0,NaN,invalid
1135,NaN,NaN,0.0,0,NaN,invalid
1136,NaN,NaN,0.0,0,NaN,invalid
1137,NaN,NaN,0.0,0,NaN,invalid
1138,NaN,NaN,0.0,0,NaN,invalid
1139,NaN,NaN,0.0,0,NaN,invalid
1140,NaN,NaN,0.0,0,NaN,invalid
1141,NaN,NaN,0.0,0,NaN,invalid
1142,NaN,NaN,0.0,0,NaN,invalid
1143,NaN,NaN,0.0,0,NaN,invalid
1144,NaN,NaN,0.0,0,NaN,invalid
1145,NaN,NaN,0.0,0,NaN,invalid
1146,NaN,NaN,0.0,0,NaN,invalid
1147,1916.8019436597824,0.012740907956268584,0.9,45,1.0,observed
1148,1916.8201935993773,0.011459050473840124,0.0,0,1.0,interpolated
1149,1916.8384435389723,0.010177192991411663,0.0,0,1.0,interpolated
1150,1916.8566934785672,0.008895335508983202,0.0,0,1.0,interpolated
1151,1916.8749434181623,0.007613478026554741,0.0,0,1.0,interpolated
1152,1916.8931933577571,0.00633162054412628,0.0,0,1.0,interpolated
1153,1916.9114432973522,0.005049763061697819,0.0,0,1.0,interpolated
1154,1916.929693236947,0.003767905579269359,1.0,50,1.0,observed
1155,1916.7841364517808,0.0042069434910869405,1.0,50,1.0,observed
1156,1916.658667653799,0.004755915276794985,1.0,50,2.0,observed
1157,1916.6345845907927,0.005094227120055986,1.0,50,2.0,observed
1158,1916.6733085513115,0.0051556629029610515,1.0,50,2.0,observed
1159,1916.7378185093403,0.005091853277965328,1.0,50,2.0,observed
1160,1916.760619752109,0.005159274928692078,1.0,50,1.0,observed
1161,1916.7003517001867,0.0054515931755308574,1.0,50,1.0,observed
1162,1916.601962685585,0.005809728035019969,1.0,50,2.0,observed
1163,1916.532820418477,0.0059855811931513285,1.0,50,2.0,observed
1164,1916.517918765545,0.005855740553391737,1.0,50,2.0,observed
1165,1916.5251704007387,0.005422724492971364,1.0,50,2.0,observed
1166,1916.515005916357,0.00542606177178371,1.0,50,2.0,observed
1167,1916.4597216546535,0.01654582318000024,1.0,50,2.0,observed
1168,1916.4520094692707,0.006277600360182701,1.0,50,2.0,observed
1169,1916.4090969264507,0.006263921821751183,1.0,50,2.0,observed
1170,1916.383806347847,0.005998821280557162,1.0,50,2.0,observed
1171,1916.3823460042477,0.00570972547441667,1.0,50,2.0,observed
1172,1916.396805420518,0.005480796904012109,1.0,50,2.0,observed
1173,1916.4226035177708,0.005471111762358636,1.0,50,2.0,observed
1174,1916.4720486849546,0.005899340210564536,1.0,50,2.0,observed
1175,1916.4629303216934,0.006174539820374215,1.0,50,2.0,observed
1176,1916.551376581192,0.005783942382796687,1.0,50,2.0,observed
1177,1916.5681017637253,0.006283264078186075,1.0,50,2.0,observed
1178,1916.523000240326,0.007343985620492299,1.0,50,2.0,observed
1179,1916.4702138006687,0.007902255902992879,1.0,50,2.0,observed
1180,1916.488730058074,0.007650172989798631,1.0,50,2.0,observed
1181,1916.3967406451702,0.006669067337687926,1.0,50,2.0,observed
1182,1916.3310972899199,0.006121967918397764,1.0,50,2.0,observed
1183,1916.3296399861574,0.006356456975720235,1.0,50,2.0,observed
1184,1916.3638175278902,0.007210229404033329,1.0,50,2.0,observed
1185,1916.3803240656853,0.007638747913950665,1.0,50,2.0,observed
1186,1916.4007537662983,0.008363523681837235,1.0,50,2.0,observed
1187,1916.3976926654577,0.008830038803628537,1.0,50,2.0,observed
1188,1916.348347723484,0.008403940120912168,1.0,50,2.0,observed
1189,1916.2678517699242,0.007444122030877512,1.0,50,2.0,observed
1190,1916.185969941318,0.0065617360319134834,1.0,50,1.0,observed
1191,1916.1620709002018,0.006411887276718482,1.0,50,1.0,observed
1192,1916.1858110800385,0.006821057765160419,1.0,50,2.0,observed
1193,1916.2106042131782,0.007132809190830241,1.0,50,2.0,observed
1194,1916.204846277833,0.006696051600932615,1.0,50,2.0,observed
1195,1916.1770130991936,0.005777741037856024,1.0,50,1.0,observed
1196,1916.159232787788,0.005235168495080782,1.0,50,2.0,observed
1197,1916.1335077807307,0.005229735659593199,1.0,50,2.0,observed
1198,1916.0857864543796,0.005666343044309373,1.0,50,3.0,observed
1199,1916.0582476127893,0.006310661122065092,1.0,50,2.0,observed
1200,1916.1036106720567,0.00664772063584309,1.0,50,2.0,observed
1201,1916.1569950059056,0.007030816165137659,1.0,50,3.0,observed
1202,1916.1713747829199,0.006980998387921507,1.0,50,2.0,observed
1203,1916.1464689299464,0.006363389348253661,1.0,50,3.0,observed
1204,1916.1085762679577,0.005889074688972956,1.0,50,3.0,observed
1205,1916.0610673371702,0.006027351828676581,1.0,50,2.0,observed
1206,1915.9949747314677,0.006281567650662285,1.0,50,2.0,observed
1207,1915.9752194127068,0.006966467492420385,1.0,50,3.0,observed
1208,1915.9890629793517,0.007570148919788563,1.0,50,3.0,observed
1209,1916.0085688456893,0.0076018004888416275,1.0,50,3.0,observed
1210,1916.0180866848677,0.007267269660740906,1.0,50,3.0,observed
1211,1916.012882983312,0.00710520829007424,1.0,50,1.5,observed
1212,1916.0083215553313,0.006919397477116324,1.0,50,1.0,observed
1213,1916.0042481061537,0.006429225237227383,1.0,50,1.0,observed
1214,1915.9839791562408,0.0057577044382389,1.0,50,3.0,observed
1215,1915.9102032519877,0.005051018990975881,1.0,50,1.0,observed
1216,1915.802077524364,0.004863610315625758,1.0,50,2.0,observed
1217,1915.7219582647085,0.005160566271640455,1.0,50,2.0,observed
1218,1915.6856807172298,0.005471449069648664,1.0,50,2.0,observed
1219,1915.6742447018623,0.005595912130045393,1.0,50,2.0,observed
1220,1915.6943117827177,0.005513151594028622,1.0,50,2.0,observed
1221,1915.7426292300224,0.005191015193627815,1.0,50,3.0,observed
1222,1915.7891234457493,0.004830453999088411,1.0,50,1.0,observed
1223,1915.794714793563,0.004598239198349032,1.0,50,1.0,observed
1224,1915.7374118864536,0.0048273944164365775,1.0,50,2.0,observed
1225,1915.6714561283588,0.005237289856298943,1.0,50,2.0,observed
1226,1915.6601448655128,0.0053952925389604955,1.0,50,2.0,observed
1227,1915.6679790616035,0.005503258442199356,1.0,50,2.0,observed
1228,1915.6841731071472,0.005388740730573301,1.0,50,2.0,observed
1229,1915.6904901713133,0.005274891520146663,1.0,50,2.0,observed
1230,1915.6751830726862,0.005367982656196974,1.0,50,2.0,observed
1231,1915.6685298979282,0.005462522527814516,1.0,50,2.0,observed
1232,1915.6823429912329,0.005435743035334791,1.0,50,2.0,observed
1233,1915.69619448483,0.005357743497099196,1.0,50,1.0,observed
1234,1915.672578200698,0.005453204336146491,1.0,50,1.0,observed
1235,1915.6118170917034,0.005465584504397807,1.0,50,2.0,observed
1236,1915.5506831258535,0.005797374155384633,1.0,50,2.0,observed
1237,1915.5170757323503,0.006781011062404212,1.0,50,2.0,observed
1238,1915.4883769452572,0.007571035000348653,1.0,50,3.0,observed
1239,1915.4546643197536,0.011284360586742414,1.0,50,3.0,observed
1240,1915.4891131222248,0.007939973505923029,1.0,50,2.0,observed
1241,1915.4792656600475,0.007547461306659042,1.0,50,2.0,observed
1242,1915.4656861573458,0.007073081732726261,1.0,50,2.0,observed
1243,1915.4424663633108,0.006645398754147752,1.0,50,3.0,observed
1244,1915.4231138825417,0.006312920152181986,1.0,50,2.0,observed
1245,1915.4228211641312,0.006344285484287781,1.0,50,2.0,observed
1246,1915.4337607324123,0.006830906922289278,1.0,50,2.0,observed
1247,1915.4202372729778,0.007105456400049336,1.0,50,2.0,observed
1248,1915.3845159709454,0.006600554210164303,1.0,50,3.0,observed
1249,1915.3697168529034,0.006258336491044631,1.0,50,2.0,observed
1250,1915.4009592086077,0.00654312118609944,1.0,50,2.0,observed
1251,1915.4445184469223,0.0068830119206294196,1.0,50,2.0,observed
1252,1915.449703425169,0.00651654806234276,1.0,50,2.0,observed
1253,1915.418083384633,0.005628727815963374,1.0,50,2.0,observed
1254,1915.3771082013845,0.005120443026793471,1.0,50,2.0,observed
1255,1915.3512220680714,0.005570565916657387,1.0,50,2.0,observed
1256,1915.3127665668726,0.006044267454327046,1.0,50,2.0,observed
1257,1915.2500448301435,0.005960249936769525,1.0,50,3.0,observed
1258,1915.1746264398098,0.005429717861806569,1.0,50,2.0,observed
1259,1915.1142796613276,0.005269717803131263,1.0,50,1.0,observed
1260,1915.1008907482028,0.005763179643866184,1.0,50,1.0,observed
1261,1915.1239957027137,0.006289658592569957,1.0,50,3.0,observed
1262,1915.1400380134583,0.005937278813937109,1.0,50,3.0,observed
1263,1915.087462555617,0.005062773270555634,1.0,50,3.0,observed
1264,NaN,NaN,0.0,0,NaN,invalid
1265,NaN,NaN,0.0,0,NaN,invalid
1266,NaN,NaN,0.0,0,NaN,invalid
1267,NaN,NaN,0.0,0,NaN,invalid
1268,NaN,NaN,0.0,0,NaN,invalid
1269,NaN,NaN,0.0,0,NaN,invalid
1270,NaN,NaN,0.0,0,NaN,invalid
1271,NaN,NaN,0.0,0,NaN,invalid
1272,NaN,NaN,0.0,0,NaN,invalid
1273,NaN,NaN,0.0,0,NaN,invalid
1274,NaN,NaN,0.0,0,NaN,invalid
1275,NaN,NaN,0.0,0,NaN,invalid
1276,NaN,NaN,0.0,0,NaN,invalid
1277,NaN,NaN,0.0,0,NaN,invalid
1278,NaN,NaN,0.0,0,NaN,invalid
1279,NaN,NaN,0.0,0,NaN,invalid
1280,NaN,NaN,0.0,0,NaN,invalid
1281,NaN,NaN,0.0,0,NaN,invalid
1282,NaN,NaN,0.0,0,NaN,invalid
1283,NaN,NaN,0.0,0,NaN,invalid
1284,NaN,NaN,0.0,0,NaN,invalid
1285,NaN,NaN,0.0,0,NaN,invalid
1286,NaN,NaN,0.0,0,NaN,invalid
1287,NaN,NaN,0.0,0,NaN,invalid
1288,NaN,NaN,0.0,0,NaN,invalid
1289,NaN,NaN,0.0,0,NaN,invalid
1290,NaN,NaN,0.0,0,NaN,invalid
1291,NaN,NaN,0.0,0,NaN,invalid
1292,NaN,NaN,0.0,0,NaN,invalid
1293,NaN,NaN,0.0,0,NaN,invalid
1294,NaN,NaN,0.0,0,NaN,invalid
1295,NaN,NaN,0.0,0,NaN,invalid
1296,NaN,NaN,0.0,0,NaN,invalid
1297,NaN,NaN,0.0,0,NaN,invalid
1298,NaN,NaN,0.0,0,NaN,invalid
1299,NaN,NaN,0.0,0,NaN,invalid
1300,NaN,NaN,0.0,0,NaN,invalid
1301,NaN,NaN,0.0,0,NaN,invalid
1302,NaN,NaN,0.0,0,NaN,invalid
1303,NaN,NaN,0.0,0,NaN,invalid
1304,NaN,NaN,0.0,0,NaN,invalid
1305,NaN,NaN,0.0,0,NaN,invalid
1306,NaN,NaN,0.0,0,NaN,invalid
1307,NaN,NaN,0.0,0,NaN,invalid
1308,NaN,NaN,0.0,0,NaN,invalid
1309,NaN,NaN,0.0,0,NaN,invalid
1310,NaN,NaN,0.0,0,NaN,invalid
1311,NaN,NaN,0.0,0,NaN,invalid
1312,NaN,NaN,0.0,0,NaN,invalid
1313,NaN,NaN,0.0,0,NaN,invalid
1314,NaN,NaN,0.0,0,NaN,invalid
1315,NaN,NaN,0.0,0,NaN,invalid
1316,NaN,NaN,0.0,0,NaN,invalid
1317,NaN,NaN,0.0,0,NaN,invalid
1318,NaN,NaN,0.0,0,NaN,invalid
1319,NaN,NaN,0.0,0,NaN,invalid
1320,NaN,NaN,0.0,0,NaN,invalid
1321,NaN,NaN,0.38,19,NaN,invalid
1322,NaN,NaN,0.0,0,NaN,invalid
1323,NaN,NaN,0.0,0,NaN,invalid
1324,NaN,NaN,0.0,0,NaN,invalid
1325,NaN,NaN,0.0,0,NaN,invalid
1326,NaN,NaN,0.0,0,NaN,invalid
1327,NaN,NaN,0.0,0,NaN,invalid
1328,NaN,NaN,0.0,0,NaN,invalid
1329,NaN,NaN,0.0,0,NaN,invalid
1330,NaN,NaN,0.0,0,NaN,invalid
1331,NaN,NaN,0.0,0,NaN,invalid
1332,NaN,NaN,0.0,0,NaN,invalid
1333,NaN,NaN,0.0,0,NaN,invalid
1334,NaN,NaN,0.0,0,NaN,invalid
1335,NaN,NaN,0.0,0,NaN,invalid
1336,NaN,NaN,0.0,0,NaN,invalid
1337,NaN,NaN,0.0,0,NaN,invalid
1338,NaN,NaN,0.0,0,NaN,invalid
1339,NaN,NaN,0.0,0,NaN,invalid
1340,NaN,NaN,0.0,0,NaN,invalid
1341,NaN,NaN,0.0,0,NaN,invalid
1342,NaN,NaN,0.0,0,NaN,invalid
1343,NaN,NaN,0.0,0,NaN,invalid
1344,NaN,NaN,0.0,0,NaN,invalid
1345,NaN,NaN,0.0,0,NaN,invalid
1346,NaN,NaN,0.0,0,NaN,invalid
1347,NaN,NaN,0.0,0,NaN,invalid
1348,NaN,NaN,0.0,0,NaN,invalid
1349,1913.743645042181,0.014206220905618384,1.0,50,2.0,observed
1350,NaN,NaN,0.0,0,NaN,invalid
1351,NaN,NaN,0.0,0,NaN,invalid
1352,NaN,NaN,0.0,0,NaN,invalid
1353,NaN,NaN,0.0,0,NaN,invalid
1354,NaN,NaN,0.0,0,NaN,invalid
1355,NaN,NaN,0.0,0,NaN,invalid
1356,NaN,NaN,0.0,0,NaN,invalid
1357,NaN,NaN,0.0,0,NaN,invalid
1358,NaN,NaN,0.0,0,NaN,invalid
1359,NaN,NaN,0.0,0,NaN,invalid
1360,NaN,NaN,0.0,0,NaN,invalid
1361,NaN,NaN,0.0,0,NaN,invalid
1362,NaN,NaN,0.0,0,NaN,invalid
1363,NaN,NaN,0.0,0,NaN,invalid
1364,NaN,NaN,0.0,0,NaN,invalid
1365,NaN,NaN,0.0,0,NaN,invalid
1366,NaN,NaN,0.0,0,NaN,invalid
1367,NaN,NaN,0.0,0,NaN,invalid
1368,NaN,NaN,0.0,0,NaN,invalid
1369,NaN,NaN,0.0,0,NaN,invalid
1370,NaN,NaN,0.0,0,NaN,invalid
1371,NaN,NaN,0.0,0,NaN,invalid
1372,NaN,NaN,0.0,0,NaN,invalid
1373,1913.8211024478078,0.006707226317678867,1.0,50,2.0,observed
1374,1913.7609918564558,0.006669644635850832,1.0,50,2.0,observed
1375,1913.7398901432753,0.006525929418175076,1.0,50,2.0,observed
1376,1913.7267551869154,0.006554245151826774,1.0,50,2.0,observed
1377,1913.7192560583353,0.006991507217149588,1.0,50,2.0,observed
1378,1913.7115748375654,0.007289110539097835,1.0,50,2.0,observed
1379,1913.6834608763456,0.0074130253929177185,1.0,50,2.0,observed
1380,1913.654886573553,0.0070756077926432855,1.0,50,2.0,observed
1381,1913.6347685158253,0.006477464032007628,1.0,50,2.0,observed
1382,1913.5986651331186,0.006742199945477781,1.0,50,2.0,observed
1383,1913.5793310403824,0.00685456992755789,1.0,50,2.0,observed
1384,1913.6193411499262,0.006487765703023377,1.0,50,2.0,observed
1385,1913.683549568057,0.006969345813788915,1.0,50,3.0,observed
1386,1913.7100696712732,0.007607438645675507,1.0,50,3.0,observed
1387,1913.6860017180443,0.00806633647993949,1.0,50,2.0,observed
1388,1913.640865728259,0.0084288278894963,1.0,50,3.0,observed
1389,1913.5713554024696,0.008558655697170948,1.0,50,3.0,observed
1390,1913.5312074124813,0.008870823242969339,1.0,50,2.0,observed
1391,1913.4284171313047,0.008237680376821484,1.0,50,2.0,observed
1392,1913.381808117032,0.007995120326971607,1.0,50,2.0,observed
1393,1913.4081463962793,0.00796591009019752,1.0,50,2.0,observed
1394,1913.4748372584581,0.008513749565086106,1.0,50,3.0,observed
1395,1913.5325094163418,0.009128122939528902,1.0,50,3.0,observed
1396,1913.54853618145,0.008943506133583573,1.0,50,2.0,observed
1397,1913.5288252830505,0.009746939635697073,1.0,50,2.0,observed
1398,1913.503947839141,0.011384818609763167,1.0,50,2.0,observed
1399,1913.4976249039173,0.007846905019819087,1.0,50,3.0,observed
1400,1913.5275670439005,0.007304345065460299,1.0,50,2.0,observed
1401,1913.5123465806246,0.007010670099514988,1.0,50,2.0,observed
1402,1913.4966640919447,0.008193118143791136,1.0,50,2.0,observed
1403,1913.4394809752703,0.008068557604956094,1.0,50,2.0,observed
1404,1913.3898556530476,0.007327469801504232,1.0,50,2.0,observed
1405,1913.4155554026365,0.0073024420322475945,1.0,50,2.0,observed
1406,1913.4670721441507,0.007869298235516152,1.0,50,2.0,observed
1407,1913.4723210334778,0.007666174885278959,1.0,50,2.0,observed
1408,1913.467242076993,0.007647724775655326,1.0,50,2.0,observed
1409,1913.4255945980549,0.007431846407441124,1.0,50,2.0,observed
1410,1913.390037983656,0.007704975079327312,1.0,50,2.0,observed
1411,1913.3659429699183,0.008053026698428434,1.0,50,3.0,observed
1412,1913.3405972719193,0.007972253643034043,1.0,50,2.0,observed
1413,1913.3048439323902,0.007990879939375604,1.0,50,2.0,observed
1414,1913.2454577237368,0.008057541257286421,1.0,50,2.0,observed
1415,1913.1671613007784,0.00793213792499082,1.0,50,3.0,observed
1416,1913.093066394329,0.00748169568899709,1.0,50,3.0,observed
1417,1913.0721162594855,0.0068901924904484395,1.0,50,2.0,observed
1418,1913.1533040329814,0.006449120896419582,1.0,50,1.0,observed
1419,1913.2700379490852,0.006473073602031963,1.0,50,2.0,observed
1420,1913.335150912404,0.006789589267409506,1.0,50,2.0,observed
1421,1913.3364192396402,0.006995829821992607,1.0,50,2.0,observed
1422,1913.2949517071247,0.006905028160466296,1.0,50,3.0,observed
1423,1913.2362163886428,0.006590560278926274,1.0,50,3.0,observed
1424,1913.1827974244952,0.006470041155390906,1.0,50,2.0,observed
1425,1913.1272398531437,0.006670326258254636,1.0,50,3.0,observed
1426,1913.0700660943985,0.007001314233982356,1.0,50,1.0,observed
1427,1913.069418746978,0.0073855575945779095,1.0,50,3.0,observed
1428,1913.1113511510193,0.007899237357555098,1.0,50,3.0,observed
1429,1913.1464804559946,0.0076710328057226634,1.0,50,3.0,observed
1430,1913.159719876945,0.006886557398072333,1.0,50,3.0,observed
1431,1913.1455209329724,0.006752986842330889,1.0,50,2.0,observed
1432,1913.1166759692132,0.006967338265604028,1.0,50,3.0,observed
1433,1913.0853840112686,0.006860463942149409,1.0,50,3.0,observed
1434,1913.0574161540717,0.0065543499637772135,1.0,50,3.0,observed
1435,1913.043473456055,0.006816396686211221,1.0,50,3.0,observed
1436,1913.039843417704,0.007229548249764569,1.0,50,3.0,observed
1437,1913.0341322943568,0.007130274281427883,1.0,50,2.0,observed
1438,1913.0170592116192,0.006675759674681434,1.0,50,2.0,observed
1439,1912.9803745951504,0.006332471754921634,1.0,50,3.0,observed
1440,1912.9341875575483,0.006265979212301921,1.0,50,3.0,observed
1441,1912.8897769488394,0.006122111417829259,1.0,50,3.0,observed
1442,1912.8573648184538,0.005834529957773893,1.0,50,2.0,observed
1443,1912.8501136824489,0.00591180279857665,1.0,50,3.0,observed
1444,1912.872512921691,0.00592220109136901,1.0,50,1.0,observed
1445,1912.9156540632248,0.005794560021501565,1.0,50,3.0,observed
1446,1912.9667741432786,0.0058068742964723224,1.0,50,1.0,observed
1447,1912.9929205083754,0.006242274726729765,1.0,50,2.0,observed
1448,1912.9601854588836,0.006726804709443523,1.0,50,1.0,observed
1449,1912.9051529839635,0.007049555158671657,1.0,50,2.0,observed
1450,1912.8617480099201,0.0072923022061489136,1.0,50,2.0,observed
1451,1912.8262776508927,0.007218043905168568,1.0,50,2.0,observed
1452,1912.7703520730138,0.007071456598676086,1.0,50,2.0,observed
1453,1912.697668775916,0.007141950727978492,1.0,50,2.0,observed
1454,1912.6946930885315,0.007025223338593143,1.0,50,2.0,observed
1455,1912.7274409979582,0.007249210604473372,1.0,50,1.0,observed
1456,1912.7374522536993,0.00747085221716805,1.0,50,1.0,observed
1457,1912.7108247578144,0.007662693875921987,1.0,50,1.0,observed
1458,1912.6788814216852,0.00809408735724543,1.0,50,2.0,observed
1459,1912.700631186366,0.00812858043290469,1.0,50,2.0,observed
1460,1912.763665407896,0.00758421498987234,1.0,50,2.0,observed
1461,1912.8091325834394,0.00721655884259643,1.0,50,2.0,observed
1462,1912.797545209527,0.0074676811747742275,1.0,50,2.0,observed
1463,1912.7703792527318,0.007734446950839929,1.0,50,2.0,observed
1464,1912.7455523014069,0.0076518765538971635,1.0,50,2.0,observed
1465,1912.7150140106678,0.007330540466820619,1.0,50,2.0,observed
1466,1912.681365787983,0.006895391072789733,1.0,50,2.0,observed
1467,1912.6713358014822,0.006967225096869758,1.0,50,2.0,observed
1468,1912.6897979080677,0.0073035850276599226,1.0,50,2.0,observed
1469,1912.714646577835,0.0073565032633336755,1.0,50,3.0,observed
1470,1912.7240508496761,0.007141987570511221,1.0,50,2.0,observed
1471,1912.688805103302,0.006902235179520644,1.0,50,2.0,observed
1472,1912.639476597309,0.006744924824589388,1.0,50,2.0,observed
1473,1912.6328200548887,0.006659151583173576,1.0,50,2.0,observed
1474,1912.6602750569582,0.006599784539646293,1.0,50,2.0,observed
1475,1912.6893510520458,0.006996705048671474,1.0,50,2.0,observed
1476,1912.7091909796,0.007605793416935656,1.0,50,2.0,observed
1477,1912.7165067493916,0.007954967536893651,1.0,50,1.0,observed
1478,1912.713900461793,0.007712557896220583,1.0,50,2.0,observed
1479,1912.6980692893267,0.007136755553737425,1.0,50,2.0,observed
1480,1912.648234307766,0.00721600020798927,1.0,50,1.0,observed
1481,1912.6553839445114,0.007954254056635917,1.0,50,2.0,observed
1482,1912.8103212937713,0.13731061431935074,1.0,50,2.0,observed
1483,NaN,NaN,0.0,0,NaN,invalid
1484,NaN,NaN,0.0,0,NaN,invalid
1485,NaN,NaN,0.0,0,NaN,invalid
1486,NaN,NaN,0.0,0,NaN,invalid
1487,NaN,NaN,0.0,0,NaN,invalid
1488,NaN,NaN,0.0,0,NaN,invalid
1489,NaN,NaN,0.0,0,NaN,invalid
1490,NaN,NaN,0.0,0,NaN,invalid
1491,NaN,NaN,0.0,0,NaN,invalid
1492,NaN,NaN,0.0,0,NaN,invalid
1493,NaN,NaN,0.0,0,NaN,invalid
1494,NaN,NaN,0.0,0,NaN,invalid
1495,NaN,NaN,0.0,0,NaN,invalid
1496,NaN,NaN,0.0,0,NaN,invalid
1497,NaN,NaN,0.0,0,NaN,invalid
1498,NaN,NaN,0.0,0,NaN,invalid
1499,NaN,NaN,0.0,0,NaN,invalid
1500,NaN,NaN,0.0,0,NaN,invalid
1501,NaN,NaN,0.0,0,NaN,invalid
1502,NaN,NaN,0.0,0,NaN,invalid
1503,NaN,NaN,0.0,0,NaN,invalid
1504,NaN,NaN,0.0,0,NaN,invalid
1505,NaN,NaN,0.0,0,NaN,invalid
1506,NaN,NaN,0.0,0,NaN,invalid
1507,NaN,NaN,0.0,0,NaN,invalid
1508,NaN,NaN,0.0,0,NaN,invalid
1509,NaN,NaN,0.0,0,NaN,invalid
1510,NaN,NaN,0.0,0,NaN,invalid
1511,NaN,NaN,0.0,0,NaN,invalid
1512,NaN,NaN,0.0,0,NaN,invalid
1513,NaN,NaN,0.0,0,NaN,invalid
1514,NaN,NaN,0.0,0,NaN,invalid
1515,NaN,NaN,0.0,0,NaN,invalid
1516,NaN,NaN,0.0,0,NaN,invalid
1517,NaN,NaN,0.0,0,NaN,invalid
1518,NaN,NaN,0.0,0,NaN,invalid
1519,NaN,NaN,0.0,0,NaN,invalid
1520,NaN,NaN,0.0,0,NaN,invalid
1521,NaN,NaN,0.0,0,NaN,invalid
1522,NaN,NaN,0.0,0,NaN,invalid
1523,NaN,NaN,0.0,0,NaN,invalid
1524,NaN,NaN,0.0,0,NaN,invalid
1525,NaN,NaN,0.0,0,NaN,invalid
1526,NaN,NaN,0.0,0,NaN,invalid
1527,NaN,NaN,0.0,0,NaN,invalid
1528,NaN,NaN,0.0,0,NaN,invalid
1529,NaN,NaN,0.0,0,NaN,invalid
1530,NaN,NaN,0.0,0,NaN,invalid
1531,NaN,NaN,0.0,0,NaN,invalid
1532,NaN,NaN,0.0,0,NaN,invalid
1533,NaN,NaN,0.0,0,NaN,invalid
1534,NaN,NaN,0.0,0,NaN,invalid
1535,NaN,NaN,0.0,0,NaN,invalid
1536,NaN,NaN,0.0,0,NaN,invalid
1537,NaN,NaN,0.0,0,NaN,invalid
1538,NaN,NaN,0.0,0,NaN,invalid
1539,NaN,NaN,0.0,0,NaN,invalid
1540,NaN,NaN,0.0,0,NaN,invalid
1541,NaN,NaN,0.0,0,NaN,invalid
1542,NaN,NaN,0.0,0,NaN,invalid
1543,NaN,NaN,0.0,0,NaN,invalid
1544,NaN,NaN,0.0,0,NaN,invalid
1545,NaN,NaN,0.0,0,NaN,invalid
1546,NaN,NaN,0.0,0,NaN,invalid
1547,NaN,NaN,0.0,0,NaN,invalid
1548,NaN,NaN,0.0,0,NaN,invalid
1549,NaN,NaN,0.0,0,NaN,invalid
1550,NaN,NaN,0.0,0,NaN,invalid
1551,NaN,NaN,0.0,0,NaN,invalid
1552,NaN,NaN,0.0,0,NaN,invalid
1553,NaN,NaN,0.0,0,NaN,invalid
1554,NaN,NaN,0.0,0,NaN,invalid
1555,NaN,NaN,0.0,0,NaN,invalid
1556,NaN,NaN,0.0,0,NaN,invalid
1557,NaN,NaN,0.0,0,NaN,invalid
1558,NaN,NaN,0.0,0,NaN,invalid
1559,NaN,NaN,0.0,0,NaN,invalid
1560,NaN,NaN,0.0,0,NaN,invalid
1561,NaN,NaN,0.0,0,NaN,invalid
1562,NaN,NaN,0.0,0,NaN,invalid
1563,NaN,NaN,0.0,0,NaN,invalid
1564,NaN,NaN,0.0,0,NaN,invalid
1565,NaN,NaN,0.0,0,NaN,invalid
1566,NaN,NaN,0.0,0,NaN,invalid
1567,NaN,NaN,0.0,0,NaN,invalid
1568,NaN,NaN,0.0,0,NaN,invalid
1569,NaN,NaN,0.0,0,NaN,invalid
1570,NaN,NaN,0.0,0,NaN,invalid
1571,NaN,NaN,0.0,0,NaN,invalid
1572,NaN,NaN,0.0,0,NaN,invalid
1573,NaN,NaN,0.0,0,NaN,invalid
1574,NaN,NaN,0.0,0,NaN,invalid
1575,NaN,NaN,0.0,0,NaN,invalid
1576,NaN,NaN,0.0,0,NaN,invalid
1577,NaN,NaN,0.0,0,NaN,invalid
1578,NaN,NaN,0.0,0,NaN,invalid
1579,NaN,NaN,0.0,0,NaN,invalid
1580,NaN,NaN,0.0,0,NaN,invalid
1581,NaN,NaN,0.0,0,NaN,invalid
1582,NaN,NaN,0.0,0,NaN,invalid
1583,NaN,NaN,0.0,0,NaN,invalid
1584,NaN,NaN,0.0,0,NaN,invalid
1585,NaN,NaN,0.0,0,NaN,invalid
1586,NaN,NaN,0.0,0,NaN,invalid
