segment_id,segment_role,u_start,u_end,width_px,point_count,rmse_px,mae_px,p95_abs_error_px,max_abs_error_px
S001,boundary,937,1043,107,107,0.9962011854883482,0.8805458560137408,1.6608210173022144,1.7063459685705311
S002,interior,1156,1261,106,106,0.09645294724157387,0.07964817941599063,0.18503044922886147,0.21421351559888535
S003,interior,1375,1480,106,106,0.13115018647066326,0.1107923665227143,0.2328190219562316,0.2919417733821774
S004,interior,1593,1698,106,106,0.30266516738804633,0.2838934129260777,0.4525363453012119,0.5543376721839195
S005,interior,1811,1916,106,106,0.20291736088943457,0.16391186109986194,0.40528293677641614,0.4962374249196273
S006,boundary,2029,2234,206,206,1.4985435825700413,1.3142544919861743,2.6062019659141242,3.052513521794026
