roi_id,height_mm,u,valid_fraction,formal_column_valid,sigma_pixel_px,sensitivity_px_per_mm,sigma_z_pred_mm,repeatability_valid
h001,1.0,1714,1.0,true,0.015358361504801878,0.8431985874285601,0.018214406112371618,true
h001,1.0,1715,1.0,true,0.017115852617958408,0.7659078280939866,0.022347144121182785,true
h001,1.0,1716,1.0,true,0.01781142598187329,0.7207398687016848,0.024712696987275254,true
h001,1.0,1717,1.0,true,0.016105916376291458,0.7393408744781027,0.02178415522834518,true
h001,1.0,1718,1.0,true,0.014873421207592746,0.8162688837755923,0.018221227714569764,true
h001,1.0,1719,1.0,true,0.015578465970037406,0.9160577864195147,0.017005986086234895,true
h001,1.0,1720,1.0,true,0.01659374362431397,1.006808521518451,0.01648152878095189,true
h001,1.0,1721,1.0,true,0.017160824126950053,1.0778444333143398,0.0159214294721373,true
h001,1.0,1722,1.0,true,0.016855919607716232,1.0975474027520704,0.015357805563067681,true
h001,1.0,1723,1.0,true,0.01599105027052966,1.0204411116537813,0.015670723266542754,true
h001,1.0,1724,1.0,true,0.01609174949160095,0.907993117396245,0.017722325404564237,true
h001,1.0,1725,1.0,true,0.017807514253193032,0.8387129958271089,0.021231952219402415,true
h001,1.0,1726,1.0,true,0.019971687777298453,0.8526265987970874,0.023423721246176397,true
h001,1.0,1727,1.0,true,0.021756331703803096,0.9200505665685341,0.023646886915081832,true
h001,1.0,1728,1.0,true,0.02206536972733686,1.0129769589134412,0.021782696568937797,true
h001,1.0,1729,1.0,true,0.018035746321207437,1.0920024929553165,0.016516213504601807,true
h001,1.0,1730,1.0,true,0.01800385069378075,1.066605958982791,0.016879570700083845,true
h001,1.0,1731,1.0,true,0.015836158466441503,1.0255903271699935,0.015441017769872774,true
h001,1.0,1732,1.0,true,0.020290838523983383,0.9854542890823268,0.02059033965226189,true
h001,1.0,1733,1.0,true,0.019198209221212882,0.972040130594678,0.01975042862630346,true
h001,1.0,1734,1.0,true,0.018597497066405243,0.981135762053782,0.018955070017502636,true
h001,1.0,1735,1.0,true,0.019112968508295712,0.9787147312811157,0.019528640877078923,true
h001,1.0,1736,1.0,true,0.020030455655408914,0.9644645080018108,0.020768473582203923,true
h001,1.0,1737,1.0,true,0.02021768312064853,0.9542747882226195,0.021186437460330363,true
h001,1.0,1738,1.0,true,0.02111100443363177,0.9488354576842539,0.022249383981871516,true
h001,1.0,1739,1.0,true,0.022614013099058368,0.9443361322360033,0.023946995489320954,true
h001,1.0,1740,1.0,true,0.023442473506013212,0.960000896021711,0.024419220443605758,true
h001,1.0,1741,1.0,true,0.014526302724542304,0.9962184823141342,0.014581442708028152,true
h010,10.0,1774,1.0,true,0.022700298615792473,0.8028336301267928,0.028275221370842898,true
h010,10.0,1775,0.94,true,0.02497086540469647,0.8003595586112852,0.03119955916816157,true
h010,10.0,1776,1.0,true,0.024219654397531713,0.7954705659536103,0.030446952325001723,true
h010,10.0,1777,1.0,true,0.021896327088460777,0.7936424121417758,0.02758966349765747,true
h010,10.0,1778,1.0,true,0.01934290040107758,0.7944043048295271,0.024348937038084675,true
h010,10.0,1779,1.0,true,0.018828394038568768,0.7956564480673933,0.023663974676887144,true
h010,10.0,1780,1.0,true,0.01995714431360207,0.7972210029387498,0.025033390038690904,true
h010,10.0,1781,1.0,true,0.022581264592371045,0.8025935909081454,0.028135366202987046,true
h010,10.0,1782,1.0,true,0.025661033482565848,0.8116436702759074,0.03161613208151148,true
h010,10.0,1783,1.0,true,0.026524003542189915,0.8166329699819016,0.032479711837715475,true
h010,10.0,1784,1.0,true,0.025365725367144622,0.8162049709354505,0.031077641365101008,true
h010,10.0,1785,1.0,true,0.02325007378343457,0.8117362363702114,0.028642399762021743,true
h010,10.0,1786,1.0,true,0.022398676576854876,0.8077865580422212,0.027728459150324392,true
h010,10.0,1787,1.0,true,0.023411060637939303,0.8069734224407966,0.02901094383893027,true
h010,10.0,1788,1.0,true,0.020063607952497706,0.8023113409550205,0.025007259561625115,true
h010,10.0,1789,1.0,true,0.015805464255381815,0.7949935083442142,0.01988124945611305,true
h010,10.0,1790,1.0,true,0.016642846825616467,0.7927801289060425,0.020993017128950915,true
h010,10.0,1791,1.0,true,0.01818253603050716,0.7996788981789222,0.022737296272183176,true
h010,10.0,1792,1.0,true,0.019873938839429613,0.8147780892831633,0.024391842516180793,true
h010,10.0,1793,1.0,true,0.02182351293510234,0.8293810387620624,0.02631301164983975,true
h010,10.0,1794,1.0,true,0.021274760227030936,0.83785050389356,0.025392071888917393,true
h010,10.0,1795,1.0,true,0.01949361375712349,0.837845293875148,0.023266364207839476,true
h010,10.0,1796,1.0,true,0.01940525493038257,0.8362232962852204,0.023205829132705476,true
h010,10.0,1797,1.0,true,0.020251267144029136,0.8366798626772833,0.024204320012229424,true
h010,10.0,1798,1.0,true,0.01851270486476052,0.8355359968583116,0.022156681381017587,true
h010,10.0,1799,1.0,true,0.01646156428559542,0.8320509925757278,0.019784321432796317,true
h010,10.0,1800,1.0,true,0.015500669287457284,0.8306568894604425,0.01866073644140341,true
h010,10.0,1801,1.0,true,0.014892925075533775,0.8318817346692413,0.017902695124632405,true
h010,10.0,1802,1.0,true,0.01478774460142995,0.8350908615927892,0.017707946861285156,true
h010,10.0,1803,1.0,true,0.014706682624239678,0.836546643900624,0.01758023026147808,true
h010,10.0,1804,1.0,true,0.01411737494932552,0.8305666808186742,0.01699728062220156,true
h030,30.0,1839,1.0,true,0.017533824861156722,0.8173322858621986,0.02145250489237728,true
h030,30.0,1840,1.0,true,0.015792517345251337,0.818706731030314,0.019289590211841793,true
h030,30.0,1841,1.0,true,0.018059058763900262,0.8196736902017089,0.022032009786060364,true
h030,30.0,1842,1.0,true,0.01582252024148757,0.8192744608782808,0.019312844470368903,true
h030,30.0,1843,1.0,true,0.014796871322184022,0.8187015799768991,0.01807358344490008,true
h030,30.0,1844,1.0,true,0.01784754281005197,0.8191761251052185,0.021787186251014768,true
h030,30.0,1845,1.0,true,0.01900865951533179,0.8220193807029849,0.023124344707147568,true
h030,30.0,1846,1.0,true,0.017973884101792237,0.8254214256213497,0.02177540289587479,true
h030,30.0,1847,1.0,true,0.017106618148369696,0.8280170375418872,0.020659741735693835,true
h030,30.0,1848,1.0,true,0.016424150006972428,0.8290256877717714,0.019811388536242744,true
h030,30.0,1849,1.0,true,0.01718070906964594,0.8269295731800336,0.020776508214086414,true
h030,30.0,1850,1.0,true,0.018451880752571096,0.821367984180506,0.022464816145690018,true
h030,30.0,1851,1.0,true,0.018794533000041545,0.8147118061270324,0.023068934141738755,true
h030,30.0,1852,1.0,true,0.01681656189823248,0.8102729266182147,0.020754194476691586,true
h030,30.0,1853,1.0,true,0.01601682071493389,0.8082017917179048,0.019817848560925253,true
h030,30.0,1854,1.0,true,0.01705427517932045,0.8074995194369421,0.02111985799225262,true
h030,30.0,1855,1.0,true,0.01836979255341386,0.8083344079269636,0.02272548634979503,true
h030,30.0,1856,1.0,true,0.019054054994313174,0.8102449910410845,0.023516411955636533,true
h030,30.0,1857,1.0,true,0.019063407667717847,0.8118083504064847,0.02348264545218402,true
h030,30.0,1858,1.0,true,0.01934780213768325,0.8125037664021572,0.023812569169195524,true
h030,30.0,1859,1.0,true,0.01812114495195668,0.8125261417129725,0.022302230071950143,true
