frame_id,pnp_rmse_px,raw_candidate_count,raw_candidate_inside_complete_count,raw_candidate_inside_hull_count,raw_candidate_inside_formal_mask_count,masked_candidate_count_before_selection,mask_free_selected_count,final_masked_point_count,raw_complete_outside_hull_count,raw_complete_outside_formal_mask_count,raw_complete_inside_hull_but_eroded_out_count,mask_free_selected_complete_outside_hull_count,final_inside_complete_count,raw_complete_outside_hull_v_min_px,raw_complete_outside_hull_v_max_px,raw_complete_outside_hull_u_min_px,raw_complete_outside_hull_u_max_px,mask_free_selected_outside_hull_v_min_px,mask_free_selected_outside_hull_v_max_px,final_v_min_px,final_v_max_px
049,0.15800283305465448,3028,1799,1140,1122,1122,900,741,659,677,18,186,741,952.9944963661034,2977.0046438180725,1889.9821744142985,1923.00046909717,953.99037644352,2977.0046438180725,1279.9908262205201,2751.88839618404
050,0.13335964130362912,2980,1797,1421,1409,1409,900,900,376,388,12,131,900,1008.0392211707755,2981.999466912801,1951.0045599336593,1989.6913674473385,1010.037142821738,2981.0039986557676,1226.9998648413573,2759.9663691846813
051,0.1655861907961247,2843,2268,1670,1654,1654,900,900,598,614,16,210,900,485.9279681221355,2999.0274420803694,1677.9906930394677,2065.6193346441655,487.0951903914919,2999.0274420803694,674.0385587552912,2770.9906087553222
052,0.14807126014918545,3392,2160,1561,1543,1543,900,900,599,617,18,143,900,-0.004300898569378811,1974.999109503259,1907.021648170449,1933.9952756770197,0.027328475540391712,1974.0102904423316,181.01239933018587,1749.0024381681565
053,0.1321776815873983,2679,1498,1076,1061,1061,900,864,422,437,15,133,864,27.994859114441017,2000.9917218006306,1957.3250662382088,1998.9862339144056,28.99338156493966,1999.9927579835937,247.0397861757348,1761.997211824059
054,0.09877320331145344,3309,2098,1548,1534,1534,900,900,550,564,14,138,900,13.982304552604315,1946.983633916023,1914.1212180549853,2060.8136151810972,13.982304552604315,1945.9929920223915,241.99430535602625,1742.076744890574
