u,v,Xc_mm,Yc_mm,Zc_mm,Xg_mm,Yg_mm,Zg_mm
2136.079434,0.000000,6.420981,-147.078334,713.665653,6.419848,147.084230,0.169111
2136.059027,1.000000,6.418953,-146.980558,713.664130,6.417789,146.986445,0.169743
2136.013646,2.000000,6.414424,-146.881135,713.654607,6.412875,146.886948,0.178240
2135.959091,3.000000,6.408977,-146.781111,713.642147,6.406912,146.786825,0.189625
2135.950247,4.000000,6.408107,-146.684100,713.644323,6.406176,146.689835,0.186619
2135.993673,5.000000,6.412472,-146.590528,713.663236,6.411417,146.596421,0.167157
2136.056854,6.000000,6.418815,-146.498250,713.688474,6.418918,146.504352,0.141474
2136.077483,7.000000,6.420897,-146.403169,713.700085,6.421553,146.409369,0.129191
2136.019791,8.000000,6.415135,-146.302941,713.686614,6.415230,146.309034,0.141571
2135.942703,9.000000,6.407431,-146.201443,713.666931,6.406690,146.207379,0.160058
2135.882235,10.000000,6.401391,-146.101042,713.652570,6.400050,146.106863,0.173313
2135.836361,11.000000,6.396814,-146.001600,713.642882,6.395079,146.007346,0.181974
2135.795095,12.000000,6.392697,-145.902464,713.634668,6.390636,145.908146,0.189184
2135.766727,13.000000,6.389873,-145.804174,713.630583,6.387667,145.809825,0.192334
2135.734998,14.000000,6.386711,-145.705665,713.625421,6.384314,145.711278,0.196544
2135.688839,15.000000,6.382105,-145.606214,713.615638,6.379311,145.611750,0.205298
2135.629321,16.000000,6.376162,-145.505894,713.601577,6.372781,145.511319,0.218257
2135.615381,17.000000,6.374782,-145.408552,713.602108,6.371462,145.413985,0.216870
2135.646159,18.000000,6.377879,-145.314127,713.616954,6.375255,145.319684,0.201405
2135.679480,19.000000,6.381231,-145.219864,713.632614,6.379339,145.225552,0.185141
2135.679857,20.000000,6.381285,-145.123451,713.637726,6.379657,145.129184,0.179249
2135.640258,21.000000,6.377336,-145.024434,713.630037,6.375404,145.030108,0.185943
2135.586691,22.000000,6.371988,-144.924511,713.617875,6.369554,144.930088,0.197036
2135.534417,23.000000,6.366770,-144.824675,713.606126,6.363852,144.830159,0.207723
2135.522770,24.000000,6.365620,-144.727481,713.607384,6.362794,144.732980,0.205620
2135.461002,25.000000,6.359452,-144.627034,713.592594,6.356007,144.632415,0.219297
2135.443532,26.000000,6.357718,-144.529464,713.591985,6.354284,144.534843,0.219030
2135.507416,27.000000,6.364130,-144.437169,713.617420,6.361862,144.442759,0.193154
2135.552834,28.000000,6.368693,-144.343670,713.636944,6.367328,144.349423,0.173090
2135.581969,29.000000,6.371625,-144.249113,713.651253,6.370933,144.254986,0.158154
2135.580100,30.000000,6.371454,-144.152545,713.655635,6.370994,144.158457,0.152979
2135.560308,31.000000,6.369488,-144.054817,713.654277,6.369005,144.060721,0.153449
