u,v,Xc_mm,Yc_mm,Zc_mm,Xg_mm,Yg_mm,Zg_mm
2133.079670,177.000000,6.123528,-129.815267,713.575700,6.124992,129.821005,0.104504
2133.101049,178.000000,6.125680,-129.719987,713.587361,6.127699,129.725824,0.092173
2133.082027,179.000000,6.123793,-129.622354,713.586093,6.125793,129.628184,0.092557
2133.090027,180.000000,6.124608,-129.526292,713.593471,6.126972,129.532186,0.084438
2133.137272,181.000000,6.129347,-129.432507,713.613405,6.132633,129.438567,0.063969
2133.148009,182.000000,6.130435,-129.336598,713.621657,6.134125,129.342729,0.054991
2133.128513,183.000000,6.128501,-129.238935,713.620233,6.132165,129.245057,0.055528
2133.119300,184.000000,6.127595,-129.141867,713.622099,6.131378,129.148008,0.052830
2133.126650,185.000000,6.128345,-129.045759,713.629264,6.132483,129.051961,0.044920
2133.122890,186.000000,6.127984,-128.949005,713.632873,6.132320,128.955240,0.040508
2133.088435,187.000000,6.124553,-128.850477,713.626658,6.128651,128.856664,0.045757
2133.047743,188.000000,6.120500,-128.751590,713.618447,6.124270,128.757714,0.052969
2133.017137,189.000000,6.117455,-128.653287,713.613462,6.121041,128.659374,0.057009
2132.984874,190.000000,6.114244,-128.554891,713.607946,6.117623,128.560935,0.061571
2132.931767,191.000000,6.108950,-128.455295,713.595760,6.111824,128.461243,0.072693
2132.878208,192.000000,6.103610,-128.355677,713.583429,6.105975,128.361527,0.083958
2132.848711,193.000000,6.100676,-128.257446,713.578795,6.102872,128.263262,0.087652
2132.836499,194.000000,6.099471,-128.160211,713.579691,6.101743,128.166037,0.085909
2132.811472,195.000000,6.096984,-128.062239,713.576485,6.099151,128.068042,0.088199
2132.764114,196.000000,6.092264,-127.962986,713.566134,6.094010,127.968709,0.097516
2132.726527,197.000000,6.088522,-127.864297,713.558909,6.089984,127.869964,0.103759
2132.732100,198.000000,6.089094,-127.768084,713.565489,6.090885,127.773807,0.096424
2132.787171,199.000000,6.094614,-127.674703,713.587905,6.097437,127.680613,0.073515
2132.847681,200.000000,6.100677,-127.581628,713.612061,6.104610,127.587739,0.048895
2132.867822,201.000000,6.102706,-127.486239,713.623301,6.107175,127.492444,0.036978
2132.844224,202.000000,6.100362,-127.388346,713.620545,6.104745,127.394533,0.038826
2132.785124,203.000000,6.094468,-127.288428,713.606428,6.098263,127.294502,0.051847
2132.722062,204.000000,6.088179,-127.188288,713.591044,6.091328,127.194240,0.066115
2132.714240,205.000000,6.087412,-127.091301,713.593332,6.090700,127.097275,0.063002
2132.733765,206.000000,6.089379,-126.995871,713.604368,6.093193,127.001939,0.051285
2132.692543,207.000000,6.085273,-126.896981,713.595968,6.088752,126.902983,0.058684
