u,v,Xc_mm,Yc_mm,Zc_mm,Xg_mm,Yg_mm,Zg_mm
2115.990477,1263.000000,4.440187,-24.190097,712.675166,4.441726,24.192002,0.065109
2115.231184,1264.000000,4.365076,-24.085059,712.437056,4.356068,24.085019,0.298750
2115.124120,1265.000000,4.354504,-23.987078,712.406531,4.344176,23.986792,0.327969
2114.967824,1266.000000,4.339064,-23.888581,712.360348,4.326720,23.887920,0.372608
2114.935331,1267.000000,4.335868,-23.791412,712.353545,4.323258,23.790698,0.378466
2114.965503,1268.000000,4.338868,-23.694908,712.366674,4.326879,23.694305,0.364696
2114.982428,1269.000000,4.340559,-23.598261,712.375588,4.329002,23.597734,0.355077
2114.975915,1270.000000,4.339932,-23.501366,712.377045,4.328477,23.500854,0.352800
2114.979807,1271.000000,4.340334,-23.404579,712.381811,4.329127,23.404109,0.347266
2115.005850,1272.000000,4.342927,-23.308021,712.393622,4.332282,23.307652,0.334794
2115.078153,1273.000000,4.350095,-23.211940,712.420149,4.340665,23.211791,0.307830
2115.104730,1274.000000,4.352741,-23.115379,712.432129,4.343880,23.115332,0.295191
2115.015029,1275.000000,4.343886,-23.017620,712.407116,4.333951,23.017371,0.318983
2114.946422,1276.000000,4.337119,-22.920084,712.388814,4.326406,22.919688,0.336165
2114.932181,1277.000000,4.335728,-22.823107,712.387804,4.325007,22.822706,0.336318
2114.972584,1278.000000,4.339740,-22.726685,712.404176,4.329784,22.726421,0.319355
2115.001508,1279.000000,4.342618,-22.630142,712.416896,4.333264,22.629986,0.305987
2114.990270,1280.000000,4.341524,-22.533192,712.416839,4.332203,22.533039,0.305203
2114.913564,1281.000000,4.333956,-22.435586,712.395953,4.323743,22.435265,0.324930
2114.783511,1282.000000,4.321112,-22.337453,712.358099,4.309254,22.336826,0.361367
2114.665492,1283.000000,4.309460,-22.239450,712.324075,4.296126,22.238548,0.394033
2114.580052,1284.000000,4.301030,-22.141779,712.300414,4.286681,22.140686,0.416494
2114.527053,1285.000000,4.295808,-22.044434,712.287070,4.280902,22.043235,0.428794
2114.524795,1286.000000,4.295602,-21.947590,712.289861,4.280857,21.946417,0.425206
2114.604832,1287.000000,4.303532,-21.851548,712.318822,4.290110,21.850615,0.395844
2114.670736,1288.000000,4.310065,-21.755361,712.343289,4.297768,21.754632,0.370908
2114.640642,1289.000000,4.307107,-21.658239,712.337224,4.294576,21.657464,0.376041
2114.577127,1290.000000,4.300844,-21.560797,712.320527,4.287609,21.559888,0.391643
2114.562273,1291.000000,4.299393,-21.463826,712.319306,4.286140,21.462910,0.392005
2114.538732,1292.000000,4.297083,-21.366772,712.315321,4.283689,21.365827,0.395089
2114.502926,1293.000000,4.293560,-21.269603,712.307434,4.279852,21.268597,0.402015
2114.471579,1294.000000,4.290478,-21.172478,712.300964,4.276519,21.171422,0.407546
2114.552264,1295.000000,4.298472,-21.076410,712.330123,4.285846,21.075596,0.377991
2114.656881,1296.000000,4.308833,-20.980558,712.366895,4.297878,20.980048,0.340937
2114.746960,1297.000000,4.317758,-20.884561,712.399044,4.308268,20.884317,0.308436
2114.752031,1298.000000,4.318276,-20.787765,712.404152,4.309051,20.787567,0.302564
2114.682908,1299.000000,4.311459,-20.690283,712.385658,4.301448,20.689936,0.319937
2114.581650,1300.000000,4.301464,-20.592510,712.356943,4.290213,20.591931,0.347376
2114.492770,1301.000000,4.292694,-20.494858,712.332165,4.280378,20.494080,0.370937
2114.473772,1302.000000,4.290833,-20.397850,712.329612,4.278441,20.397054,0.372611
2114.537599,1303.000000,4.297161,-20.301593,712.353401,4.285862,20.300996,0.348343
2114.583293,1304.000000,4.301696,-20.205167,712.371422,4.291235,20.204720,0.329755
2114.539644,1305.000000,4.297398,-20.107933,712.361025,4.286511,20.107404,0.339154
2114.453342,1306.000000,4.288883,-20.010321,712.337060,4.276968,20.009599,0.361914
2114.445660,1307.000000,4.288141,-19.913414,712.338101,4.276308,19.912705,0.360049
2114.367071,1308.000000,4.280389,-19.815880,712.316589,4.267637,19.814998,0.380394
2114.276356,1309.000000,4.271439,-19.718245,712.291221,4.257596,19.717158,0.404537
2114.201534,1310.000000,4.264060,-19.620756,712.270907,4.249351,19.619506,0.423703
2114.161937,1311.000000,4.260164,-19.523580,712.261793,4.245086,19.522259,0.431838
