u,v,Xc_mm,Yc_mm,Zc_mm,Xg_mm,Yg_mm,Zg_mm
2110.990260,1577.000000,3.951792,6.256652,712.134871,3.940788,-6.258149,0.334034
2110.903052,1578.000000,3.943206,6.353342,712.110301,3.931146,-6.355036,0.357403
2110.921643,1579.000000,3.945059,6.450329,712.119358,3.933439,-6.451947,0.347646
2110.978281,1580.000000,3.950668,6.547431,712.140506,3.940024,-6.548872,0.325976
2111.017139,1581.000000,3.954522,6.644485,712.156003,3.944604,-6.645796,0.309874
2111.023238,1582.000000,3.955143,6.741445,712.161086,3.945487,-6.742711,0.304032
2110.986516,1583.000000,3.951539,6.838276,712.152556,3.941540,-6.839609,0.311600
2110.932136,1584.000000,3.946192,6.935050,712.138413,3.935600,-6.936495,0.324698
2110.899485,1585.000000,3.942989,7.031888,712.131175,3.932112,-7.033389,0.330993
2110.877694,1586.000000,3.940858,7.128759,712.127387,3.929849,-7.130288,0.333889
2110.849539,1587.000000,3.938099,7.225609,712.121576,3.926869,-7.227182,0.338779
2110.813076,1588.000000,3.934520,7.322429,712.113123,3.922951,-7.324068,0.346271
2110.784421,1589.000000,3.931712,7.419274,712.107151,3.919913,-7.420958,0.351320
2110.782105,1590.000000,3.931503,7.516205,712.109549,3.919847,-7.517867,0.348123
2110.805834,1591.000000,3.933864,7.613226,712.120224,3.922719,-7.614797,0.336771
2110.835189,1592.000000,3.936780,7.710269,712.132686,3.926226,-7.711734,0.323659
2110.818082,1593.000000,3.935111,7.807153,712.130379,3.924491,-7.808634,0.325097
2110.764252,1594.000000,3.929819,7.903907,712.116398,3.918614,-7.905500,0.338035
2110.739369,1595.000000,3.927383,8.000761,712.111617,3.916002,-8.002390,0.341910
2110.768032,1596.000000,3.930231,8.097807,712.123854,3.919430,-8.099332,0.329020
2110.825238,1597.000000,3.935895,8.194961,712.145163,3.926078,-8.196309,0.307192
2110.852675,1598.000000,3.938622,8.292011,712.157009,3.929369,-8.293258,0.294687
