u,v,Xc_mm,Yc_mm,Zc_mm,Xg_mm,Yg_mm,Zg_mm
2136.186662,0.000000,6.431721,-147.085414,713.699992,6.432111,147.091591,0.135347
2136.228572,1.000000,6.435935,-146.991745,713.718426,6.437181,146.998076,0.116354
2136.275459,2.000000,6.440647,-146.898400,713.738454,6.442819,146.904898,0.095795
2136.257056,3.000000,6.438820,-146.800746,713.737570,6.440990,146.807240,0.095798
2136.187827,4.000000,6.431902,-146.699745,713.720406,6.433347,146.706102,0.111809
2136.127732,5.000000,6.425898,-146.599350,713.706167,6.426749,146.605594,0.124944
2136.094660,6.000000,6.422602,-146.500736,713.700581,6.423242,146.506938,0.129569
2136.080272,7.000000,6.421177,-146.403352,713.700979,6.421872,146.409560,0.128312
2136.080708,8.000000,6.421236,-146.306941,713.706123,6.422197,146.313195,0.122388
2136.096064,9.000000,6.422790,-146.211509,713.716044,6.424229,146.217847,0.111767
2136.089046,10.000000,6.422103,-146.114606,713.718798,6.423701,146.120969,0.108192
2136.026260,11.000000,6.415831,-146.014047,713.703691,6.416796,146.020290,0.122180
2135.948024,12.000000,6.408012,-145.912480,713.683637,6.408123,145.918562,0.141033
2135.881672,13.000000,6.401383,-145.811697,713.667388,6.400811,145.817650,0.156144
2135.846818,14.000000,6.397908,-145.712978,713.661225,6.397100,145.718884,0.161338
2135.849404,15.000000,6.398183,-145.616709,713.667049,6.397671,145.622666,0.154745
2135.862793,16.000000,6.399540,-145.521144,713.676332,6.399476,145.527179,0.144751
2135.871103,17.000000,6.400388,-145.425244,713.683987,6.400702,145.431346,0.136358
2135.866775,18.000000,6.399970,-145.328518,713.687595,6.400481,145.334653,0.131945
2135.852181,19.000000,6.398525,-145.231122,713.687913,6.399087,145.237263,0.130765
2135.832147,20.000000,6.396534,-145.133372,713.686490,6.397071,145.139504,0.131299
2135.810231,21.000000,6.394355,-145.035499,713.684462,6.394839,145.041618,0.132427
2135.802525,22.000000,6.393600,-144.938552,713.686983,6.394233,144.944694,0.129082
2135.830909,23.000000,6.396458,-144.843950,713.701061,6.397753,144.850211,0.114374
2135.856766,24.000000,6.399063,-144.749181,713.714328,6.400984,144.755553,0.100461
2135.844167,25.000000,6.397817,-144.651910,713.715280,6.399818,144.658294,0.098660
2135.814871,26.000000,6.394899,-144.553556,713.710883,6.396742,144.559908,0.102117
2135.769045,27.000000,6.390326,-144.454132,713.701192,6.391776,144.460407,0.110781
2135.694935,28.000000,6.382921,-144.352877,713.682443,6.383576,144.359002,0.128350
2135.615967,29.000000,6.375029,-144.251314,713.662139,6.374821,144.257276,0.147450
2135.558860,30.000000,6.369327,-144.151170,713.648834,6.368565,144.157027,0.159666
2135.540098,31.000000,6.367465,-144.053510,713.647806,6.366694,144.059362,0.159811
2135.549729,32.000000,6.368445,-143.957685,713.655868,6.368069,143.963606,0.151018
2135.552241,33.000000,6.368712,-143.861398,713.661650,6.368630,143.867369,0.144467
2135.527931,34.000000,6.366294,-143.763378,713.658842,6.366125,143.769330,0.146362
2135.480631,35.000000,6.361574,-143.663877,713.648673,6.360991,143.669749,0.155497
2135.459323,36.000000,6.359456,-143.566054,713.646824,6.358828,143.571914,0.156448
2135.476149,37.000000,6.361156,-143.470687,713.657185,6.361026,143.476634,0.145395
2135.511934,38.000000,6.364755,-143.376537,713.673614,6.365391,143.382622,0.128374
2135.543128,39.000000,6.367894,-143.282087,713.688573,6.369231,143.288298,0.112799
2135.552493,40.000000,6.368847,-143.186231,713.696542,6.370575,143.192510,0.104097
2135.545957,41.000000,6.368209,-143.089351,713.699418,6.370101,143.095657,0.100403
2135.523037,42.000000,6.365929,-142.991419,713.697047,6.367754,142.997709,0.101869
2135.466169,43.000000,6.360251,-142.891311,713.683805,6.361526,142.897496,0.114025
2135.462014,44.000000,6.359851,-142.794584,713.687440,6.361324,142.800802,0.109585
2135.370449,45.000000,6.350699,-142.692258,713.663086,6.351129,142.698280,0.132667
2135.298557,46.000000,6.343518,-142.591199,713.645032,6.343183,142.597076,0.149554
2135.282923,47.000000,6.341969,-142.493742,713.644989,6.341669,142.499623,0.148731
2135.328142,48.000000,6.346511,-142.400174,713.664428,6.347112,142.406217,0.128751
2135.390202,49.000000,6.352740,-142.307678,713.689259,6.354480,142.313927,0.103468
2135.419706,50.000000,6.355709,-142.213096,713.703665,6.358126,142.219467,0.088436
2135.397980,51.000000,6.353550,-142.115243,713.701667,6.355915,142.121601,0.089536
2135.349245,52.000000,6.348686,-142.015669,713.691019,6.350616,142.021943,0.099140
2135.293177,53.000000,6.343089,-141.915631,713.678023,6.344479,141.921802,0.111054
2135.242975,54.000000,6.338079,-141.815970,713.666905,6.339013,141.822053,0.121122
2135.204035,55.000000,6.334196,-141.717028,713.659391,6.334834,141.723053,0.127645
2135.183014,56.000000,6.332108,-141.619228,713.657614,6.332704,141.625241,0.128528
2135.189745,57.000000,6.332797,-141.523191,713.664720,6.333746,141.529265,0.120674
2135.200217,58.000000,6.333861,-141.427389,713.673024,6.335215,141.433535,0.111644
2135.190407,59.000000,6.332894,-141.330299,713.674833,6.334367,141.336463,0.109000
