u,v,Xc_mm,Yc_mm,Zc_mm,Xg_mm,Yg_mm,Zg_mm
2115.467170,1176.000000,4.386948,-32.606241,712.196260,4.364014,32.603945,0.609948
2116.126257,1177.000000,4.452162,-32.519051,712.409526,4.438743,32.518503,0.399109
2116.185250,1178.000000,4.458016,-32.423113,712.431937,4.445630,32.422752,0.376199
2116.257737,1179.000000,4.465206,-32.327364,712.458643,4.454044,32.327225,0.349061
2116.310329,1180.000000,4.470427,-32.231321,712.479017,4.460207,32.231352,0.328156
2116.305622,1181.000000,4.469978,-32.134451,712.481158,4.459890,32.134502,0.325205
2116.272824,1182.000000,4.466749,-32.037178,712.474360,4.456395,32.037177,0.331057
2116.257368,1183.000000,4.465236,-31.940154,712.473078,4.454862,31.940146,0.331476
2116.246468,1184.000000,4.464173,-31.843195,712.473245,4.453844,31.843192,0.330469
2116.216104,1185.000000,4.461185,-31.745960,712.467217,4.450624,31.745911,0.335562
2116.180402,1186.000000,4.457669,-31.648652,712.459489,4.446801,31.648543,0.342328
2116.166498,1187.000000,4.456309,-31.551653,712.458697,4.445443,31.551540,0.342266
2116.158182,1188.000000,4.455503,-31.454733,712.459681,4.444717,31.454632,0.340454
2116.114806,1189.000000,4.451227,-31.357321,712.449509,4.440026,31.357140,0.349628
2116.056605,1190.000000,4.445485,-31.259706,712.434618,4.433658,31.259406,0.363448
2116.014998,1191.000000,4.441385,-31.162325,712.425007,4.429167,31.161950,0.372070
2115.979387,1192.000000,4.437878,-31.065031,712.417302,4.425354,31.064595,0.378814
2115.940075,1193.000000,4.434004,-30.967687,712.408419,4.421123,30.967182,0.386719
2115.887245,1194.000000,4.428794,-30.870159,712.395234,4.415364,30.869550,0.398859
2115.809039,1195.000000,4.421074,-30.772287,712.373976,4.406735,30.771507,0.418949
2115.744161,1196.000000,4.414672,-30.674602,712.356958,4.399613,30.673686,0.434864
2115.730608,1197.000000,4.413348,-30.577624,712.356265,4.398295,30.576706,0.434704
2115.738476,1198.000000,4.414143,-30.480938,712.362385,4.399399,30.480073,0.427835
2115.761473,1199.000000,4.416434,-30.384455,712.373316,4.402213,30.383683,0.416229
2115.793288,1200.000000,4.419598,-30.288089,712.387052,4.406024,30.287432,0.401861
2115.810607,1201.000000,4.421328,-30.191523,712.396175,4.408196,30.190945,0.392035
2115.813624,1202.000000,4.421643,-30.094763,712.400748,4.408751,30.094225,0.386691
2115.844327,1203.000000,4.424698,-29.998373,712.414127,4.412437,29.997948,0.372674
2115.913493,1204.000000,4.431558,-29.902493,712.439743,4.420472,29.902280,0.346608
2116.004908,1205.000000,4.440620,-29.806903,712.472439,4.431024,29.806961,0.313570
2116.062920,1206.000000,4.446377,-29.710860,712.494507,4.437799,29.711102,0.290997
2116.081122,1207.000000,4.448195,-29.614285,712.503907,4.440071,29.614607,0.280899
2116.089425,1208.000000,4.449034,-29.517576,712.510155,4.441224,29.517953,0.273904
2116.074396,1209.000000,4.447564,-29.420560,712.508978,4.439738,29.420930,0.274221
2116.012059,1210.000000,4.441412,-29.322923,712.492744,4.432901,29.323164,0.289364
2115.895476,1211.000000,4.429892,-29.224583,712.459250,4.419930,29.224553,0.321503
2115.761640,1212.000000,4.416668,-29.126028,712.420269,4.405009,29.125682,0.359046
2115.670495,1213.000000,4.407667,-29.028038,712.394872,4.394917,29.027487,0.383213
2115.636426,1214.000000,4.404314,-28.930792,712.387632,4.391278,28.930185,0.389500
2115.637682,1215.000000,4.404455,-28.834003,712.391628,4.391633,28.833432,0.384723
2115.648661,1216.000000,4.405557,-28.737338,712.398716,4.393088,28.736829,0.376901
