u,v,Xc_mm,Yc_mm,Zc_mm,Xg_mm,Yg_mm,Zg_mm
2132.178107,149.000000,6.033026,-132.463892,713.152059,6.014642,132.466075,0.545311
2132.540039,150.000000,6.069197,-132.388924,713.272599,6.056202,132.392096,0.425902
2132.156342,151.000000,6.030881,-132.269697,713.154794,6.012693,132.271908,0.540895
2132.111509,152.000000,6.026417,-132.170587,713.145309,6.007845,132.172724,0.549359
2132.037199,153.000000,6.019010,-132.069734,713.126404,5.999636,132.071720,0.567089
2132.002180,154.000000,6.015527,-131.971212,713.120054,5.995908,131.973149,0.572470
2132.014232,155.000000,6.016745,-131.875474,713.128746,5.997549,131.877486,0.563059
2132.037596,156.000000,6.019092,-131.780403,713.141052,6.000480,131.782518,0.550093
2132.034277,157.000000,6.018775,-131.683753,713.144830,6.000368,131.685902,0.545515
2131.998198,158.000000,6.015186,-131.585169,713.138137,5.996519,131.587267,0.551234
2131.950443,159.000000,6.010431,-131.485899,713.127712,5.991338,131.487915,0.560624
2131.914720,160.000000,6.006878,-131.387341,713.121131,5.987530,131.389306,0.566233
2131.906477,161.000000,6.006069,-131.290402,713.123331,5.986856,131.292388,0.563207
2131.910815,162.000000,6.006516,-131.194202,713.129550,5.987616,131.196243,0.556228
2131.883014,163.000000,6.003754,-131.096112,713.125498,5.984711,131.098123,0.559350
2131.827040,164.000000,5.998179,-130.996369,713.112441,5.978594,130.998276,0.571328
2131.767876,165.000000,5.992285,-130.896443,713.098365,5.972112,130.898238,0.584308
2131.712763,166.000000,5.986796,-130.796758,713.085583,5.966093,130.798452,0.596016
2131.669798,167.000000,5.982520,-130.697788,713.076682,5.961459,130.699412,0.603908
2131.705872,168.000000,5.986136,-130.603448,713.093034,5.965838,130.605210,0.586963
2131.702179,169.000000,5.985781,-130.506778,713.096679,5.965682,130.508573,0.582515
2131.640230,170.000000,5.979610,-130.406701,713.081709,5.958884,130.408376,0.596376
2131.612794,171.000000,5.976885,-130.308644,713.077765,5.956021,130.310291,0.599391
2131.598416,172.000000,5.975463,-130.211351,713.077993,5.954646,130.213003,0.598305
2131.562379,173.000000,5.971879,-130.112795,713.071299,5.950803,130.114395,0.604025
2131.547440,174.000000,5.970402,-130.015470,713.071345,5.949364,130.017074,0.603117
2131.579753,175.000000,5.973642,-129.920897,713.086488,5.953314,129.922628,0.587362
2131.695173,176.000000,5.985181,-129.831157,713.128186,5.966741,129.833232,0.545490
2131.750602,177.000000,5.990730,-129.737918,713.150716,5.973327,129.740180,0.522470
2131.707049,178.000000,5.986395,-129.638919,713.141613,5.968625,129.641111,0.530560
2131.606990,179.000000,5.976418,-129.536642,713.114454,5.957480,129.538615,0.556408
2131.524963,180.000000,5.968242,-129.435419,713.093057,5.948391,129.437220,0.576589
