u,v,Xc_mm,Yc_mm,Zc_mm,Xg_mm,Yg_mm,Zg_mm
2120.075572,925.000000,4.839418,-56.981958,712.709896,4.830095,56.983050,0.316407
2120.173980,926.000000,4.849194,-56.887730,712.745194,4.841476,56.889114,0.280813
2120.328715,927.000000,4.864559,-56.794924,712.798439,4.859243,56.796746,0.227552
2120.365204,928.000000,4.868194,-56.699105,712.814014,4.863608,56.701058,0.211373
2120.339809,929.000000,4.865690,-56.601716,712.809870,4.860956,56.603639,0.214604
2120.347792,930.000000,4.866497,-56.505172,712.816359,4.862089,56.507150,0.207368
2120.381920,931.000000,4.869899,-56.409285,712.831178,4.866185,56.411388,0.191933
2120.347957,932.000000,4.866545,-56.311680,712.824301,4.862562,56.313730,0.197855
2120.233881,933.000000,4.855243,-56.212063,712.791897,4.849858,56.213851,0.228905
2120.131278,934.000000,4.845081,-56.112743,712.763150,4.838455,56.114299,0.256355
2120.068762,935.000000,4.838895,-56.014435,712.747174,4.831596,56.015864,0.271233
2120.010116,936.000000,4.833094,-55.916229,712.732431,4.825177,55.917540,0.284899
2119.928711,937.000000,4.825035,-55.817459,712.710437,4.816178,55.818593,0.305701
2119.841955,938.000000,4.816447,-55.718561,712.686740,4.806573,55.719506,0.328181
2119.818061,939.000000,4.814093,-55.621234,712.683064,4.804092,55.622151,0.330952
2119.860006,940.000000,4.818267,-55.525542,712.700356,4.809072,55.526605,0.313082
2119.888669,941.000000,4.821125,-55.429517,712.713418,4.812547,55.430689,0.299376
2119.863830,942.000000,4.818677,-55.332165,712.709437,4.809959,55.333308,0.302448
2119.822577,943.000000,4.814601,-55.234408,712.700226,4.805511,55.235479,0.310667
2119.786837,944.000000,4.811073,-55.136790,712.692771,4.801688,55.137803,0.317158
2119.757854,945.000000,4.808214,-55.039341,712.687467,4.798630,55.040314,0.321532
2119.736193,946.000000,4.806081,-54.942073,712.684494,4.796402,54.943024,0.323611
2119.722731,947.000000,4.804761,-54.845006,712.684131,4.795103,54.845959,0.323121
2119.716364,948.000000,4.804145,-54.748114,712.686026,4.794608,54.749085,0.320408
2119.714182,949.000000,4.803944,-54.651324,712.689253,4.794587,54.652325,0.316384
2119.698390,950.000000,4.802394,-54.554201,712.688145,4.793024,54.555196,0.316628
2119.653330,951.000000,4.797941,-54.456366,712.677713,4.788144,54.457279,0.326050
2119.596802,952.000000,4.792351,-54.358255,712.663628,4.781965,54.359056,0.339067
2119.554718,953.000000,4.788194,-54.260499,712.654143,4.777423,54.261225,0.347557
2119.516335,954.000000,4.784404,-54.162835,712.645835,4.773301,54.163497,0.354888
2119.509905,955.000000,4.783781,-54.065946,712.647702,4.772798,54.066626,0.352203
2119.388961,956.000000,4.771806,-53.966293,712.613102,4.759322,53.966693,0.385417
2119.280419,957.000000,4.761061,-53.866949,712.582452,4.747253,53.867102,0.414741
2119.212155,958.000000,4.754310,-53.768582,712.564627,4.739746,53.768592,0.431441
2119.199544,959.000000,4.753075,-53.671555,712.564521,4.738543,53.671567,0.430698
2119.221000,960.000000,4.755217,-53.575344,712.575261,4.741199,53.575448,0.419279
2119.272970,961.000000,4.760384,-53.479860,712.595714,4.747311,53.480134,0.398297
