u,v,Xc_mm,Yc_mm,Zc_mm,Xg_mm,Yg_mm,Zg_mm
2131.245425,226.000000,5.940983,-124.981328,713.223973,5.928653,124.984350,0.408170
2131.300836,227.000000,5.946530,-124.887927,713.246445,5.935235,124.891136,0.385206
2131.170619,228.000000,5.933543,-124.784136,713.209591,5.920649,124.787047,0.420592
2131.064349,229.000000,5.922949,-124.681694,713.180392,5.908795,124.684369,0.448448
2131.041769,230.000000,5.920709,-124.583935,713.177936,5.906484,124.586593,0.450002
2131.045738,231.000000,5.921119,-124.487657,713.183962,5.907199,124.490368,0.443214
2131.056352,232.000000,5.922193,-124.391749,713.192110,5.908671,124.394529,0.434338
2131.083157,233.000000,5.924883,-124.296740,713.205432,5.911990,124.299633,0.420373
2131.131826,234.000000,5.929755,-124.202946,713.225740,5.917801,124.206008,0.399538
2131.176564,235.000000,5.934236,-124.108927,713.244792,5.923165,124.112148,0.379938
2131.178325,236.000000,5.934426,-124.012515,713.250107,5.923628,124.015782,0.373848
2131.122613,237.000000,5.928878,-123.912908,713.237054,5.917538,123.916072,0.385824
2131.048963,238.000000,5.921540,-123.812310,713.218268,5.909402,123.815324,0.403440
2130.988681,239.000000,5.915536,-123.712458,713.203754,5.902792,123.715357,0.416854
2130.957023,240.000000,5.912390,-123.614197,713.198386,5.899444,123.617055,0.421272
2130.938126,241.000000,5.910518,-123.516644,713.197095,5.897552,123.519494,0.421681
2130.926168,242.000000,5.909338,-123.419475,713.198019,5.896451,123.422336,0.419909
2130.920820,243.000000,5.908819,-123.322671,713.201055,5.896103,123.325561,0.416062
2130.898556,244.000000,5.906610,-123.224933,713.198685,5.893826,123.227806,0.417532
2130.857513,245.000000,5.902528,-123.126159,713.190312,5.889409,123.128967,0.424905
2130.793323,246.000000,5.896135,-123.026111,713.174544,5.882354,123.028793,0.439553
2130.705550,247.000000,5.887389,-122.924768,713.151240,5.872610,122.927263,0.461613
2130.660173,248.000000,5.882874,-122.825765,713.141481,5.867699,122.828184,0.470350
