platform_id,stable_range,analysis_range,z_median_mm,z_sigma_between_frames_mm,z_spatial_sigma_median_mm,height_median_mm,height_sigma_between_frames_mm,height_p95_abs_mm,is_reference
p01,"[900, 996]","[908, 988]",-0.10448348409096297,6.087725991493454e-05,0.02977112699247788,0.0,0.0,0.0,True
p02,"[1200, 1408]","[1208, 1400]",0.07618245987504224,0.0003552607500222544,0.022387552381321667,0.18066594396600522,0.0002943834901073199,0.00020816056212424883,False
p03,"[1478, 1572]","[1486, 1564]",29.973953198412403,0.0006849517212746945,0.02098501899442649,30.078436682503366,0.000745828981189629,0.0005273807302046407,False
p04,"[1578, 1666]","[1586, 1658]",19.9429477799585,0.001144468776949541,0.02429891217983586,20.047431264049465,0.0012053460368644756,0.000852308356343201,False
p05,"[1673, 1762]","[1681, 1754]",9.915966982245664,0.002323810146061915,0.021268092895698917,10.020450466336627,0.0023846874059768497,0.0016862286357763878,False
p06,"[1765, 1851]","[1773, 1843]",5.975450521991377,0.0002754224341006713,0.022844924747296158,6.07993400608234,0.00021454517418573678,0.0001517063475375835,False
p07,"[1857, 1946]","[1865, 1938]",1.962004058946178,0.0025709721521644225,0.027134613656378932,2.066487543037141,0.002631849412079357,0.0018609985663431416,False
p08,"[1949, 2036]","[1957, 2028]",0.9881840281723271,0.0017794404369932736,0.029819361957887883,1.09266751226329,0.001840317696908208,0.0013013011230214033,False
p09,"[2043, 2233]","[2051, 2225]",-0.040020817650713525,0.000634511800391371,0.023600589064408067,0.06446266644024945,0.0006953890603063054,0.0004917143201055296,False
