platform_id,stable_range,analysis_range,z_median_mm,z_sigma_between_frames_mm,z_spatial_sigma_median_mm,height_median_mm,height_sigma_between_frames_mm,height_p95_abs_mm,is_reference
p01,"[1500, 1630]","[1508, 1622]",-0.19209953015894143,0.0034075392414116726,0.028982923181065254,0.0,0.0,0.0,True
p02,"[1703, 1795]","[1711, 1787]",29.769733535700084,0.003371059340206464,0.01817269594677081,29.96100564844693,0.002601319657896511,0.00447991040904867,False
p03,"[1800, 1887]","[1808, 1879]",19.805525018706334,0.0029353620026188088,0.018085280690063946,19.9976047279944,0.0027240938924130054,0.0053239320529741,False
p04,"[1982, 2068]","[1990, 2060]",5.836141070986798,0.0034510053020557177,0.019400172363815783,6.028130010344853,0.0034481635053378785,0.007386420743091548,False
p05,"[2164, 2252]","[2172, 2244]",0.8570462530324221,0.003652334300365163,0.017287565840640527,1.0493453644307351,0.0035847573657890055,0.007180992999474252,False
p06,"[2256, 2455]","[2264, 2447]",-0.140928139323222,0.0035829896003521655,0.02048258479181969,0.05116363552880898,0.003292418118841864,0.006308033840110738,False
