record_type,edge,frame_id,frame_ids,pose_count,before_steger_count,before_effective_count,before_effective_fraction,before_v_min_px,before_v_max_px,before_v_median_px,before_s_min,before_s_max,before_s_median,before_observed_v_covered,before_observed_s_covered,before_observed_vs_covered,before_safe_v_covered,before_safe_s_covered,before_safe_vs_covered,after_steger_count,after_effective_count,after_effective_fraction,after_v_min_px,after_v_max_px,after_v_median_px,after_s_min,after_s_max,after_s_median,after_observed_v_covered,after_observed_s_covered,after_observed_vs_covered,after_safe_v_covered,after_safe_s_covered,after_safe_vs_covered
frame_summary,Top,049,049,1,741,741,1.0,1279.9908262205201,2751.88839618404,1971.0149835451869,-0.022081390368269782,0.17847513526522138,0.07197822155619332,False,False,False,False,False,False,900,900,1.0,952.9944963661034,2977.0046438180725,1970.5079381326489,-0.06659656044089807,0.2092383053783541,0.07190919968857595,False,False,False,False,False,False
frame_summary,Top,050,050,1,900,900,1.0,1226.9998648413573,2759.9663691846813,1916.0017382408887,-0.029389583997989882,0.1794935057139687,0.06439509600314126,False,False,False,False,False,False,900,900,1.0,1008.0392211707755,2981.999466912801,1993.0017802559864,-0.05919812235235733,0.20983914652775312,0.07488184762658567,False,False,False,False,False,False
frame_summary,Top,051,051,1,900,632,0.7022222222222222,674.0385587552912,2114.915301827867,1369.4839931431054,-0.10475034928971051,0.09170117149246164,-0.009923915023139574,False,False,False,False,False,False,900,570,0.6333333333333333,485.9279681221355,2113.9425464159294,1276.969000683363,-0.1304305159740445,0.091568310542158,-0.02253172743153009,False,False,False,False,False,False
frame_summary,Bottom,052,052,1,900,900,1.0,181.01239933018587,1749.0024381681565,947.0311724756743,-0.17183533824352987,0.041741700384300764,-0.06740789089001487,False,False,False,False,False,False,900,900,1.0,0.027328475540391712,1974.999109503259,969.5143160818903,-0.19654705108935674,0.07251031395773566,-0.06434656054290226,False,False,False,False,False,False
frame_summary,Bottom,053,053,1,864,864,1.0,247.0397861757348,1761.997211824059,997.4988331365684,-0.16291150458230144,0.04344126296617001,-0.06061484433373374,False,False,False,False,False,False,900,900,1.0,27.994859114441017,2000.9917218006306,918.9843818285322,-0.1928194680349439,0.07598349919520068,-0.07130659493126273,False,False,False,False,False,False
frame_summary,Bottom,054,054,1,900,900,1.0,241.99430535602625,1742.076744890574,985.9887628347444,-0.16354334016357192,0.040614749712885666,-0.06221002016162928,False,False,False,False,False,False,900,900,1.0,13.982304552604315,1946.983633916023,915.9822598406956,-0.19464902115001467,0.06849001081276926,-0.07173547866133156,False,False,False,False,False,False
edge_union_summary,Top,,049|050|051,3,2541,2273,,674.0385587552912,2759.9663691846813,1794.9642329057178,-0.10475034928971051,0.1794935057139687,0.04792014099423229,False,False,False,False,False,False,2700,2370,,485.9279681221355,2981.999466912801,1776.040014123908,-0.1304305159740445,0.20983914652775312,0.04541243728045101,False,False,False,False,False,False
edge_union_summary,Bottom,,052|053|054,3,2664,2664,,181.01239933018587,1761.997211824059,978.4769012135848,-0.17183533824352987,0.04344126296617001,-0.06316568048076113,False,False,False,False,False,False,2700,2700,,0.027328475540391712,2000.9917218006306,932.9861618299761,-0.19654705108935674,0.07598349919520068,-0.06937105922230444,False,False,False,False,False,False
