bin_width_px,v_start_px,v_end_px,v_center_px,model,frame027_point_count,original_status,leave027_status,original_point_count,leave027_point_count,original_unique_frame_count,leave027_unique_frame_count,original_u_ref_px,leave027_u_ref_px,original_b_mm,leave027_b_mm,delta_b_leave_minus_original_mm,original_delta_g_mm_per_px,leave027_delta_g_mm_per_px,delta_g_leave_minus_original_mm_per_px,original_weighted_rmse_mm,leave027_weighted_rmse_mm
60,240,300,270.0,M0,0,ok,ok,80,80,7,7,2066.152074826886,2066.152074826886,0.12826489254116272,0.12826489254116272,0.0,-0.0006340032980440455,-0.0006340032980440455,0.0,0.1196605121135428,0.1196605121135428
60,240,300,270.0,M_local_fullfit,0,ok,ok,80,80,7,7,2066.152074826886,2066.152074826886,0.14928620862436145,0.14928620862436145,0.0,-0.0006584308034455119,-0.0006584308034455119,0.0,0.11976623351096037,0.11976623351096037
60,300,360,330.0,M0,0,ok,ok,208,208,8,8,2065.513354771004,2065.513354771004,0.11813368703701167,0.11813368703701167,0.0,-0.00026244293106516804,-0.00026244293106516804,0.0,0.0785758312791982,0.0785758312791982
60,300,360,330.0,M_local_fullfit,0,ok,ok,208,208,8,8,2065.513354771004,2065.513354771004,0.13722347335422133,0.13722347335422133,0.0,-0.0002899205372136056,-0.0002899205372136056,0.0,0.07880041469765686,0.07880041469765686
60,360,420,390.0,M0,19,ok,ok,311,301,14,13,2049.0757604982537,2054.211936439055,0.07861168481378493,0.08020975909258636,0.0015980742788014313,0.00010704111329839295,-2.8616885224201513e-05,-0.00013565799852259446,0.06536986838987559,0.06175806484615613
60,360,420,390.0,M_local_fullfit,19,ok,ok,310,301,14,13,2049.0757604982537,2054.211936439055,0.0956955196355137,0.09716602314316829,0.001470503507654583,7.978877538000153e-05,-5.716393581692122e-05,-0.00013695271119692275,0.06570170426447278,0.06189383425972156
60,420,480,450.0,M0,43,ok,ok,421,378,15,14,2043.3019306868468,2046.5730368854672,0.034268181313378596,0.037378961653335756,0.00311078033995716,0.00022773162307538329,2.2171994221874172e-05,-0.0002055596288535091,0.08149827233975471,0.061633965994094556
60,420,480,450.0,M_local_fullfit,43,ok,ok,421,378,15,14,2043.3019306868468,2046.5730368854672,0.04948001568308867,0.052495612900409036,0.003015597217320365,0.00019617858565347865,-1.0043046333891204e-05,-0.00020622163198736986,0.08159842436243306,0.061735293860945756
60,480,540,510.0,M0,59,ok,ok,536,477,18,17,2017.1027695697176,2042.309645311694,0.016069029102675277,0.016246818943723405,0.0001777898410481281,1.2560097649669023e-05,2.198728831356862e-05,9.427190663899599e-06,0.05600843024346299,0.05682410681153298
60,480,540,510.0,M_local_fullfit,59,ok,ok,536,477,18,17,2017.1027695697176,2042.309645311694,0.03014571853476763,0.029461231314009084,-0.0006844872207585478,-2.1769531006028117e-05,-1.2502496372683128e-05,9.267034633344989e-06,0.056138719337918364,0.056955351345210736
