frame_id,split,source,point_index,u_px,v_px,formal_domain,region,lambda_truth_mm,lambda_M0_mm,lambda_M_local_fullfit_mm,M0_valid,M_local_fullfit_valid,M0_residual_e_lambda_mm,M_local_fullfit_residual_e_lambda_mm,M0_invalid_reason,M_local_fullfit_invalid_reason,M0_offset_removed_mm,M0_v_line_prediction_mm,M0_v_line_remaining_mm,M_local_fullfit_offset_removed_mm,M_local_fullfit_v_line_prediction_mm,M_local_fullfit_v_line_remaining_mm
027,fit,fit_edge_extension,26,1844.3071844594447,443.99249149501065,True,middle_formal,632.5182694301448,632.8098597254908,632.7884565839681,True,True,-0.2915902953460545,-0.2701871538233718,,,-0.5728069922207235,-0.0782253993199244,-0.21336489602613012,-0.5578796478165955,-0.06071253292488643,-0.20947462089848534
027,fit,fit_edge_extension,27,1844.2807501638742,444.98132027423475,True,middle_formal,632.5575964601782,632.8069511916779,632.7855724746194,True,True,-0.24935473149969312,-0.22797601444119664,,,-0.5305714283743621,-0.0777133102331879,-0.17164142126650522,-0.5156685084344204,-0.060216774893881664,-0.16775923954731498
027,fit,fit_edge_extension,28,1844.3158997449991,445.9425313246,True,middle_formal,632.5961622374687,632.8194233643596,632.7980696262345,True,True,-0.223261126890975,-0.20190738876578962,,,-0.504477823765644,-0.07721552366054307,-0.14604560323043192,-0.4895998827590134,-0.05973486325485866,-0.14217252551093096
027,fit,fit_edge_extension,29,1844.4388465316315,446.8769524265773,True,middle_formal,632.6341428437736,632.8538735872447,632.8325459571961,True,True,-0.21973074347113197,-0.1984031134225006,,,-0.500947440345801,-0.07673161091569519,-0.14299913255543678,-0.4860956074157244,-0.059266382992776256,-0.13913673042972435
027,fit,fit_edge_extension,30,1844.7903772044779,448.0309919637302,True,middle_formal,632.6821479968432,632.9466553391759,632.9253641003102,True,True,-0.2645073423326494,-0.24321610346692069,,,-0.5457240392073184,-0.07613396341083378,-0.1883733789218156,-0.5309085974601444,-0.05868779509094607,-0.18452830837597461
027,fit,fit_edge_extension,31,1844.978538400324,449.00156962860586,True,middle_formal,632.7219393376195,632.9976613731616,632.976398526104,True,True,-0.27572203554211683,-0.2544591884845886,,,-0.5569387324167858,-0.07563132610854673,-0.2000907094335701,-0.5421516824778123,-0.0582011874171145,-0.1962580010674741
027,fit,fit_edge_extension,32,1845.0393176932157,450.0001653138482,True,middle_formal,632.7621580986353,633.0167264539589,632.9954900503009,True,True,-0.2545683553236131,-0.23333195166560472,,,-0.5357850521982821,-0.07511417899145334,-0.17945417633215976,-0.5210244456588284,-0.05770053266162295,-0.17563141900398177
027,fit,fit_edge_extension,33,1845.023705259209,451.00061111429756,True,middle_formal,632.8020379207649,633.0165761737481,632.9953646502486,True,True,-0.21453825298328866,-0.1933267294837151,,,-0.4957549498579577,-0.07459607374710209,-0.13994217923618657,-0.4810192234769389,-0.05719895033455219,-0.1361277791491629
027,fit,fit_edge_extension,34,1845.009592341748,452.00010146360313,True,middle_formal,632.8418926589075,633.0167985678667,632.9956119144382,True,True,-0.17490590895920377,-0.1537192555307456,,,-0.4561226058338728,-0.07407846330641538,-0.1008274456527884,-0.4414117495239694,-0.05669784703134051,-0.0970214084994051
027,fit,fit_edge_extension,35,1845.0375246014044,452.99807077881394,True,middle_formal,632.8819215218936,633.0275937654061,633.0064328123267,True,True,-0.14567224351253572,-0.12451129043313358,,,-0.42688894038720476,-0.073561640570311,-0.07211060294222471,-0.41220378442635736,-0.05619750631198944,-0.06831378412114414
027,fit,fit_edge_extension,36,1845.1085216611725,453.98537619558,True,middle_formal,632.9217647623732,633.0491848333567,633.0280502099636,True,True,-0.12742007098347585,-0.1062854475903805,,,-0.4086367678581449,-0.07305034039395647,-0.05436973058951938,-0.3939779415836043,-0.05570251203219073,-0.05058293555818977
027,fit,fit_edge_extension,37,1845.2217485833278,454.9652219959866,True,middle_formal,632.9615458163763,633.0813758673839,633.0602682740619,True,True,-0.11983005100762512,-0.09872245768553967,,,-0.40104674788229416,-0.07254290336176716,-0.04728714764585795,-0.38641495167876344,-0.05521125769685575,-0.04351119998868391
027,fit,fit_edge_extension,38,1845.369491589213,457.00362990313675,True,middle_formal,633.0438387188312,633.126248605369,633.1051953659401,True,True,-0.08240988653778913,-0.06135664710882338,,,-0.3636265834124582,-0.07148726413938533,-0.010922622398403803,-0.34904914110204716,-0.05418928391164074,-0.007167363197182641
027,fit,fit_edge_extension,39,1845.3784584655082,457.999604345393,True,middle_formal,633.0837088479872,633.1322605828502,633.1112325386192,True,True,-0.04855173486305375,-0.027523690632051512,,,-0.3297684317377228,-0.07097147449686692,0.022419739633813163,-0.3152161846252753,-0.05368994333944238,0.02616625270739087
027,fit,fit_edge_extension,40,1845.4250701915191,458.9722317821883,True,middle_formal,633.1228563347379,633.1476593906202,633.1266567482636,True,True,-0.024803055882330227,-0.0038004135257097005,,,-0.3060197527569993,-0.07046777567022655,0.045664719787896324,-0.2914929075189335,-0.05320230799437764,0.04940189446866794
027,fit,fit_edge_extension,41,1845.486092922288,459.91233698706316,True,middle_formal,633.1607867457142,633.1665630347828,633.14558527901,True,True,-0.005776289068649021,0.015201466704183986,,,-0.28699298594331807,-0.06998091927413919,0.06420463020549017,-0.2724910272890398,-0.05273097795716769,0.06793244466135168
027,fit,fit_edge_extension,42,1845.692277354066,461.06832983530825,True,middle_formal,633.2081518507613,633.2228262309249,633.2018818948746,True,True,-0.014674380163569367,0.006269955886637035,,,-0.2958910770382384,-0.06938226019951527,0.0547078800359459,-0.28142253810658674,-0.0521514107455911,0.05842136663222813
027,fit,fit_edge_extension,43,1845.933171690624,462.01860326412043,True,middle_formal,633.2474841416494,633.2870635035084,633.266148191115,True,True,-0.03957936185906874,-0.018664049465655808,,,-0.3207960587337378,-0.06889013794080412,0.02931077608173538,-0.3063565434588796,-0.05167498277961535,0.033010933313959545
027,fit,fit_edge_extension,44,1846.1888426563091,462.95321574142616,True,middle_formal,633.2862755428757,633.3549753889843,633.3340890439326,True,True,-0.06869984610852953,-0.047813501056907626,,,-0.3499165429831986,-0.06840612608757751,-0.0002937200209520152,-0.3355059950501314,-0.05120640656982389,0.0033929055129162666
027,fit,fit_edge_extension,45,1846.391635834902,463.9318990223809,True,middle_formal,633.3265453418916,633.4097450879514,633.3888876807134,True,True,-0.08319974605979041,-0.06234233882184981,,,-0.36441644293445946,-0.06789929109442366,-0.01530045496536675,-0.3500348328150736,-0.05071573507387084,-0.01162660374797897
027,fit,fit_edge_extension,46,1846.5098442615113,464.94443243834877,True,middle_formal,633.3677113374974,633.4433386560287,633.4225091970076,True,True,-0.0756273185312466,-0.054797859510131275,,,-0.35684401540591565,-0.06737492598373179,-0.008252392547514809,-0.34249035350335505,-0.05020809251413405,-0.004589766995997224
027,fit,fit_edge_extension,47,1846.599230821985,465.9474628985679,True,middle_formal,633.4083442525888,633.4696364463803,633.4488340645167,True,True,-0.06129219379147344,-0.04048981192795509,,,-0.3425088906661425,-0.06685548221031579,0.005563288418842349,-0.32818230592117886,-0.04970521434508823,0.009215402417133145
027,fit,fit_edge_extension,48,1846.6712723390026,467.0429484436722,True,middle_formal,633.4525881165946,633.4919124275996,633.4711390507657,True,True,-0.03932431100497524,-0.01855093417111675,,,-0.3205410078796443,-0.06628815831753254,0.0269638473125573,-0.3062434281643405,-0.04915598300368129,0.03060504883256454
027,fit,fit_edge_extension,49,1846.7958937595743,468.0286115363,True,middle_formal,633.4927294564208,633.527025884931,633.5062799144632,True,True,-0.034296428510288024,-0.013550458042459468,,,-0.31551312538495707,-0.06577770865876587,0.03148128014847784,-0.30124295203568324,-0.04866181211757642,0.03511135407511695
027,fit,fit_edge_extension,50,1846.9154202528493,469.0112648744581,True,middle_formal,633.5327273063415,633.5608465585638,633.5401278061001,True,True,-0.028119252222268187,-0.007400499758659862,,,-0.30933594909693723,-0.0652688176747162,0.03714956545244802,-0.29509299375188364,-0.048169150198424215,0.04076865043976435
027,fit,fit_edge_extension,51,1847.0534971652116,469.99081104815326,True,middle_formal,633.5727073481128,633.5993338740867,633.5786426717776,True,True,-0.026626525973938442,-0.005935323664857606,,,-0.3078432228486075,-0.06476153581152305,0.03813500983758461,-0.2936278176580814,-0.047678046083584,0.0417427224187264
027,fit,fit_edge_extension,52,1847.2300041849676,470.94351881647594,True,middle_formal,633.6118281563579,633.6474119944711,633.6267485265134,True,True,-0.03558383811321164,-0.0149203701555507,,,-0.3168005349878807,-0.0642681528707576,0.02868431475754596,-0.3026128641487745,-0.04720039764002115,0.03228002748447045
027,fit,fit_edge_extension,53,1847.4631741840758,472.0636691460558,True,middle_formal,633.6579712445251,633.7104132522952,633.6897829730315,True,True,-0.052442007770082455,-0.03181172850634084,,,-0.3336587046447515,-0.06368805571811176,0.011246047948029303,-0.3195042224995646,-0.04663880039134727,0.014827071885006426
027,fit,fit_edge_extension,54,1847.5766165704165,473.0323497739464,True,middle_formal,633.6973962815898,633.7426615348967,633.7220579946588,True,True,-0.045265253306865816,-0.02466171306900833,,,-0.32648195018153486,-0.06318640084266908,0.01792114753580326,-0.3123542070622321,-0.04615314381374214,0.021491430744733808
027,fit,fit_edge_extension,55,1847.624901577108,474.0208026604924,True,middle_formal,633.73726085418,633.7585536790227,633.737975909417,True,True,-0.02129282484270334,-0.0007150552369239449,,,-0.3025095217173724,-0.06267450642111866,0.04138168157841532,-0.2884075492301477,-0.0456575742398474,0.04494251900292345
027,fit,fit_edge_extension,56,1847.6908149293288,475.02494237305285,True,middle_formal,633.777855581412,633.7789504050107,633.7583991839931,True,True,-0.0010948235986916188,0.019456397418935012,,,-0.28231152047336067,-0.06215448819433883,0.06105966459564721,-0.26823609657428876,-0.0451541399373554,0.06461053735629041
027,fit,fit_edge_extension,57,1847.804815083888,476.02473742750084,True,middle_formal,633.8185450936687,633.8114597340856,633.7909360286606,True,True,0.007085359583129502,0.02760906500816418,,,-0.27413133729153955,-0.06163671995466674,0.06872207953779624,-0.2600834289850596,-0.044652883867532744,0.07226194887569692
027,fit,fit_edge_extension,58,1847.9460740275129,477.0076723156072,True,middle_formal,633.8587135164091,633.8507841121357,633.830288115472,True,True,0.007929404273454566,0.02842540093718071,,,-0.2732872926012145,-0.06112768316311351,0.06905708743656808,-0.25926709305604306,-0.0441600807908305,0.07258548172801121
027,fit,fit_edge_extension,59,1848.0815634838932,477.989173172928,True,middle_formal,633.8987977466147,633.8886511306587,633.8681826777279,True,True,0.010146615956045935,0.03061506888684562,,,-0.2710700809186231,-0.06061938901935793,0.07076600497540386,-0.25707742510637815,-0.04366799667811211,0.07428306556495773
027,fit,fit_edge_extension,60,1848.2076744183719,478.9745182029149,True,middle_formal,633.9389895443037,633.9241694739718,633.9037284482572,True,True,0.014820070331893476,0.03526109604649719,,,-0.26639662654277557,-0.060109104077082864,0.07492917440897634,-0.2524313979467266,-0.043173985255517966,0.07843508130201515
027,fit,fit_edge_extension,61,1848.3196987883985,479.96731273199225,True,middle_formal,633.979407657966,633.9561638490668,633.9357501148081,True,True,0.02324380889922395,0.04365754315790582,,,-0.2579728879754451,-0.05959496123011687,0.08283877012934082,-0.24403495083531795,-0.04267623896084205,0.08633378211874787
027,fit,fit_edge_extension,62,1848.4039542658338,480.97075642941286,True,middle_formal,634.0201053588795,633.9811922784023,633.9608054642832,True,True,0.03891308047718667,0.059299894596279046,,,-0.24230361639748238,-0.05907530345174311,0.09798838392892978,-0.22839259939694473,-0.042173153611680114,0.10147304820795916
027,fit,fit_edge_extension,63,1848.4665020275659,481.9727225216164,True,middle_formal,634.0606296917535,634.0007373456511,633.9803769119845,True,True,0.05989234610240146,0.0802527797690118,,,-0.2213243507722676,-0.05855641088724878,0.11844875698965024,-0.20743971422421198,-0.04167080907292786,0.12192358884193966
027,fit,fit_edge_extension,64,1848.5365985564038,482.96025595386374,True,middle_formal,634.10062163071,634.0221335634803,634.0017993160237,True,True,0.07848806722961399,0.09882231468623104,,,-0.20272862964505506,-0.058044992627519165,0.13653305985713315,-0.18887017930699274,-0.0411757004755563,0.13999801516178734
027,fit,fit_edge_extension,65,1848.6112960614964,484.0558467482601,True,middle_formal,634.1449784329227,634.045096657516,634.0247913825873,True,True,0.09988177540674315,0.120187050335403,,,-0.1813349214679259,-0.057477614228824525,0.15735938963556767,-0.16750544365782077,-0.04062641636648828,0.16081346670189128
027,fit,fit_edge_extension,66,1848.7796442836172,485.04171094446343,True,middle_formal,634.1854534400146,634.0912895561468,634.0710126777685,True,True,0.09416388386785002,0.11444076224609034,,,-0.18705281300681903,-0.056967060423669225,0.15113094429151924,-0.17325173174713343,-0.040132144655331936,0.15457290690142228
027,fit,fit_edge_extension,67,1848.9696581413377,486.0060373501265,True,middle_formal,634.2251882947642,634.1428773763921,634.1226288651835,True,True,0.08231091837205895,0.10255942958065134,,,-0.1989057785026101,-0.05646766048834434,0.1387785788604033,-0.18513306441257243,-0.03964867110544951,0.14220810068610085
027,fit,fit_edge_extension,68,1849.156274018807,486.97185267758016,True,middle_formal,634.2649690745325,634.1936197920015,634.1733996137274,True,True,0.07134928253094586,0.09156946080508988,,,-0.2098674143437232,-0.05596748947857666,0.12731677200952252,-0.1961230331881339,-0.03916445107149341,0.1307339118765833
