segment_id,segment_role,u_start,u_end,width_px,point_count,rmse_px,mae_px,p95_abs_error_px,max_abs_error_px
S001,boundary,1004,1108,105,105,0.7743510997148642,0.693476275273342,1.32320458668853,1.4641132626726403
S002,interior,1222,1328,107,107,0.10601573356545618,0.08719913778398575,0.20327608263398814,0.25029605274494315
S003,interior,1441,1547,107,107,0.12123867078875186,0.09943070476007161,0.2409503418963822,0.27496357022084794
S004,interior,1661,1767,107,107,0.12268389052090338,0.09611041030816905,0.2521244403006106,0.4095746466127821
S005,interior,1881,1986,106,106,0.12744382941499038,0.10715658293395872,0.24650364765045651,0.30961946571676435
S006,boundary,2100,2174,75,75,0.7000638065745621,0.6528605725377686,1.1393047832983143,1.1941683477848528
