roi_id,height_mm,u,valid_fraction,formal_column_valid,sigma_pixel_px,sensitivity_px_per_mm,sigma_z_pred_mm,repeatability_valid
h001,1.0,1789,1.0,true,0.011949199313415324,1.1050424495698508,0.010813339630587651,true
h001,1.0,1790,1.0,true,0.01274298408020776,1.0100432524279768,0.01261627563926172,true
h001,1.0,1791,1.0,true,0.015518347367862274,1.0208352911936345,0.015201617245929163,true
h001,1.0,1792,1.0,true,0.01876946699297538,1.0502710259240757,0.017871069971164024,true
h001,1.0,1793,1.0,true,0.02016169981976663,1.0440560432016355,0.01931093637266832,true
h001,1.0,1794,1.0,true,0.019550055450194472,1.0079458359832643,0.01939593850409942,true
h001,1.0,1795,1.0,true,0.018360690870325422,0.9589272451429451,0.019147115657964682,true
h001,1.0,1796,1.0,true,0.01770438686295566,0.9299366588464864,0.019038271794679616,true
h001,1.0,1797,1.0,true,0.01736109023922975,0.9500944864934127,0.01827301440649937,true
h001,1.0,1798,1.0,true,0.016251399870041327,0.9755090984185699,0.01665940368612349,true
h001,1.0,1799,1.0,true,0.014694349389593755,0.9542981619695183,0.015398069466325886,true
h001,1.0,1800,1.0,true,0.013252991329179691,0.9105573404859797,0.01455481246475521,true
h001,1.0,1801,1.0,true,0.01128809514844228,0.8965724928679037,0.012590276010291796,true
h001,1.0,1802,1.0,true,0.009394273088020403,0.9214442439455297,0.01019516172546164,true
h001,1.0,1803,1.0,true,0.00953579468448013,0.9820764392978845,0.00970982940115899,true
h001,1.0,1804,1.0,true,0.011424268854136041,1.0435830256315057,0.0109471585619389,true
h001,1.0,1805,1.0,true,0.009462368412103014,1.0424287238222405,0.009077233000072798,true
h001,1.0,1806,1.0,true,0.014603412913209482,1.0129305146198249,0.014416993764562878,true
h001,1.0,1807,1.0,true,0.015755833681553158,0.967565015033756,0.01628400514357526,true
h001,1.0,1808,1.0,true,0.014871477969967618,0.9309728089669989,0.015974127092357196,true
h001,1.0,1809,1.0,true,0.015678666795860014,0.9244076549996407,0.016960771269106494,true
h001,1.0,1810,1.0,true,0.019034162906686497,0.9492947835460654,0.02005084536078971,true
h010,10.0,1842,1.0,true,0.014345661630927261,0.9428777535563995,0.015214763076992203,true
h010,10.0,1843,1.0,true,0.015788255753741976,0.9514670965725713,0.016593590898324625,true
h010,10.0,1844,1.0,true,0.016090492070765412,0.9491784401446239,0.01695202017895997,true
h010,10.0,1845,1.0,true,0.015280389858114762,0.9413716806851766,0.016232047523453162,true
h010,10.0,1846,1.0,true,0.015431975962251062,0.9340623388772087,0.016521355502675653,true
h010,10.0,1847,1.0,true,0.015886838295428224,0.9259003435796445,0.01715825942347937,true
h010,10.0,1848,1.0,true,0.016144118267177186,0.9146585483816125,0.01765043173295917,true
h010,10.0,1849,1.0,true,0.017624718636322312,0.9037130171510285,0.01950256143469589,true
h010,10.0,1850,1.0,true,0.01958951608704105,0.8983710773553412,0.021805595238784187,true
h010,10.0,1851,1.0,true,0.019772207502479267,0.9013532509674974,0.02193613600578476,true
h010,10.0,1852,1.0,true,0.017014551190450783,0.9103265571735392,0.018690601802587234,true
h010,10.0,1853,1.0,true,0.013532131166196941,0.9207403960617399,0.01469701038868023,true
h010,10.0,1854,1.0,true,0.012657959309190229,0.9287809848790971,0.013628572844692727,true
h010,10.0,1855,1.0,true,0.014256079344557488,0.9345534034017191,0.015254429862077654,true
h010,10.0,1856,1.0,true,0.01757173845922434,0.9395339031037111,0.01870261243492846,true
h010,10.0,1857,1.0,true,0.015411670982469197,0.9391690148547127,0.01640990145405654,true
h010,10.0,1858,1.0,true,0.014565642101863346,0.9378378495782158,0.015531087925715639,true
h030,30.0,1913,1.0,true,0.013141201019452934,0.9352129934469606,0.014051559496642323,true
h030,30.0,1914,1.0,true,0.014639487554969719,0.9394879846845242,0.015582410625385052,true
h030,30.0,1915,1.0,true,0.013170540489289917,0.941881622526004,0.013983222704747377,true
h030,30.0,1916,1.0,true,0.01423545170422986,0.9423647438008175,0.01510609538172486,true
h030,30.0,1917,1.0,true,0.0163278803561638,0.941991514490193,0.01733336246133859,true
h030,30.0,1918,1.0,true,0.01711947463148357,0.9410500619035891,0.018191885133989255,true
h030,30.0,1919,1.0,true,0.016383407408889678,0.9402500667026895,0.017424521400294855,true
h030,30.0,1920,1.0,true,0.015187356774810172,0.9399808780452266,0.016157091202103627,true
h030,30.0,1921,1.0,true,0.014837001243986798,0.9397460825662809,0.015788308692353963,true
h030,30.0,1922,1.0,true,0.015648615241322113,0.9389329961204301,0.01666638120715802,true
h030,30.0,1923,1.0,true,0.01673009457863324,0.9380938646276491,0.017834137083151905,true
h030,30.0,1924,1.0,true,0.017322463493973175,0.9381926389356674,0.018463653172150915,true
h030,30.0,1925,1.0,true,0.018586200149715255,0.9383551254805259,0.01980721333002511,true
h030,30.0,1926,1.0,true,0.020528747705331148,0.936946775603216,0.02191026026223798,true
h030,30.0,1927,1.0,true,0.021962321285281708,0.9361256946225922,0.02346086792771565,true
h030,30.0,1928,1.0,true,0.022787320105864903,0.9375942537238037,0.024304031317770414,true
h030,30.0,1929,1.0,true,0.022769070743493654,0.9395663984298495,0.02423359411484281,true
h030,30.0,1930,1.0,true,0.02103410528154498,0.9406282763372891,0.022361761612620927,true
h030,30.0,1931,1.0,true,0.018278984530559282,0.9400885291432094,0.019443896998954588,true
h030,30.0,1932,1.0,true,0.01630764329192368,0.9381252880058658,0.017383225354246835,true
