u,v,Xc_mm,Yc_mm,Zc_mm,Xg_mm,Yg_mm,Zg_mm
2136.200462,0.000000,6.433103,-147.086325,713.704412,6.433690,147.092538,0.131001
2136.227598,1.000000,6.435837,-146.991681,713.718114,6.437069,146.998009,0.116661
2136.255477,2.000000,6.438646,-146.897082,713.732054,6.440534,146.903528,0.102088
2136.287735,3.000000,6.441893,-146.802768,713.747396,6.444499,146.809342,0.086136
2136.348887,4.000000,6.448035,-146.710353,713.771992,6.451770,146.717132,0.061085
2136.406824,5.000000,6.453856,-146.617720,713.795560,6.458674,146.624695,0.037045
2136.427034,6.000000,6.455896,-146.522599,713.807041,6.461262,146.529671,0.024890
2136.412263,7.000000,6.454433,-146.425175,713.807315,6.459848,146.432252,0.023753
2136.376494,8.000000,6.450865,-146.326371,713.800862,6.456031,146.333399,0.029232
2136.322494,9.000000,6.445472,-146.226373,713.788568,6.450129,146.233304,0.040454
2136.259870,10.000000,6.439214,-146.125812,713.773511,6.443241,146.132623,0.054393
2136.197851,11.000000,6.433018,-146.025295,713.758648,6.436422,146.031988,0.068142
2136.142910,12.000000,6.427531,-145.925246,713.746051,6.430413,145.931839,0.079662
2136.094604,13.000000,6.422708,-145.825635,713.735579,6.425163,145.832146,0.089093
2136.043885,14.000000,6.417644,-145.725869,713.724333,6.419637,145.732291,0.099285
2135.990611,15.000000,6.412324,-145.625939,713.712268,6.413819,145.632266,0.110282
2135.950903,16.000000,6.408364,-145.526899,713.704548,6.409553,145.533166,0.117007
2135.958975,17.000000,6.409188,-145.430981,713.712127,6.410751,145.437313,0.108688
2136.003018,18.000000,6.413615,-145.337407,713.731226,6.416063,145.343898,0.089042
2136.040509,19.000000,6.417386,-145.243401,713.748226,6.420625,145.250035,0.071460
2136.059184,20.000000,6.419272,-145.148165,713.759200,6.423036,145.154891,0.059803
2136.054997,21.000000,6.418869,-145.051436,713.762849,6.422832,145.058196,0.055349
2136.030850,22.000000,6.416466,-144.953408,713.760105,6.420345,144.960149,0.057181
2135.998928,23.000000,6.413285,-144.854875,713.754870,6.416969,144.861576,0.061462
2135.966667,24.000000,6.410070,-144.756322,713.749525,6.413553,144.762983,0.065852
2135.928734,25.000000,6.406287,-144.657402,713.742363,6.409489,144.664007,0.072029
2135.882357,26.000000,6.401658,-144.557936,713.732495,6.404460,144.564464,0.080866
2135.840647,27.000000,6.397497,-144.458775,713.724122,6.399964,144.465238,0.088233
2135.802259,28.000000,6.393668,-144.359832,713.716811,6.395849,144.366238,0.094556
2135.765157,29.000000,6.389968,-144.260974,713.709912,6.391880,144.267327,0.100474
2135.724332,30.000000,6.385896,-144.161878,713.701819,6.387486,144.168168,0.107566
2135.685128,31.000000,6.381986,-144.062888,713.694245,6.383277,144.069119,0.114148
2135.677989,32.000000,6.381287,-143.965973,713.696938,6.382735,143.972230,0.110634
2135.699258,33.000000,6.383433,-143.870892,713.708726,6.385441,143.877248,0.098177
2135.710985,34.000000,6.384623,-143.775191,713.717458,6.387056,143.781622,0.088725
2135.692540,35.000000,6.382792,-143.677543,713.716527,6.385220,143.683969,0.088775
2135.640837,36.000000,6.377630,-143.577751,713.704945,6.379582,143.584086,0.099298
2135.570823,37.000000,6.370635,-143.476783,713.687498,6.371850,143.482979,0.115587
2135.534822,38.000000,6.367047,-143.378010,713.680943,6.368008,143.384155,0.121168
2135.580669,39.000000,6.371653,-143.284502,713.700594,6.373523,143.290811,0.100978
2135.654005,40.000000,6.379012,-143.192756,713.729049,6.382183,143.199301,0.072132
2135.691692,41.000000,6.382802,-143.098712,713.746088,6.386766,143.105400,0.054512
2135.680547,42.000000,6.381701,-143.001529,713.747487,6.385765,143.008232,0.052271
2135.638415,43.000000,6.377498,-142.902359,713.738961,6.381221,142.908995,0.059788
2135.589134,44.000000,6.372579,-142.802732,713.728146,6.375859,142.809283,0.069557
2135.556570,45.000000,6.369334,-142.704179,713.722683,6.372409,142.710689,0.074064
2135.559853,46.000000,6.369679,-142.607923,713.728698,6.373058,142.614485,0.067283
2135.577995,47.000000,6.371511,-142.512616,713.739471,6.375405,142.519269,0.055824
2135.554370,48.000000,6.369161,-142.414635,713.736867,6.372977,142.421271,0.057519
2135.510590,49.000000,6.364793,-142.315368,713.727808,6.368244,142.321933,0.065561
2135.370164,50.000000,6.350749,-142.209934,713.687802,6.352462,142.216175,0.104035
2135.297890,51.000000,6.343529,-142.108859,713.669619,6.344472,142.114954,0.121050
2135.284623,52.000000,6.342217,-142.011550,713.670328,6.343228,142.017654,0.119487
2135.298022,53.000000,6.343574,-141.915940,713.679575,6.345033,141.922123,0.109529
2135.318659,54.000000,6.345655,-141.820788,713.691137,6.347665,141.827069,0.097293
2135.317863,55.000000,6.345591,-141.724269,713.695837,6.347847,141.730592,0.091807
2135.292064,56.000000,6.343024,-141.626160,713.692529,6.345170,141.632459,0.094194
2135.264908,57.000000,6.340321,-141.527965,713.688786,6.342338,141.534237,0.097010
2135.258508,58.000000,6.339696,-141.431089,713.691687,6.341879,141.437388,0.093291
2135.281260,59.000000,6.341990,-141.336062,713.703922,6.344753,141.342464,0.080395
2135.316740,60.000000,6.345557,-141.241838,713.720232,6.349082,141.248377,0.063491
2135.339815,61.000000,6.347883,-141.146825,713.732569,6.351993,141.153467,0.050494
2135.329566,62.000000,6.346873,-141.049698,713.734234,6.351093,141.056357,0.047991
2135.282900,63.000000,6.342216,-140.950267,713.724237,6.346030,140.956848,0.056957
2135.222723,64.000000,6.336207,-140.849984,713.709913,6.339423,140.856451,0.070177
2135.177950,65.000000,6.331741,-140.750679,713.700520,6.334577,140.757073,0.078548
2135.163873,66.000000,6.330347,-140.653314,713.700955,6.333240,140.659715,0.077255
2135.167097,67.000000,6.330686,-140.557041,713.706929,6.333880,140.563493,0.070515
2135.155829,68.000000,6.329573,-140.459852,713.708261,6.332864,140.466319,0.068340
2135.124454,69.000000,6.326448,-140.361397,713.703154,6.329550,140.367825,0.072496
2135.083761,70.000000,6.322390,-140.262356,713.695063,6.325170,140.268721,0.079588
2135.051148,71.000000,6.319141,-140.163826,713.689559,6.321714,140.170150,0.084136
2135.040598,72.000000,6.318101,-140.066685,713.691117,6.320780,140.073024,0.081738
2135.037933,73.000000,6.317849,-139.970038,713.695198,6.320747,139.976414,0.076860
2135.013334,74.000000,6.315403,-139.872013,713.692256,6.318207,139.878369,0.078888
2134.974487,75.000000,6.311530,-139.773096,713.684751,6.314038,139.779393,0.085403
