model,v_bin,v_bin_lo_px,v_bin_hi_px,point_count,unique_frame_count,fold_count,frame_ids,valid_intersections,valid_rate,bias_mm,mae_mm,rmse_mm,p95_mm,max_abs_mm,mean_frame_rmse_mm,std_frame_rmse_mm,mean_fold_rmse_mm,std_fold_rmse_mm,selection_score,selection_rank
circular_cone,v_0800_0900,800.0,900.0,1177,33,6,"001,002,003,004,005,006,007,008,009,010,011,013,014,015,016,017,018,025,026,027,028,029,030,031,032,033,034,035,036,051,052,053,054",1177,1.0,-0.1029115529585721,0.110140123767305,0.12631106258589497,0.22402566866328477,0.32812662376852586,0.11522171459659282,0.05379832378321643,0.1244099996661631,0.0337379182104279,0.02359068828971989,2
circular_cone,v_0900_1000,900.0,1000.0,1583,35,6,"001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,025,026,027,028,029,030,031,032,033,034,035,036,049,051,052,053,054",1583,1.0,-0.05542795858404467,0.07501943413464837,0.09008958086575036,0.16417597218878652,0.2615469673347661,0.08568116304385323,0.04139711264433083,0.08918478802441804,0.018847195282377754,0.02359068828971989,2
circular_cone,v_1000_1100,1000.0,1100.0,1554,36,6,"001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,025,026,027,028,029,030,031,032,033,034,035,036,049,050,051,052,053,054",1554,1.0,-0.01876951317789987,0.053617522386812645,0.06960649463536715,0.13927347150348043,0.33304359223836855,0.06372903674158142,0.03844891483184557,0.06750188473300679,0.015432674926169057,0.02359068828971989,2
circular_cone,v_1100_1200,1100.0,1200.0,1262,36,6,"001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,025,026,027,028,029,030,031,032,033,034,035,036,049,050,051,052,053,054",1262,1.0,0.016930953862877414,0.05552700161212771,0.07729332693232409,0.13768010915908926,0.43430584162467767,0.06677476112349463,0.05064290838962275,0.07374810004968653,0.025136286933202846,0.02359068828971989,2
circular_cone,v_1200_1300,1200.0,1300.0,1469,36,6,"001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,025,026,027,028,029,030,031,032,033,034,035,036,049,050,051,052,053,054",1469,1.0,0.06628011512299316,0.07422651311456305,0.10398424796343982,0.17176863521581237,0.40247116599914534,0.07478395348892536,0.061282060395197104,0.08926239549074537,0.05206879307877381,0.02359068828971989,2
circular_cone,v_1300_1400,1300.0,1400.0,1602,36,6,"001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,025,026,027,028,029,030,031,032,033,034,035,036,049,050,051,052,053,054",1602,1.0,0.062272097249439745,0.07502290425560908,0.11410204708117466,0.2002009270806288,0.434755183879588,0.07533891655752258,0.06511833025069808,0.09103702543643999,0.06266740750642949,0.02359068828971989,2
circular_cone,v_1400_1500,1400.0,1500.0,1593,36,6,"001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,025,026,027,028,029,030,031,032,033,034,035,036,049,050,051,052,053,054",1593,1.0,0.04652972922273072,0.0622092760106224,0.10058372768866455,0.13683880394603418,0.49762227060818987,0.06661766722601567,0.06965705274757636,0.08184433392365723,0.06262062942350047,0.02359068828971989,2
circular_cone,v_1500_1600,1500.0,1600.0,1539,36,6,"001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,025,026,027,028,029,030,031,032,033,034,035,036,049,050,051,052,053,054",1539,1.0,0.017804450071621996,0.051501414140266016,0.08508334125509162,0.12172224558742073,0.5192092247418714,0.06538504262555728,0.07541488578729823,0.0752700169130844,0.04110360985775859,0.02359068828971989,2
circular_cone,v_1600_1700,1600.0,1700.0,1493,36,6,"001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,025,026,027,028,029,030,031,032,033,034,035,036,049,050,051,052,053,054",1493,1.0,-0.014020632271646264,0.07405843609813885,0.12094826845344366,0.1953872949258763,0.5272645731530474,0.07254546638113446,0.07667373890878319,0.09553419788869366,0.06533060323183384,0.02359068828971989,2
circular_cone,v_1700_1800,1700.0,1800.0,1464,36,6,"001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,025,026,027,028,029,030,031,032,033,034,035,036,049,050,051,052,053,054",1464,1.0,0.002325548411084251,0.07853544492658593,0.13616274944072645,0.4817089299333474,0.5670913549238321,0.07105304898847739,0.08197278283539332,0.09933873220250251,0.07848046876590879,0.02359068828971989,2
circular_cone,v_1800_1900,1800.0,1900.0,1342,36,6,"001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,025,026,027,028,029,030,031,032,033,034,035,036,049,050,051,052,053,054",1342,1.0,0.010837099868463129,0.06109967679654566,0.0977928563569144,0.1328353907737437,0.6499044254956061,0.07482200779747504,0.09069241227660668,0.0826069504879589,0.05290093558732494,0.02359068828971989,2
circular_cone,v_1900_2000,1900.0,2000.0,1253,36,6,"001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,025,026,027,028,029,030,031,032,033,034,035,036,049,050,051,052,053,054",1253,1.0,0.007318321311918578,0.04546989634317595,0.06106921810853322,0.11380897392566561,0.642787304904914,0.07363816380292122,0.1013852385086821,0.06225368015252753,0.01516712221809225,0.02359068828971989,2
circular_cone,v_2000_2100,2000.0,2100.0,1126,30,6,"001,002,003,004,005,006,008,009,010,011,012,013,016,017,018,025,026,028,029,030,031,032,033,034,035,036,049,050,051,053",1126,1.0,0.003989808708313513,0.04916954654124073,0.06482433059739674,0.12621917989037001,0.253007588199921,0.06037695957275338,0.03546403308533287,0.06640671929169457,0.011322570692035194,0.02359068828971989,2
circular_cone,v_2100_2200,2100.0,2200.0,842,25,6,"001,002,003,005,006,008,010,012,013,016,018,025,026,028,029,030,031,032,033,034,035,036,049,050,051",842,1.0,0.010272837946534967,0.05128160919911573,0.06604922672011507,0.13065456736665623,0.25544540873841015,0.0612372300892428,0.03035441536095732,0.06525581870927032,0.009583577867177827,0.02359068828971989,2
circular_cone,v_2200_2300,2200.0,2300.0,689,23,6,"001,003,005,006,008,012,013,016,018,025,026,028,029,030,031,032,033,034,035,036,049,050,051",689,1.0,0.01732631015789598,0.05060580414337262,0.06818670064186072,0.12775378595233633,0.2959848307439188,0.06137078834980477,0.028001078327905195,0.0668369556392328,0.008244328954388858,0.02359068828971989,2
circular_cone,v_2300_2400,2300.0,2400.0,948,24,6,"001,002,003,005,006,008,012,013,016,018,025,026,028,029,030,031,032,033,034,035,036,049,050,051",948,1.0,0.02655171320833808,0.05198899250304345,0.06990740074499249,0.11158361120873792,0.494559115557081,0.06540755008815248,0.03994267603407774,0.06703350909164936,0.019012806201484083,0.02359068828971989,2
circular_cone,v_2400_2500,2400.0,2500.0,1089,24,6,"001,002,003,005,006,008,012,013,016,018,025,026,028,029,030,031,032,033,034,035,036,049,050,051",1089,1.0,0.030160592044779545,0.051407310332002146,0.061908692729290046,0.10583979624100259,0.22425104860292322,0.061257622208671536,0.03644333181078405,0.059990735773131416,0.011015047039891968,0.02359068828971989,2
circular_cone,v_2500_2600,2500.0,2600.0,813,24,6,"001,002,003,005,006,008,012,013,016,018,025,026,028,029,030,031,032,033,034,035,036,049,050,051",813,1.0,0.0321755904043785,0.05283936572568902,0.06644470550641474,0.13732024968696804,0.22970232195609697,0.05856770943925929,0.028950466240820354,0.0645917277942114,0.018887434566976617,0.02359068828971989,2
circular_cone,v_2600_2700,2600.0,2700.0,441,20,6,"001,002,003,005,008,012,013,016,026,028,029,031,032,033,034,035,036,049,050,051",441,1.0,0.018126471549334066,0.04514681467292652,0.05999175767023713,0.11958786037769187,0.22160138613799063,0.05469271750987449,0.02361390361755433,0.054368391199494104,0.017952693473927524,0.02359068828971989,2
circular_cone,v_2700_2800,2700.0,2800.0,541,18,6,"001,002,003,005,012,013,016,026,028,031,032,033,034,035,036,049,050,051",541,1.0,-0.06151266496199733,0.06995746716336691,0.08922117162974354,0.16186623262126432,0.461514449542733,0.07935203104715212,0.044340427876203826,0.09258363597755288,0.02735541234068479,0.02359068828971989,2
circular_cone,v_2800_2900,2800.0,2900.0,580,15,6,"002,005,012,013,016,026,031,032,033,034,035,036,049,050,051",580,1.0,-0.09537663754805976,0.0969187651744174,0.11241503350245131,0.20211785519516068,0.2745982374470941,0.10259427920785255,0.045810937201972934,0.11044207610340262,0.033960654056719025,0.02359068828971989,2
circular_cone,v_2900_3000,2900.0,3000.0,345,11,6,"005,026,031,032,033,034,035,036,049,050,051",345,1.0,-0.10427200901049219,0.10663480624326123,0.1199843448239822,0.19789028697432517,0.28447065314799147,0.11838730442871404,0.046282574774204686,0.12230186263456953,0.05017893455680747,0.02359068828971989,2
