model,v_bin,v_bin_lo_px,v_bin_hi_px,point_count,unique_frame_count,fold_count,frame_ids,valid_intersections,valid_rate,bias_mm,mae_mm,rmse_mm,p95_mm,max_abs_mm,mean_frame_rmse_mm,std_frame_rmse_mm,mean_fold_rmse_mm,std_fold_rmse_mm,selection_score,selection_rank
global_plane,v_2100_2200,2100.0,2200.0,842,25,6,"001,002,003,005,006,008,010,012,013,016,018,025,026,028,029,030,031,032,033,034,035,036,049,050,051",842,1.0,-0.03141317120968815,0.08719662826572844,0.10574316857340958,0.196060796128603,0.371248228854256,0.09567650396982134,0.04503294660713397,0.09457195201327688,0.03026605703130131,1.0,3
global_plane,v_2200_2300,2200.0,2300.0,689,23,6,"001,003,005,006,008,012,013,016,018,025,026,028,029,030,031,032,033,034,035,036,049,050,051",689,1.0,-0.12773977761677946,0.13844658255634953,0.16987549577424071,0.3156673008070811,0.5453567879020511,0.13859141014001736,0.0853819945470103,0.13483904656980863,0.06164769711803056,1.0,3
global_plane,v_2300_2400,2300.0,2400.0,948,24,6,"001,002,003,005,006,008,012,013,016,018,025,026,028,029,030,031,032,033,034,035,036,049,050,051",948,1.0,-0.19434369389155567,0.19752898601117527,0.22435333969210847,0.3925284970419909,0.4801063223624169,0.206582966026281,0.09524617963652855,0.19554911491621466,0.07372645520000175,1.0,3
global_plane,v_2400_2500,2400.0,2500.0,1089,24,6,"001,002,003,005,006,008,012,013,016,018,025,026,028,029,030,031,032,033,034,035,036,049,050,051",1089,1.0,-0.2995235396212107,0.29952932607560195,0.32043672665489686,0.5109964660360446,0.5862205074588474,0.3076380959515657,0.1053268417792653,0.29153159370390247,0.08030428432700273,1.0,3
global_plane,v_2500_2600,2500.0,2600.0,813,24,6,"001,002,003,005,006,008,012,013,016,018,025,026,028,029,030,031,032,033,034,035,036,049,050,051",813,1.0,-0.43141497662920664,0.43141497662920664,0.45028620246694556,0.6622366422987624,0.8282003446469162,0.43940363232083457,0.12435623275063148,0.4245561958821469,0.0838758665867621,1.0,3
global_plane,v_2600_2700,2600.0,2700.0,441,20,6,"001,002,003,005,008,012,013,016,026,028,029,031,032,033,034,035,036,049,050,051",441,1.0,-0.5962739830824103,0.5962739830824103,0.6102482148078109,0.8347931604610039,0.9094912696576785,0.5837514594470867,0.12834764456772316,0.6051782244450289,0.09654637051652129,1.0,3
global_plane,v_2700_2800,2700.0,2800.0,541,18,6,"001,002,003,005,012,013,016,026,028,031,032,033,034,035,036,049,050,051",541,1.0,-0.8166984727617492,0.8166984727617492,0.8358297855505553,1.1363979944258062,1.2392839227269405,0.7843448999556496,0.16361642058640782,0.8139734788215495,0.12489917146303292,1.0,3
global_plane,v_2800_2900,2800.0,2900.0,580,15,6,"002,005,012,013,016,026,031,032,033,034,035,036,049,050,051",580,1.0,-0.9658827731420035,0.9658827731420035,0.9886310826530256,1.3240802630228412,1.4918058400853624,0.9855408535168826,0.18660314107346754,0.9631786323972876,0.19029728767563667,1.0,3
global_plane,v_2900_3000,2900.0,3000.0,345,11,6,"005,026,031,032,033,034,035,036,049,050,051",345,1.0,-1.0784219350243414,1.0784219350243414,1.098871102012958,1.385087007138327,1.5423005294483119,1.1326636581298677,0.18915922386245862,1.1143558853047795,0.21901592806442796,1.0,3
quadratic_graph,v_0000_0100,0.0,100.0,323,11,6,"004,014,015,018,025,028,029,030,052,053,054",323,1.0,0.1580491915199637,0.1580522590725621,0.17422976527528608,0.2480971603631132,0.3404671453467927,0.16968848152436486,0.06432405933268268,0.18186609178362692,0.05847307421481987,0.01271274570158755,1
quadratic_graph,v_0100_0200,100.0,200.0,643,18,6,"003,004,007,009,010,011,014,015,018,025,026,027,028,029,030,052,053,054",643,1.0,0.12239591318032415,0.14040904099023832,0.1600762854706715,0.24415330077187036,0.42234924356034753,0.15212758069799318,0.07127433921605981,0.1568027915559395,0.03927670759010705,0.01271274570158755,1
quadratic_graph,v_0200_0300,200.0,300.0,920,22,6,"003,004,005,007,008,009,010,011,014,015,017,018,025,026,027,028,029,030,034,052,053,054",920,1.0,0.09027109564582868,0.11908503948215043,0.14031335126574118,0.23231711061090435,0.49567428514671974,0.1319927208495906,0.06077624539604041,0.13889083940715857,0.018852115190492895,0.01271274570158755,1
quadratic_graph,v_0300_0400,300.0,400.0,976,26,6,"003,004,005,007,008,009,010,011,013,014,015,016,017,018,025,026,027,028,029,030,032,033,034,052,053,054",976,1.0,0.05629829979925962,0.08378762057938115,0.10071318948424923,0.17402394758818218,0.4025893544168184,0.0958652162715273,0.04756201810792803,0.09865684177734846,0.029253996864792957,0.01271274570158755,1
quadratic_graph,v_0400_0500,400.0,500.0,1061,30,6,"003,004,005,007,008,009,010,011,013,014,015,016,017,018,025,026,027,028,029,030,031,032,033,034,035,036,051,052,053,054",1061,1.0,-0.001523005086160216,0.062124185018233476,0.08223080171214915,0.1436928576426908,0.510147529459914,0.07323876061332173,0.038214855585909334,0.07991304170411524,0.011024451097953206,0.01271274570158755,1
quadratic_graph,v_0500_0600,500.0,600.0,1366,30,6,"003,004,005,007,008,009,010,011,013,014,015,016,017,018,025,026,027,028,029,030,031,032,033,034,035,036,051,052,053,054",1366,1.0,-0.03855861509468062,0.05928243350656442,0.07723740964617222,0.1590806555924189,0.3369011813213092,0.0682627968920744,0.04314978187136735,0.07522613133355623,0.02783688300823188,0.01271274570158755,1
quadratic_graph,v_0600_0700,600.0,700.0,1363,31,6,"003,004,005,006,007,008,009,010,011,013,014,015,016,017,018,025,026,027,028,029,030,031,032,033,034,035,036,051,052,053,054",1363,1.0,-0.08226149737259181,0.08888814334288714,0.10744792010533347,0.19256873842592756,0.4223534033197893,0.09544832843546737,0.05122446432898999,0.10025548114621936,0.032372797060331554,0.01271274570158755,1
quadratic_graph,v_0700_0800,700.0,800.0,1003,31,6,"003,004,005,006,007,008,009,010,011,013,014,015,016,017,018,025,026,027,028,029,030,031,032,033,034,035,036,051,052,053,054",1003,1.0,-0.1255830346929635,0.12657252016652237,0.14204248068874076,0.24507490730389916,0.37500878505125,0.1271348576949044,0.05466538327163723,0.13545198717096044,0.03235848298907931,0.01271274570158755,1
quadratic_graph,v_0800_0900,800.0,900.0,1177,33,6,"001,002,003,004,005,006,007,008,009,010,011,013,014,015,016,017,018,025,026,027,028,029,030,031,032,033,034,035,036,051,052,053,054",1177,1.0,-0.0986817693212617,0.10673312984404267,0.12396700931335,0.22302397105147523,0.30380139247790794,0.11277109594236125,0.053859572955363616,0.12101166235701709,0.03578900742185402,0.01271274570158755,1
quadratic_graph,v_0900_1000,900.0,1000.0,1583,35,6,"001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,025,026,027,028,029,030,031,032,033,034,035,036,049,051,052,053,054",1583,1.0,-0.054793265563701087,0.07438732900959126,0.08955610072315143,0.15830495194586544,0.24639146788854305,0.0838514847829974,0.04109812133375801,0.08802958101690563,0.02055755002749611,0.01271274570158755,1
quadratic_graph,v_1000_1100,1000.0,1100.0,1554,36,6,"001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,025,026,027,028,029,030,031,032,033,034,035,036,049,050,051,052,053,054",1554,1.0,-0.019479438129307435,0.054695367146542474,0.06980954358965712,0.13534360057320777,0.3335583556951178,0.06459219879399751,0.03680770238726488,0.06727640015617133,0.01801173303809324,0.01271274570158755,1
