model,split,image_id,count,mean_signed_mm,mae_mm,rmse_mm,median_abs_mm,p95_abs_mm,max_abs_mm,valid_rate
global_plane,train,12,900,-0.11994819593056036,0.26033596577486784,0.3422357569541229,0.195106019635773,0.7672720239833154,0.9087513865208621,1.0
global_plane,train,13,900,-0.058688388956080646,0.20419725662400334,0.2576920824437826,0.18417738831078623,0.5210276798641643,0.9117137318645518,1.0
global_plane,train,14,900,-0.0335789681735557,0.2075155096689582,0.24101242845570478,0.1985168540130644,0.4423547018789406,0.5067384794754162,1.0
global_plane,train,15,900,-0.03745494708023077,0.1360521878675613,0.16959120997441315,0.11677231041875302,0.3139561347814776,0.4356732574689204,1.0
global_plane,train,16,900,-0.01968443021656046,0.20049104567410633,0.2450807573162101,0.16544861563988889,0.5188522772464523,0.6358710947125701,1.0
global_plane,train,17,890,0.028582702979688523,0.13932794308154173,0.15995988768185807,0.15325450794478002,0.2448225562451568,0.3334844116570821,1.0
global_plane,train,18,900,-0.10265127350070252,0.19853862059171193,0.24549111339584656,0.16233468623465797,0.4661432287141849,0.569925812676729,1.0
global_plane,train,2,890,-0.03479369912559868,0.21520029460269405,0.27133553480787076,0.18044784946732761,0.5566961474901346,0.638270714357418,1.0
global_plane,train,3,900,0.06859514674375078,0.1697167398199503,0.18772370331150962,0.16814595054739812,0.2967477634080296,0.451569056335984,1.0
global_plane,train,4,900,0.021670108338049405,0.13367222655653918,0.15776260617204524,0.13564911420689896,0.2526314511365001,0.30852713738761395,1.0
global_plane,train,5,900,-0.021933314552532893,0.20187705867266875,0.2478770273980913,0.1823382944907621,0.45568357593602965,0.8460955042305613,1.0
global_plane,train,6,900,0.028562000714807582,0.16637695342163714,0.20150005458614667,0.15293571359893576,0.40468721815442443,0.5972440205516705,1.0
global_plane,train,7,900,0.04131171974815099,0.2067495626309848,0.2254573910891419,0.21471836060067062,0.34685797830738346,0.4106171620683199,1.0
global_plane,train,8,900,0.020679935828849742,0.1524310194123853,0.18017766787683956,0.15650212869235247,0.3039272524406783,0.4421670388081793,1.0
global_plane,train,9,900,0.033356210103758915,0.19163552756600236,0.21929734969868472,0.2061235383915232,0.3342482931479878,0.3729772312321984,1.0
global_plane,validation,19,900,-0.08247400635147402,0.205514412355275,0.24371665720683477,0.1880166760788029,0.44803809179471155,0.5533883318502149,1.0
global_plane,validation,20,900,-0.20778012171931196,0.26962036441678794,0.39261328066782647,0.12741971080066605,0.8890165641278938,1.0452558520348703,1.0
global_plane,validation,21,900,0.032121037363025635,0.14676087887630337,0.17393384548166055,0.1360738471012155,0.32319809428084906,0.4280145784063052,1.0
global_plane,validation,22,900,0.10221933122147586,0.14755954376817915,0.1796188862235399,0.1812265806860296,0.29836695807264274,0.43929824674080464,1.0
global_plane,validation,23,900,-0.01194764735317032,0.187461188516987,0.21558626273292442,0.18951798690619626,0.3911999085958598,0.5228097011325872,1.0
global_plane,validation,24,900,0.05514909737005875,0.16286314797904664,0.18352933780490427,0.17124195169282075,0.28341427228990596,0.3391617850319335,1.0
quadratic_graph,train,1,822,0.008681110294285638,0.05253775705644716,0.06577685643036016,0.045717802225169635,0.11852623515219417,0.1667831297312432,1.0
quadratic_graph,train,10,900,-0.04375777270121337,0.06438183647456501,0.0775031003413059,0.05663501969911522,0.13953133011517593,0.19842386711843574,1.0
quadratic_graph,train,11,900,-0.05802621679738296,0.07242738575452323,0.09083373062180188,0.05686588008154558,0.17521450350713508,0.2051285131773284,1.0
quadratic_graph,train,12,900,0.009465754948299087,0.033025638865894456,0.044986118923679305,0.027800764790981702,0.08142977683795603,0.5625815105147467,1.0
quadratic_graph,train,13,900,0.006035027957368457,0.043209049128224576,0.05452403151331685,0.03755147652901769,0.11054764156487516,0.17480768180894302,1.0
quadratic_graph,train,14,900,0.019490469693095192,0.07155600271248887,0.08524473622392587,0.06637063455821135,0.15965726331521632,0.3959665596469222,1.0
quadratic_graph,train,15,900,-0.04451776551531566,0.0716220437487012,0.08796387232342483,0.060045574043442684,0.16553093767799396,0.2066817087528534,1.0
quadratic_graph,train,16,900,0.02379208270374382,0.039282100489617604,0.05276047843420402,0.02959684692700648,0.0981796556531094,0.3181428606355894,1.0
quadratic_graph,train,17,890,-0.02844860500026583,0.05812143055514699,0.06711956204988406,0.05582110384625594,0.11084922765658117,0.2125624713975185,1.0
quadratic_graph,train,18,900,-0.06349128171507586,0.08316069819974359,0.09681601252187837,0.07748842826941882,0.1648825972145345,0.2821825511549605,1.0
quadratic_graph,train,2,890,0.0229123001647097,0.037646937454671896,0.048880327597642124,0.03418905212123491,0.07112762504085024,0.23416875772159074,1.0
quadratic_graph,train,3,900,0.048677789316424955,0.06716259975319279,0.07658397803922856,0.06484041192419454,0.13004982336239548,0.24713329857729605,1.0
quadratic_graph,train,4,900,0.022064066976943828,0.0736426953042922,0.09901444766969099,0.06148267456620715,0.17437749976526787,0.4779478953433909,1.0
quadratic_graph,train,5,900,0.036810091837598216,0.05267214622034746,0.06653105063726274,0.04349381724165369,0.13665550301001872,0.2140425548273015,1.0
quadratic_graph,train,6,900,-0.02038134574167038,0.05347183830115051,0.06787702098998145,0.04679926659764533,0.12196836153903517,0.33198180624970064,1.0
quadratic_graph,train,7,900,0.04511381861686396,0.06188320569010241,0.0769128839857524,0.05413415539970856,0.16109930612354328,0.22093029650170593,1.0
quadratic_graph,train,8,900,-0.01694283201633627,0.05538580935762967,0.06758017220524594,0.05188320544914404,0.12123314894057556,0.4823436860901893,1.0
quadratic_graph,train,9,900,0.03434647891910623,0.06862323747191264,0.08275903076583997,0.061797623853863115,0.15066669479367076,0.19047563435708526,1.0
quadratic_graph,validation,19,900,-0.04512058688638275,0.0663943209427325,0.08100869743358503,0.061612648312120655,0.1467054646751933,0.20601302943111932,1.0
quadratic_graph,validation,20,900,-0.07861620289983952,0.08037874873170495,0.09313882082225718,0.07285453661933161,0.1711274597624878,0.22530320098178436,1.0
quadratic_graph,validation,21,900,-0.03600673245916432,0.052606757767659294,0.06461963856886295,0.04520027870302101,0.12558026916940435,0.18085580603121798,1.0
quadratic_graph,validation,22,900,0.10171404569068562,0.10328599941962756,0.107723816758746,0.09923292852818122,0.15514471719700396,0.25860312372662975,1.0
quadratic_graph,validation,23,900,0.004159378950998745,0.051621035821130666,0.066858136123803,0.04180628799161923,0.13891346306371588,0.21925443762415853,1.0
quadratic_graph,validation,24,900,0.009747872737791315,0.045974314728002556,0.05564421336882911,0.041886047654600134,0.10283800250183497,0.16549931416079744,1.0
