model,split,image_id,count,mean_signed_mm,mae_mm,rmse_mm,median_abs_mm,p95_abs_mm,max_abs_mm,valid_rate
circular_cone,train,1,822,0.012527083669738618,0.050831927541991895,0.06500593583218385,0.04088779984590474,0.11771846845625186,0.16481922488105738,1.0
circular_cone,train,10,900,-0.033863485170734044,0.06084523265619636,0.07196490526360448,0.055179368057565625,0.1283238276760187,0.1886388321678396,1.0
circular_cone,train,11,900,-0.04639473581794858,0.06558105814415424,0.08271162989579732,0.051149194888239435,0.16315473433265879,0.1927418095970097,1.0
circular_cone,train,12,900,0.005054947831883712,0.032126375842319956,0.04415401255369093,0.02673391619521226,0.08113924021843671,0.5668801895853903,1.0
circular_cone,train,13,900,-0.005770768466837681,0.04513288522504985,0.05816869165705511,0.03560050046996821,0.11722523680295456,0.17759362825233893,1.0
circular_cone,train,14,900,0.003677586468069699,0.06442601281371442,0.07441937681202267,0.06531948676456523,0.1211880610258106,0.39680656280279436,1.0
circular_cone,train,15,900,-0.03960033354445146,0.06654331585645158,0.0834445315168486,0.05290412184530169,0.1625334973964982,0.19976570912717762,1.0
circular_cone,train,16,900,0.028609093255329045,0.03893722619453936,0.05306850651676394,0.028162941019388654,0.10062460462521013,0.32683942116500475,1.0
circular_cone,train,17,890,-0.03298730556597601,0.05914705410114128,0.07007294000396998,0.05558919650854932,0.12573715997942256,0.21349813903691484,1.0
circular_cone,train,18,900,-0.06827339681356673,0.08555261316795862,0.09998170375214709,0.0820006713037742,0.17003821126239696,0.2889897556866572,1.0
circular_cone,train,2,890,0.03239329936038923,0.044707327710677564,0.054286103795158115,0.04400293270282418,0.07898723615749645,0.2256345384382712,1.0
circular_cone,train,3,900,0.043841137276886,0.06638003699932318,0.07489324364084124,0.06773670668536624,0.12249587273197443,0.24220013057254164,1.0
circular_cone,train,4,900,0.01245871479706428,0.08073871349799838,0.11052842815972937,0.06510355049840655,0.20335876580887757,0.5134483758902206,1.0
circular_cone,train,5,900,0.03149905209705859,0.04751838062373875,0.059784799281896846,0.04007550743091315,0.12235197969974362,0.2010277325697416,1.0
circular_cone,train,6,900,-0.016212766255824313,0.055347170854726575,0.07046352352316547,0.047988856520419176,0.12383607422663652,0.3399635985911118,1.0
circular_cone,train,7,900,0.04374250468109141,0.06304915327285092,0.07619734477804195,0.0562860501220257,0.14640142187924993,0.23048575757024992,1.0
circular_cone,train,8,900,-0.018189858981184494,0.059643606778915656,0.07098379169151627,0.05594961753973848,0.12505561200763962,0.45089570017262304,1.0
circular_cone,train,9,900,0.0321823061754987,0.06690160550685088,0.0819848938906342,0.05938681370935228,0.14852635379265847,0.1765196240617115,1.0
circular_cone,validation,19,900,-0.04783613888502916,0.06561201859538263,0.0809707189277416,0.060748692727486286,0.1513175626901443,0.2097178873239045,1.0
circular_cone,validation,20,900,-0.09355099736258177,0.09454905231695243,0.10485730005595487,0.09237470368833556,0.17598883746367164,0.2290623394942486,1.0
circular_cone,validation,21,900,-0.027527952224905144,0.04756905020310607,0.05845394437723785,0.0406428365283773,0.11296614821567913,0.1690264623339317,1.0
circular_cone,validation,22,900,0.10952943443174705,0.11107566709449214,0.11524142487497695,0.10816328824284938,0.16000411471609935,0.2588777890895244,1.0
circular_cone,validation,23,900,-0.008160895668444128,0.05165612137999587,0.06485008943306408,0.04253244131575684,0.1259447422888172,0.1913859905479285,1.0
circular_cone,validation,24,900,0.01573847371452252,0.04570346593194674,0.05566814682273476,0.03982283395242803,0.10183924890434352,0.16379413588913394,1.0
global_plane,train,1,822,-0.012632077639374415,0.21696946111658488,0.2619535287951952,0.241393843065282,0.4934588667982495,0.5788689045457431,1.0
global_plane,train,10,900,0.009517568938861132,0.15122759250624412,0.1762565760550681,0.1668230770811192,0.2866176493496425,0.34893721654464116,1.0
global_plane,train,11,900,-0.003749051418683267,0.17836400009768075,0.20258310983335065,0.18588560779306817,0.3559213255785323,0.4909367919713077,1.0
