model,split,total_points,valid_intersections,valid_rate,surface_count,surface_mean_signed_mm,surface_mae_mm,surface_rmse_mm,surface_median_abs_mm,surface_p95_abs_mm,surface_max_abs_mm,board_count,board_mean_signed_mm,board_mae_mm,board_rmse_mm,board_median_abs_mm,board_p95_abs_mm,board_max_abs_mm,ray_count,ray_mean_signed_mm,ray_mae_mm,ray_rmse_mm,ray_median_abs_mm,ray_p95_abs_mm,ray_max_abs_mm
global_plane,train,16102,16102,1.0,16102,0.003076520488355979,0.05695172607658023,0.0696667481835474,0.05407559524861938,0.13172417695583363,0.26914105198076754,16102,-0.010713429751635578,0.18489269462014496,0.22641392125525545,0.17492766324295417,0.4286302471428143,0.9117137318645518,16102,0.010926339030760695,0.1893888789294721,0.2318136438660469,0.17988196342791912,0.44028565015606946,0.9223234237049146
quadratic_graph,train,16102,16102,1.0,16102,-0.00011128215005716931,0.01817675642791972,0.022972312733106195,0.015511416054453902,0.044098489726585074,0.1655176871854722,16102,6.328972751597044e-05,0.05892283831538231,0.07446960956062677,0.0503774584062171,0.14429062827963432,0.5625815105147467,16102,-0.0003582002967538352,0.06027193945166591,0.07608557919639106,0.051438019588381165,0.14667357563719394,0.5665897805523115
circular_cone,train,16102,16102,1.0,16102,0.0001129536460233451,0.018067496391469158,0.022887872182548764,0.015560567775625065,0.04296009946062711,0.16883774113700958,16102,-0.0009158741129888442,0.05856820847989976,0.0740966193426796,0.050339648333306286,0.14034549694699755,0.5668801895853903,16102,0.0005599126641411041,0.05992361758818179,0.07571766069320318,0.05157113712067096,0.14291455395924513,0.5709190867697657
global_plane,validation,5400,5400,1.0,5400,0.004419828076065694,0.05656068238193528,0.07296028802465354,0.050815464982150615,0.130146377568029,0.303839250669796,5400,-0.01878538491156601,0.18662992265209652,0.24365938608479207,0.16766334468138666,0.4416571816912949,1.0452558520348703,5400,0.017717322840764254,0.19037807953125538,0.24786176877738267,0.1695945680378575,0.445591165897525,1.0578485392097006
quadratic_graph,validation,5400,5400,1.0,5400,0.0015076425776445587,0.020585014281525548,0.02485597241176021,0.018758766596939765,0.04539581638453999,0.08699536107126929,5400,-0.0073537041443184825,0.06671019623514292,0.0801910803822904,0.062119223706986304,0.14653475853943404,0.25860312372662975,5400,0.005969994432716792,0.06874812118857386,0.08297367998013332,0.06295524788846438,0.1523428145625912,0.28212052382539626
circular_cone,validation,5400,5400,1.0,5400,0.0017099071890311227,0.02138868427799967,0.025804758078855614,0.019607695327723426,0.04611187824549381,0.08782437932276144,5400,-0.008634679332448438,0.06936089592031265,0.08321982635298517,0.06524606753504258,0.14954585010671056,0.2588777890895244,5400,0.007126237219521062,0.07151627768019875,0.08621780853489544,0.06594051732458889,0.1551216995035498,0.28432906219261267
