split,bin_width_px,v_start,v_end,v_center,point_count,unique_frame_count,frame_ids,u_min,u_max,u_span,frame_median_u_span,lambda_min,lambda_max,lambda_span,frame_median_lambda_span,board_depth_span,slope_dlambda_du,slope_intercept,robust_RMSE,corr_u_lambda,local_design_condition_number,quadratic_coefficient,quadratic_linear_coefficient,quadratic_intercept,quadratic_RMSE,linear_quadratic_RMSE_ratio,slope_p05,slope_p50,slope_p95,slope_relative_interval,m0_local_gain_dlambda_du,m0_point_derivative_median,m0_derivative_u_trend_slope,m0_derivative_u_trend_RMSE,m0_derivative_u_trend_corr,m0_derivative_u_trend_condition_number,truth_slope_minus_m0_local_gain,truth_slope_to_m0_local_gain_ratio,m0_gain_step_px,classification,task2_support_300px_region,task2_support_point_count,task2_support_unique_frame_count,task2_support_lambda_span
fit,30,450,480,465,169,11,"003,004,005,007,009,010,011,014,015,017,018",1845.46572891,2128.91176414,283.446035238,283.182739232,633.136639648,713.521659599,80.3850199509,80.346375213,61.19059997,0.288438187107,98.7245832319,0.83607869334,0.999539624733,96.9559803137,0.000117071075353,0.29732147664,688.424234325,0.0679356211969,12.306926449,0.28021183142,0.288438187107,0.301847415874,0.0750094315577,0.299188122671,0.299188122671,0.00024609631781,0.00108879680288,0.998934966625,96.9559803137,-0.0107499355646,0.964069644648,0.5,WELL_CONSTRAINED,bin_0300_0599,1482,14,82.1026327068
fit,30,480,510,495,168,11,"003,004,005,007,009,010,011,014,015,017,018",1846.84870688,2128.29567451,281.446967623,281.207976927,633.673897822,713.494740833,79.8208430105,79.8064027859,61.19059997,0.288869324339,97.9573361021,0.86166407373,0.999510549606,94.9472556372,0.000121302293591,0.297182110394,687.634865902,0.0430225790521,20.0281827058,0.280209488128,0.288646655072,0.303407597589,0.0803685372862,0.298600057246,0.298600057246,0.000246340462491,0.00108076730201,0.998936243177,94.9472556372,-0.00973073290698,0.967412153244,0.5,WELL_CONSTRAINED,bin_0300_0599,1482,14,82.1026327068
fit,30,510,540,525,180,12,"003,004,005,007,009,010,011,014,015,016,017,018",1852.72897644,2127.96165813,275.232681695,274.764824734,635.214720331,713.469676426,78.2549560957,78.2271223708,61.19059997,0.290114540083,95.4048341644,0.824314803498,0.999574970718,90.2901995993,0.000119248719967,0.297390032265,688.280250488,0.0706682771573,11.66456629,0.281223643205,0.289121669207,0.303296318904,0.0763438996445,0.298361586047,0.298361586047,0.000250969387059,0.00125040827495,0.999016910727,90.2901995993,-0.00824704596428,0.972358888175,0.5,WELL_CONSTRAINED,bin_0300_0599,1482,14,82.1026327068
fit,30,540,570,555,204,13,"003,004,005,007,008,009,010,011,014,015,016,017,018",1853.72092149,2127.46340302,273.74248153,271.829452532,635.584203488,713.442131165,77.8579276773,77.4184841546,61.19059997,0.294571179112,86.2017646271,1.0771968224,0.999551342517,88.1132131254,0.000122463689844,0.298209140002,688.949350201,0.0530404596129,20.3089647085,0.281821662,0.292471408587,0.303687502375,0.0747623177276,0.306701081307,0.306701081307,0.000253440346379,0.00136052945858,0.998999042176,88.1132131254,-0.0121299021942,0.960450409426,0.5,WELL_CONSTRAINED,bin_0300_0599,1482,14,82.1026327068
fit,30,570,600,585,206,14,"003,004,005,007,008,009,010,011,013,014,015,016,017,018",1856.67482577,2126.95449123,270.279665462,270.036671024,636.47080181,713.431952729,76.9611509194,76.9470356899,63.593293018,0.294980683315,85.4632248103,1.05761764058,0.999553463441,92.03164179,0.000121081208219,0.301587384723,693.367873787,0.044031004181,24.0198392076,0.284950319519,0.29429038889,0.306235576271,0.072327393472,0.305650060718,0.305650060718,0.000255031357,0.00138616843022,0.998987849582,92.03164179,-0.0106693774024,0.965092834016,0.5,WELL_CONSTRAINED,bin_0300_0599,1482,14,82.1026327068
fit,30,600,630,615,241,13,"004,005,007,008,009,010,011,013,014,015,016,017,018",1913.42828766,2126.67087109,213.242583424,212.741767793,651.409007114,713.429442634,62.0204355203,61.9854792779,63.593293018,0.300135924837,74.7806699474,0.885585962884,0.999650182362,79.066771222,0.000128989289563,0.305600468687,697.318867586,0.0367767884458,24.0800243934,0.288606027418,0.29992352061,0.306923698053,0.0610744719113,0.297271259399,0.297271259399,0.000261474033071,0.00119036277231,0.999246408621,79.066771222,0.00286466543764,1.00963653682,0.5,WELL_CONSTRAINED,bin_0600_0899,2297,15,75.4377480922
fit,30,630,660,645,256,14,"003,004,005,007,008,009,010,011,013,014,015,016,017,018",1861.49577188,2126.23475267,264.73898079,262.554784871,637.991694542,713.400167725,75.4084731834,74.9914773336,63.593293018,0.295334956267,84.9546900828,1.0224723362,0.99955352023,88.4276103064,0.000124155566398,0.30075306326,691.951380018,0.0381426863685,26.8065108555,0.285207884079,0.295334956267,0.305083703719,0.0672992452073,0.296543090703,0.296543090703,0.000254569142987,0.00130187515506,0.999015695074,88.4276103064,-0.001208134436,0.99592593969,0.5,WELL_CONSTRAINED,bin_0600_0899,2297,15,75.4377480922
fit,30,660,690,675,248,14,"003,004,005,007,008,009,010,011,013,014,015,016,017,018",1865.27455712,2125.7768826,260.502325475,258.786023764,638.855127279,713.373427353,74.518300074,74.1118857619,63.593293018,0.296003414457,83.6656072656,1.03189675141,0.999570826511,86.7662756991,0.000122997742724,0.300173286721,691.20876425,0.0582845205163,17.7044735423,0.286508031003,0.296092983796,0.305679861354,0.0647493571267,0.29618929326,0.29618929326,0.000254720439345,0.00127985709657,0.999035678444,86.7662756991,-0.000185878802942,0.999372432403,0.5,WELL_CONSTRAINED,bin_0600_0899,2297,15,75.4377480922
fit,30,690,720,705,248,14,"003,004,005,007,008,009,010,011,013,014,015,016,017,018",1867.96303398,2125.28641727,257.323383292,255.563589067,639.694479036,713.343964241,73.649485205,73.2317059156,63.593293018,0.296640625218,82.4127262413,1.06607587215,0.999570431424,85.7242358791,0.000124190323199,0.299818787985,690.758867306,0.0385332375418,27.6663976389,0.285507120542,0.296640625218,0.305349487878,0.0668902559165,0.296160175944,0.296160175944,0.00025534115037,0.00128759288446,0.999054818341,85.7242358791,0.000480449274115,1.00162226158,0.5,WELL_CONSTRAINED,bin_0600_0899,2297,15,75.4377480922
fit,30,720,750,735,229,14,"003,004,005,007,008,009,010,011,013,014,015,016,017,018",1870.71352707,2124.81601769,254.102490623,252.045423659,640.563645786,713.31393083,72.7502850438,72.3167311057,63.593293018,0.294742405366,86.5296611662,0.895024412007,0.999575804616,84.6304968229,0.000124764744062,0.299479820497,690.280250805,0.0347266716916,25.7734003407,0.286919437203,0.294453109802,0.304932774925,0.0611755730306,0.296075347923,0.296075347923,0.000255481992357,0.00126446302892,0.999071431782,84.6304968229,-0.00133294255724,0.995497961696,0.5,WELL_CONSTRAINED,bin_0600_0899,2297,15,75.4377480922
fit,30,750,780,765,216,14,"003,004,005,007,008,009,010,011,013,014,015,016,017,018",1874.24420249,2124.42420785,250.180005361,248.631760353,641.463342633,713.287585762,71.8242431294,71.4035622461,63.593293018,0.29656149715,82.8065423172,1.02185892126,0.999574081194,83.5725575946,0.000126035014945,0.298896274145,689.701983343,0.0421145255986,24.2638117546,0.286378894241,0.296468492371,0.30457371502,0.0613718531553,0.295170405371,0.295170405371,0.000256169942377,0.00128670248933,0.999082241946,83.5725575946,0.00139109177882,1.004712843,0.5,WELL_CONSTRAINED,bin_0600_0899,2297,15,75.4377480922
fit,30,780,810,795,213,14,"003,004,005,007,008,009,010,011,013,014,015,016,017,018",1876.81883087,2123.95030396,247.131473095,245.626911551,642.337726775,713.2584155,70.9206887244,70.5023160757,63.593293018,0.293094147605,90.2378681809,0.769950476354,0.999578222438,82.5640061223,0.00012617425332,0.298408828454,689.132516668,0.0388138436736,19.8370066832,0.286741070082,0.293094147605,0.30401447456,0.0589346618459,0.296024985742,0.296024985742,0.000256144307406,0.0012549120696,0.999095067898,82.5640061223,-0.00293083813633,0.990099355536,0.5,WELL_CONSTRAINED,bin_0600_0899,2297,15,75.4377480922
fit,30,810,840,825,212,14,"003,004,005,007,008,009,010,011,013,014,015,016,017,018",1880.0694173,2123.45494528,243.385527988,241.819487138,643.213598098,713.229489407,70.0158913086,69.5922664307,63.593293018,0.292773589947,91.0368757022,0.728271215104,0.999591403783,81.7156032474,0.000125803731647,0.298073746775,688.644688674,0.0327036973236,22.2687730961,0.28777451143,0.292452975085,0.304398738633,0.0568441035616,0.296003462833,0.296003462833,0.000256168715594,0.00122228602921,0.999118682769,81.7156032474,-0.00322987288618,0.989088394929,0.5,WELL_CONSTRAINED,bin_0600_0899,2297,15,75.4377480922
fit,30,840,870,855,213,15,"003,004,005,006,007,008,009,010,011,013,014,015,016,017,018",1882.77481719,2123.03836379,240.263546602,238.943602346,644.062768028,713.202803125,69.1400350964,68.7780861768,63.593293018,0.297514197002,81.1819321062,0.989634428454,0.99961460084,80.0306062883,0.000125331916432,0.298596006135,689.632973154,0.0304456349305,32.5049692908,0.287842342299,0.297257580259,0.30387178513,0.0539244207539,0.311007403687,0.311007403687,0.00025673241742,0.00120352819395,0.999169169339,80.0306062883,-0.0134932066855,0.956614516164,0.5,WELL_CONSTRAINED,bin_0600_0899,2297,15,75.4377480922
fit,30,870,900,885,221,15,"003,004,005,006,007,008,009,010,011,013,014,015,016,017,018",1886.04261353,2122.52279406,236.480180526,234.556606828,645.001512398,713.173233173,68.1717207754,67.7297182892,63.593293018,0.29817766576,79.9242202836,0.994536878135,0.999631648062,78.8626836793,0.000124179939315,0.297913128795,688.664602123,0.0391306924791,25.4157750637,0.288042712249,0.298307330448,0.304099142348,0.0538251275134,0.310956767217,0.310956767217,0.000257881952796,0.00124178609027,0.99917791482,78.8626836793,-0.0127791014577,0.958903928761,0.5,WELL_CONSTRAINED,bin_0600_0899,2297,15,75.4377480922
fit,30,900,930,915,243,15,"003,004,005,006,007,008,009,010,011,013,014,015,016,017,018",1889.07084618,2121.94824214,232.877395961,232.188721826,645.914251404,713.140380939,67.2261295357,67.0668761539,63.593293018,0.297936119646,80.5776704205,0.958989820784,0.999629012776,78.3051756607,0.000125413967672,0.297170718552,687.760914794,0.032757105192,29.2757804807,0.287651645121,0.296103356283,0.303267613755,0.0527382358301,0.29668261192,0.29668261192,0.000257885520493,0.00124321763398,0.999184095544,78.3051756607,0.00125350772653,1.00422507985,0.5,WELL_CONSTRAINED,bin_0900_1199,2457,18,67.2261295358
fit,30,930,960,945,232,15,"003,004,005,006,007,008,009,010,011,013,014,015,016,017,018",1892.59810095,2121.73298575,229.1348848,228.501685684,647.002698794,713.116500385,66.1138015911,66.0251837555,63.593293018,0.297689264751,81.228965897,0.920500206773,0.99962929473,77.7457502585,0.000126656365701,0.296421049844,686.819410302,0.045480627779,20.239390961,0.287832258857,0.29365254008,0.303596600542,0.0536836551154,0.296069123744,0.296069123744,0.000257558324068,0.00118675332186,0.999202342201,77.7457502585,0.00162014100739,1.00547217145,0.5,WELL_CONSTRAINED,bin_0900_1199,2457,18,67.2261295358
fit,30,960,990,975,235,15,"003,004,005,006,007,008,009,010,011,013,014,015,016,017,018",1894.49509713,2121.03084001,226.535742875,225.402980406,647.684869736,713.085379771,65.4005100349,65.2078550779,63.593293018,0.296604865648,83.5979368246,0.839880796817,0.99963638635,77.5244288809,0.000126887407205,0.296303149905,686.679165219,0.0297259125015,28.2541636619,0.288128446412,0.296604865648,0.303059922054,0.0503413037712,0.295729886351,0.295729886351,0.000257717220957,0.00117759809011,0.999225388962,77.5244288809,0.000874979296532,1.0029587111,0.5,WELL_CONSTRAINED,bin_0900_1199,2457,18,67.2261295358
fit,30,990,1020,1005,221,15,"003,004,005,006,007,008,009,010,011,013,014,015,016,017,018",1898.44255816,2120.56017837,222.117620208,220.992860896,648.727515634,713.057855836,64.3303402013,64.0783472998,63.593293018,0.295934539598,85.1155636575,0.78079767184,0.999639253416,77.1632670718,0.000127952477297,0.296282322841,686.641865163,0.0348690141205,22.3923070822,0.287876627765,0.295934539598,0.302972927092,0.0510122926117,0.295638494288,0.295638494288,0.000256659474319,0.00107871925271,0.999229188889,77.1632670718,0.000296045310686,1.00100137606,0.5,WELL_CONSTRAINED,bin_0900_1199,2457,18,67.2261295358
fit,30,1020,1050,1035,234,15,"003,004,005,006,007,008,009,010,011,013,014,015,016,017,018",1900.85096322,2119.85187242,219.0009092,217.798825595,649.44076112,713.02828046,63.5875193397,63.2773855099,63.593293018,0.295207317956,86.7516623719,0.721479805817,0.99965889064,77.0068344223,0.00012564255331,0.296139280263,686.638103726,0.0378496986679,19.0617054087,0.287753451297,0.295207317956,0.303309842923,0.0526964972713,0.295580092427,0.295580092427,0.000256760863433,0.00106337951072,0.999253128753,77.0068344223,-0.000372774471624,0.998738837692,0.5,WELL_CONSTRAINED,bin_0900_1199,2457,18,67.2261295358
fit,30,1050,1080,1065,232,15,"003,004,005,006,007,008,009,010,011,013,014,015,016,017,018",1903.96293979,2119.51074113,215.547801339,215.145240838,650.454294597,713.002416694,62.5481220962,62.487142361,63.593293018,0.295041324405,87.2351904279,0.700453760532,0.999657284584,76.7912282463,0.000126637838837,0.296210322137,686.586767799,0.0516227281293,13.5687087048,0.288140808554,0.295041324405,0.302766718319,0.0495724108948,0.295547020629,0.295547020629,0.000256787272309,0.00104791612428,0.999259417793,76.7912282463,-0.000505696224541,0.998288948326,0.5,WELL_CONSTRAINED,bin_0900_1199,2457,18,67.2261295358
fit,30,1080,1110,1095,266,17,"001,002,003,004,005,006,007,008,009,010,011,013,014,015,016,017,018",1903.32172324,2119.08185442,215.760131188,215.050275195,650.430746289,712.974014069,62.5432677802,62.5027744886,63.593293018,0.296949747992,83.3129797635,0.779045716892,0.999595332384,72.4561604562,0.000130562724554,0.296251442592,686.552232804,0.0451361666216,17.2598998808,0.288092170638,0.29667095236,0.303103560158,0.0505994584251,0.302409540659,0.302409540659,0.000256079346008,0.000939930288708,0.999175620387,72.4561604562,-0.00545979266774,0.981945699677,0.5,WELL_CONSTRAINED,bin_0900_1199,2457,18,67.2261295358
fit,30,1110,1140,1125,263,16,"002,003,004,005,006,007,008,009,010,011,013,014,015,016,017,018",1902.90098428,2118.63531083,215.734326556,215.232744904,650.371987618,712.949774135,62.5777865171,62.5390450243,63.593293018,0.296382657281,84.6570024509,0.745001482647,0.999620531052,75.0472147573,0.000127201577787,0.29351092568,683.585151638,0.117751855091,6.32687682136,0.288046390827,0.296275056799,0.303588333407,0.0524578165546,0.310569950467,0.310569950467,0.000254881963992,0.000885418565087,0.999222167533,75.0472147573,-0.014187293186,0.954318525779,0.5,WELL_CONSTRAINED,bin_0900_1199,2457,18,67.2261295358
fit,30,1140,1170,1155,250,16,"002,003,004,005,006,007,008,009,010,011,013,014,015,016,017,018",1902.13995584,2118.00425618,215.864300338,215.38874505,650.314699029,712.923881708,62.6091826787,62.5753019186,63.593293018,0.298812367986,79.7453039304,0.857716658825,0.999623582462,74.9768395007,0.000129817217573,0.293601405342,683.372249567,0.058812885368,14.5838221243,0.288391180715,0.299459109025,0.303198469622,0.0494467807469,0.29539448996,0.29539448996,0.000254745445298,0.000856242846169,0.999229720932,74.9768395007,0.00341787802612,1.01157055444,0.5,WELL_CONSTRAINED,bin_0900_1199,2457,18,67.2261295358
