u,v,Xc_mm,Yc_mm,Zc_mm,Xg_mm,Yg_mm,Zg_mm
2134.070085,18.000000,6.220189,-145.211402,713.112708,6.195184,145.212836,0.697229
2134.071940,19.000000,6.220389,-145.115156,713.118287,6.195669,145.116638,0.690877
2134.007150,20.000000,6.213926,-145.014573,713.102558,6.188545,145.015930,0.705478
2133.895754,21.000000,6.202805,-144.910965,713.071931,6.176102,144.912075,0.734729
2133.880555,22.000000,6.201300,-144.813614,713.072055,6.174640,144.814728,0.733741
2133.914912,23.000000,6.204750,-144.719480,713.088020,6.178835,144.720728,0.717178
2133.956279,24.000000,6.208900,-144.625796,713.106225,6.183831,144.627196,0.698411
2133.973577,25.000000,6.210644,-144.530547,713.116735,6.186079,144.532036,0.687211
2133.930381,26.000000,6.206340,-144.431376,713.107904,6.181420,144.432796,0.695029
2133.925909,27.000000,6.205908,-144.334715,713.111452,6.181183,144.336167,0.690675
2133.960625,28.000000,6.209394,-144.240588,713.127528,6.185419,144.242175,0.674003
2134.003457,29.000000,6.213691,-144.146981,713.146198,6.190582,144.148724,0.654779
2134.012651,30.000000,6.214625,-144.051197,713.154113,6.191905,144.053008,0.646131
2133.992601,31.000000,6.212635,-143.953521,713.152677,6.189888,143.955324,0.646678
2133.986941,32.000000,6.212084,-143.856775,713.155840,6.189515,143.858607,0.642703
2133.992376,33.000000,6.212643,-143.760743,713.162549,6.190408,143.762633,0.635240
2133.972054,34.000000,6.210626,-143.663050,713.161022,6.188361,143.664931,0.635876
2133.898681,35.000000,6.203305,-143.561941,713.142533,6.180256,143.563674,0.653192
2133.812888,36.000000,6.194743,-143.460039,713.120072,6.170735,143.461591,0.674413
2133.738159,37.000000,6.187287,-143.358854,713.101149,6.162476,143.360255,0.692155
2133.691907,38.000000,6.182678,-143.259504,713.091330,6.157469,143.260828,0.700946
2133.704033,39.000000,6.183905,-143.163906,713.100171,6.159126,143.165305,0.691387
2133.759226,40.000000,6.189437,-143.071068,713.122779,6.165698,143.072655,0.668291
2133.831320,41.000000,6.196659,-142.979309,713.150792,6.174201,142.981128,0.639880
2133.880830,42.000000,6.201624,-142.886094,713.171584,6.180126,142.888087,0.618570
2133.861837,43.000000,6.199740,-142.788487,713.170473,6.178230,142.790474,0.618798
2133.814572,44.000000,6.195029,-142.689071,713.160321,6.173106,142.690979,0.627915
2133.799921,45.000000,6.193579,-142.591744,713.160596,6.171705,142.593657,0.626780
2133.858108,46.000000,6.199412,-142.499072,713.184158,6.178620,142.501181,0.602745
2133.989556,47.000000,6.212569,-142.411074,713.231149,6.193901,142.413570,0.555673
2134.049885,48.000000,6.218617,-142.318523,713.255398,6.201062,142.321221,0.530963
2133.997499,49.000000,6.213393,-142.218775,713.243601,6.195352,142.221380,0.541698
2133.920168,50.000000,6.205676,-142.117441,713.223826,6.186794,142.119887,0.560278
2133.856170,51.000000,6.199292,-142.016962,713.208315,6.179759,142.019284,0.574666
2133.796992,52.000000,6.193390,-141.916793,713.194345,6.173275,141.919005,0.587538
2133.749436,53.000000,6.188651,-141.817368,713.184090,6.168117,141.819499,0.596757
2133.742441,54.000000,6.187966,-141.720525,713.186804,6.167590,141.722681,0.593224
2133.777271,55.000000,6.191463,-141.626337,713.202889,6.171838,141.628628,0.576542
2133.827785,56.000000,6.196528,-141.533141,713.223989,6.177877,141.535608,0.554928
2133.817595,57.000000,6.195524,-141.436088,713.225678,6.176986,141.438572,0.552403
2133.735038,58.000000,6.187285,-141.334447,713.204226,6.167832,141.336759,0.572633
2133.675865,59.000000,6.181384,-141.234293,713.190250,6.161348,141.236494,0.585511
2133.628665,60.000000,6.176681,-141.134902,713.180102,6.156231,141.137023,0.594625
2133.504380,61.000000,6.164272,-141.030637,713.145309,6.142315,141.032477,0.627974
2133.351913,62.000000,6.149048,-140.924602,713.101510,6.125184,140.926087,0.670179
2133.210737,63.000000,6.134954,-140.819293,713.061325,6.109343,140.820453,0.708831
2133.159515,64.000000,6.129850,-140.719672,713.049892,6.103769,140.720741,0.719209
2133.207642,65.000000,6.134674,-140.626319,713.070210,6.109532,140.627558,0.698364
2133.306669,66.000000,6.144585,-140.536168,713.106799,6.121104,140.537710,0.661520
2133.356820,67.000000,6.149611,-140.442930,713.127766,6.127099,140.444646,0.640038
2133.319700,68.000000,6.145916,-140.344193,713.120834,6.123133,140.345856,0.645990
2133.260928,69.000000,6.140057,-140.244097,713.106980,6.116696,140.245650,0.658748
2133.246032,70.000000,6.138583,-140.146762,713.107151,6.115267,140.148320,0.657716
2133.293645,71.000000,6.143356,-140.053353,713.127301,6.120972,140.055079,0.637036
2133.398391,72.000000,6.153840,-139.963525,713.165717,6.133198,139.965568,0.598395
2133.451368,73.000000,6.159149,-139.870440,713.187584,6.139515,139.872665,0.576028
2133.427702,74.000000,6.156799,-139.772545,713.184946,6.137085,139.774751,0.577757
2133.347481,75.000000,6.148795,-139.671107,713.164226,6.128199,139.673148,0.597268
2133.223154,76.000000,6.136384,-139.566915,713.129407,6.114279,139.568674,0.630643
2133.198642,77.000000,6.133949,-139.468976,713.126496,6.111752,139.470715,0.632641
2133.344512,78.000000,6.148542,-139.381688,713.178052,6.128671,139.383851,0.581078
2133.409935,79.000000,6.155096,-139.289361,713.203892,6.136409,139.291739,0.554804
2133.362904,80.000000,6.150410,-139.190007,713.193777,6.131311,139.192305,0.563886
2133.345637,81.000000,6.148699,-139.092513,713.193178,6.129611,139.094810,0.563611
2133.313558,82.000000,6.145507,-138.994096,713.187842,6.126219,138.996352,0.567994
2133.262848,83.000000,6.140453,-138.894519,713.176549,6.120702,138.896687,0.578235
2133.230304,84.000000,6.137215,-138.796077,713.171062,6.117257,138.798203,0.582766
2133.227909,85.000000,6.136991,-138.699512,713.175213,6.117254,138.701674,0.577820
