u,v,Xc_mm,Yc_mm,Zc_mm,Xg_mm,Yg_mm,Zg_mm
2135.834906,27.000000,6.396922,-144.458403,713.722284,6.399308,144.464850,0.090041
2135.737757,28.000000,6.387209,-144.355652,713.696156,6.388473,144.361889,0.114867
2135.585028,29.000000,6.371932,-144.249311,713.652233,6.371283,144.255192,0.157191
2135.567664,30.000000,6.370209,-144.151740,713.651654,6.369572,144.157620,0.156894
2135.616991,31.000000,6.375164,-144.058482,713.672427,6.375486,144.064535,0.135602
2135.647478,32.000000,6.378232,-143.964001,713.687167,6.379246,143.970178,0.120242
2135.647827,33.000000,6.378283,-143.867570,713.692257,6.379560,143.873792,0.114371
2135.644533,34.000000,6.377969,-143.770903,713.696178,6.379457,143.777160,0.109649
2135.622006,35.000000,6.375729,-143.672994,713.693940,6.377155,143.679236,0.110984
2135.569208,36.000000,6.370458,-143.573135,713.682008,6.371392,143.579282,0.121852
2135.514158,37.000000,6.364962,-143.473134,713.669354,6.365371,143.479182,0.133428
2135.483603,38.000000,6.361918,-143.374713,713.664543,6.362151,143.380725,0.137294
2135.542471,39.000000,6.367828,-143.282045,713.688363,6.369156,143.288254,0.113006
2135.510763,40.000000,6.364669,-143.183549,713.683180,6.365804,143.189719,0.117236
2135.465536,41.000000,6.360157,-143.084186,713.673667,6.360907,143.090282,0.125725
2135.426523,42.000000,6.356266,-142.985225,713.666144,6.356720,142.991262,0.132257
2135.412590,43.000000,6.354887,-142.887874,713.666649,6.355400,142.893919,0.130894
2135.419026,44.000000,6.355547,-142.791829,713.673676,6.356409,142.797934,0.123120
2135.429971,45.000000,6.356659,-142.696070,713.682145,6.357934,142.702249,0.113926
2135.443291,46.000000,6.358008,-142.600462,713.691373,6.359730,142.606719,0.103986
2135.465029,47.000000,6.360200,-142.505389,713.703296,6.362489,142.511747,0.091396
2135.487239,48.000000,6.362440,-142.410344,713.715370,6.365301,142.416803,0.078658
2135.489497,49.000000,6.362681,-142.314021,713.721054,6.365833,142.320530,0.072203
2135.452004,50.000000,6.358943,-142.215158,713.714007,6.361819,142.221613,0.078267
2135.367100,51.000000,6.350458,-142.113274,713.691779,6.352385,142.119550,0.099259
2135.296433,52.000000,6.343399,-142.012303,713.674110,6.344578,142.018438,0.115768
2135.275035,53.000000,6.341273,-141.914476,713.672215,6.342405,141.920598,0.116766
2135.279484,54.000000,6.341734,-141.818294,713.678594,6.343186,141.824472,0.109628
2135.274748,55.000000,6.341275,-141.721526,713.682032,6.342918,141.727736,0.105382
2135.247990,56.000000,6.338612,-141.623358,713.678417,6.340132,141.629541,0.108071
2135.213358,57.000000,6.335161,-141.524691,713.672281,6.336445,141.530827,0.113240
2135.172782,58.000000,6.331114,-141.425648,713.664240,6.332079,141.431722,0.120281
2135.134329,59.000000,6.327281,-141.326742,713.656878,6.327956,141.332759,0.126655
2135.122862,60.000000,6.326149,-141.229548,713.658156,6.326918,141.235579,0.124533
2135.122207,61.000000,6.326099,-141.133040,713.662893,6.327115,141.139112,0.119009
2135.102374,62.000000,6.324129,-141.035316,713.661490,6.325121,141.041380,0.119524
2135.053178,63.000000,6.319220,-140.935735,713.650685,6.319769,140.941714,0.129284
2134.985567,64.000000,6.312468,-140.834993,713.633984,6.312314,140.840839,0.144841
2134.957976,65.000000,6.309722,-140.736784,713.630094,6.309432,140.742602,0.147802
