candidate_type,candidate_id,frame_id,is_frame027,region,candidate_pnp_rmse_px,baseline_pnp_rmse_px,point_count,bias_delta_lambda_mm,rmse_delta_lambda_mm,p95_abs_delta_lambda_mm,max_abs_delta_lambda_mm,subset_id,subset_size,selection_score,min_span_ratio,row_type,candidate_global_p95_abs_mm,candidate_frame_p95_median_mm,candidate_frame_p95_p95_mm,candidate_frame_p95_max_mm,board_center_u_norm_loss,board_center_v_norm_loss,board_tilt_deg_loss,board_center_z_mm_loss,apparent_bbox_area_fraction_loss,predictor,rho,p_value,n,metric
coverage_matched,matched_16_01,007,False,top,0.1192985817857252,0.11620290816413645,425,-0.21862283479519753,0.21867147698909445,0.22591837611610116,0.22672362883622554,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,007,False,middle,0.1192985817857252,0.11620290816413645,475,-0.20190995718466134,0.2019789420646636,0.20988735291741706,0.21059718064771005,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,007,False,bottom,0.1192985817857252,0.11620290816413645,0,nan,nan,nan,nan,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,008,False,all,0.09618313261277772,0.09554045144952464,900,-0.20736262424515403,0.20758453654493894,0.22381720678176292,0.22530913972798317,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,008,False,top,0.09618313261277772,0.09554045144952464,209,-0.22059253600138584,0.22061023809797214,0.22494923960348387,0.22530913972798317,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,008,False,middle,0.09618313261277772,0.09554045144952464,565,-0.20562549726860982,0.20570028054370382,0.21413526351716428,0.21593368432593252,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,008,False,bottom,0.09618313261277772,0.09554045144952464,126,-0.19320726856813053,0.1932140117479792,0.19532094332919314,0.1955149506767384,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,009,False,all,0.1102602030886086,0.10973019581690426,900,-0.21051988540771086,0.2106216822585536,0.22048198072356512,0.22137790098895493,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,009,False,top,0.1102602030886086,0.10973019581690426,418,-0.21663243319184405,0.2166519978269566,0.22096141589883586,0.22137790098895493,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,009,False,middle,0.1102602030886086,0.10973019581690426,482,-0.20521896222562028,0.20524867460462662,0.21095293424710918,0.21179699240394712,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,009,False,bottom,0.1102602030886086,0.10973019581690426,0,nan,nan,nan,nan,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,010,False,all,0.11715011100229238,0.11900903660715031,900,-0.20161351743848122,0.20179355452224954,0.2150130615711589,0.21663180256291525,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,010,False,top,0.11715011100229238,0.11900903660715031,348,-0.21069685541729297,0.21072373539003686,0.21601012149066037,0.21663180256291525,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,010,False,middle,0.11715011100229238,0.11900903660715031,552,-0.19588706523444774,0.19595460939912504,0.20387570348673306,0.2047827574102712,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,010,False,bottom,0.11715011100229238,0.11900903660715031,0,nan,nan,nan,nan,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,011,False,all,0.12101258935110018,0.11763441654918086,900,-0.1983666838264316,0.19859521942463887,0.2132540590104554,0.21482331458980752,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,011,False,top,0.12101258935110018,0.11763441654918086,368,-0.20815210461428071,0.2081857657945538,0.21422673248447383,0.21482331458980752,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,011,False,middle,0.12101258935110018,0.11763441654918086,532,-0.19159782132656605,0.19168059588984687,0.1999142181885361,0.20110134676997404,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,011,False,bottom,0.12101258935110018,0.11763441654918086,0,nan,nan,nan,nan,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,012,False,all,0.08818038654931332,0.08831906971658644,900,-0.19709298999459254,0.19729147785932874,0.21073833084876697,0.2119198761467942,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,012,False,top,0.08818038654931332,0.08831906971658644,0,nan,nan,nan,nan,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,012,False,middle,0.08818038654931332,0.08831906971658644,472,-0.204422576348279,0.20447603101761275,0.21130522014973963,0.2119198761467942,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,012,False,bottom,0.08818038654931332,0.08831906971658644,428,-0.18900989476342428,0.18905200914521378,0.19491489611654061,0.19557393812306145,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,013,False,all,0.1070575280577594,0.10716464123154426,900,-0.20443403458827536,0.204808146462049,0.22316665679468314,0.2247584934744964,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,013,False,top,0.1070575280577594,0.10716464123154426,191,-0.2210927325646803,0.22110573672443196,0.22442363996839276,0.2247584934744964,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,013,False,middle,0.1070575280577594,0.10716464123154426,478,-0.20557306786156387,0.2056762619038278,0.2151694286397685,0.2160657530730532,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,013,False,bottom,0.1070575280577594,0.10716464123154426,231,-0.18830299901197553,0.188333740779426,0.19426243658233489,0.19465838375379008,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,014,False,all,0.09752412610759385,0.0958597242250322,900,-0.21535138835771236,0.2155313063464716,0.22908879432768003,0.23029349602074944,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,014,False,top,0.09752412610759385,0.0958597242250322,442,-0.22319298320244277,0.22323641908684255,0.22969883700837954,0.23029349602074944,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,014,False,middle,0.09752412610759385,0.0958597242250322,458,-0.2077837356909638,0.20782467176683303,0.21412532684749408,0.2153340844995455,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,014,False,bottom,0.09752412610759385,0.0958597242250322,0,nan,nan,nan,nan,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,015,False,all,0.11044221065929208,0.11069834610060661,900,-0.1998485542083084,0.2002413304786927,0.2190959073543581,0.22316066136670543,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,015,False,top,0.11044221065929208,0.11069834610060661,431,-0.21112069299636507,0.2112141230380939,0.2212872413095397,0.22316066136670543,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,015,False,middle,0.11044221065929208,0.11069834610060661,469,-0.18948972304060605,0.18959847316537942,0.20036807616170335,0.20106482077505916,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,015,False,bottom,0.11044221065929208,0.11069834610060661,0,nan,nan,nan,nan,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,016,False,all,0.122901742479507,0.12452317961002471,900,-0.19232050924163482,0.19307546022893618,0.21962636359381804,0.2218410513892195,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,016,False,top,0.122901742479507,0.12452317961002471,198,-0.2154061097093792,0.21545741256419143,0.2213551236637386,0.2218410513892195,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,016,False,middle,0.122901742479507,0.12452317961002471,420,-0.19499012921050257,0.19515345081151442,0.20667410818609824,0.2076652712462419,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,016,False,bottom,0.122901742479507,0.12452317961002471,282,-0.17213544087447935,0.17221069215731188,0.17972726690523472,0.18033376684923041,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,017,False,all,0.11544486516489445,0.11832308699666845,890,-0.1976273579705302,0.19800786969509326,0.2160728651811894,0.22100733051411225,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,017,False,top,0.11544486516489445,0.11832308699666845,324,-0.21180702757414127,0.21184545923372375,0.21935256268430406,0.22100733051411225,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,017,False,middle,0.11544486516489445,0.11832308699666845,566,-0.18951037395715564,0.18963280542073224,0.2012022812411658,0.20305589457791484,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,017,False,bottom,0.11544486516489445,0.11832308699666845,0,nan,nan,nan,nan,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,018,False,all,0.1231212055708208,0.12157909084589343,900,-0.20475394034992936,0.20513833756841765,0.2240847070236157,0.22654298752559043,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,018,False,top,0.1231212055708208,0.12157909084589343,310,-0.21895642871185,0.2190000316518664,0.22566460923307546,0.22654298752559043,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,018,False,middle,0.1231212055708208,0.12157909084589343,448,-0.20085224420495124,0.20094187705606834,0.21038997744185509,0.21125168317144016,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,018,False,bottom,0.1231212055708208,0.12157909084589343,142,-0.18605808458059694,0.18607259837267082,0.18901764362483392,0.18930476939533492,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,025,False,all,0.1592595502989364,0.15619495732179384,900,-0.1853486821647899,0.18585056092047506,0.204406361776887,0.20913092364605745,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,025,False,top,0.1592595502989364,0.15619495732179384,321,-0.20052821298876986,0.20056784202765482,0.20780663255482068,0.20913092364605745,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,025,False,middle,0.1592595502989364,0.15619495732179384,442,-0.18076329254521795,0.18088500289562112,0.19019955302394465,0.19272314797103718,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,025,False,bottom,0.1592595502989364,0.15619495732179384,137,-0.1645757830213828,0.1645920776065635,0.1674772107852732,0.167743762993382,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,026,False,all,0.17074941441647237,0.16533904087018206,900,-0.18050592157398052,0.1813931233315382,0.20756832599063274,0.2093189892477767,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,026,False,top,0.17074941441647237,0.16533904087018206,222,-0.20422841888437498,0.20426112529535315,0.2087810009899272,0.2093189892477767,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,026,False,middle,0.17074941441647237,0.16533904087018206,392,-0.18279976078029933,0.18288927104742986,0.19176800190130622,0.19692306685237781,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,026,False,bottom,0.17074941441647237,0.16533904087018206,286,-0.15894795174256598,0.15909373527470788,0.16993274516985934,0.17292099745145606,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,027,True,all,0.17775513385688363,0.17413744869654185,900,-0.1912642779144023,0.19158474392438007,0.2079462563642096,0.2099487076184232,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,027,True,top,0.17775513385688363,0.17413744869654185,378,-0.20235088741620866,0.20240923086464827,0.20869978135580708,0.2099487076184232,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,027,True,middle,0.17775513385688363,0.17413744869654185,522,-0.18323604344757696,0.18334782036120403,0.19452171981346283,0.1951859897679924,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,027,True,bottom,0.17775513385688363,0.17413744869654185,0,nan,nan,nan,nan,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,028,False,all,0.1835086360972222,0.18364022678947783,900,-0.18754179360720424,0.18830205647980058,0.21396203653180804,0.21764223915533876,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,028,False,top,0.1835086360972222,0.18364022678947783,268,-0.20815525337646737,0.20822205167916094,0.21661538788710571,0.21764223915533876,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,028,False,middle,0.1835086360972222,0.18364022678947783,401,-0.18618172440647912,0.18633948574511294,0.19770440559886993,0.19869986169328513,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,028,False,bottom,0.1835086360972222,0.18364022678947783,231,-0.1659875967731275,0.16604245965290335,0.17270048386512826,0.1732597582172275,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,029,False,all,0.10558756039632734,0.10516999125379041,900,-0.19575809136228384,0.19613824931918314,0.21468745613240117,0.21716746810750465,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,029,False,top,0.10558756039632734,0.10516999125379041,285,-0.2101535347634194,0.21019042182682718,0.21632115091508694,0.21716746810750465,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,029,False,middle,0.10558756039632734,0.10516999125379041,417,-0.19374630493771935,0.19383108295533183,0.20252632527428888,0.20332660306166872,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,029,False,bottom,0.10558756039632734,0.10516999125379041,198,-0.17927432151238368,0.17929426659077816,0.1837582039665051,0.18413549355364012,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,030,False,all,0.13138752725237487,0.13097439600221755,900,-0.19789942563592428,0.19856605850896683,0.22191388704469545,0.2279147330092428,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,030,False,top,0.13138752725237487,0.13097439600221755,306,-0.21641915115318316,0.21648895604046778,0.2247546457683427,0.2279147330092428,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,030,False,middle,0.13138752725237487,0.13097439600221755,422,-0.19381015386966094,0.19396514944411758,0.20674280014163743,0.20754245208672728,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,030,False,bottom,0.13138752725237487,0.13097439600221755,172,-0.17498452259570277,0.1750000029220679,0.1796979435701246,0.18106282001394902,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,031,False,all,0.11319055082268935,0.11366432285426602,900,-0.19314826094255927,0.19368023701261217,0.21634671277711845,0.22260343911568725,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,031,False,top,0.11319055082268935,0.11366432285426602,119,-0.2161084466127645,0.21612157525917033,0.22101833196874168,0.22260343911568725,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,031,False,middle,0.11319055082268935,0.11366432285426602,446,-0.19839725392398833,0.19853173468013327,0.21166674235701066,0.21284966084908774,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,031,False,bottom,0.11319055082268935,0.11366432285426602,335,-0.1780040431381659,0.17807840075711975,0.18619809119644515,0.18694942317131336,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,032,False,all,0.13026712134127422,0.12936397098229507,900,-0.19125878729801382,0.19191186180140365,0.21592469036955889,0.21867023264826457,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,032,False,top,0.13026712134127422,0.12936397098229507,182,-0.21316670208875246,0.21319063742161845,0.21813689347287096,0.21867023264826457,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,032,False,middle,0.13026712134127422,0.12936397098229507,411,-0.1950252786430587,0.1951599049880865,0.20639272494469196,0.20765247473207182,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,032,False,bottom,0.13026712134127422,0.12936397098229507,307,-0.17322859695688061,0.17331115881655845,0.18150148715111528,0.1824730661552394,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,033,False,all,0.12330566468290995,0.12213124401352428,900,-0.19066960169911681,0.191315416159698,0.21539078963028258,0.2203038598314606,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,033,False,top,0.12330566468290995,0.12213124401352428,125,-0.21437556451976342,0.2144000652643258,0.21953750053112345,0.2203038598314606,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,033,False,middle,0.12330566468290995,0.12213124401352428,444,-0.19668207159091058,0.19684316786600964,0.2080810872403845,0.20898299950499677,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,033,False,bottom,0.12330566468290995,0.12213124401352428,331,-0.1736521334678864,0.17374265427390265,0.18151643496389624,0.18324871555057598,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,034,False,all,0.1010129514910269,0.10025242603529741,900,-0.19040136639725297,0.1907747094859827,0.20907641587125453,0.21080434472492016,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,034,False,top,0.1010129514910269,0.10025242603529741,199,-0.20652335843686984,0.20654205485552476,0.2104285923725911,0.21080434472492016,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,034,False,middle,0.1010129514910269,0.10025242603529741,424,-0.19213702916803432,0.19222029881517239,0.20078382408789253,0.20158739094131306,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
coverage_matched,matched_16_01,034,False,bottom,0.1010129514910269,0.10025242603529741,277,-0.17616238650304697,0.17620141072176784,0.1820594241912204,0.18258461473214993,matched_16_01,16,0.04832887762013157,0.9975542751921842,,,,,,,,,,,,,,,
