scenario,candidate,model,interior_knot_count,basis_count,smoothness_penalty,v_bin_index,v_bin,v_start_px,v_end_px,point_count,frame_count,bias_mm,rmse_mm,p95_abs_mm,p99_abs_mm,max_abs_mm
full36_grouped_cv,C1_4k,C0,4,8,0.1,15,v_1500_1600,1500.0,1600.0,1539,36,0.02823271504705705,0.10443717620029436,0.14445841905908655,0.5195015261617255,0.561264223555213
full36_grouped_cv,C1_4k,C0,4,8,0.1,16,v_1600_1700,1600.0,1700.0,1493,36,-0.009776685623072464,0.11102483670202092,0.15952046724109523,0.5272662867408932,0.5725298157542511
full36_grouped_cv,C1_4k,C0,4,8,0.1,17,v_1700_1800,1700.0,1800.0,1464,36,-0.0029784630323613026,0.11513099129851151,0.14920864638722223,0.5897552395466307,0.6241623458050753
full36_grouped_cv,C1_4k,C0,4,8,0.1,18,v_1800_1900,1800.0,1900.0,1342,36,0.02147581582250184,0.12597419483498762,0.15176576555109375,0.6501738806756879,0.7228659990850019
full36_grouped_cv,C1_4k,C0,4,8,0.1,19,v_1900_2000,1900.0,2000.0,1253,36,0.022315851201744685,0.13571067125512937,0.14665532858308145,0.5480407800229996,0.721635899331659
full36_grouped_cv,C1_4k,C0,4,8,0.1,20,v_2000_2100,2000.0,2100.0,1126,30,0.009973015902239504,0.06659659953673448,0.1290285978546424,0.17536233858463568,0.2410398596762206
full36_grouped_cv,C1_4k,C0,4,8,0.1,21,v_2100_2200,2100.0,2200.0,842,25,0.00743196396530471,0.07003394740572626,0.14729945262568994,0.1824650088174553,0.2604344276544452
full36_grouped_cv,C1_4k,C0,4,8,0.1,22,v_2200_2300,2200.0,2300.0,689,23,0.0214009164874045,0.0691235675573569,0.140755338495021,0.19238970771727107,0.2942356733212818
full36_grouped_cv,C1_4k,C0,4,8,0.1,23,v_2300_2400,2300.0,2400.0,948,24,0.03955359726595571,0.07885291658835736,0.13442866467890885,0.2894473177349534,0.5468938822320979
full36_grouped_cv,C1_4k,C0,4,8,0.1,24,v_2400_2500,2400.0,2500.0,1089,24,0.045896897463021856,0.07342255009189358,0.1562786992023046,0.2211319181943826,0.2235989540171203
full36_grouped_cv,C1_4k,C0,4,8,0.1,25,v_2500_2600,2500.0,2600.0,813,24,0.027843471139610186,0.06585753335022303,0.13408227072193352,0.18141991312479297,0.2600665925551766
full36_grouped_cv,C1_4k,C0,4,8,0.1,26,v_2600_2700,2600.0,2700.0,441,20,0.007666429355021539,0.059935531197308135,0.12657093232634187,0.19154606362517781,0.2209102815943424
full36_grouped_cv,C1_4k,C0,4,8,0.1,27,v_2700_2800,2700.0,2800.0,541,18,-0.050285897794756035,0.08863257425615513,0.14868127869897046,0.22527681330694702,0.4147937548120808
full36_grouped_cv,C1_4k,C0,4,8,0.1,28,v_2800_2900,2800.0,2900.0,580,15,-0.09579441420854594,0.1053780795847208,0.15652447863847269,0.18036562192537503,0.2298343950697017
full36_grouped_cv,C1_4k,C0,4,8,0.1,29,v_2900_3000,2900.0,3000.0,345,11,-0.11558182120164216,0.12520313842849357,0.1751714027781555,0.19237534066638656,0.2392512818067871
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,0,v_0000_0100,0.0,100.0,323,11,0.00694189302911599,0.07607088541506167,0.14908007148234562,0.18778746343890296,0.19658476716384013
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,1,v_0100_0200,100.0,200.0,643,18,0.030288296142254978,0.11044334918059086,0.2130280470295018,0.31092347955341204,0.35959301502738616
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,2,v_0200_0300,200.0,300.0,920,22,0.05722905702425748,0.1180847942349826,0.19382016060741084,0.3450454791466483,0.4705493254350527
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,3,v_0300_0400,300.0,400.0,976,26,0.06297331075175278,0.10299042383922549,0.22341379300366165,0.25911371402212546,0.3704388524621016
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,4,v_0400_0500,400.0,500.0,1061,30,0.02627003030012635,0.08528114389341798,0.13404208531772432,0.2827117456455938,0.5138817275101102
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,5,v_0500_0600,500.0,600.0,1366,30,-0.000849634281619072,0.06450550522910771,0.12175991490793339,0.16861917336568794,0.27013309176335604
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,6,v_0600_0700,600.0,700.0,1363,31,-0.03358547328973893,0.07316474457486084,0.13466516187434194,0.18188395688352835,0.3667314836381206
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,7,v_0700_0800,700.0,800.0,1003,31,-0.06797893762690425,0.09777050397403846,0.18977843449563614,0.230342903724514,0.34819648180268997
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,8,v_0800_0900,800.0,900.0,1177,33,-0.05555343163502801,0.09211149811452159,0.17585677937040134,0.22506399563913107,0.2874991581278688
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,9,v_0900_1000,900.0,1000.0,1583,35,-0.02478079343038307,0.07404357711963902,0.147716096895504,0.20418830215866554,0.2518956007151068
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,10,v_1000_1100,1000.0,1100.0,1554,36,0.008753724543220268,0.07348120569208905,0.1416876239164617,0.265875538010459,0.3920619577311287
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,11,v_1100_1200,1100.0,1200.0,1262,36,0.041877781731980854,0.09304988932668529,0.15731364608931858,0.36951195748960064,0.4841960501634085
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,12,v_1200_1300,1200.0,1300.0,1469,36,0.07041216277692405,0.10425259641616128,0.175401261093497,0.41067474165547524,0.4413654471472022
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,13,v_1300_1400,1300.0,1400.0,1602,36,0.055898295159304875,0.10259209495703993,0.15697411111156645,0.44399249727682333,0.46808560636293167
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,14,v_1400_1500,1400.0,1500.0,1593,36,0.04098168214019835,0.09895338565219282,0.13398927369805247,0.48489551962607425,0.5346187075397416
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,15,v_1500_1600,1500.0,1600.0,1539,36,0.01657053818047484,0.10293114115221738,0.1390755624630466,0.5134696421371273,0.5569140355570059
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,16,v_1600_1700,1600.0,1700.0,1493,36,-0.023835378977695575,0.11398681190868089,0.16452531144839433,0.5177737772078755,0.5642077426144952
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,17,v_1700_1800,1700.0,1800.0,1464,36,-0.01869936584764344,0.11723061830030597,0.15864619740483493,0.5776255884164215,0.6117233789471295
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,18,v_1800_1900,1800.0,1900.0,1342,36,0.00443575236076397,0.12486683881077533,0.1644189685275674,0.6371600350429196,0.7090467916439209
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,19,v_1900_2000,1900.0,2000.0,1253,36,0.004213732612605327,0.13441046291644346,0.15443135025837393,0.543839570884738,0.7062513804747104
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,20,v_2000_2100,2000.0,2100.0,1126,30,-0.008632895825798789,0.06689359980305146,0.1419765540442082,0.1946921992867954,0.25890200987677897
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,21,v_2100_2200,2100.0,2200.0,842,25,-0.010656615498389215,0.07066676376715597,0.16619803067519964,0.195390545709149,0.24277819532160763
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,22,v_2200_2300,2200.0,2300.0,689,23,0.005328792753814136,0.06581536553818682,0.13311038702203531,0.2051053493283609,0.3082152689974112
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,23,v_2300_2400,2300.0,2400.0,948,24,0.027059715948851044,0.07362765569727668,0.12275518922747299,0.27933043547849484,0.5336648189005038
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,24,v_2400_2500,2400.0,2500.0,1089,24,0.038903285930709686,0.06973394047413024,0.14951837013823557,0.2190661926489276,0.22100822814122326
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,25,v_2500_2600,2500.0,2600.0,813,24,0.028734460835474412,0.06687961407661415,0.13582332640887423,0.18480505557868793,0.26600946991442237
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,26,v_2600_2700,2600.0,2700.0,441,20,0.02409385216237831,0.0637839082551015,0.14219185625049424,0.1931603904317047,0.23020007154541847
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,27,v_2700_2800,2700.0,2800.0,541,18,-0.010597507528323016,0.07140393963350442,0.1421511569437736,0.21782900381284906,0.3632406299412223
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,28,v_2800_2900,2800.0,2900.0,580,15,-0.028198283070607164,0.05418155121089325,0.0959449964685882,0.15828957730631388,0.21947622210444484
full36_grouped_cv,C1_4k,C0+C1,4,8,0.1,29,v_2900_3000,2900.0,3000.0,345,11,-0.00821315919535675,0.0529870407621245,0.10641325024933315,0.16006643824603864,0.3029969937582013
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,0,v_0000_0100,0.0,100.0,323,11,0.16476217503504978,0.18033925181398608,0.2602972413815707,0.3044477107114174,0.3373106132157772
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,1,v_0100_0200,100.0,200.0,601,17,0.13771711709154807,0.1705776092900896,0.2665020392163158,0.3941941110609575,0.4448776126135954
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,2,v_0200_0300,200.0,300.0,844,21,0.11007768765162163,0.14656033512301353,0.2410657658112595,0.3970185409625679,0.535807286652016
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,3,v_0300_0400,300.0,400.0,905,25,0.07145279545511082,0.10651751294427098,0.22581787681514423,0.2549456981275956,0.3869675815252549
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,4,v_0400_0500,400.0,500.0,1012,29,0.005027721806745944,0.07342604081542962,0.1412935306861417,0.17866723437150897,0.3772132119063371
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,5,v_0500_0600,500.0,600.0,1289,29,-0.044388359307922,0.0785467618825244,0.15440857996511345,0.20106734613127256,0.3122956361038405
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,6,v_0600_0700,600.0,700.0,1351,30,-0.08567693270791993,0.10766158979238835,0.1860147916203058,0.22514277549980682,0.4185882320286964
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,7,v_0700_0800,700.0,800.0,999,30,-0.12491277380402704,0.1405729269609662,0.24403142926832996,0.2822292034436793,0.3994971550562241
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,8,v_0800_0900,800.0,900.0,1115,32,-0.10694387071586817,0.1268940752455344,0.2193176707426522,0.2684560379869735,0.2953863435844823
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,9,v_0900_1000,900.0,1000.0,1507,34,-0.06779056865376754,0.09123585448960068,0.15340259767853992,0.2009325417329118,0.2430311226028152
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,10,v_1000_1100,1000.0,1100.0,1517,35,-0.024342390527884897,0.06427056966209133,0.12446167895571689,0.18182908222753488,0.2417937506500038
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,11,v_1100_1200,1100.0,1200.0,1240,35,0.018843194846852512,0.06799602260629235,0.12659382705384675,0.19018124239855122,0.3532924597803912
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,12,v_1200_1300,1200.0,1300.0,1411,35,0.056891300219909055,0.07753848430601477,0.14642821047846505,0.17968294473493956,0.2460048666843022
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,13,v_1300_1400,1300.0,1400.0,1526,35,0.0478548727317413,0.07391307966796253,0.14055990371317767,0.1692212285862176,0.2274832003622577
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,14,v_1400_1500,1400.0,1500.0,1541,35,0.03665067832792672,0.0633122717347235,0.11964623884428481,0.15198879771269744,0.1977359249631263
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,15,v_1500_1600,1500.0,1600.0,1513,35,0.014384374060470145,0.06070328729358883,0.11719244572986062,0.20347483870810149,0.3018895950964406
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,16,v_1600_1700,1600.0,1700.0,1431,35,-0.02489741574120853,0.07043577214830873,0.13791800484986733,0.19131813633374525,0.3738442916552458
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,17,v_1700_1800,1700.0,1800.0,1388,35,-0.019402721702742556,0.06530791484490404,0.12938146376611212,0.16592481435976386,0.2135432868685711
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,18,v_1800_1900,1800.0,1900.0,1321,35,0.0036355636415660573,0.06612143094895712,0.1293390787024201,0.1701389290216191,0.2769109251321424
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,19,v_1900_2000,1900.0,2000.0,1252,35,0.002335278398032844,0.06375567993216165,0.1221677610318189,0.16978346924522475,0.2394272345853778
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,20,v_2000_2100,2000.0,2100.0,1126,30,0.009973015902239504,0.06659659953673448,0.1290285978546424,0.17536233858463568,0.2410398596762206
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,21,v_2100_2200,2100.0,2200.0,842,25,0.00743196396530471,0.07003394740572626,0.14729945262568994,0.1824650088174553,0.2604344276544452
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,22,v_2200_2300,2200.0,2300.0,689,23,0.0214009164874045,0.0691235675573569,0.140755338495021,0.19238970771727107,0.2942356733212818
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,23,v_2300_2400,2300.0,2400.0,948,24,0.03955359726595571,0.07885291658835736,0.13442866467890885,0.2894473177349534,0.5468938822320979
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,24,v_2400_2500,2400.0,2500.0,1089,24,0.045896897463021856,0.07342255009189358,0.1562786992023046,0.2211319181943826,0.2235989540171203
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,25,v_2500_2600,2500.0,2600.0,813,24,0.027843471139610186,0.06585753335022303,0.13408227072193352,0.18141991312479297,0.2600665925551766
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,26,v_2600_2700,2600.0,2700.0,441,20,0.007666429355021539,0.059935531197308135,0.12657093232634187,0.19154606362517781,0.2209102815943424
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,27,v_2700_2800,2700.0,2800.0,541,18,-0.050285897794756035,0.08863257425615513,0.14868127869897046,0.22527681330694702,0.4147937548120808
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,28,v_2800_2900,2800.0,2900.0,580,15,-0.09579441420854594,0.1053780795847208,0.15652447863847269,0.18036562192537503,0.2298343950697017
full36_grouped_cv_non027,C1_4k,C0,4,8,0.1,29,v_2900_3000,2900.0,3000.0,345,11,-0.11558182120164216,0.12520313842849357,0.1751714027781555,0.19237534066638656,0.2392512818067871
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,0,v_0000_0100,0.0,100.0,323,11,0.00694189302911599,0.07607088541506167,0.14908007148234562,0.18778746343890296,0.19658476716384013
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,1,v_0100_0200,100.0,200.0,601,17,0.041498446388975194,0.10624417943789209,0.20864920355788877,0.31644875716026605,0.35959301502738616
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,2,v_0200_0300,200.0,300.0,844,21,0.06653071810069752,0.11651050533139021,0.18462149786945825,0.34855124875794774,0.4705493254350527
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,3,v_0300_0400,300.0,400.0,905,25,0.06832640400148939,0.10362962338752373,0.22342090424971028,0.26355644104283477,0.3704388524621016
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,4,v_0400_0500,400.0,500.0,1012,29,0.030940399359772785,0.07872853284510492,0.1310855467433377,0.18899737134339592,0.4087121081349316
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,5,v_0500_0600,500.0,600.0,1289,29,-0.0013402978964990138,0.06508747216573459,0.12198202474194424,0.17005207375373732,0.27013309176335604
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,6,v_0600_0700,600.0,700.0,1351,30,-0.03429984785630067,0.07403570507775703,0.1371995680920472,0.18304955659524566,0.3667314836381206
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,7,v_0700_0800,700.0,800.0,999,30,-0.07280234576414975,0.09767775047112293,0.19095932365444984,0.2310947354858568,0.34819648180268997
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,8,v_0800_0900,800.0,900.0,1115,32,-0.06054394070246646,0.09148296431287853,0.1765727685575146,0.22539364454780547,0.2874991581278688
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,9,v_0900_1000,900.0,1000.0,1507,34,-0.03065513354427108,0.06863218492740929,0.12206167194597643,0.18224099958828885,0.2374977099472935
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,10,v_1000_1100,1000.0,1100.0,1517,35,0.0016347068078159319,0.059895713935236974,0.10933380229156628,0.1574172551319272,0.21613835681656643
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,11,v_1100_1200,1100.0,1200.0,1240,35,0.03313084425551388,0.0728372589011326,0.14338762237149708,0.20726309307198987,0.36938920953417836
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,12,v_1200_1300,1200.0,1300.0,1411,35,0.06097892434876484,0.08100315548174701,0.15260063483215852,0.18701508491660715,0.25765287292704364
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,13,v_1300_1400,1300.0,1400.0,1526,35,0.04491455822762723,0.07267462558245252,0.1412165945495672,0.16705784307303345,0.23495550110612204
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,14,v_1400_1500,1400.0,1500.0,1541,35,0.02850080235950091,0.05941414433119143,0.11699308086232886,0.15066861432030318,0.1957654343778342
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,15,v_1500_1600,1500.0,1600.0,1513,35,0.0025499529939846236,0.05939370378741038,0.1174174882765097,0.1947783795351422,0.2882574945675982
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,16,v_1600_1700,1600.0,1700.0,1431,35,-0.03909265527339208,0.0769416894581764,0.14742709119351496,0.19930314376389316,0.38883643014138536
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,17,v_1700_1800,1700.0,1800.0,1388,35,-0.03524208626346777,0.07171004921782208,0.14076046205681145,0.17357095019106167,0.2032321489047519
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,18,v_1800_1900,1800.0,1900.0,1321,35,-0.01351575011301447,0.06757948984897176,0.13291464595481484,0.1810136503348595,0.29311015021535
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,19,v_1900_2000,1900.0,2000.0,1252,35,-0.015844485897740526,0.06581167917809559,0.13666752794877365,0.1707710310476676,0.25510746494700953
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,20,v_2000_2100,2000.0,2100.0,1126,30,-0.008632895825798789,0.06689359980305146,0.1419765540442082,0.1946921992867954,0.25890200987677897
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,21,v_2100_2200,2100.0,2200.0,842,25,-0.010656615498389215,0.07066676376715597,0.16619803067519964,0.195390545709149,0.24277819532160763
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,22,v_2200_2300,2200.0,2300.0,689,23,0.005328792753814136,0.06581536553818682,0.13311038702203531,0.2051053493283609,0.3082152689974112
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,23,v_2300_2400,2300.0,2400.0,948,24,0.027059715948851044,0.07362765569727668,0.12275518922747299,0.27933043547849484,0.5336648189005038
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,24,v_2400_2500,2400.0,2500.0,1089,24,0.038903285930709686,0.06973394047413024,0.14951837013823557,0.2190661926489276,0.22100822814122326
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,25,v_2500_2600,2500.0,2600.0,813,24,0.028734460835474412,0.06687961407661415,0.13582332640887423,0.18480505557868793,0.26600946991442237
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,26,v_2600_2700,2600.0,2700.0,441,20,0.02409385216237831,0.0637839082551015,0.14219185625049424,0.1931603904317047,0.23020007154541847
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,27,v_2700_2800,2700.0,2800.0,541,18,-0.010597507528323016,0.07140393963350442,0.1421511569437736,0.21782900381284906,0.3632406299412223
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,28,v_2800_2900,2800.0,2900.0,580,15,-0.028198283070607164,0.05418155121089325,0.0959449964685882,0.15828957730631388,0.21947622210444484
full36_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,29,v_2900_3000,2900.0,3000.0,345,11,-0.00821315919535675,0.0529870407621245,0.10641325024933315,0.16006643824603864,0.3029969937582013
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,0,v_0000_0100,0.0,100.0,323,11,0.16476217503504978,0.18033925181398608,0.2602972413815707,0.3044477107114174,0.3373106132157772
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,1,v_0100_0200,100.0,200.0,601,17,0.13771711709154807,0.1705776092900896,0.2665020392163158,0.3941941110609575,0.4448776126135954
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,2,v_0200_0300,200.0,300.0,844,21,0.11007768765162163,0.14656033512301353,0.2410657658112595,0.3970185409625679,0.535807286652016
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,3,v_0300_0400,300.0,400.0,905,25,0.07145279545511082,0.10651751294427098,0.22581787681514423,0.2549456981275956,0.3869675815252549
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,4,v_0400_0500,400.0,500.0,1012,29,0.005027721806745944,0.07342604081542962,0.1412935306861417,0.17866723437150897,0.3772132119063371
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,5,v_0500_0600,500.0,600.0,1289,29,-0.044388359307922,0.0785467618825244,0.15440857996511345,0.20106734613127256,0.3122956361038405
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,6,v_0600_0700,600.0,700.0,1351,30,-0.08567693270791993,0.10766158979238835,0.1860147916203058,0.22514277549980682,0.4185882320286964
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,7,v_0700_0800,700.0,800.0,999,30,-0.12491277380402704,0.1405729269609662,0.24403142926832996,0.2822292034436793,0.3994971550562241
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,8,v_0800_0900,800.0,900.0,1115,32,-0.10694387071586817,0.1268940752455344,0.2193176707426522,0.2684560379869735,0.2953863435844823
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,9,v_0900_1000,900.0,1000.0,1507,34,-0.06779056865376754,0.09123585448960068,0.15340259767853992,0.2009325417329118,0.2430311226028152
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,10,v_1000_1100,1000.0,1100.0,1517,35,-0.024342390527884897,0.06427056966209133,0.12446167895571689,0.18182908222753488,0.2417937506500038
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,11,v_1100_1200,1100.0,1200.0,1240,35,0.018843194846852512,0.06799602260629235,0.12659382705384675,0.19018124239855122,0.3532924597803912
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,12,v_1200_1300,1200.0,1300.0,1411,35,0.056891300219909055,0.07753848430601477,0.14642821047846505,0.17968294473493956,0.2460048666843022
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,13,v_1300_1400,1300.0,1400.0,1526,35,0.0478548727317413,0.07391307966796253,0.14055990371317767,0.1692212285862176,0.2274832003622577
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,14,v_1400_1500,1400.0,1500.0,1541,35,0.03665067832792672,0.0633122717347235,0.11964623884428481,0.15198879771269744,0.1977359249631263
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,15,v_1500_1600,1500.0,1600.0,1513,35,0.014384374060470145,0.06070328729358883,0.11719244572986062,0.20347483870810149,0.3018895950964406
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,16,v_1600_1700,1600.0,1700.0,1431,35,-0.02489741574120853,0.07043577214830873,0.13791800484986733,0.19131813633374525,0.3738442916552458
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,17,v_1700_1800,1700.0,1800.0,1388,35,-0.019402721702742556,0.06530791484490404,0.12938146376611212,0.16592481435976386,0.2135432868685711
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,18,v_1800_1900,1800.0,1900.0,1321,35,0.0036355636415660573,0.06612143094895712,0.1293390787024201,0.1701389290216191,0.2769109251321424
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,19,v_1900_2000,1900.0,2000.0,1252,35,0.002335278398032844,0.06375567993216165,0.1221677610318189,0.16978346924522475,0.2394272345853778
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,20,v_2000_2100,2000.0,2100.0,1126,30,0.009973015902239504,0.06659659953673448,0.1290285978546424,0.17536233858463568,0.2410398596762206
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,21,v_2100_2200,2100.0,2200.0,842,25,0.00743196396530471,0.07003394740572626,0.14729945262568994,0.1824650088174553,0.2604344276544452
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,22,v_2200_2300,2200.0,2300.0,689,23,0.0214009164874045,0.0691235675573569,0.140755338495021,0.19238970771727107,0.2942356733212818
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,23,v_2300_2400,2300.0,2400.0,948,24,0.03955359726595571,0.07885291658835736,0.13442866467890885,0.2894473177349534,0.5468938822320979
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,24,v_2400_2500,2400.0,2500.0,1089,24,0.045896897463021856,0.07342255009189358,0.1562786992023046,0.2211319181943826,0.2235989540171203
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,25,v_2500_2600,2500.0,2600.0,813,24,0.027843471139610186,0.06585753335022303,0.13408227072193352,0.18141991312479297,0.2600665925551766
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,26,v_2600_2700,2600.0,2700.0,441,20,0.007666429355021539,0.059935531197308135,0.12657093232634187,0.19154606362517781,0.2209102815943424
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,27,v_2700_2800,2700.0,2800.0,541,18,-0.050285897794756035,0.08863257425615513,0.14868127869897046,0.22527681330694702,0.4147937548120808
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,28,v_2800_2900,2800.0,2900.0,580,15,-0.09579441420854594,0.1053780795847208,0.15652447863847269,0.18036562192537503,0.2298343950697017
exclude027_grouped_cv_non027,C1_4k,C0,4,8,0.1,29,v_2900_3000,2900.0,3000.0,345,11,-0.11558182120164216,0.12520313842849357,0.1751714027781555,0.19237534066638656,0.2392512818067871
exclude027_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,0,v_0000_0100,0.0,100.0,323,11,-0.008533278199145476,0.07821503345657256,0.16308743172114545,0.1852795579018264,0.21440499049329537
exclude027_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,1,v_0100_0200,100.0,200.0,601,17,0.026179177039544182,0.10518108444633607,0.2258061423295427,0.3179029630887938,0.35683751027308913
exclude027_grouped_cv_non027,C1_4k,C0+C1,4,8,0.1,2,v_0200_0300,200.0,300.0,844,21,0.0503191472088866,0.10897328383360519,0.18329771633429862,0.33445373591159094,0.4521844912306343
