scenario,candidate,model,interior_knot_count,basis_count,smoothness_penalty,v_bin_index,v_bin,v_start_px,v_end_px,point_count,frame_count,bias_mm,rmse_mm,p95_abs_mm,p99_abs_mm,max_abs_mm
exclude027_grouped_cv_non027,C1_3k,C0,3,7,0.1,1,v_0100_0200,100.0,200.0,601,17,0.13771711709154807,0.1705776092900896,0.2665020392163158,0.3941941110609575,0.4448776126135954
exclude027_grouped_cv_non027,C1_3k,C0,3,7,0.1,2,v_0200_0300,200.0,300.0,844,21,0.11007768765162163,0.14656033512301353,0.2410657658112595,0.3970185409625679,0.535807286652016
exclude027_grouped_cv_non027,C1_3k,C0,3,7,0.1,3,v_0300_0400,300.0,400.0,905,25,0.07145279545511082,0.10651751294427098,0.22581787681514423,0.2549456981275956,0.3869675815252549
exclude027_grouped_cv_non027,C1_3k,C0,3,7,0.1,4,v_0400_0500,400.0,500.0,1012,29,0.005027721806745944,0.07342604081542962,0.1412935306861417,0.17866723437150897,0.3772132119063371
exclude027_grouped_cv_non027,C1_3k,C0,3,7,0.1,5,v_0500_0600,500.0,600.0,1289,29,-0.044388359307922,0.0785467618825244,0.15440857996511345,0.20106734613127256,0.3122956361038405
exclude027_grouped_cv_non027,C1_3k,C0,3,7,0.1,6,v_0600_0700,600.0,700.0,1351,30,-0.08567693270791993,0.10766158979238835,0.1860147916203058,0.22514277549980682,0.4185882320286964
exclude027_grouped_cv_non027,C1_3k,C0,3,7,0.1,7,v_0700_0800,700.0,800.0,999,30,-0.12491277380402704,0.1405729269609662,0.24403142926832996,0.2822292034436793,0.3994971550562241
exclude027_grouped_cv_non027,C1_3k,C0,3,7,0.1,8,v_0800_0900,800.0,900.0,1115,32,-0.10694387071586817,0.1268940752455344,0.2193176707426522,0.2684560379869735,0.2953863435844823
exclude027_grouped_cv_non027,C1_3k,C0,3,7,0.1,9,v_0900_1000,900.0,1000.0,1507,34,-0.06779056865376754,0.09123585448960068,0.15340259767853992,0.2009325417329118,0.2430311226028152
exclude027_grouped_cv_non027,C1_3k,C0,3,7,0.1,10,v_1000_1100,1000.0,1100.0,1517,35,-0.024342390527884897,0.06427056966209133,0.12446167895571689,0.18182908222753488,0.2417937506500038
exclude027_grouped_cv_non027,C1_3k,C0,3,7,0.1,11,v_1100_1200,1100.0,1200.0,1240,35,0.018843194846852512,0.06799602260629235,0.12659382705384675,0.19018124239855122,0.3532924597803912
exclude027_grouped_cv_non027,C1_3k,C0,3,7,0.1,12,v_1200_1300,1200.0,1300.0,1411,35,0.056891300219909055,0.07753848430601477,0.14642821047846505,0.17968294473493956,0.2460048666843022
