scope,frame_id,centering,predictor,n_points,x_min,x_max,x_span,y_mean_mm,y_std_mm,y_p05_mm,y_p95_mm,slope_mm_per_x,slope_mm_per_x_span,intercept_mm,pearson_r,spearman_rho,linear_r2,binned_explained_fraction,low_frequency_amplitude_mm,low_frequency_bin_mean_std_mm,low_frequency_bin_count,frame_count,global_slope_mm_per_x_span,frame_slope_median_mm_per_x_span,frame_slope_p05_mm_per_x_span,frame_slope_p95_mm_per_x_span,frame_same_sign_fraction,frame_abs_spearman_median,frame_binned_ev_median,frame_binned_ev_p75,frame_low_frequency_amplitude_median_mm,frame_low_frequency_amplitude_p75_mm,frame_count_amplitude_over_pnp_high
frame,008,raw,u,900,2082.2571171720747,2121.8813481963675,39.62423102429284,-0.009713062927254568,0.06695499506894743,-0.10347700799046038,0.1001073213585925,0.0002661713743901009,0.010546836030886901,-0.5688987815550808,0.04251568951314352,0.05459056945337793,0.0018075838547780831,0.6366058554827757,0.17335615036312146,0.05576621495760922,12,,,,,,,,,,,,
frame,008,raw,v,900,552.4703760498631,2287.9390934977255,1735.4687174478622,-0.009713062927254568,0.06695499506894743,-0.10347700799046038,0.1001073213585925,-1.1548894303342987e-05,-0.020042744784563575,0.0067284778157319725,-0.08060007199543674,-0.05790677107831821,0.006496371605669626,0.6380937272412781,0.1750086615897984,0.05583134517214794,12,,,,,,,,,,,,
frame,008,frame_median_subtracted,s,900,-0.12143540862132958,0.1149083990089937,0.23634380763032328,0.011638034438966416,0.06695499506894743,-0.08212591062423939,0.12145841872481349,-0.08474717897514938,-0.020029470964915284,0.011401212701736494,-0.08052594934330497,-0.05790677107831821,0.006484428517640528,0.6380937272412781,0.1750086615897984,0.05583134517214794,12,,,,,,,,,,,,
frame,008,frame_median_subtracted,t,900,-0.013841765542410352,-0.010819020928467638,0.0030227446139427135,0.011638034438966416,0.06695499506894743,-0.08212591062423939,0.12145841872481349,-0.8956881231391806,-0.002707436449991416,0.000741806211937551,-0.010904231564805203,-0.05091069659756782,0.00011890226601896092,0.6308268982655288,0.1716934961579212,0.055512521655715394,12,,,,,,,,,,,,
frame,008,frame_median_subtracted,u,900,2082.2571171720747,2121.8813481963675,39.62423102429284,0.011638034438966416,0.06695499506894743,-0.08212591062423939,0.12145841872481349,0.00026617137439010133,0.010546836030886918,-0.5475476841888607,0.04251568951314352,0.05459056945337793,0.0018075838547780831,0.6366058554827757,0.17335615036312144,0.05576621495760922,12,,,,,,,,,,,,
frame,008,frame_median_subtracted,v,900,552.4703760498631,2287.9390934977255,1735.4687174478622,0.011638034438966416,0.06695499506894743,-0.08212591062423939,0.12145841872481349,-1.1548894303342989e-05,-0.02004274478456358,0.028079575181952976,-0.08060007199543674,-0.05790677107831821,0.006496371605669404,0.6380937272412781,0.1750086615897984,0.05583134517214794,12,,,,,,,,,,,,
frame,009,raw,s,900,-0.14737648971276765,0.0506024485958588,0.19797893830862645,0.04001030957358643,0.07493889494940166,-0.06914833289203556,0.15506273645429472,0.02498014324754418,0.0049455422389462,0.041230657651728675,0.01976841532829297,-0.00140474247499071,0.0003907902445918765,0.7983159885095492,0.20370953629526561,0.06989523508737237,12,,,,,,,,,,,,
frame,009,raw,t,900,-0.012625330895526516,-0.01014257102512547,0.0024827598704010457,0.04001030957358643,0.07493889494940166,-0.06914833289203556,0.15506273645429472,3.499164886660251,0.008687586160516495,0.07956561882145505,0.033767504647207625,0.006111118655702044,0.001140244370099186,0.794741941225963,0.20608387357297034,0.06973859967992206,12,,,,,,,,,,,,
frame,009,raw,u,900,2096.640191639619,2100.32060352624,3.6804118866211866,0.04001030957358643,0.07493889494940166,-0.06914833289203556,0.15506273645429472,-0.01927740927013305,-0.07094880622105913,40.48279741063229,-0.26067299016347983,-0.14671307001613582,0.06795040780077077,0.46256015844745557,0.1443544494362474,0.05320399792211072,12,,,,,,,,,,,,
frame,009,raw,v,900,361.9854356703312,1816.006501595449,1454.021065925118,0.04001030957358643,0.07493889494940166,-0.06914833289203556,0.15506273645429472,3.407391098368293e-06,0.004954418436873224,0.036312252879257476,0.019806545777342723,-0.00140474247499071,0.000392299255629891,0.7983159885095492,0.20370953629526561,0.06989523508737237,12,,,,,,,,,,,,
frame,009,frame_median_subtracted,s,900,-0.14737648971276765,0.0506024485958588,0.19797893830862645,0.009470113307100469,0.07493889494940166,-0.09968852915852153,0.12452254018780877,0.024980143247544166,0.004945542238946198,0.010690461385242713,0.019768415328292998,-0.00140474247499071,0.0003907902445918765,0.7983159885095492,0.20370953629526561,0.06989523508737237,12,,,,,,,,,,,,
frame,009,frame_median_subtracted,t,900,-0.012625330895526516,-0.01014257102512547,0.0024827598704010457,0.009470113307100469,0.07493889494940166,-0.09968852915852153,0.12452254018780877,3.4991648866602487,0.00868758616051649,0.04902542255496906,0.03376750464720767,0.006111118655702044,0.001140244370099186,0.794741941225963,0.20608387357297034,0.06973859967992206,12,,,,,,,,,,,,
frame,009,frame_median_subtracted,u,900,2096.640191639619,2100.32060352624,3.6804118866211866,0.009470113307100469,0.07493889494940166,-0.09968852915852153,0.12452254018780877,-0.019277409270133043,-0.0709488062210591,40.452257214365794,-0.26067299016347983,-0.14671307001613582,0.06795040780077155,0.46256015844745557,0.1443544494362474,0.05320399792211072,12,,,,,,,,,,,,
frame,009,frame_median_subtracted,v,900,361.9854356703312,1816.006501595449,1454.021065925118,0.009470113307100469,0.07493889494940166,-0.09968852915852153,0.12452254018780877,3.4073910983682936e-06,0.004954418436873225,0.0057720566127715265,0.019806545777342772,-0.00140474247499071,0.000392299255629891,0.7983159885095492,0.20370953629526561,0.06989523508737237,12,,,,,,,,,,,,
frame,010,raw,s,900,-0.14116312670536668,0.062144120575974106,0.20330724728134078,-0.024089916095470773,0.06424485577010484,-0.11902766211577501,0.07426052159391928,-0.18776787878119752,-0.03817457056286175,-0.03134393855923216,-0.1703643138681948,-0.17233137324860895,0.029023999439780734,0.7937265103844166,0.15732648158412,0.059748454094924096,12,,,,,,,,,,,,
frame,010,raw,t,900,-0.0030345711566592388,-0.0020654472568903586,0.0009691238997688802,-0.024089916095470773,0.06424485577010484,-0.11902766211577501,0.07426052159391928,-7.516627679293004,-0.007284543529667144,-0.04263955168527154,-0.03431425743509809,-0.14894841433960618,0.0011774682633221012,0.7136590372930688,0.14639888924686753,0.056654787499844976,12,,,,,,,,,,,,
frame,010,raw,u,900,2021.9615995077706,2043.963308099713,22.00170859194236,-0.024089916095470773,0.06424485577010484,-0.11902766211577501,0.07426052159391928,0.0012541397696707584,0.027593217745861737,-2.572839797750915,0.125815608988993,0.16893632378970017,0.015829567465270866,0.7931165345133994,0.15903953466555473,0.059725491450028624,12,,,,,,,,,,,,
frame,010,raw,v,900,406.9999914186739,1900.0006228493526,1493.0006314306786,-0.024089916095470773,0.06424485577010484,-0.11902766211577501,0.07426052159391928,-2.5565283240280287e-05,-0.038168984020442616,0.005557937959946578,-0.17036819966453207,-0.17233137324860895,0.02902532345693365,0.7937265103844166,0.15732648158412,0.059748454094924096,12,,,,,,,,,,,,
frame,010,frame_median_subtracted,s,900,-0.14116312670536668,0.062144120575974106,0.20330724728134078,0.005479362284240021,0.06424485577010484,-0.08945838373606421,0.10382979997363008,-0.1877678787811975,-0.03817457056286174,-0.0017746601795213645,-0.1703643138681948,-0.17233137324860895,0.029023999439780734,0.7937265103844166,0.15732648158412,0.0597484540949241,12,,,,,,,,,,,,
frame,010,frame_median_subtracted,t,900,-0.0030345711566592388,-0.0020654472568903586,0.0009691238997688802,0.005479362284240021,0.06424485577010484,-0.08945838373606421,0.10382979997363008,-7.516627679293004,-0.007284543529667144,-0.013070273305560738,-0.03431425743509809,-0.14894841433960618,0.0011774682633221012,0.7136590372930688,0.14639888924686753,0.056654787499844976,12,,,,,,,,,,,,
frame,010,frame_median_subtracted,u,900,2021.9615995077706,2043.963308099713,22.00170859194236,0.005479362284240021,0.06424485577010484,-0.08945838373606421,0.10382979997363008,0.0012541397696707582,0.027593217745861733,-2.543270519371204,0.125815608988993,0.16893632378970017,0.015829567465270866,0.7931165345133994,0.15903953466555473,0.059725491450028624,12,,,,,,,,,,,,
frame,010,frame_median_subtracted,v,900,406.9999914186739,1900.0006228493526,1493.0006314306786,0.005479362284240021,0.06424485577010484,-0.08945838373606421,0.10382979997363008,-2.5565283240280283e-05,-0.03816898402044261,0.03512721633965739,-0.17036819966453207,-0.17233137324860895,0.02902532345693365,0.7937265103844166,0.15732648158412,0.0597484540949241,12,,,,,,,,,,,,
frame,011,raw,s,900,-0.1433538141671357,0.05870383234472359,0.20205764651185928,-0.03362207632661555,0.06581348425777352,-0.14610363490142503,0.06589973124698069,0.45543331008369387,0.09202378277861702,-0.013240913758351701,0.3869768863078787,0.36963581436520293,0.149751110536541,0.8088366902888808,0.17859615362499578,0.06178715191976634,12,,,,,,,,,,,,
frame,011,raw,t,900,-0.005626654874413942,0.00826069247084823,0.013887347345262173,-0.03362207632661555,0.06581348425777352,-0.14610363490142503,0.06589973124698069,-6.5312747778414275,-0.09070208144723393,-0.023337245984734772,-0.37870512662115063,-0.3694042914456273,0.1434175729291416,0.8089370252055276,0.17859615362499578,0.06179098410033341,12,,,,,,,,,,,,
frame,011,raw,u,900,1961.2441617791715,2048.2496006347988,87.00543885562729,-0.03362207632661555,0.06581348425777352,-0.14610363490142503,0.06589973124698069,0.001039855049338913,0.0904730449139721,-2.1164867783780648,0.37730581589750894,0.36926131184524097,0.1423596787100848,0.8089370252055276,0.17859615362499578,0.06179098410033341,12,,,,,,,,,,,,
frame,011,raw,v,900,390.1019193826764,1874.9960425852667,1484.8941232025902,-0.03362207632661555,0.06581348425777352,-0.14610363490142503,0.06589973124698069,6.197049303640629e-05,0.09201962092172673,-0.10268499332115862,0.38701613001034507,0.36963581436520293,0.1497814848881842,0.8088366902888808,0.17859615362499578,0.06178715191976634,12,,,,,,,,,,,,
frame,011,frame_median_subtracted,s,900,-0.1433538141671357,0.05870383234472359,0.20205764651185928,-0.004552009097004404,0.0658134842577735,-0.1170335676718139,0.09496979847659183,0.45543331008369375,0.09202378277861699,0.015829153471259457,0.3869768863078788,0.36963581436520293,0.14975111053654078,0.8088366902888808,0.17859615362499576,0.06178715191976633,12,,,,,,,,,,,,
frame,011,frame_median_subtracted,t,900,-0.005626654874413942,0.00826069247084823,0.013887347345262173,-0.004552009097004404,0.0658134842577735,-0.1170335676718139,0.09496979847659183,-6.531274777841427,-0.09070208144723392,0.00573282124487638,-0.3787051266211507,-0.3694042914456273,0.14341757292914148,0.8089370252055276,0.17859615362499576,0.06179098410033341,12,,,,,,,,,,,,
frame,011,frame_median_subtracted,u,900,1961.2441617791715,2048.2496006347988,87.00543885562729,-0.004552009097004404,0.0658134842577735,-0.1170335676718139,0.09496979847659183,0.0010398550493389128,0.09047304491397208,-2.0874167111484536,0.3773058158975089,0.36926131184524097,0.1423596787100847,0.8089370252055276,0.17859615362499576,0.06179098410033341,12,,,,,,,,,,,,
frame,011,frame_median_subtracted,v,900,390.1019193826764,1874.9960425852667,1484.8941232025902,-0.004552009097004404,0.0658134842577735,-0.1170335676718139,0.09496979847659183,6.197049303640626e-05,0.0920196209217267,-0.07361492609154743,0.38701613001034524,0.36963581436520293,0.14978148488818432,0.8088366902888808,0.17859615362499576,0.06178715191976633,12,,,,,,,,,,,,
frame,012,raw,s,900,-0.03398905514725503,0.164458473815179,0.19844752896243403,0.022781598412735395,0.043895578312730936,-0.049405718818974265,0.08548010370722636,0.07674893112643065,0.015230635732548202,0.01772737034822015,0.10446973613859875,0.11974999146089482,0.010913925768868515,0.3803772319670491,0.0882694006343642,0.02826056912050643,12,,,,,,,,,,,,
frame,012,raw,t,900,-0.012964074234791588,-0.009255756121807913,0.003708318112983675,0.022781598412735395,0.043895578312730936,-0.049405718818974265,0.08548010370722636,4.413502746114833,0.016366672175120826,0.07130348326782227,0.11258777950676875,0.12522114224832376,0.012676008094264835,0.3739090796599598,0.08939430795204467,0.02801925942842755,12,,,,,,,,,,,,
frame,012,raw,u,900,2066.984991261028,2109.044639702906,42.059648441877926,0.022781598412735395,0.043895578312730936,-0.049405718818974265,0.08548010370722636,-0.00038028951894253886,-0.01599484347285406,0.8164965956756772,-0.10994946882068804,-0.12250587963688846,0.012088885693951279,0.37548746598362703,0.08796740752185997,0.02807833614579267,12,,,,,,,,,,,,
frame,012,raw,v,900,1194.4521786255893,2651.000066648598,1456.5478880230087,0.022781598412735395,0.043895578312730936,-0.049405718818974265,0.08548010370722636,1.0449755782814793e-05,0.015220569715815108,0.0026379048007721885,0.10441402195440305,0.11974999146089482,0.01090228798069448,0.3803772319670491,0.0882694006343642,0.02826056912050643,12,,,,,,,,,,,,
frame,012,frame_median_subtracted,s,900,-0.03398905514725503,0.164458473815179,0.19844752896243403,-0.001126535665832004,0.043895578312730936,-0.07331385289754166,0.061571969628658955,0.07674893112643069,0.015230635732548209,-0.006180763730347269,0.10446973613859878,0.11974999146089482,0.010913925768868515,0.3803772319670491,0.0882694006343642,0.028260569120506427,12,,,,,,,,,,,,
frame,012,frame_median_subtracted,t,900,-0.012964074234791588,-0.009255756121807913,0.003708318112983675,-0.001126535665832004,0.043895578312730936,-0.07331385289754166,0.061571969628658955,4.413502746114834,0.01636667217512083,0.04739534918925486,0.11258777950676882,0.12522114224832376,0.012676008094264724,0.3739090796599598,0.08939430795204467,0.02801925942842755,12,,,,,,,,,,,,
frame,012,frame_median_subtracted,u,900,2066.984991261028,2109.044639702906,42.059648441877926,-0.001126535665832004,0.043895578312730936,-0.07331385289754166,0.061571969628658955,-0.0003802895189425391,-0.01599484347285407,0.7925884615971104,-0.10994946882068804,-0.12250587963688846,0.01208888569395139,0.37548746598362703,0.08796740752185997,0.02807833614579267,12,,,,,,,,,,,,
frame,012,frame_median_subtracted,v,900,1194.4521786255893,2651.000066648598,1456.5478880230087,-0.001126535665832004,0.043895578312730936,-0.07331385289754166,0.061571969628658955,1.044975578281479e-05,0.015220569715815105,-0.021270229277795212,0.10441402195440301,0.11974999146089482,0.01090228798069448,0.3803772319670491,0.0882694006343642,0.028260569120506427,12,,,,,,,,,,,,
frame,013,raw,s,900,-0.1151052968818981,0.1630471178470394,0.2781524147289375,0.007591564569078679,0.05902836745136967,-0.09680693871231369,0.09198449172117759,0.3225187629745418,0.08970937271675863,0.0031522951448094555,0.42930486088463693,0.41817116646646063,0.18430266357917724,0.6844645186830951,0.1870483445493604,0.050978741943794356,12,,,,,,,,,,,,
frame,013,raw,t,900,-0.014575195067719222,-0.013743465290053835,0.0008317297776653867,0.007591564569078679,0.05902836745136967,-0.09680693871231369,0.09198449172117759,149.57947846276187,0.12440970636513743,2.1045736419956036,0.6122967375054051,0.497729519830683,0.37490729475976314,0.6696882594351703,0.17572196806696713,0.05042547365407078,12,,,,,,,,,,,,
frame,013,raw,u,900,2100.9769528527204,2126.8402452484547,25.863292395734334,0.007591564569078679,0.05902836745136967,-0.09680693871231369,0.09198449172117759,-0.003757843553401262,-0.09719020659904215,7.948764989721252,-0.4777950223468678,-0.4236536094489006,0.22828808337944362,0.6827499182940635,0.18476202727427182,0.050914850407451674,12,,,,,,,,,,,,
frame,013,raw,v,900,598.9795871335915,2640.999855262591,2042.0202681289998,0.007591564569078679,0.05902836745136967,-0.09680693871231369,0.09198449172117759,4.3913908141421666e-05,0.08967309047753813,-0.06027068632352438,0.429300218994701,0.41817116646646063,0.18429867802889832,0.6844645186830951,0.1870483445493604,0.050978741943794356,12,,,,,,,,,,,,
frame,013,frame_median_subtracted,s,900,-0.1151052968818981,0.1630471178470394,0.2781524147289375,-0.0054736372013378005,0.05902836745136967,-0.10987214048273017,0.07891928995076111,0.3225187629745418,0.08970937271675863,-0.009912906625607027,0.42930486088463693,0.41817116646646063,0.18430266357917724,0.6844645186830951,0.1870483445493604,0.050978741943794356,12,,,,,,,,,,,,
frame,013,frame_median_subtracted,t,900,-0.014575195067719222,-0.013743465290053835,0.0008317297776653867,-0.0054736372013378005,0.05902836745136967,-0.10987214048273017,0.07891928995076111,149.57947846276184,0.12440970636513742,2.0915084402251876,0.6122967375054051,0.497729519830683,0.37490729475976314,0.6696882594351703,0.17572196806696713,0.05042547365407078,12,,,,,,,,,,,,
frame,013,frame_median_subtracted,u,900,2100.9769528527204,2126.8402452484547,25.863292395734334,-0.0054736372013378005,0.05902836745136967,-0.10987214048273017,0.07891928995076111,-0.0037578435534012617,-0.09719020659904214,7.935699787950835,-0.4777950223468678,-0.4236536094489006,0.22828808337944362,0.6827499182940635,0.18476202727427182,0.050914850407451674,12,,,,,,,,,,,,
frame,013,frame_median_subtracted,v,900,598.9795871335915,2640.999855262591,2042.0202681289998,-0.0054736372013378005,0.05902836745136967,-0.10987214048273017,0.07891928995076111,4.3913908141421666e-05,0.08967309047753813,-0.07333588809394086,0.429300218994701,0.41817116646646063,0.18429867802889832,0.6844645186830951,0.1870483445493604,0.050978741943794356,12,,,,,,,,,,,,
frame,014,raw,s,900,-0.1598418128123942,0.036376868883160086,0.1962186816955543,0.010155902104869483,0.07520376441330627,-0.10117086452401054,0.12003675593763886,-0.2506733707771276,-0.04918679835006886,-0.004853494127962132,-0.19656052619898948,-0.20851599405266755,0.038636040459623544,0.7586558077592518,0.19406431225764514,0.06837775617591284,12,,,,,,,,,,,,
frame,014,raw,t,900,-0.014790558181316936,-0.013719655327347554,0.0010709028539693816,0.010155902104869483,0.07520376441330627,-0.10117086452401054,0.12003675593763886,-27.201139022508332,-0.029129777410422088,-0.37785309182395294,-0.10281477658909033,-0.14956930399502552,0.010570878285064422,0.5967043785029711,0.19461352496980452,0.06064179726379105,12,,,,,,,,,,,,
frame,014,raw,u,900,2109.3725488611417,2131.671273972811,22.298725111669228,0.010155902104869483,0.07520376441330627,-0.10117086452401054,0.12003675593763886,0.001954282028703374,0.04357799774873181,-4.133882131913731,0.16633126661082132,0.2039425563076827,0.02766609025236,0.7445816924726063,0.19279304721920804,0.06774053600264329,12,,,,,,,,,,,,
frame,014,raw,v,900,270.976584612727,1711.5817330504447,1440.6051484377176,0.010155902104869483,0.07520376441330627,-0.10117086452401054,0.12003675593763886,-3.4118179768066394e-05,-0.04915082542920002,0.04443055370713616,-0.19644214311430513,-0.20851599405266755,0.03858951559134116,0.7586558077592518,0.19406431225764514,0.06837775617591284,12,,,,,,,,,,,,
frame,014,frame_median_subtracted,s,900,-0.1598418128123942,0.036376868883160086,0.1962186816955543,-0.007034509732492324,0.07520376441330627,-0.11836127636137235,0.10284634410027706,-0.2506733707771276,-0.04918679835006886,-0.022043905965323938,-0.19656052619898948,-0.20851599405266755,0.038636040459623544,0.7586558077592518,0.19406431225764514,0.06837775617591284,12,,,,,,,,,,,,
frame,014,frame_median_subtracted,t,900,-0.014790558181316936,-0.013719655327347554,0.0010709028539693816,-0.007034509732492324,0.07520376441330627,-0.11836127636137235,0.10284634410027706,-27.201139022508322,-0.029129777410422077,-0.3950435036613146,-0.10281477658909033,-0.14956930399502552,0.010570878285064533,0.5967043785029711,0.19461352496980452,0.06064179726379105,12,,,,,,,,,,,,
frame,014,frame_median_subtracted,u,900,2109.3725488611417,2131.671273972811,22.298725111669228,-0.007034509732492324,0.07520376441330627,-0.11836127636137235,0.10284634410027706,0.0019542820287033738,0.043577997748731806,-4.151072543751092,0.16633126661082132,0.2039425563076827,0.027666090252359665,0.7445816924726063,0.19279304721920804,0.06774053600264329,12,,,,,,,,,,,,
frame,014,frame_median_subtracted,v,900,270.976584612727,1711.5817330504447,1440.6051484377176,-0.007034509732492324,0.07520376441330627,-0.11836127636137235,0.10284634410027706,-3.411817976806641e-05,-0.04915082542920004,0.02724014186977437,-0.19644214311430513,-0.20851599405266755,0.03858951559134116,0.7586558077592518,0.19406431225764514,0.06837775617591284,12,,,,,,,,,,,,
frame,015,raw,s,900,-0.16370641516640974,0.03928436568192097,0.20299078084833072,-0.029272088628765056,0.07993782457988882,-0.15619271741796298,0.1353761000300721,-0.9939304588319464,-0.20175871994723643,-0.082809332686838,-0.7451768364898257,-0.7286187431507117,0.5552885176409843,0.8497591199919592,0.2943514281867101,0.07692245102925546,12,,,,,,,,,,,,
frame,015,raw,t,900,-0.006070276819812217,0.004893026425596463,0.01096330324540868,-0.029272088628765056,0.07993782457988882,-0.15619271741796298,0.1353761000300721,-18.55054582706711,-0.2033752592699873,-0.032079377418178845,-0.7414450856784389,-0.7281878948821748,0.5497408150767078,0.839565595909631,0.29414150624058344,0.07645968660888901,12,,,,,,,,,,,,
frame,015,raw,u,900,1972.4084104109097,2067.9494090199873,95.54099860907763,-0.029272088628765056,0.07993782457988882,-0.15619271741796298,0.1353761000300721,0.002125114541928061,0.20303556549447954,-4.314300190012437,0.7419397718364164,0.728381853969367,0.5504746250326733,0.8423622509364531,0.2943514281867101,0.07658692716751489,12,,,,,,,,,,,,
frame,015,raw,v,900,241.99769349665084,1731.5606681236077,1489.562974626957,-0.029272088628765056,0.07993782457988882,-0.15619271741796298,0.1353761000300721,-0.00013539758637971195,-0.20168323152507409,0.1125812530214458,-0.7450853647097533,-0.7286187431507117,0.5551522007046659,0.8497591199919592,0.2943514281867101,0.07692245102925546,12,,,,,,,,,,,,
frame,015,frame_median_subtracted,s,900,-0.16370641516640974,0.03928436568192097,0.20299078084833072,0.001005076259226093,0.07993782457988882,-0.12591555252997183,0.16565326491806326,-0.9939304588319463,-0.2017587199472364,-0.05253216779884684,-0.7451768364898257,-0.7286187431507117,0.5552885176409843,0.8497591199919592,0.2943514281867101,0.07692245102925548,12,,,,,,,,,,,,
frame,015,frame_median_subtracted,t,900,-0.006070276819812217,0.004893026425596463,0.01096330324540868,0.001005076259226093,0.07993782457988882,-0.12591555252997183,0.16565326491806326,-18.550545827067108,-0.20337525926998726,-0.0018022125301877024,-0.7414450856784389,-0.7281878948821748,0.5497408150767078,0.839565595909631,0.29414150624058344,0.07645968660888901,12,,,,,,,,,,,,
frame,015,frame_median_subtracted,u,900,1972.4084104109097,2067.9494090199873,95.54099860907763,0.001005076259226093,0.07993782457988882,-0.12591555252997183,0.16565326491806326,0.0021251145419280614,0.20303556549447957,-4.284023025124446,0.7419397718364162,0.728381853969367,0.5504746250326734,0.8423622509364531,0.2943514281867101,0.07658692716751489,12,,,,,,,,,,,,
frame,015,frame_median_subtracted,v,900,241.99769349665084,1731.5606681236077,1489.562974626957,0.001005076259226093,0.07993782457988882,-0.12591555252997183,0.16565326491806326,-0.00013539758637971198,-0.2016832315250741,0.14285841790943693,-0.7450853647097533,-0.7286187431507117,0.5551522007046659,0.8497591199919592,0.2943514281867101,0.07692245102925548,12,,,,,,,,,,,,
frame,016,raw,s,900,-0.12656954298534337,0.1591690273912137,0.28573857037655703,0.03367075323931229,0.05057747545166169,-0.03656060616036143,0.11538962396184047,-0.24484612759736113,-0.06996198246190603,0.03784346296685817,-0.41331555454948243,-0.46943638202022475,0.17082974763254644,0.5357976451633312,0.11670907006903994,0.03864652237561988,12,,,,,,,,,,,,
frame,016,raw,t,900,-0.009109095540232221,0.02103448348973809,0.03014357902997031,0.03367075323931229,0.05057747545166169,-0.03656060616036143,0.11538962396184047,-2.3006633061852715,-0.06935022619134852,0.04816156589443559,-0.40842885518574396,-0.4692460772585317,0.16681412974833743,0.5357976451633312,0.11670907006903994,0.03864652237561988,12,,,,,,,,,,,,
frame,016,raw,u,900,1845.0678416040084,2087.5415478992895,242.4737062952811,0.03367075323931229,0.05057747545166169,-0.03656060616036143,0.11538962396184047,0.0002861389298044324,0.069381166825046,-0.528235422627858,0.40884002319066115,0.46929922958752623,0.1671501645625404,0.5357976451633313,0.11670907006903994,0.03864652237561987,12,,,,,,,,,,,,
frame,016,raw,v,900,514.4719480838388,2610.0009484489638,2095.529000365125,0.03367075323931229,0.05057747545166169,-0.03656060616036143,0.11538962396184047,-3.337618541351054e-05,-0.0699407644555748,0.08600080311521355,-0.4133166679645654,-0.46943638202022475,0.17083066801733093,0.5357976451633312,0.11670907006903994,0.03864652237561988,12,,,,,,,,,,,,
frame,016,frame_median_subtracted,s,900,-0.12656954298534337,0.1591690273912137,0.28573857037655703,0.005260645093108249,0.05057747545166169,-0.06497071430656547,0.08697951581563643,-0.2448461275973611,-0.06996198246190603,0.00943335482065413,-0.41331555454948243,-0.46943638202022475,0.17082974763254644,0.5357976451633313,0.11670907006903994,0.03864652237561987,12,,,,,,,,,,,,
frame,016,frame_median_subtracted,t,900,-0.009109095540232221,0.02103448348973809,0.03014357902997031,0.005260645093108249,0.05057747545166169,-0.06497071430656547,0.08697951581563643,-2.300663306185272,-0.06935022619134852,0.019751457748231557,-0.4084288551857439,-0.4692460772585317,0.16681412974833743,0.5357976451633312,0.11670907006903994,0.03864652237561987,12,,,,,,,,,,,,
frame,016,frame_median_subtracted,u,900,1845.0678416040084,2087.5415478992895,242.4737062952811,0.005260645093108249,0.05057747545166169,-0.06497071430656547,0.08697951581563643,0.00028613892980443236,0.06938116682504598,-0.5566455307740621,0.40884002319066115,0.46929922958752623,0.16715016456254028,0.5357976451633313,0.11670907006903994,0.03864652237561988,12,,,,,,,,,,,,
frame,016,frame_median_subtracted,v,900,514.4719480838388,2610.0009484489638,2095.529000365125,0.005260645093108249,0.05057747545166169,-0.06497071430656547,0.08697951581563643,-3.3376185413510534e-05,-0.06994076445557479,0.05759069496900949,-0.4133166679645654,-0.46943638202022475,0.17083066801733104,0.5357976451633313,0.11670907006903994,0.03864652237561987,12,,,,,,,,,,,,
frame,017,raw,s,890,-0.14268042604421197,0.05647422887188887,0.19915465491610085,-0.02424413605343997,0.0673458532798878,-0.12383233330646704,0.07785581832402498,-0.36439219597514727,-0.07257040204355064,-0.036408881582438025,-0.31786142941758194,-0.37361399794382194,0.10103588831138821,0.7078670168215704,0.1548170783254809,0.05916630457927283,12,,,,,,,,,,,,
frame,017,raw,t,890,-0.00464055973029353,0.01592971483440155,0.02057027456469508,-0.02424413605343997,0.0673458532798878,-0.12383233330646704,0.07785581832402498,-3.4452426889205148,-0.07086958805310334,-0.0010817975147292202,-0.3100373252586609,-0.37312478432535057,0.09612314305354452,0.7078670168215704,0.1548170783254809,0.05916630457927283,12,,,,,,,,,,,,
frame,017,raw,u,890,1890.0542151303487,2055.914930382905,165.86071525255625,-0.02424413605343997,0.0673458532798878,-0.12383233330646704,0.07785581832402498,0.00042806464140942636,0.07099910759849647,-0.8651154348517418,0.31070742622879444,0.3731984046767733,0.09653910471372162,0.7096925919582228,0.1556815649738154,0.05917625030494884,12,,,,,,,,,,,,
frame,017,raw,v,890,395.9971276140632,1857.0124698255736,1461.0153422115104,-0.02424413605343997,0.0673458532798878,-0.12383233330646704,0.07785581832402498,-4.9666881101135075e-05,-0.07256407528855326,0.03523521981931749,-0.31790778567156974,-0.37361399794382194,0.10106536019060075,0.7078670168215704,0.1548170783254809,0.05916630457927283,12,,,,,,,,,,,,
frame,017,frame_median_subtracted,s,890,-0.14268042604421197,0.05647422887188887,0.19915465491610085,0.007074340272524214,0.06734585327988782,-0.09251385698050285,0.10917429464998916,-0.36439219597514727,-0.07257040204355064,-0.005090405256473828,-0.31786142941758194,-0.37361399794382194,0.10103588831138843,0.7078670168215705,0.1548170783254809,0.05916630457927283,12,,,,,,,,,,,,
frame,017,frame_median_subtracted,t,890,-0.00464055973029353,0.01592971483440155,0.02057027456469508,0.007074340272524214,0.06734585327988782,-0.09251385698050285,0.10917429464998916,-3.445242688920515,-0.07086958805310335,0.03023667881123497,-0.3100373252586609,-0.37312478432535057,0.09612314305354475,0.7078670168215705,0.1548170783254809,0.05916630457927283,12,,,,,,,,,,,,
