scope,frame_id,centering,predictor,n_points,x_min,x_max,x_span,y_mean_mm,y_std_mm,y_p05_mm,y_p95_mm,slope_mm_per_x,slope_mm_per_x_span,intercept_mm,pearson_r,spearman_rho,linear_r2,binned_explained_fraction,low_frequency_amplitude_mm,low_frequency_bin_mean_std_mm,low_frequency_bin_count,frame_count,global_slope_mm_per_x_span,frame_slope_median_mm_per_x_span,frame_slope_p05_mm_per_x_span,frame_slope_p95_mm_per_x_span,frame_same_sign_fraction,frame_abs_spearman_median,frame_binned_ev_median,frame_binned_ev_p75,frame_low_frequency_amplitude_median_mm,frame_low_frequency_amplitude_p75_mm,frame_count_amplitude_over_pnp_high
global_without_027,,raw,u,25773,1829.6387703102318,2131.671273972811,302.0325036625791,-0.0010717086064654575,0.07379204895525285,-0.1209676470521117,0.11387663112825515,1.9785350388911785e-05,0.005975818913804409,-0.04091015110990958,0.02077947923896992,-0.0003776284792490146,0.0004317867574427092,0.05040413514913722,0.055033890788340006,0.017302548946462604,12,,,,,,,,,,,,
global_without_027,,raw,v,25773,238.98377882459297,2874.0060377373225,2635.0222589127293,-0.0010717086064654575,0.07379204895525285,-0.1209676470521117,0.11387663112825515,-9.318264995309831e-07,-0.0024553835677088723,0.0002829198590097181,-0.007564567373170434,0.013894149811643502,5.722267954311189e-05,0.3082394039424807,0.12637441022507975,0.04278725101150102,12,,,,,,,,,,,,
global_without_027,,frame_median_subtracted,s,25773,-0.1641225636200761,0.19495848459253196,0.35908104821260806,-0.0007203406659808657,0.06437014575703696,-0.10508762900818738,0.10194069966620412,-0.015593532169035508,-0.0055993418765942935,-0.0006980780960147341,-0.019761324265022803,0.017755267048338446,0.0003905099367074172,0.38853631892135143,0.12223046694598341,0.04190453587434218,12,,,,,,,,,,,,
global_without_027,,frame_median_subtracted,t,25773,-0.014790558181316936,0.02566568065415289,0.040456238835469824,-0.0007203406659808657,0.06437014575703696,-0.10508762900818738,0.10194069966620412,-0.4953152361492841,-0.020038591492502575,-0.0008798700966972095,-0.08070662438296398,-0.07350573245341423,0.006513559219292864,0.03979452553180296,0.04356447562459016,0.013411946951277393,12,,,,,,,,,,,,
global_without_027,,frame_median_subtracted,u,25773,1829.6387703102318,2131.671273972811,302.0325036625791,-0.0007203406659808657,0.06437014575703696,-0.10508762900818738,0.10194069966620412,6.792470405348093e-05,0.020515468425812578,-0.13748892771686155,0.08177936712465379,0.07421157649681491,0.006687864887308881,0.0376458778758354,0.04124088154330485,0.013044375713944992,12,,,,,,,,,,,,
global_without_027,,frame_median_subtracted,v,25773,238.98377882459297,2874.0060377373225,2635.0222589127293,-0.0007203406659808657,0.06437014575703696,-0.10508762900818738,0.10194069966620412,-2.1072305980370854e-06,-0.005552599530489703,0.002343013459339755,-0.019610387666667038,0.0178497156864023,0.0003845673044368114,0.38980042882784083,0.12251560796303756,0.041972649515491046,12,,,,,,,,,,,,
frame,001,raw,s,822,-0.04854555717736985,0.14525093313882825,0.1937964903161981,0.014381148136257476,0.075567208785984,-0.11024132247609941,0.13674137657586696,-1.2247385541080678,-0.23735003334107863,0.08726753178261892,-0.8782938715351769,-0.8682994036928581,0.7714001247762496,0.8044343616093178,0.21383884783704338,0.07071490618363278,12,,,,,,,,,,,,
frame,001,raw,t,822,-0.006296418031278124,0.02233120628984432,0.028627624321122445,0.014381148136257476,0.075567208785984,-0.11024132247609941,0.13674137657586696,-8.306556093875654,-0.23779696725780256,0.09572177596062235,-0.8776045484608938,-0.8682601679137942,0.7701897434792491,0.8044343616093178,0.21383884783704338,0.07071490618363278,12,,,,,,,,,,,,
frame,001,raw,u,822,1836.5590052597033,2061.1397366470346,224.5807313873313,0.014381148136257476,0.075567208785984,-0.11024132247609941,0.13674137657586696,0.0010587263294130822,0.23776953339861465,-2.0341943430248883,0.8776699926221224,0.8682601679137942,0.7703046159493162,0.800265970628708,0.21453064063603605,0.07059575095120768,12,,,,,,,,,,,,
frame,001,raw,v,822,1087.0276657267011,2507.928479030282,1420.9008133035807,0.014381148136257476,0.075567208785984,-0.11024132247609941,0.13674137657586696,-0.00016704296488911474,-0.2373514846675846,0.3283551790811984,-0.8783185404739488,-0.8682994036928581,0.7714434585402872,0.8044343616093178,0.21383884783704338,0.07071490618363278,12,,,,,,,,,,,,
frame,001,frame_median_subtracted,s,822,-0.04854555717736985,0.14525093313882825,0.1937964903161981,0.008480399125650588,0.075567208785984,-0.1161420714867063,0.13084062756526008,-1.2247385541080678,-0.23735003334107863,0.08136678277201205,-0.8782938715351769,-0.8682994036928581,0.7714001247762496,0.8044343616093178,0.21383884783704338,0.0707149061836328,12,,,,,,,,,,,,
frame,001,frame_median_subtracted,t,822,-0.006296418031278124,0.02233120628984432,0.028627624321122445,0.008480399125650588,0.075567208785984,-0.1161420714867063,0.13084062756526008,-8.306556093875653,-0.2377969672578025,0.08982102695001548,-0.8776045484608938,-0.8682601679137942,0.7701897434792491,0.8044343616093178,0.21383884783704338,0.0707149061836328,12,,,,,,,,,,,,
frame,001,frame_median_subtracted,u,822,1836.5590052597033,2061.1397366470346,224.5807313873313,0.008480399125650588,0.075567208785984,-0.1161420714867063,0.13084062756526008,0.0010587263294130822,0.23776953339861465,-2.0400950920354957,0.8776699926221224,0.8682601679137942,0.7703046159493162,0.800265970628708,0.21453064063603605,0.07059575095120768,12,,,,,,,,,,,,
frame,001,frame_median_subtracted,v,822,1087.0276657267011,2507.928479030282,1420.9008133035807,0.008480399125650588,0.075567208785984,-0.1161420714867063,0.13084062756526008,-0.00016704296488911482,-0.2373514846675847,0.3224544300705916,-0.8783185404739488,-0.8682994036928581,0.7714434585402871,0.8044343616093178,0.21383884783704338,0.0707149061836328,12,,,,,,,,,,,,
frame,002,raw,s,890,-0.047656852170941,0.15745081686167675,0.20510766903261773,0.04530581783363275,0.04696265603062445,-0.016848183442505157,0.08658821484519306,0.2702157736086856,0.055423327460723044,0.03000777625437202,0.36620353720094206,0.2771529367477346,0.13410503065848156,0.5509785215600547,0.12070428568488376,0.036271133937613234,12,,,,,,,,,,,,
frame,002,raw,t,890,-0.00029198193987339734,0.0007721115034479244,0.0010640934433213218,0.04530581783363275,0.04696265603062445,-0.016848183442505157,0.08658821484519306,-36.14725894631428,-0.03846406123881102,0.05804660710720195,-0.25685790918011725,-0.18560753620472284,0.06597598550838113,0.32942503200508033,0.08231661052820367,0.028161541805240404,12,,,,,,,,,,,,
frame,002,raw,u,890,2001.6279435634165,2009.9004633958773,8.27251983246083,0.04530581783363275,0.04696265603062445,-0.016848183442505157,0.08658821484519306,-0.009056159290852846,-0.07491725733950458,18.198183001762946,-0.4610365663830959,-0.31137661248251364,0.21255471554231364,0.5420401388214247,0.12164861973005643,0.03612720595098486,12,,,,,,,,,,,,
frame,002,raw,v,890,1093.0318286279864,2599.0127377736176,1505.9809091456311,0.04530581783363275,0.04696265603062445,-0.016848183442505157,0.08658821484519306,3.680496654976199e-05,0.0554275769856851,-0.023113407060627523,0.366270833358002,0.2771529367477346,0.13415432336876498,0.5509785215600547,0.12070428568488376,0.036271133937613234,12,,,,,,,,,,,,
frame,002,frame_median_subtracted,s,890,-0.047656852170941,0.15745081686167675,0.20510766903261773,-0.012213297877071474,0.04696265603062445,-0.07436729915320939,0.02906909913448884,0.27021577360868576,0.05542332746072308,-0.02751133945633228,0.36620353720094206,0.2771529367477346,0.13410503065848178,0.5509785215600547,0.12070428568488376,0.03627113393761323,12,,,,,,,,,,,,
frame,002,frame_median_subtracted,t,890,-0.00029198193987339734,0.0007721115034479244,0.0010640934433213218,-0.012213297877071474,0.04696265603062445,-0.07436729915320939,0.02906909913448884,-36.1472589463143,-0.03846406123881104,0.0005274913964976766,-0.25685790918011725,-0.18560753620472284,0.06597598550838113,0.32942503200508033,0.08231661052820367,0.028161541805240404,12,,,,,,,,,,,,
frame,002,frame_median_subtracted,u,890,2001.6279435634165,2009.9004633958773,8.27251983246083,-0.012213297877071474,0.04696265603062445,-0.07436729915320939,0.02906909913448884,-0.009056159290852845,-0.07491725733950456,18.14066388605224,-0.4610365663830959,-0.31137661248251364,0.21255471554231442,0.5420401388214247,0.12164861973005643,0.03612720595098486,12,,,,,,,,,,,,
frame,002,frame_median_subtracted,v,890,1093.0318286279864,2599.0127377736176,1505.9809091456311,-0.012213297877071474,0.04696265603062445,-0.07436729915320939,0.02906909913448884,3.680496654976201e-05,0.05542757698568513,-0.08063252277133183,0.36627083335800203,0.2771529367477346,0.1341543233687651,0.5509785215600547,0.12070428568488376,0.03627113393761323,12,,,,,,,,,,,,
frame,003,raw,s,900,-0.14115410466516853,0.14536889067072792,0.2865229953358964,0.061619534974514,0.05912262594624351,-0.05638806475399747,0.13326322693397968,0.4486888865811959,0.12855968375717255,0.06059492941588832,0.5518653774750945,0.5319094797236376,0.30455539485572825,0.567128191538902,0.14178883405579956,0.046477975732370023,12,,,,,,,,,,,,
frame,003,raw,t,900,-0.0073988469877144,0.024888167427188114,0.03228701441490251,0.061619534974514,0.05912262594624351,-0.05638806475399747,0.13326322693397968,-3.96145897825343,-0.12790368313491346,0.09691532419533697,-0.5468827494030654,-0.5317968211483389,0.2990807415946556,0.5671281915389021,0.14178883405579956,0.046477975732370023,12,,,,,,,,,,,,
frame,003,raw,u,900,1839.0224689361003,2054.781200047176,215.75873111107558,0.061619534974514,0.05912262594624351,-0.05638806475399747,0.13326322693397968,0.0005921544664788455,0.12776249630923164,-1.0905071700403588,0.5463179978396472,0.5317755042495937,0.2984633547635207,0.567128191538902,0.14178883405579956,0.046477975732370023,12,,,,,,,,,,,,
frame,003,raw,v,900,405.0034957607737,2511.0140227719253,2106.0105270111517,0.061619534974514,0.05912262594624351,-0.05638806475399747,0.13326322693397968,6.1013889507116334e-05,0.12849589359588226,-0.02742174893010184,0.5518460542304134,0.5319094797236376,0.3045340675696764,0.567128191538902,0.14178883405579956,0.046477975732370023,12,,,,,,,,,,,,
frame,003,frame_median_subtracted,s,900,-0.14115410466516853,0.14536889067072792,0.2865229953358964,-0.015319660950407928,0.05912262594624351,-0.1333272606789194,0.05632403100905776,0.44868888658119604,0.12855968375717258,-0.01634426650903362,0.5518653774750945,0.5319094797236376,0.30455539485572825,0.5671281915389021,0.14178883405579956,0.046477975732370023,12,,,,,,,,,,,,
frame,003,frame_median_subtracted,t,900,-0.0073988469877144,0.024888167427188114,0.03228701441490251,-0.015319660950407928,0.05912262594624351,-0.1333272606789194,0.05632403100905776,-3.9614589782534297,-0.12790368313491346,0.019976128270414988,-0.5468827494030652,-0.5317968211483389,0.2990807415946556,0.5671281915389021,0.14178883405579956,0.046477975732370023,12,,,,,,,,,,,,
frame,003,frame_median_subtracted,u,900,1839.0224689361003,2054.781200047176,215.75873111107558,-0.015319660950407928,0.05912262594624351,-0.1333272606789194,0.05632403100905776,0.0005921544664788455,0.12776249630923164,-1.167446365965281,0.5463179978396472,0.5317755042495937,0.2984633547635207,0.5671281915389021,0.14178883405579956,0.046477975732370023,12,,,,,,,,,,,,
frame,003,frame_median_subtracted,v,900,405.0034957607737,2511.0140227719253,2106.0105270111517,-0.015319660950407928,0.05912262594624351,-0.1333272606789194,0.05632403100905776,6.101388950711633e-05,0.12849589359588223,-0.10436094485502377,0.5518460542304133,0.5319094797236376,0.3045340675696764,0.5671281915389021,0.14178883405579956,0.046477975732370023,12,,,,,,,,,,,,
frame,004,raw,s,900,-0.15913643424653087,0.055588531672786635,0.2147249659193175,0.029837974835339513,0.11702502752755298,-0.11293516983320728,0.23303750909452098,-1.284477078816411,-0.2758092969729984,-0.036985635232676436,-0.707502132374241,-0.7044562112628123,0.5005592673140982,0.8005643993446829,0.3934154610643903,0.10930241565064748,12,,,,,,,,,,,,
frame,004,raw,t,900,0.014045346719756059,0.016015823044206914,0.0019704763244508556,0.029837974835339513,0.11702502752755298,-0.11293516983320728,0.23303750909452098,-135.6577531638283,-0.2673103908375218,2.0640521247578554,-0.6768718760257644,-0.6897178885406031,0.45815553655463814,0.7593777314025848,0.37535666483768637,0.10645364888831638,12,,,,,,,,,,,,
frame,004,raw,u,900,1889.486905186789,1919.9373646705894,30.450459483800387,0.029837974835339513,0.11702502752755298,-0.11293516983320728,0.23303750909452098,0.00893839023323323,0.2721780896474656,-16.99767326884653,0.6940344776295851,0.6993205341405772,0.4816838561385711,0.7987432687319095,0.3906190945318485,0.10917802384237571,12,,,,,,,,,,,,
frame,004,raw,v,900,273.9868693364702,1850.5004980636832,1576.513628727213,0.029837974835339513,0.11702502752755298,-0.11293516983320728,0.23303750909452098,-0.00017488524794531194,-0.2757089768491221,0.2152312641293712,-0.707362338405066,-0.7044562112628123,0.5003614777938832,0.8005643993446829,0.3934154610643903,0.10930241565064748,12,,,,,,,,,,,,
frame,004,frame_median_subtracted,s,900,-0.15913643424653087,0.055588531672786635,0.2147249659193175,0.019064289908379554,0.11702502752755298,-0.12370885476016724,0.22226382416756102,-1.284477078816411,-0.2758092969729984,-0.04775932015963643,-0.707502132374241,-0.7044562112628123,0.5005592673140982,0.8005643993446829,0.3934154610643903,0.10930241565064748,12,,,,,,,,,,,,
frame,004,frame_median_subtracted,t,900,0.014045346719756059,0.016015823044206914,0.0019704763244508556,0.019064289908379554,0.11702502752755298,-0.12370885476016724,0.22226382416756102,-135.65775316382826,-0.2673103908375217,2.053278439830895,-0.6768718760257644,-0.6897178885406031,0.45815553655463825,0.7593777314025848,0.37535666483768637,0.10645364888831638,12,,,,,,,,,,,,
frame,004,frame_median_subtracted,u,900,1889.486905186789,1919.9373646705894,30.450459483800387,0.019064289908379554,0.11702502752755298,-0.12370885476016724,0.22226382416756102,0.008938390233233227,0.2721780896474655,-17.008446953773483,0.6940344776295851,0.6993205341405772,0.48168385613857123,0.7987432687319095,0.3906190945318485,0.10917802384237571,12,,,,,,,,,,,,
frame,004,frame_median_subtracted,v,900,273.9868693364702,1850.5004980636832,1576.513628727213,0.019064289908379554,0.11702502752755298,-0.12370885476016724,0.22226382416756102,-0.0001748852479453119,-0.27570897684912204,0.20445757920241123,-0.707362338405066,-0.7044562112628123,0.5003614777938832,0.8005643993446829,0.3934154610643903,0.10930241565064748,12,,,,,,,,,,,,
frame,005,raw,s,900,-0.13158683915351624,0.17577649887481905,0.30736333802833526,0.03923327173369418,0.049692694520198075,-0.04184245580928518,0.1240764028917624,-0.009405073744601176,-0.002890774860543272,0.039386308068847055,-0.016730436187921104,-0.025795850776770508,0.0002799074950382563,0.2651374297502096,0.09094560248535648,0.0267104336511371,12,,,,,,,,,,,,
frame,005,raw,t,900,0.013345839147968712,0.016393095516638815,0.003047256368670103,0.03923327173369418,0.049692694520198075,-0.04184245580928518,0.1240764028917624,0.9921520179605952,0.003023341555419318,0.02431481023792031,0.017919307379868875,-0.006750905453792742,0.00032110157697462505,0.26602660123994815,0.09306004405799134,0.02675518455097056,12,,,,,,,,,,,,
frame,005,raw,u,900,1878.2994407469826,1922.9956078972973,44.69616715031475,0.03923327173369418,0.049692694520198075,-0.04184245580928518,0.1240764028917624,-2.895622114325309e-06,-0.00012942321002603181,0.044733861784686114,-0.0007641575436190474,0.017967067449054464,5.839367517301852e-07,0.27551834839936906,0.09332267341493207,0.027228309668871565,12,,,,,,,,,,,,
frame,005,raw,v,900,475.9999514232307,2731.977874579812,2255.9779231565813,0.03923327173369418,0.049692694520198075,-0.04184245580928518,0.1240764028917624,-1.2822170742285865e-06,-0.0028926534121541145,0.04123555345916115,-0.016748471452419863,-0.025795850776770508,0.00028051129599271363,0.2651374297502096,0.09094560248535648,0.0267104336511371,12,,,,,,,,,,,,
frame,005,frame_median_subtracted,s,900,-0.13158683915351624,0.17577649887481905,0.30736333802833526,0.0002932652714250455,0.049692694520198075,-0.08078246227155432,0.08513639642949326,-0.00940507374460118,-0.0028907748605432734,0.0004463016065779132,-0.01673043618792109,-0.025795850776770508,0.00027990749503814527,0.2651374297502095,0.09094560248535648,0.0267104336511371,12,,,,,,,,,,,,
frame,005,frame_median_subtracted,t,900,0.013345839147968712,0.016393095516638815,0.003047256368670103,0.0002932652714250455,0.049692694520198075,-0.08078246227155432,0.08513639642949326,0.992152017960595,0.003023341555419318,-0.014625196224348838,0.01791930737986889,-0.006750905453792742,0.0003211015769739589,0.26602660123994804,0.09306004405799134,0.02675518455097056,12,,,,,,,,,,,,
frame,005,frame_median_subtracted,u,900,1878.2994407469826,1922.9956078972973,44.69616715031475,0.0002932652714250455,0.049692694520198075,-0.08078246227155432,0.08513639642949326,-2.8956221143253892e-06,-0.0001294232100260354,0.0057938553224171204,-0.0007641575436190853,0.017967067449054464,5.83936751286096e-07,0.27551834839936884,0.09332267341493207,0.027228309668871565,12,,,,,,,,,,,,
frame,005,frame_median_subtracted,v,900,475.9999514232307,2731.977874579812,2255.9779231565813,0.0002932652714250455,0.049692694520198075,-0.08078246227155432,0.08513639642949326,-1.2822170742285838e-06,-0.0028926534121541084,0.002295546996892028,-0.016748471452419863,-0.025795850776770508,0.0002805112959924916,0.2651374297502095,0.09094560248535648,0.0267104336511371,12,,,,,,,,,,,,
frame,006,raw,s,900,-0.0808589205165773,0.11861066469770651,0.19946958521428382,-0.006225219388691888,0.06527428131316679,-0.10534813758388281,0.09769580464083559,-0.3077642789622201,-0.061389613068367176,-0.0002574784081328156,-0.26993722982984436,-0.273173901037738,0.07286610804821025,0.7258964983334515,0.1912119483008155,0.05805402306304187,12,,,,,,,,,,,,
frame,006,raw,t,900,-0.010485702625954448,-0.00992916360616758,0.0005565390197868683,-0.006225219388691888,0.06527428131316679,-0.10534813758388281,0.09769580464083559,64.26545037057127,0.03576623075539937,0.6417800627047573,0.13972347551235248,-0.08051450269280168,0.019522649609250986,0.46547684526716815,0.16680033861146057,0.046488337090853496,12,,,,,,,,,,,,
frame,006,raw,u,900,2075.6025788581655,2094.2983834567,18.695804598534323,-0.006225219388691888,0.06527428131316679,-0.10534813758388281,0.09769580464083559,0.002439281570753199,0.045604331607607684,-5.089465999898916,0.19445306004426857,0.26710242029105385,0.03781199256058043,0.6905607800386222,0.1870433534071996,0.056623397606586696,12,,,,,,,,,,,,
frame,006,raw,v,900,850.0201303126184,2315.031713069205,1465.0115827565867,-0.006225219388691888,0.06527428131316679,-0.10534813758388281,0.09769580464083559,-4.189173409403765e-05,-0.06137187566952416,0.060233114911800854,-0.2699074104256889,-0.273173901037738,0.07285001020270132,0.7258964983334515,0.1912119483008155,0.05805402306304187,12,,,,,,,,,,,,
frame,006,frame_median_subtracted,s,900,-0.0808589205165773,0.11861066469770651,0.19946958521428382,0.003336118581775433,0.06527428131316679,-0.09578679961341549,0.10725714261130291,-0.3077642789622201,-0.061389613068367176,0.009303859562334515,-0.26993722982984436,-0.273173901037738,0.07286610804821037,0.7258964983334515,0.1912119483008155,0.05805402306304187,12,,,,,,,,,,,,
frame,006,frame_median_subtracted,t,900,-0.010485702625954448,-0.00992916360616758,0.0005565390197868683,0.003336118581775433,0.06527428131316679,-0.09578679961341549,0.10725714261130291,64.26545037057127,0.03576623075539937,0.6513414006752246,0.13972347551235248,-0.08051450269280168,0.019522649609251097,0.46547684526716826,0.16680033861146057,0.046488337090853496,12,,,,,,,,,,,,
frame,006,frame_median_subtracted,u,900,2075.6025788581655,2094.2983834567,18.695804598534323,0.003336118581775433,0.06527428131316679,-0.09578679961341549,0.10725714261130291,0.0024392815707531992,0.04560433160760769,-5.079904661928451,0.19445306004426857,0.26710242029105385,0.03781199256058032,0.6905607800386222,0.1870433534071996,0.056623397606586696,12,,,,,,,,,,,,
frame,006,frame_median_subtracted,v,900,850.0201303126184,2315.031713069205,1465.0115827565867,0.003336118581775433,0.06527428131316679,-0.09578679961341549,0.10725714261130291,-4.189173409403764e-05,-0.06137187566952415,0.06979445288226818,-0.2699074104256889,-0.273173901037738,0.07285001020270143,0.7258964983334515,0.1912119483008155,0.05805402306304187,12,,,,,,,,,,,,
frame,007,raw,s,900,-0.1520199981237439,0.045866490451941466,0.19788648857568536,0.05156375625692691,0.0621633255152181,-0.046847427421579366,0.1573715513079093,0.19000669029434278,0.03759975674823525,0.06212776515814068,0.1693817771261709,0.1924952499941358,0.02869018642241994,0.758746008019072,0.16201802756102704,0.05652431666613027,12,,,,,,,,,,,,
frame,007,raw,t,900,-0.010841108560625146,-0.009990022374716533,0.0008510861859086123,0.05156375625692691,0.0621633255152181,-0.046847427421579366,0.1573715513079093,63.32927265268925,0.05389866911834388,0.7069084748007441,0.26423804999008316,0.23985043602934492,0.0698217470625615,0.6088239158029549,0.1527981063114885,0.05063291875923948,12,,,,,,,,,,,,
frame,007,raw,u,900,2081.365005152129,2102.0748459357847,20.709840783655636,0.05156375625692691,0.0621633255152181,-0.046847427421579366,0.1573715513079093,-0.0020883091333844988,-0.04324854965944685,4.419079780021606,-0.2005198486112506,-0.19662924686738298,0.04020820968707961,0.7457167581189648,0.16092373220996553,0.05603689494700731,12,,,,,,,,,,,,
frame,007,raw,v,900,328.00035875784766,1781.0239797038387,1453.023620945991,0.05156375625692691,0.0621633255152181,-0.046847427421579366,0.1573715513079093,2.5886720843839273e-05,0.0376140168549334,0.02475337726802635,0.16946761564713833,0.1924952499941358,0.028719272753126135,0.758746008019072,0.16201802756102704,0.05652431666613027,12,,,,,,,,,,,,
frame,007,frame_median_subtracted,s,900,-0.1520199981237439,0.045866490451941466,0.19788648857568536,-0.0051279305828428635,0.0621633255152181,-0.10353911426134914,0.10067986446813955,0.19000669029434286,0.037599756748235263,0.0054360783183709065,0.1693817771261709,0.1924952499941358,0.02869018642241994,0.758746008019072,0.162018027561027,0.05652431666613027,12,,,,,,,,,,,,
frame,007,frame_median_subtracted,t,900,-0.010841108560625146,-0.009990022374716533,0.0008510861859086123,-0.0051279305828428635,0.0621633255152181,-0.10353911426134914,0.10067986446813955,63.32927265268924,0.05389866911834387,0.6502167879609743,0.26423804999008316,0.23985043602934492,0.06982174706256172,0.6088239158029549,0.1527981063114885,0.05063291875923948,12,,,,,,,,,,,,
frame,007,frame_median_subtracted,u,900,2081.365005152129,2102.0748459357847,20.709840783655636,-0.0051279305828428635,0.0621633255152181,-0.10353911426134914,0.10067986446813955,-0.0020883091333845,-0.043248549659446876,4.362388093181838,-0.2005198486112507,-0.19662924686738298,0.040208209687079166,0.7457167581189648,0.16092373220996553,0.05603689494700731,12,,,,,,,,,,,,
frame,007,frame_median_subtracted,v,900,328.00035875784766,1781.0239797038387,1453.023620945991,-0.0051279305828428635,0.0621633255152181,-0.10353911426134914,0.10067986446813955,2.5886720843839252e-05,0.037614016854933374,-0.03193830957174343,0.16946761564713836,0.1924952499941358,0.028719272753126135,0.758746008019072,0.162018027561027,0.05652431666613027,12,,,,,,,,,,,,
frame,008,raw,s,900,-0.12143540862132958,0.1149083990089937,0.23634380763032328,-0.009713062927254568,0.06695499506894743,-0.10347700799046038,0.1001073213585925,-0.08474717897514943,-0.020029470964915294,-0.009949884664484498,-0.08052594934330497,-0.05790677107831821,0.006484428517640306,0.6380937272412781,0.1750086615897984,0.05583134517214794,12,,,,,,,,,,,,
frame,008,raw,t,900,-0.013841765542410352,-0.010819020928467638,0.0030227446139427135,-0.009713062927254568,0.06695499506894743,-0.10347700799046038,0.1001073213585925,-0.8956881231391824,-0.0027074364499914214,-0.020609291154283463,-0.010904231564805203,-0.05091069659756782,0.00011890226601873888,0.6308268982655288,0.1716934961579212,0.055512521655715394,12,,,,,,,,,,,,
