platform_id,stable_range,analysis_range,z_median_mm,z_sigma_between_frames_mm,height_median_mm,height_sigma_between_frames_mm,height_p95_abs_mm,is_reference
p01,"[1050, 1102]","[1058, 1094]",-0.026208861319332755,0.0016456143058804157,0.011762835115433745,0.0020353788587598467,0.0014392301933128238,False
p02,"[1292, 1380]","[1300, 1372]",20.028440757941837,0.001999904508891619,20.066412454376604,0.00238966906177105,0.0016897511983700042,False
p03,"[1390, 1448]","[1398, 1440]",10.002793447459055,0.0003676406213108055,10.040765143893822,2.21239315686255e-05,1.5643982038682225e-05,False
p04,"[1485, 1572]","[1493, 1564]",6.004955853503475,0.003677522552322992,6.042927549938241,0.003287757999443561,0.0023247959763068593,False
p05,"[1763, 1824]","[1771, 1816]",-0.0379716964347665,0.000389764552879431,0.0,0.0,0.0,True
